# y/t    d_mean   d_std
0.85929648 0.56508958 0.00312891
0.86432161 0.56447101 0.00531283
0.86934673 0.56527929 0.00548478
0.87437186 0.56621923 0.00533749
0.87939698 0.56741264 0.00451906
0.88442211 0.56859870 0.00372922
0.88944724 0.56966022 0.00312275
0.89447236 0.57069328 0.00265175
0.89949749 0.57143048 0.00252359
0.90452261 0.57212391 0.00244989
0.90954774 0.57262944 0.00248692
0.91457286 0.57309761 0.00254322
0.91959799 0.57353134 0.00260783
0.92462312 0.57395298 0.00267592
0.92964824 0.57438095 0.00272567
0.93467337 0.57477028 0.00276569
0.93969849 0.57522504 0.00281206
0.94472362 0.57559440 0.00282987
0.94974874 0.57595795 0.00284265
0.95477387 0.57634864 0.00284885
0.95979899 0.57677625 0.00285187
0.96482412 0.57721931 0.00285553
0.96984925 0.57776742 0.00286507
0.97487437 0.57834517 0.00287672
0.97989950 0.57892914 0.00288807
0.98492462 0.57960206 0.00290403
0.98994975 0.58027565 0.00292018
0.99497487 0.57991694 0.00290410
1.00000000 0.57440076 0.00272656
