# y/t    d_mean   d_std
0.00000000 0.57440076 0.00272656
0.00502513 0.57993487 0.00288930
0.01005025 0.58332252 0.00298446
0.01507538 0.58419772 0.00299887
0.02010050 0.58507292 0.00301381
0.02512563 0.58599588 0.00302838
0.03015075 0.58694012 0.00304089
0.03517588 0.58788436 0.00305359
0.04020101 0.58886641 0.00306743
0.04522613 0.58984658 0.00308135
0.05025126 0.59083064 0.00309570
0.05527638 0.59183616 0.00311257
0.06030151 0.59283698 0.00313133
0.06532663 0.59384635 0.00315178
0.07035176 0.59486924 0.00317536
0.07537688 0.59589307 0.00320173
0.08040201 0.59692703 0.00323049
0.08542714 0.59796790 0.00326151
0.09045226 0.59901178 0.00329478
0.09547739 0.60005704 0.00333081
0.10050251 0.60110325 0.00336709
0.10552764 0.60214778 0.00340342
0.11055276 0.60317877 0.00344011
0.11557789 0.60420660 0.00347517
0.12060302 0.60521941 0.00350806
0.12562814 0.60621505 0.00353921
0.13065327 0.60720137 0.00356678
0.13567839 0.60815930 0.00358934
0.14070352 0.60910451 0.00360921
0.14572864 0.61004115 0.00362586
0.15075377 0.61094649 0.00363529
0.15577889 0.61184789 0.00364333
0.16080402 0.61274092 0.00364889
0.16582915 0.61362285 0.00365155
0.17085427 0.61450217 0.00365469
0.17587940 0.61538182 0.00365834
0.18090452 0.61626162 0.00366275
0.18592965 0.61714132 0.00366796
0.19095477 0.61803375 0.00367983
0.19597990 0.61892751 0.00369358
0.20100503 0.61982670 0.00371076
0.20603015 0.62073806 0.00373516
0.21105528 0.62164994 0.00375990
0.21608040 0.62257339 0.00379092
0.22110553 0.62350172 0.00382492
0.22613065 0.62442993 0.00385890
0.23115578 0.62537238 0.00389756
0.23618090 0.62631340 0.00393592
0.24120603 0.62725878 0.00397342
0.24623116 0.62821086 0.00400999
0.25125628 0.62916294 0.00404657
0.25628141 0.63012458 0.00407850
0.26130653 0.63108998 0.00410852
0.26633166 0.63205736 0.00413739
0.27135678 0.63304144 0.00415896
0.27638191 0.63402582 0.00418029
0.28140704 0.63502257 0.00419687
0.28643216 0.63603144 0.00420951
0.29145729 0.63704154 0.00422161
0.29648241 0.63807551 0.00422772
0.30150754 0.63911367 0.00423283
0.30653266 0.64015982 0.00423650
0.31155779 0.64122855 0.00423618
0.31658291 0.64229655 0.00423622
0.32160804 0.64338511 0.00423393
0.32663317 0.64448222 0.00423054
0.33165829 0.64558137 0.00422711
0.33668342 0.64670450 0.00422264
0.34170854 0.64782762 0.00421820
0.34673367 0.64895931 0.00421414
0.35175879 0.65010341 0.00421032
0.35678392 0.65124259 0.00420764
0.36180905 0.65239939 0.00420602
0.36683417 0.65355279 0.00420704
0.37185930 0.65471054 0.00420885
0.37688442 0.65586607 0.00420866
0.38190955 0.65701805 0.00420782
0.38693467 0.65814003 0.00418295
0.39195980 0.65924640 0.00414780
0.39698492 0.66024440 0.00405363
0.40201005 0.66120586 0.00393760
0.40703518 0.66198652 0.00376115
0.41206030 0.66270296 0.00356140
0.41708543 0.66331093 0.00341780
0.42211055 0.66386172 0.00329262
0.42713568 0.66458009 0.00330905
0.43216080 0.66536467 0.00338139
0.43718593 0.66657313 0.00346829
0.44221106 0.66790206 0.00356970
0.44723618 0.66968515 0.00346665
0.45226131 0.67150117 0.00335154
0.45728643 0.67367726 0.00301384
0.46231156 0.67582547 0.00267561
0.46733668 0.67816382 0.00221790
0.47236181 0.68049171 0.00175205
0.47738693 0.68286948 0.00123294
0.48241206 0.68523957 0.00070279
0.48743719 0.68757635 0.00016515
0.49246231 0.68987400 0.00043661
0.49748744 0.69210557 0.00100596
0.50251256 0.69422945 0.00157010
0.50753769 0.69628519 0.00213254
0.51256281 0.69813927 0.00266519
0.51758794 0.69994557 0.00318979
0.52261307 0.70144944 0.00365729
0.52763819 0.70288476 0.00410980
0.53266332 0.70406892 0.00451939
0.53768844 0.70510950 0.00491067
0.54271357 0.70597149 0.00527935
0.54773869 0.70661667 0.00563272
0.55276382 0.70716819 0.00597850
0.55778894 0.70743629 0.00631496
0.56281407 0.70764088 0.00664624
0.56783920 0.70761236 0.00697068
0.57286432 0.70747670 0.00727959
0.57788945 0.70719498 0.00758145
0.58291457 0.70674869 0.00784093
0.58793970 0.70621725 0.00808984
0.59296482 0.70550289 0.00826116
0.59798995 0.70471615 0.00838278
0.60301508 0.70380396 0.00844048
0.60804020 0.70283089 0.00835930
0.61306533 0.70176915 0.00824593
0.61809045 0.70072016 0.00789080
0.62311558 0.69962464 0.00745640
0.62814070 0.69859032 0.00685908
0.63316583 0.69757252 0.00612045
0.63819095 0.69657720 0.00538804
0.64321608 0.69555591 0.00469154
0.64824121 0.69450102 0.00415432
0.65326633 0.69338998 0.00381992
0.65829146 0.69221267 0.00360351
0.66331658 0.69100868 0.00349812
0.66834171 0.68981013 0.00339941
0.67336683 0.68875734 0.00319324
0.67839196 0.68781020 0.00302236
0.68341709 0.68703112 0.00289325
0.68844221 0.68640375 0.00295843
0.69346734 0.68579777 0.00328367
0.69849246 0.68525369 0.00375235
0.70351759 0.68465864 0.00422056
0.70854271 0.68404302 0.00463810
0.71356784 0.68340432 0.00485707
0.71859296 0.68282480 0.00491953
0.72361809 0.68229895 0.00487141
0.72864322 0.68187722 0.00461501
0.73366834 0.68149369 0.00427649
0.73869347 0.68088839 0.00375298
0.74371859 0.68003363 0.00327559
0.74874372 0.67831834 0.00379541
0.75376884 0.67553638 0.00675053
0.75879397 0.67099651 0.01267036
0.76381910 0.66495689 0.02084075
0.76884422 0.65763522 0.03081854
0.77386935 0.65085301 0.03985996
0.77889447 0.64451459 0.04818029
0.78391960 0.64081132 0.05197120
0.78894472 0.63815128 0.05387917
0.79396985 0.63593010 0.05237577
0.79899497 0.63363835 0.04996025
0.80402010 0.62879478 0.04633361
0.80904523 0.62328436 0.04360649
0.81407035 0.61561936 0.04243704
0.81909548 0.60754936 0.04342016
0.82412060 0.60027618 0.04302508
0.82914573 0.59340851 0.04164813
0.83417085 0.58716523 0.03583996
0.83919598 0.58111752 0.02794148
0.84422111 0.57555398 0.01901195
0.84924623 0.57027536 0.00970920
0.85427136 0.56689932 0.00344059
