# y/t    d_mean   d_std
0.00000000 0.65114707 0.00009083
0.00502513 0.64876824 0.00018409
0.01005025 0.64737315 0.00024385
0.01507538 0.64714001 0.00025446
0.02010050 0.64690686 0.00026513
0.02512563 0.64668143 0.00027552
0.03015075 0.64646312 0.00028623
0.03517588 0.64624481 0.00029698
0.04020101 0.64603623 0.00030765
0.04522613 0.64583224 0.00031797
0.05025126 0.64562965 0.00032832
0.05527638 0.64543519 0.00033872
0.06030151 0.64524409 0.00034854
0.06532663 0.64505695 0.00035850
0.07035176 0.64487664 0.00036860
0.07537688 0.64469973 0.00037859
0.08040201 0.64453056 0.00038850
0.08542714 0.64436667 0.00039844
0.09045226 0.64420510 0.00040855
0.09547739 0.64405541 0.00041847
0.10050251 0.64390863 0.00042862
0.10552764 0.64376604 0.00043903
0.11055276 0.64363540 0.00044924
0.11557789 0.64350702 0.00045962
0.12060302 0.64338714 0.00046984
0.12562814 0.64327666 0.00047974
0.13065327 0.64316950 0.00048972
0.13567839 0.64307554 0.00049959
0.14070352 0.64298723 0.00050934
0.14572864 0.64290203 0.00051878
0.15075377 0.64283550 0.00052769
0.15577889 0.64277110 0.00053646
0.16080402 0.64271520 0.00054495
0.16582915 0.64267330 0.00055308
0.17085427 0.64263509 0.00056062
0.17587940 0.64261191 0.00056758
0.18090452 0.64259843 0.00057403
0.18592965 0.64258733 0.00058014
0.19095477 0.64260020 0.00058521
0.19597990 0.64261716 0.00059004
0.20100503 0.64264277 0.00059429
0.20603015 0.64268796 0.00059732
0.21105528 0.64273534 0.00060041
0.21608040 0.64280094 0.00060234
0.22110553 0.64287923 0.00060321
0.22613065 0.64295778 0.00060406
0.23115578 0.64306655 0.00060328
0.23618090 0.64317692 0.00060231
0.24120603 0.64329823 0.00060071
0.24623116 0.64344125 0.00059760
0.25125628 0.64358427 0.00059449
0.25628141 0.64375050 0.00058998
0.26130653 0.64392598 0.00058473
0.26633166 0.64410530 0.00057932
0.27135678 0.64431411 0.00057186
0.27638191 0.64452313 0.00056441
0.28140704 0.64474831 0.00055574
0.28643216 0.64499036 0.00054580
0.29145729 0.64523353 0.00053610
0.29648241 0.64550390 0.00052413
0.30150754 0.64577922 0.00051197
0.30653266 0.64606266 0.00049935
0.31155779 0.64636958 0.00048496
0.31658291 0.64667668 0.00047047
0.32160804 0.64700390 0.00045436
0.32663317 0.64734144 0.00043763
0.33165829 0.64768160 0.00042045
0.33668342 0.64804841 0.00040147
0.34170854 0.64841523 0.00038258
0.34673367 0.64879536 0.00036192
0.35175879 0.64919003 0.00034016
0.35678392 0.64957951 0.00031998
0.36180905 0.64999605 0.00029688
0.36683417 0.65039499 0.00028521
0.37185930 0.65080197 0.00027424
0.37688442 0.65118254 0.00028990
0.38190955 0.65154758 0.00031764
0.38693467 0.65186363 0.00038658
0.39195980 0.65215158 0.00047525
0.39698492 0.65238721 0.00055236
0.40201005 0.65260673 0.00063167
0.40703518 0.65291073 0.00061796
0.41206030 0.65323372 0.00057728
0.41708543 0.65382870 0.00048402
0.42211055 0.65452362 0.00037630
0.42713568 0.65554564 0.00043503
0.43216080 0.65669851 0.00057977
0.43718593 0.65813624 0.00086550
0.44221106 0.65965563 0.00119837
0.44723618 0.66137072 0.00166333
0.45226131 0.66311133 0.00215551
0.45728643 0.66495782 0.00274820
0.46231156 0.66680937 0.00334893
0.46733668 0.66869721 0.00401398
0.47236181 0.67058222 0.00468708
0.47738693 0.67245302 0.00539334
0.48241206 0.67429878 0.00610229
0.48743719 0.67609426 0.00681884
0.49246231 0.67782241 0.00751765
0.49748744 0.67948432 0.00820612
0.50251256 0.68101963 0.00884584
0.50753769 0.68248714 0.00946377
0.51256281 0.68375887 0.00999867
0.51758794 0.68498115 0.01051170
0.52261307 0.68593406 0.01091184
0.52763819 0.68682452 0.01128469
0.53266332 0.68750937 0.01157897
0.53768844 0.68808054 0.01183732
0.54271357 0.68851273 0.01205316
0.54773869 0.68878632 0.01223115
0.55276382 0.68898917 0.01239131
0.55778894 0.68897906 0.01251145
0.56281407 0.68891434 0.01261760
0.56783920 0.68867529 0.01269235
0.57286432 0.68833909 0.01273588
0.57788945 0.68789121 0.01275711
0.58291457 0.68728789 0.01271748
0.58793970 0.68661724 0.01266213
0.59296482 0.68577100 0.01252566
0.59798995 0.68485220 0.01235294
0.60301508 0.68381900 0.01213047
0.60804020 0.68269147 0.01183392
0.61306533 0.68149661 0.01152113
0.61809045 0.68022542 0.01111544
0.62311558 0.67890150 0.01068819
0.62814070 0.67755781 0.01020902
0.63316583 0.67619899 0.00966242
0.63819095 0.67486304 0.00908110
0.64321608 0.67356871 0.00842253
0.64824121 0.67236187 0.00771111
0.65326633 0.67117883 0.00698822
0.65829146 0.67016036 0.00621606
0.66331658 0.66917634 0.00547104
0.66834171 0.66829341 0.00472655
0.67336683 0.66753930 0.00393715
0.67839196 0.66684070 0.00313717
0.68341709 0.66620860 0.00230052
0.68844221 0.66561668 0.00151449
0.69346734 0.66502230 0.00076623
0.69849246 0.66443975 0.00025875
0.70351759 0.66386338 0.00047799
0.70854271 0.66330500 0.00086811
0.71356784 0.66281002 0.00112221
0.71859296 0.66239715 0.00126678
0.72361809 0.66204268 0.00133247
0.72864322 0.66178001 0.00127119
0.73366834 0.66154646 0.00116920
0.73869347 0.66132869 0.00103866
0.74371859 0.66111629 0.00090360
0.74874372 0.66089544 0.00077935
0.75376884 0.66066739 0.00066622
0.75879397 0.66042158 0.00058082
0.76381910 0.66016829 0.00050644
0.76884422 0.65990520 0.00044678
0.77386935 0.65963436 0.00039988
0.77889447 0.65936013 0.00035836
0.78391960 0.65908233 0.00032351
0.78894472 0.65880210 0.00029413
0.79396985 0.65852219 0.00026704
0.79899497 0.65824137 0.00024436
0.80402010 0.65796213 0.00022392
0.80904523 0.65768305 0.00020481
0.81407035 0.65740478 0.00018818
0.81909548 0.65712696 0.00017290
0.82412060 0.65684841 0.00015841
0.82914573 0.65656999 0.00014578
0.83417085 0.65629105 0.00013323
0.83919598 0.65601193 0.00012198
0.84422111 0.65573539 0.00011151
0.84924623 0.65546008 0.00010161
0.85427136 0.65518838 0.00009241
0.85929648 0.65492036 0.00008371
0.86432161 0.65465438 0.00007585
0.86934673 0.65439169 0.00006903
0.87437186 0.65412888 0.00006294
0.87939698 0.65386529 0.00005831
0.88442211 0.65360154 0.00005511
0.88944724 0.65333055 0.00005304
0.89447236 0.65306101 0.00005277
0.89949749 0.65277513 0.00005395
0.90452261 0.65248831 0.00005689
0.90954774 0.65219446 0.00006093
0.91457286 0.65189803 0.00006639
0.91959799 0.65162654 0.00007305
0.92462312 0.65137003 0.00008088
0.92964824 0.65116444 0.00009023
0.93467337 0.65099195 0.00009750
0.93969849 0.65078910 0.00010610
0.94472362 0.65053688 0.00011427
0.94974874 0.65028358 0.00012327
0.95477387 0.65002756 0.00013291
0.95979899 0.64976922 0.00014269
0.96482412 0.64951528 0.00015235
0.96984925 0.64928036 0.00016168
0.97487437 0.64905003 0.00017110
0.97989950 0.64881966 0.00018075
0.98492462 0.64858065 0.00019086
0.98994975 0.64834156 0.00020105
0.99497487 0.64857293 0.00019144
1.00000000 0.65114707 0.00009083
