# y/t    d_mean   d_std
0.41708543 0.65365055 0.00045576
0.42211055 0.65435082 0.00047602
0.42713568 0.65537030 0.00064235
0.43216080 0.65652002 0.00086054
0.43718593 0.65792393 0.00119280
0.44221106 0.65940137 0.00157209
0.44723618 0.66104640 0.00206480
0.45226131 0.66271350 0.00258272
0.45728643 0.66446855 0.00318357
0.46231156 0.66622786 0.00379224
0.46733668 0.66801344 0.00445498
0.47236181 0.66979598 0.00512502
0.47738693 0.67155990 0.00582249
0.48241206 0.67329754 0.00652188
0.48743719 0.67498533 0.00722603
0.49246231 0.67660499 0.00791198
0.49748744 0.67816174 0.00858749
0.50251256 0.67959376 0.00921603
0.50753769 0.68096094 0.00982318
0.51256281 0.68213787 0.01035171
0.51758794 0.68326578 0.01085949
0.52261307 0.68413495 0.01125775
0.52763819 0.68494205 0.01162996
0.53266332 0.68555106 0.01192722
0.53768844 0.68604897 0.01219047
0.54271357 0.68641311 0.01241319
0.54773869 0.68662490 0.01260062
0.55276382 0.68676807 0.01277113
0.55778894 0.68670712 0.01290544
0.56281407 0.68659159 0.01302707
0.56783920 0.68631229 0.01311985
0.57286432 0.68593728 0.01318394
0.57788945 0.68545867 0.01322728
0.58291457 0.68482887 0.01321348
0.58793970 0.68413726 0.01318457
0.59296482 0.68327574 0.01307808
0.59798995 0.68234360 0.01293550
0.60301508 0.68130453 0.01274358
0.60804020 0.68017036 0.01247857
0.61306533 0.67897706 0.01219622
0.61809045 0.67770306 0.01182023
0.62311558 0.67638458 0.01142034
0.62814070 0.67504238 0.01096604
0.63316583 0.67368889 0.01043867
0.63819095 0.67235631 0.00987220
0.64321608 0.67106717 0.00922012
0.64824121 0.66985437 0.00851365
0.65326633 0.66866590 0.00779030
0.65829146 0.66760810 0.00702822
0.66331658 0.66657674 0.00629450
0.66834171 0.66562224 0.00557189
0.67336683 0.66478851 0.00481995
0.67839196 0.66401819 0.00405396
0.68341709 0.66333664 0.00324430
0.68844221 0.66272339 0.00245378
0.69346734 0.66211964 0.00168214
0.69849246 0.66154323 0.00101028
0.70351759 0.66097728 0.00043976
0.70854271 0.66042791 0.00012831
0.71356784 0.65992992 0.00044950
0.71859296 0.65950592 0.00069716
0.72361809 0.65913694 0.00086948
0.72864322 0.65886558 0.00090708
0.73366834 0.65863900 0.00088148
0.73869347 0.65843782 0.00081580
0.74371859 0.65826377 0.00071369
0.74874372 0.65808548 0.00061707
0.75376884 0.65790566 0.00052427
0.75879397 0.65771448 0.00044978
0.76381910 0.65751728 0.00038409
0.76884422 0.65731244 0.00033008
0.77386935 0.65709948 0.00028846
0.77889447 0.65688397 0.00025143
0.78391960 0.65666479 0.00022010
0.78894472 0.65644316 0.00019439
0.79396985 0.65622133 0.00017054
0.79899497 0.65599822 0.00015132
0.80402010 0.65577646 0.00013376
0.80904523 0.65555468 0.00011790
0.81407035 0.65533377 0.00010465
0.81909548 0.65511323 0.00009221
0.82412060 0.65489223 0.00008078
0.82914573 0.65467111 0.00007111
0.83417085 0.65444994 0.00006175
0.83919598 0.65422827 0.00005330
0.84422111 0.65400853 0.00004528
0.84924623 0.65378989 0.00003773
0.85427136 0.65357451 0.00003050
0.85929648 0.65336197 0.00002354
0.86432161 0.65315145 0.00001673
0.86934673 0.65294397 0.00001050
0.87437186 0.65273653 0.00000436
0.87939698 0.65252945 0.00000165
0.88442211 0.65232237 0.00000784
0.88944724 0.65211054 0.00001393
0.89447236 0.65190037 0.00002004
0.89949749 0.65167652 0.00002603
0.90452261 0.65145179 0.00003244
0.90954774 0.65122011 0.00003857
0.91457286 0.65098578 0.00004474
0.91959799 0.65077216 0.00005174
0.92462312 0.65057165 0.00005969
0.92964824 0.65041858 0.00006923
0.93467337 0.65029320 0.00007444
0.93969849 0.65014551 0.00008044
0.94472362 0.64995477 0.00008531
0.94974874 0.64976242 0.00009151
0.95477387 0.64956753 0.00009864
0.95979899 0.64937094 0.00010580
0.96482412 0.64917828 0.00011264
0.96984925 0.64900379 0.00011913
0.97487437 0.64883380 0.00012565
0.97989950 0.64866389 0.00013188
0.98492462 0.64848861 0.00013880
0.98994975 0.64831328 0.00014573
0.99497487 0.64848830 0.00013967
1.00000000 0.65040534 0.00006957
