# s/c    P_stat_mean   P_stat_std
0.99487043 0.58392673 0.00212639
0.99614174 0.58416220 0.00216548
0.99742782 0.58440367 0.00220826
0.99869913 0.58465220 0.00225543
0.99997043 0.58490787 0.00230707
1.00124174 0.58516931 0.00236234
1.00251305 0.58543465 0.00242016
1.00378435 0.58570207 0.00247950
1.00507044 0.58597021 0.00253962
1.00634174 0.58623849 0.00260029
1.00761305 0.58650664 0.00266140
1.00888436 0.58677445 0.00272288
1.01015566 0.58704170 0.00278459
1.01144175 0.58730814 0.00284638
1.01271305 0.58757331 0.00290794
1.01398436 0.58783673 0.00296895
1.01525567 0.58809785 0.00302905
1.01652697 0.58835598 0.00308775
1.01779828 0.58861031 0.00314453
1.01908436 0.58886015 0.00319889
1.02035567 0.58910545 0.00325082
1.02162698 0.58934734 0.00330105
1.02289828 0.58958812 0.00335113
1.02416959 0.58983055 0.00340285
1.02545567 0.59007692 0.00345771
1.02672698 0.59032821 0.00351633
1.02799829 0.59058382 0.00357825
1.02926959 0.59084250 0.00364261
1.03054090 0.59110284 0.00370848
1.03181220 0.59136347 0.00377494
1.03309829 0.59162287 0.00384098
1.03436960 0.59187926 0.00390543
1.03564090 0.59213090 0.00396715
1.03691221 0.59237677 0.00402546
1.03818351 0.59261682 0.00408033
1.03945482 0.59285124 0.00413188
1.04072612 0.59308035 0.00418029
1.04201221 0.59330448 0.00422577
1.04328352 0.59352387 0.00426843
1.04455482 0.59373890 0.00430850
1.04582613 0.59395036 0.00434652
1.04709743 0.59415955 0.00438340
1.04836874 0.59436789 0.00442013
1.04965483 0.59457645 0.00445755
1.05092613 0.59478586 0.00449624
1.05219744 0.59499607 0.00453651
1.05346874 0.59520608 0.00457818
1.05474005 0.59541392 0.00462070
1.05601135 0.59561726 0.00466333
1.05728266 0.59581340 0.00470463
1.05856875 0.59599993 0.00474280
1.05984005 0.59617496 0.00477556
1.06111136 0.59633804 0.00480114
1.06238266 0.59649108 0.00481931
1.06365397 0.59663593 0.00483006
1.06492527 0.59677404 0.00483353
1.06619658 0.59690668 0.00483002
1.06746788 0.59703527 0.00482016
1.06875397 0.59716207 0.00480528
1.07002528 0.59728973 0.00478704
1.07129658 0.59742091 0.00476718
1.07256789 0.59755779 0.00474717
1.07383919 0.59770218 0.00472826
1.07511050 0.59785521 0.00471136
1.07638181 0.59801736 0.00469692
1.07766789 0.59818717 0.00468420
1.07893920 0.59836011 0.00467043
1.08021050 0.59853010 0.00465192
1.08148181 0.59869261 0.00462618
1.08275312 0.59884669 0.00459330
1.08402442 0.59899387 0.00455521
1.08529573 0.59913609 0.00451405
1.08656703 0.59927405 0.00447118
1.08783834 0.59940800 0.00442770
1.08912443 0.59953832 0.00438481
1.09039573 0.59966531 0.00434364
1.09166704 0.59978921 0.00430530
1.09293834 0.59991006 0.00427074
1.09420965 0.60002782 0.00424077
1.09548095 0.60014231 0.00421613
1.09675226 0.60025364 0.00419753
1.09802356 0.60036221 0.00418553
1.09930965 0.60046835 0.00418045
1.10058096 0.60057254 0.00418239
1.10185226 0.60067516 0.00419124
1.10312357 0.60077639 0.00420652
1.10439487 0.60087659 0.00422779
1.10566618 0.60097620 0.00425456
1.10693748 0.60107559 0.00428621
1.10820879 0.60117511 0.00432209
1.10948010 0.60127498 0.00436140
1.11075140 0.60137519 0.00440319
1.11203749 0.60147561 0.00444645
1.11330879 0.60157599 0.00449002
1.11458010 0.60167601 0.00453269
1.11585141 0.60177558 0.00457344
1.11712271 0.60187435 0.00461105
1.11839402 0.60197239 0.00464450
1.11966532 0.60207111 0.00467361
1.12093663 0.60217334 0.00469902
1.12220793 0.60228464 0.00472282
1.12347924 0.60241202 0.00474798
1.12475054 0.60256033 0.00477667
1.12603663 0.60272843 0.00480944
1.12730794 0.60290970 0.00484569
1.12857924 0.60309476 0.00488491
1.12985055 0.60327369 0.00492706
1.13112185 0.60343628 0.00497248
1.13239316 0.60357064 0.00502170
1.13366446 0.60366697 0.00507455
1.13493577 0.60372064 0.00512957
1.13620707 0.60373025 0.00518367
1.13747838 0.60370546 0.00523013
1.13874969 0.60366051 0.00526340
1.14002099 0.60361728 0.00528249
1.14130708 0.60359417 0.00529019
1.14257838 0.60359764 0.00528951
1.14384969 0.60363402 0.00528184
1.14512100 0.60370586 0.00526901
1.14639230 0.60380822 0.00525365
1.14766361 0.60392904 0.00523558
1.14893491 0.60406234 0.00521384
1.15020622 0.60421649 0.00518630
1.15147752 0.60440433 0.00514950
1.15274883 0.60463306 0.00510392
1.15402013 0.60490948 0.00504743
1.15529144 0.60519520 0.00496292
1.15656274 0.60546954 0.00487175
1.15783405 0.60575254 0.00477411
1.15912014 0.60604380 0.00467009
1.16039144 0.60634294 0.00455976
1.16166275 0.60664950 0.00444322
1.16293405 0.60696303 0.00432059
1.16420536 0.60728302 0.00419200
1.16547667 0.60760894 0.00405761
1.16674797 0.60794023 0.00391757
1.16801928 0.60827631 0.00377207
1.16929058 0.60861656 0.00362132
1.17056189 0.60896035 0.00346554
1.17183319 0.60930701 0.00330498
1.17310450 0.60965587 0.00313988
1.17437580 0.61000621 0.00297055
1.17564711 0.61035731 0.00279728
1.17691841 0.61070843 0.00262043
1.17818972 0.61105882 0.00244037
1.17946103 0.61140770 0.00225752
1.18074711 0.61175429 0.00207238
1.18201842 0.61209779 0.00188549
1.18328972 0.61243741 0.00169757
1.18456103 0.61277233 0.00150950
1.18583234 0.61310175 0.00132248
1.18710364 0.61342485 0.00113831
1.18837495 0.61374083 0.00095981
1.18964625 0.61404887 0.00079196
1.19091756 0.61434817 0.00064402
1.19218886 0.61463794 0.00053332
1.19346017 0.61491739 0.00048592
1.19473147 0.61518576 0.00051871
1.19600278 0.61544230 0.00061794
1.19727408 0.61568628 0.00075659
1.19854539 0.61591697 0.00091549
1.19981670 0.61613371 0.00108425
1.20108800 0.61633584 0.00125734
1.20235931 0.61652273 0.00143160
1.20363061 0.61669381 0.00160507
1.20490192 0.61684851 0.00177639
1.20617322 0.61698633 0.00194455
1.20744453 0.61710682 0.00210874
1.20873062 0.61720957 0.00226829
1.21000192 0.61729421 0.00242259
1.21127323 0.61736044 0.00257111
1.21254453 0.61740803 0.00271335
1.21381584 0.61743680 0.00284885
1.21508714 0.61744664 0.00297716
1.21635845 0.61743752 0.00309786
1.21762975 0.61740948 0.00321057
1.21890106 0.61736265 0.00331491
1.22017237 0.61729722 0.00341051
1.22144367 0.61721351 0.00349703
1.22271498 0.61711190 0.00357417
1.22398628 0.61699288 0.00364162
1.22525759 0.61685705 0.00369909
1.22652889 0.61670512 0.00374634
1.22780020 0.61653789 0.00378312
1.22907150 0.61635629 0.00380923
1.23034281 0.61616140 0.00382448
1.23161411 0.61595438 0.00382871
1.23288542 0.61573655 0.00382180
1.23415673 0.61550936 0.00380363
1.23542803 0.61527442 0.00377416
1.23669934 0.61503346 0.00373334
1.23797064 0.61478838 0.00368118
1.23924195 0.61454124 0.00361774
1.24051325 0.61429426 0.00354310
1.24178456 0.61404984 0.00345741
1.24305586 0.61381053 0.00336087
1.24432717 0.61357909 0.00325374
1.24559847 0.61335846 0.00313637
1.24686978 0.61315177 0.00300918
1.24814109 0.61296234 0.00287270
1.24941239 0.61279371 0.00272760
1.25068370 0.61264964 0.00257474
1.25195500 0.61253407 0.00241519
1.25322631 0.61245121 0.00225035
1.25449761 0.61240547 0.00208206
1.25576892 0.61240152 0.00191280
1.25704022 0.61244424 0.00174602
1.25831153 0.61253879 0.00158652
1.25958283 0.61269059 0.00144105
1.26085414 0.61290530 0.00131879
1.26212545 0.61318886 0.00123133
1.26339675 0.61354749 0.00119085
1.26466806 0.61398770 0.00120617
1.26593936 0.61451629 0.00127876
1.26721067 0.61514035 0.00140258
1.26848197 0.61586727 0.00156774
1.26975328 0.61670478 0.00176437
1.27102458 0.61766091 0.00198443
1.27229589 0.61874402 0.00222199
1.27356719 0.61996282 0.00247281
1.27483850 0.62132633 0.00273393
1.27610981 0.62284397 0.00300332
1.27738111 0.62452547 0.00327967
1.27865242 0.62638096 0.00356219
1.27992372 0.62842093 0.00385057
1.28119503 0.63065627 0.00414491
-0.96316762 0.62534192 0.00338888
-0.96189631 0.62317537 0.00379099
-0.96062353 0.62228836 0.00379368
-0.95934927 0.62174554 0.00379354
-0.95807353 0.62112452 0.00370411
-0.95679779 0.61999435 0.00335044
-0.95551909 0.61785469 0.00258780
-0.95423744 0.61347932 0.00282210
-0.95295431 0.60244452 0.00778171
-0.95167118 0.58836542 0.01184446
-0.95038804 0.58768316 0.01153073
-0.94910048 0.60190802 0.00969416
-0.94781143 0.61600972 0.00840463
-0.94651943 0.62502192 0.00756398
-0.94522743 0.63132475 0.00702896
-0.94393247 0.63617831 0.00658622
-0.94263604 0.64061153 0.00623362
-0.94133960 0.64486102 0.00591278
-0.94004021 0.64902576 0.00561669
-0.93873934 0.65300520 0.00535613
-0.93743699 0.65675254 0.00512652
-0.93613316 0.66027548 0.00492187
-0.93482786 0.66360791 0.00473719
-0.93351959 0.66677062 0.00456915
-0.93221133 0.66978734 0.00441467
-0.93090011 0.67267458 0.00427129
-0.92958890 0.67544949 0.00413928
-0.92827472 0.67812497 0.00401669
-0.92695907 0.68071367 0.00390382
-0.92564341 0.68322034 0.00379281
-0.92432480 0.68565424 0.00369073
-0.92300472 0.68802486 0.00359688
-0.92168315 0.69033672 0.00350289
-0.92036010 0.69259209 0.00341460
-0.91903410 0.69479322 0.00333186
-0.91770810 0.69694237 0.00324896
-0.91638062 0.69903051 0.00316910
-0.91505167 0.70106215 0.00309193
-0.91371975 0.70304181 0.00302318
-0.91238784 0.70498983 0.00295732
-0.91105297 0.70691751 0.00289150
-0.90971810 0.70882260 0.00282837
-0.90838027 0.71070734 0.00277079
-0.90704096 0.71257401 0.00271297
-0.90570166 0.71442034 0.00265518
-0.90435940 0.71624859 0.00260029
-0.90301565 0.71806102 0.00254804
-0.90167044 0.71985989 0.00249581
-0.90032374 0.72164294 0.00244940
-0.89897556 0.72341017 0.00240241
-0.89762591 0.72516836 0.00235574
-0.89627478 0.72691073 0.00230940
-0.89492217 0.72864181 0.00226502
-0.89356808 0.73036384 0.00222424
-0.89221251 0.73207684 0.00218279
-0.89085547 0.73377401 0.00214170
-0.88949695 0.73546893 0.00210320
-0.88813547 0.73715254 0.00206214
-0.88677399 0.73882486 0.00202622
-0.88541103 0.74049266 0.00198774
-0.88404659 0.74215141 0.00195516
-0.88267920 0.74380339 0.00191926
-0.88131181 0.74544859 0.00188337
-0.87994294 0.74708701 0.00185084
-0.87857259 0.74872090 0.00181791
-0.87719928 0.75034576 0.00178753
-0.87582598 0.75196610 0.00175462
-0.87445120 0.75358192 0.00172469
-0.87307345 0.75519322 0.00169432
-0.87169571 0.75679548 0.00166442
-0.87031650 0.75839548 0.00163704
-0.86893580 0.75999096 0.00160919
-0.86755215 0.76157966 0.00157933
-0.86616849 0.76316836 0.00155148
-0.86478336 0.76475028 0.00152712
-0.86339675 0.76632994 0.00149979
-0.86200866 0.76790282 0.00147793
-0.86061762 0.76947571 0.00145062
-0.85922657 0.77103955 0.00142579
-0.85783405 0.77260565 0.00140396
-0.85644005 0.77416723 0.00137968
-0.85504457 0.77572429 0.00135487
-0.85364761 0.77727910 0.00133251
-0.85224918 0.77883164 0.00131072
-0.85084926 0.78037966 0.00129195
-0.84944787 0.78192768 0.00126959
-0.84804648 0.78347119 0.00124843
-0.84664213 0.78501469 0.00122910
-0.84523630 0.78655819 0.00120978
-0.84382899 0.78809718 0.00118805
-0.84242169 0.78963616 0.00117177
-0.84101143 0.79117514 0.00115549
-0.83960116 0.79271186 0.00113620
-0.83818795 0.79425085 0.00111994
-0.83677473 0.79578757 0.00110065
-0.83536003 0.79732429 0.00108678
-0.83394238 0.79886328 0.00107055
-0.83252472 0.80040452 0.00105737
-0.83110559 0.80194350 0.00104282
-0.82968498 0.80348475 0.00102966
-0.82826289 0.80502373 0.00101511
-0.82684081 0.80656271 0.00100431
-0.82541576 0.80810169 0.00098975
-0.82398924 0.80963164 0.00097590
-0.82256272 0.81116158 0.00096370
-0.82113324 0.81268701 0.00095290
-0.81970376 0.81420339 0.00094070
-0.81827280 0.81571299 0.00092685
-0.81684036 0.81720904 0.00091467
-0.81540645 0.81869605 0.00090317
-0.81397106 0.82016723 0.00088863
-0.81253418 0.82162486 0.00087781
-0.81109584 0.82306441 0.00086261
-0.80965749 0.82448588 0.00084874
-0.80821618 0.82589153 0.00083724
-0.80677488 0.82727232 0.00082337
-0.80533209 0.82863503 0.00080884
-0.80388783 0.82997740 0.00079801
-0.80244209 0.83130169 0.00078110
-0.80099487 0.83261017 0.00077028
-0.79954765 0.83389831 0.00075406
-0.79809748 0.83517288 0.00074325
-0.79664730 0.83643616 0.00073011
-0.79519565 0.83768814 0.00071627
-0.79374252 0.83893333 0.00070624
-0.79228791 0.84016949 0.00069319
-0.79083182 0.84140113 0.00067937
-0.78937573 0.84263051 0.00067172
-0.78791669 0.84385537 0.00066183
-0.78645764 0.84508249 0.00065114
-0.78499712 0.84630734 0.00064132
-0.78353512 0.84753672 0.00063378
-0.78207164 0.84877062 0.00062315
-0.78060816 0.85001130 0.00061784
-0.77914320 0.85125650 0.00060942
-0.77767528 0.85251073 0.00060412
-0.77620885 0.85377175 0.00059882
-0.77473946 0.85503955 0.00059353
-0.77326859 0.85630960 0.00058730
-0.77179771 0.85757966 0.00058108
-0.77032537 0.85885198 0.00057797
-0.76885154 0.86011977 0.00057395
-0.76737623 0.86138305 0.00056774
-0.76590093 0.86263955 0.00056154
-0.76442266 0.86388927 0.00055671
-0.76294440 0.86512768 0.00055362
-0.76146466 0.86635254 0.00054662
-0.75998492 0.86756158 0.00054046
-0.75850222 0.86875480 0.00053510
-0.75701953 0.86992542 0.00052815
-0.75553535 0.87107797 0.00051893
-0.75405118 0.87220565 0.00051279
-0.75256405 0.87331525 0.00050434
-0.75107691 0.87440000 0.00049515
-0.74958830 0.87545989 0.00048902
-0.74809822 0.87649944 0.00048132
-0.74660813 0.87751412 0.00047287
-0.74511656 0.87851525 0.00046443
-0.74362352 0.87949379 0.00045675
-0.74212899 0.88045876 0.00044911
-0.74063447 0.88140791 0.00044376
-0.73913847 0.88234802 0.00043532
-0.73764099 0.88327910 0.00042772
-0.73614351 0.88420565 0.00042326
-0.73464307 0.88512994 0.00041573
-0.73314412 0.88604972 0.00041136
-0.73164220 0.88697175 0.00040608
-0.73014029 0.88789831 0.00040296
-0.72863542 0.88882938 0.00040080
-0.72713202 0.88976949 0.00039768
-0.72562567 0.89072316 0.00039456
-0.72411933 0.89168588 0.00039050
-0.72261150 0.89265085 0.00038427
-0.72110367 0.89360226 0.00037806
-0.71959436 0.89453333 0.00037185
-0.71808358 0.89543955 0.00036874
-0.71657132 0.89633446 0.00036343
-0.71505906 0.89720904 0.00035812
-0.71354532 0.89807458 0.00035501
-0.71203158 0.89892881 0.00034971
-0.71051488 0.89977401 0.00034660
-0.70899966 0.90061017 0.00034038
-0.70748148 0.90143729 0.00033507
-0.70596331 0.90225763 0.00032977
-0.70444366 0.90306893 0.00032666
-0.70292400 0.90387345 0.00032232
-0.70140287 0.90467119 0.00031920
-0.69988026 0.90546441 0.00031392
-0.69835765 0.90625537 0.00031080
-0.69683356 0.90703503 0.00030553
-0.69530800 0.90781243 0.00030240
-0.69378243 0.90858079 0.00030027
-0.69225538 0.90934689 0.00029502
-0.69072834 0.91010395 0.00029188
-0.68919982 0.91086102 0.00028875
-0.68766982 0.91161130 0.00028562
-0.68613981 0.91235706 0.00028037
-0.68460833 0.91309379 0.00027724
-0.68307685 0.91382825 0.00027513
-0.68154390 0.91455819 0.00027200
-0.68001094 0.91528588 0.00026990
-0.67847650 0.91600452 0.00026573
-0.67694059 0.91671864 0.00026362
-0.67540467 0.91743051 0.00025840
-0.67386728 0.91813559 0.00025840
-0.67232841 0.91883842 0.00025526
-0.67078954 0.91953446 0.00025212
-0.66925067 0.92022373 0.00024898
-0.66771032 0.92090621 0.00024584
-0.66616849 0.92158418 0.00024584
-0.66462666 0.92225989 0.00024270
-0.66308484 0.92292881 0.00023957
-0.66154005 0.92358870 0.00023747
-0.65999675 0.92424407 0.00023433
-0.65845049 0.92489718 0.00023331
-0.65690570 0.92553898 0.00023018
-0.65535796 0.92617401 0.00022705
-0.65381022 0.92680452 0.00022179
-0.65226248 0.92742147 0.00022179
-0.65071326 0.92803616 0.00021866
-0.64916404 0.92863955 0.00021341
-0.64761335 0.92923390 0.00021028
-0.64606265 0.92981695 0.00021028
-0.64451047 0.93038644 0.00020504
-0.64295830 0.93094689 0.00020611
-0.64140464 0.93150734 0.00020296
-0.63985099 0.93206554 0.00020091
-0.63829586 0.93262147 0.00020091
-0.63674073 0.93318192 0.00019776
-0.63518412 0.93374237 0.00019461
-0.63362751 0.93429831 0.00019461
-0.63207090 0.93485198 0.00019146
-0.63051133 0.93540565 0.00019258
-0.62895324 0.93595254 0.00018943
-0.62739368 0.93649944 0.00018627
-0.62583411 0.93703729 0.00018517
-0.62427306 0.93757514 0.00018312
-0.62271202 0.93810621 0.00018203
-0.62114950 0.93863051 0.00017997
-0.61958697 0.93915254 0.00017997
-0.61802445 0.93967006 0.00017889
-0.61646045 0.94018079 0.00017682
-0.61489497 0.94068475 0.00017575
-0.61333097 0.94118418 0.00017261
-0.61176401 0.94167910 0.00017261
-0.61019853 0.94217175 0.00016948
-0.60863157 0.94265311 0.00016948
-0.60706461 0.94313220 0.00016634
-0.60549618 0.94360226 0.00016424
-0.60392774 0.94407006 0.00016424
-0.60235783 0.94453333 0.00016321
-0.60078939 0.94498531 0.00016009
-0.59921800 0.94543503 0.00015797
-0.59764808 0.94588249 0.00015797
-0.59607669 0.94632090 0.00015483
-0.59450530 0.94675480 0.00015483
-0.59293243 0.94718192 0.00015483
-0.59135956 0.94760678 0.00015170
-0.58978669 0.94802486 0.00014857
-0.58821234 0.94843842 0.00014857
-0.58663799 0.94884520 0.00014857
-0.58506364 0.94924972 0.00014544
-0.58348781 0.94964746 0.00014232
-0.58191198 0.95004294 0.00014019
-0.58033616 0.95043390 0.00014124
-0.57875885 0.95081808 0.00013809
-0.57718302 0.95120000 0.00013705
-0.57560424 0.95158192 0.00013495
-0.57402693 0.95195480 0.00013495
-0.57244815 0.95232542 0.00013181
-0.57086937 0.95269605 0.00013289
-0.56929058 0.95305989 0.00012974
-0.56771032 0.95342599 0.00012974
-0.56613006 0.95378531 0.00012974
-0.56454980 0.95414237 0.00012659
-0.56296805 0.95449944 0.00012772
-0.56138779 0.95485424 0.00012659
-0.55980605 0.95520678 0.00012659
-0.55822283 0.95555706 0.00012345
-0.55664109 0.95590960 0.00012345
-0.55505787 0.95626215 0.00012345
-0.55347466 0.95661243 0.00012456
-0.55189144 0.95696497 0.00012554
-0.55030822 0.95731751 0.00012554
-0.54872352 0.95767232 0.00012456
-0.54713882 0.95802712 0.00012241
-0.54555413 0.95838192 0.00012145
-0.54396943 0.95872090 0.00012145
-0.54238325 0.95905085 0.00011834
-0.54079708 0.95937627 0.00011834
-0.53921090 0.95969040 0.00011747
-0.53762473 0.95999774 0.00011523
-0.53603855 0.96030056 0.00011213
-0.53445090 0.96059887 0.00011213
-0.53286472 0.96089040 0.00011213
-0.53127707 0.96118192 0.00011213
-0.52968942 0.96146667 0.00011213
-0.52810029 0.96174915 0.00010904
-0.52651263 0.96202938 0.00010681
-0.52492498 0.96230734 0.00010681
-0.52333585 0.96258079 0.00010595
-0.52174671 0.96285198 0.00010595
-0.52015758 0.96312090 0.00010681
-0.51856845 0.96338983 0.00010371
-0.51697932 0.96365424 0.00010371
-0.51538871 0.96391412 0.00010287
-0.51379958 0.96417401 0.00010061
-0.51220897 0.96443164 0.00010061
-0.51061836 0.96468927 0.00010061
-0.50902775 0.96494463 0.00009752
-0.50743714 0.96519774 0.00010061
-0.50584653 0.96544633 0.00009752
-0.50425592 0.96569718 0.00009752
-0.50266383 0.96594124 0.00009752
-0.50107322 0.96618531 0.00009752
-0.49948261 0.96642938 0.00009752
-0.49789052 0.96667119 0.00009443
-0.49629843 0.96690847 0.00009443
-0.49470782 0.96714576 0.00009443
-0.49311573 0.96738079 0.00009673
-0.49152364 0.96761356 0.00009443
-0.48993156 0.96784633 0.00009367
-0.48833947 0.96807006 0.00009367
-0.48674738 0.96829605 0.00009301
-0.48515529 0.96851977 0.00009301
-0.48356320 0.96873898 0.00009062
-0.48196964 0.96895593 0.00009062
-0.48037755 0.96917288 0.00009062
-0.47878546 0.96938079 0.00008758
-0.47719337 0.96959096 0.00008758
-0.47559980 0.96979435 0.00008758
-0.47400772 0.96999322 0.00008700
-0.47241563 0.97018757 0.00008401
-0.47082206 0.97037966 0.00008154
-0.46922997 0.97056271 0.00008154
-0.46763788 0.97074350 0.00008217
-0.46604432 0.97091977 0.00008217
-0.46445223 0.97109379 0.00007913
-0.46286014 0.97127006 0.00007913
-0.46126658 0.97144633 0.00007913
-0.45967449 0.97162260 0.00007913
-0.45808240 0.97179887 0.00007913
-0.45649031 0.97197740 0.00007677
-0.45489822 0.97215367 0.00007677
-0.45330613 0.97232994 0.00007677
-0.45171257 0.97250169 0.00007610
-0.45012048 0.97267797 0.00007610
-0.44852839 0.97284972 0.00007372
-0.44693778 0.97302147 0.00007309
-0.44534569 0.97319096 0.00007309
-0.44375360 0.97336045 0.00007309
-0.44216151 0.97352994 0.00007309
-0.44057090 0.97369266 0.00007309
-0.43897882 0.97385763 0.00007067
-0.43738821 0.97402260 0.00007009
-0.43579612 0.97418305 0.00007067
-0.43420551 0.97434350 0.00007309
-0.43261490 0.97450395 0.00007009
-0.43102429 0.97465989 0.00007009
-0.42943368 0.97481582 0.00007009
-0.42784307 0.97496723 0.00006965
-0.42625394 0.97512090 0.00007009
-0.42466333 0.97527006 0.00007009
-0.42307419 0.97541695 0.00006712
-0.42148358 0.97556610 0.00006712
-0.41989445 0.97571299 0.00006416
-0.41830532 0.97585763 0.00006712
-0.41671619 0.97600000 0.00006712
-0.41512853 0.97614011 0.00006416
-0.41353940 0.97628023 0.00006673
-0.41195175 0.97641808 0.00006416
-0.41036262 0.97655367 0.00006416
-0.40877496 0.97668927 0.00006416
-0.40718731 0.97682260 0.00006123
-0.40560114 0.97695141 0.00006123
-0.40401348 0.97708249 0.00006416
-0.40242731 0.97720904 0.00006123
-0.40084113 0.97733785 0.00006123
-0.39925496 0.97746441 0.00005832
-0.39766878 0.97758870 0.00006123
-0.39608261 0.97771073 0.00006123
-0.39449791 0.97783051 0.00005832
-0.39291321 0.97795254 0.00005832
-0.39132851 0.97807232 0.00005545
-0.38974382 0.97818983 0.00005832
-0.38816060 0.97830508 0.00005832
-0.38657738 0.97841808 0.00005545
-0.38499416 0.97853333 0.00005545
-0.38341094 0.97864633 0.00005572
-0.38182920 0.97875706 0.00005545
-0.38024598 0.97886780 0.00005281
-0.37866424 0.97897627 0.00005281
-0.37708398 0.97908249 0.00004992
-0.37550224 0.97918644 0.00005281
-0.37392198 0.97929266 0.00004992
-0.37234172 0.97939435 0.00004992
-0.37076145 0.97950056 0.00005023
-0.36918267 0.97960000 0.00004730
-0.36760388 0.97970169 0.00004730
-0.36602510 0.97980339 0.00004730
-0.36444780 0.97990508 0.00004730
-0.36286901 0.98000452 0.00004992
-0.36129171 0.98010169 0.00004730
-0.35971588 0.98020339 0.00004730
-0.35814005 0.98029831 0.00004730
-0.35656422 0.98039774 0.00004440
-0.35498840 0.98049492 0.00004730
-0.35341405 0.98059209 0.00004474
-0.35183970 0.98068701 0.00004474
-0.35026535 0.98077966 0.00004179
-0.34869248 0.98087458 0.00004179
-0.34711961 0.98096723 0.00004440
-0.34554674 0.98105763 0.00004179
-0.34397534 0.98115254 0.00004179
-0.34240395 0.98124068 0.00004179
-0.34083256 0.98133107 0.00003927
-0.33926264 0.98141921 0.00003927
-0.33769273 0.98150734 0.00003927
-0.33612429 0.98159548 0.00003927
-0.33455586 0.98168362 0.00003927
-0.33298742 0.98176723 0.00003686
-0.33142046 0.98185311 0.00003927
-0.32985350 0.98193672 0.00003686
-0.32828655 0.98201808 0.00003686
-0.32672107 0.98210169 0.00003630
-0.32515559 0.98218531 0.00003382
-0.32359159 0.98226441 0.00003457
-0.32202758 0.98234576 0.00003457
-0.32046358 0.98242260 0.00003382
-0.31890106 0.98250169 0.00003457
-0.31734002 0.98258079 0.00003148
-0.31577749 0.98265537 0.00003148
-0.31421793 0.98272994 0.00003148
-0.31265688 0.98280678 0.00002929
-0.31109731 0.98287910 0.00003049
-0.30953923 0.98294915 0.00002929
-0.30798114 0.98302147 0.00003049
-0.30642305 0.98309379 0.00002731
-0.30486644 0.98316158 0.00002731
-0.30330983 0.98322938 0.00002731
-0.30175470 0.98329944 0.00003049
-0.30019957 0.98336949 0.00002876
-0.29864591 0.98344407 0.00002876
-0.29709226 0.98351864 0.00002876
-0.29554008 0.98359322 0.00002876
-0.29398791 0.98367006 0.00002731
-0.29243721 0.98374915 0.00002876
-0.29088651 0.98382599 0.00002731
-0.28933730 0.98390508 0.00002876
-0.28778808 0.98398418 0.00002557
-0.28623886 0.98406554 0.00002557
-0.28469112 0.98414463 0.00002731
-0.28314485 0.98422599 0.00002731
-0.28159859 0.98430734 0.00002731
-0.28005381 0.98438870 0.00002731
-0.27850902 0.98446780 0.00002413
-0.27696572 0.98454915 0.00002413
-0.27542241 0.98463051 0.00002413
-0.27388059 0.98471186 0.00002413
-0.27234024 0.98479322 0.00002413
-0.27079989 0.98487458 0.00002413
-0.26925954 0.98495593 0.00002413
-0.26772067 0.98503729 0.00002413
-0.26618327 0.98511864 0.00002413
-0.26464588 0.98520000 0.00002413
-0.26310997 0.98528814 0.00002413
-0.26157405 0.98536949 0.00002413
-0.26003962 0.98545085 0.00002413
-0.25850518 0.98553220 0.00002413
-0.25697222 0.98561356 0.00002413
-0.25544074 0.98569492 0.00002413
-0.25390926 0.98577853 0.00002237
-0.25237926 0.98586441 0.00002413
-0.25084926 0.98594576 0.00002413
-0.24932074 0.98602938 0.00002237
-0.24779369 0.98611299 0.00002557
-0.24626665 0.98619887 0.00002237
-0.24474108 0.98628249 0.00002557
-0.24321552 0.98637062 0.00002557
-0.24169143 0.98645876 0.00002557
-0.24016882 0.98654463 0.00002237
-0.23864621 0.98663277 0.00002237
-0.23712508 0.98672090 0.00002237
-0.23560542 0.98680904 0.00002237
-0.23408577 0.98688814 0.00001918
-0.23256759 0.98696271 0.00001918
-0.23104942 0.98703277 0.00001779
-0.22953272 0.98709605 0.00002096
-0.22801750 0.98716158 0.00001779
-0.22650376 0.98722260 0.00001779
-0.22499002 0.98728136 0.00001996
-0.22347628 0.98734237 0.00001996
-0.22196550 0.98740113 0.00001691
-0.22045471 0.98745989 0.00001779
-0.21894541 0.98751864 0.00001996
-0.21743610 0.98757740 0.00001691
-0.21592827 0.98763842 0.00001691
-0.21442193 0.98769718 0.00001944
-0.21291705 0.98775593 0.00001996
-0.21141218 0.98781695 0.00001996
-0.20990879 0.98787797 0.00001996
-0.20840540 0.98793898 0.00001996
-0.20690496 0.98800226 0.00001944
-0.20540453 0.98806328 0.00001944
-0.20390557 0.98812429 0.00001944
-0.20240661 0.98818757 0.00001691
-0.20090913 0.98825311 0.00001944
-0.19941313 0.98831638 0.00001691
-0.19791861 0.98838192 0.00001944
-0.19642408 0.98844746 0.00001661
-0.19493104 0.98851299 0.00001691
-0.19343947 0.98858079 0.00001691
-0.19194791 0.98864633 0.00001944
-0.19045930 0.98871412 0.00001944
-0.18897069 0.98878192 0.00001944
-0.18748355 0.98884746 0.00001661
-0.18599642 0.98891525 0.00001661
-0.18451077 0.98898305 0.00001661
-0.18302659 0.98905085 0.00001661
-0.18154390 0.98911412 0.00001691
-0.18006268 0.98917966 0.00001661
