# s/c   h_mean    h_std
0.00000000 646.41824091 168.03856568
0.00130087 647.26558366 167.06018365
0.00260174 647.87933574 166.29438531
0.00390261 648.27528620 165.72993165
0.00520348 648.46869325 165.35595310
0.00650435 648.47429417 165.16194444
0.00780522 648.30631519 165.13775903
0.00910609 647.97848124 165.27360245
0.01040697 647.50402562 165.56002549
0.01170784 646.89569960 165.98791679
0.01300871 646.16578192 166.54849501
0.01430958 645.32608823 167.23330083
0.01561045 644.38798043 168.03418870
0.01691132 643.36237588 168.94331859
0.01821219 642.25975661 169.95314768
0.01951306 641.09017840 171.05642215
0.02081393 639.86327972 172.24616910
0.02211480 638.58829074 173.51568861
0.02341567 637.27404204 174.85854607
0.02470176 635.92897346 176.26856466
0.02600263 634.56114267 177.73981814
0.02730350 633.17823379 179.26662389
0.02860437 631.78756583 180.84353619
0.02990524 630.39610114 182.46533978
0.03120611 629.01045370 184.12704360
0.03250698 627.63689732 185.82387488
0.03380786 626.28137384 187.55127338
0.03510873 624.94950115 189.30488583
0.03640960 623.64658114 191.08056061
0.03771047 622.37760766 192.87434262
0.03901134 621.14727424 194.68246827
0.04029743 619.95998187 196.50136066
0.04159830 618.81984660 198.32762490
0.04289917 617.73070708 200.15804355
0.04420004 616.69613204 201.98957218
0.04550091 615.71942764 203.81933506
0.04680178 614.80364482 205.64462089
0.04810265 613.95158640 207.46287871
0.04940352 613.16581431 209.27171381
0.05068961 612.44865655 211.06888376
0.05199048 611.80221416 212.85229449
0.05329135 611.22836810 214.61999644
0.05459222 610.72878601 216.37018078
0.05589309 610.30492890 218.10117568
0.05719396 609.95805776 219.81144259
0.05849483 609.68924010 221.49957263
0.05978092 609.49935636 223.16428297
0.06108179 609.38910628 224.80441330
0.06238266 609.35901517 226.41892227
0.06368353 609.40944006 228.00688402
0.06498440 609.54057583 229.56748473
0.06628528 609.75246121 231.10001919
0.06757136 610.04498469 232.60388736
0.06887223 610.41789038 234.07859104
0.07017310 610.87078377 235.52373050
0.07147398 611.40313735 236.93900111
0.07277485 612.01429626 238.32419005
0.07407572 612.70348374 239.67917302
0.07536180 613.46980658 241.00391089
0.07666268 614.31226040 242.29844649
0.07796355 615.22973495 243.56290129
0.07926442 616.22101921 244.79747214
0.08056529 617.28480652 246.00242804
0.08185138 618.41969951 247.17810685
0.08315225 619.62421505 248.32491207
0.08445312 620.89678903 249.44330958
0.08575399 622.23578110 250.53382436
0.08704008 623.63947934 251.59703729
0.08834095 625.10610479 252.63358183
0.08964182 626.63381593 253.64414083
0.09094269 628.22071308 254.62944319
0.09224356 629.86484270 255.59026065
0.09352965 631.56420160 256.52740450
0.09483052 633.31674110 257.44172226
0.09613139 635.12037104 258.33409445
0.09743226 636.97296378 259.20543128
0.09871835 638.87235804 260.05666935
0.10001922 640.81636273 260.88876834
0.10132009 642.80276063 261.70270776
0.10260618 644.82931203 262.49948361
0.10390705 646.89375825 263.28010515
0.10520792 648.99382511 264.04559154
0.10650879 651.12722628 264.79696864
0.10779488 653.29166655 265.53526571
0.10909575 655.48484508 266.26151221
0.11039662 657.70445844 266.97673454
0.11169749 659.94820366 267.68195292
0.11298358 662.21378121 268.37817815
0.11428445 664.49889778 269.06640858
0.11558532 666.80126911 269.74762701
0.11687141 669.11862266 270.42279766
0.11817228 671.44870018 271.09286324
0.11947315 673.78926024 271.75874202
0.12075924 676.13808069 272.42132508
0.12206011 678.49296094 273.08147350
0.12336098 680.85172427 273.74001575
0.12466185 683.21221997 274.39774513
0.12594794 685.57232543 275.05541729
0.12724881 687.92994817 275.71374793
0.12854968 690.28302773 276.37341055
0.12983577 692.60623331 277.02571324
0.13113664 696.20861475 277.76887549
0.13243751 699.34385929 278.50845437
0.13372359 702.10376780 279.28901034
0.13502447 704.83824366 280.08918115
0.13632534 707.50903554 280.90822686
0.13761142 710.15743706 281.73942150
0.13891229 712.69028433 282.55700264
0.14019838 715.14248031 283.33736952
0.14149925 717.73019034 284.06384459
0.14280012 720.39232889 284.74076468
0.14408621 722.68179800 285.37798401
0.14538708 724.46436614 286.06582132
0.14668795 726.12775304 286.87824632
0.14797404 727.73682038 287.73798775
0.14927491 729.32512195 288.60283147
0.15056100 731.06618031 289.45372961
0.15186187 732.96679831 290.28051451
0.15316274 734.60810155 291.06398792
0.15444883 735.92855569 291.84874942
0.15574970 737.38130436 292.67295465
0.15703579 738.99928355 293.48156940
0.15833666 740.69484315 294.28354208
0.15963753 742.18746158 295.07567829
0.16092362 743.52765660 295.86349818
0.16222449 745.29051574 296.59553564
0.16351058 747.46554652 297.18828956
0.16481145 749.36782594 297.64538298
0.16611232 750.64598322 298.07056450
0.16739841 751.56316027 298.60764837
0.16869928 752.34150375 299.25892064
0.16998537 752.99728575 299.96662263
0.17128624 753.56517268 300.70360911
0.17257232 754.07790522 301.44679458
0.17387319 754.57930753 302.18238139
0.17517407 755.15565243 302.90752586
0.17646015 755.87681333 303.61754743
0.17776102 756.78398865 304.30993555
0.17904711 757.83600530 304.97913517
0.18034798 758.99859125 305.63042244
0.18163407 760.19200765 306.25186167
0.18293494 761.32730849 306.82778950
0.18422103 762.38322178 307.34068641
0.18552190 763.46408798 307.82620262
0.18680799 764.43009125 308.28827538
0.18810886 765.13816976 308.76134689
0.18939495 765.74192087 309.29789377
0.19069582 766.33033271 309.84920580
0.19199669 767.29409003 310.36821562
0.19328278 768.66418241 310.75793301
0.19458365 769.77805319 310.97986960
0.19586974 770.37443321 311.13400555
0.19717061 770.59603674 311.30423218
0.19845669 770.84096372 311.56567392
0.19975757 771.22307271 311.86991556
0.20104365 771.56773060 312.15871112
0.20234452 771.82229742 312.49303612
0.20363061 771.79520842 312.84745296
0.20493148 771.66069345 313.20919760
0.20621757 771.94158559 313.58107437
0.20750366 772.58936683 313.83693390
0.20880453 773.14085394 313.94831934
0.21009062 773.14191333 313.93466646
0.21139149 772.52864146 313.86266474
0.21267758 771.87802529 313.89229570
0.21397845 771.56587124 313.98165347
0.21526454 771.49562197 314.02507756
0.21656541 771.42124654 313.99035292
0.21785149 771.21324364 313.88442091
0.21915236 770.84318017 313.72250924
0.22043845 770.35434543 313.53845999
0.22173932 769.72830720 313.34325639
0.22302541 768.93785994 313.13168034
0.22432628 768.07417753 312.90591219
0.22561237 767.23674026 312.65004593
0.22689846 766.55825086 312.35093077
0.22819933 765.84117951 311.96306493
0.22948542 764.75607209 311.47467781
0.23078629 763.39145563 310.95645779
0.23207238 761.96577323 310.45939195
0.23337325 760.63796584 310.01196902
0.23465933 759.33018719 309.60786816
0.23594542 757.78472745 309.23091639
0.23724629 755.87571450 308.87910302
0.23853238 753.82271270 308.56504931
0.23983325 751.95469917 308.27799773
0.24111934 750.33857325 307.97163423
0.24240543 749.00004502 307.64177670
0.24370630 747.75764549 307.26956326
0.24499239 746.23804362 306.85212395
0.24629326 744.41309812 306.44329109
0.24757935 742.46163159 306.06501025
0.24886543 740.44107292 305.70948148
0.25016630 738.52005036 305.39850611
0.25145239 736.82200533 305.12809374
0.25275326 735.09933519 304.84884608
0.25403935 733.19234560 304.55439348
0.25532544 731.19172135 304.25630089
0.25662631 729.13461480 303.94446825
0.25791240 727.09296134 303.65528614
0.25919849 725.00366071 303.37641658
0.26049936 722.84676612 303.11806542
0.26178545 720.94697236 302.97570875
0.26307153 719.26113056 302.88036980
0.26437240 717.53506633 302.75283534
0.26565849 715.87839971 302.61990531
0.26695936 714.34092815 302.43191140
0.26824545 713.04814517 302.20011261
0.26953154 711.91732714 301.93574750
0.27083241 710.48957612 301.63390979
0.27211850 708.69425158 301.42542862
0.27340459 706.64914764 301.32670414
0.27470546 704.68923727 301.33351832
0.27599154 703.10785334 301.42115360
0.27727763 701.71202272 301.43860716
0.27857850 700.31201627 301.37823572
0.27986459 698.84281213 301.28374507
0.28115068 697.42890598 301.18186234
0.28243677 696.28083600 301.16241640
0.28373764 694.99647329 301.26746031
0.28502373 693.15030847 301.45279032
0.28630981 691.05510470 301.65913678
0.28761068 689.54838347 301.89608821
0.28889677 688.84229095 302.09675701
0.29018286 688.01024659 302.18318968
0.29148373 686.57091911 302.29798553
0.29276982 684.82598379 302.55526148
0.29405591 683.15176910 302.92367077
0.29534200 681.83545296 303.36793656
0.29664287 680.92377088 303.82405360
0.29792895 680.20124376 304.22211943
0.29921504 679.45922469 304.59548973
0.30051591 678.44670608 304.95162077
0.30180200 677.17277793 305.35233455
0.30308809 675.78195237 305.83938353
0.30437418 674.41533039 306.37109712
0.30567505 673.40582239 306.95249721
0.30696114 672.78287164 307.51025607
0.30824722 672.38012087 308.00038607
0.30953331 672.15123175 308.45860199
0.31083418 671.86165092 308.90848310
0.31212027 671.17478889 309.35857294
0.31340636 670.11380509 309.84113203
0.31469245 669.22427991 310.45873665
0.31599332 668.75225491 311.20116744
0.31727941 668.28485989 311.96780817
0.31856549 667.73920411 312.77419532
0.31985158 667.36267343 313.62814623
0.32115245 667.21419757 314.46503902
0.32243854 667.27091117 315.24444593
0.32372463 667.48670365 315.93275852
0.32501072 667.75948221 316.51565731
0.32629681 667.98743294 317.01609501
0.32759768 668.03078872 317.44171071
0.32888376 667.89668076 317.85530812
0.33016985 667.73109981 318.33437679
0.33145594 667.50918453 318.85238049
0.33275681 667.25286567 319.39137307
0.33404290 667.14298465 319.97810584
0.33532899 667.15303513 320.56761664
0.33661508 667.11818136 321.11321694
0.33790116 666.97018149 321.61735686
0.33918725 666.79089315 322.10911378
0.34048812 666.68284208 322.60314653
0.34177421 666.68204002 323.09022290
0.34306030 666.80522093 323.55830172
0.34434639 667.00720320 323.97747046
0.34563247 667.24298877 324.33973633
0.34693335 667.53255958 324.66991825
0.34821943 667.58433465 324.92180458
0.34950552 667.30766593 325.14701341
0.35079161 666.89098475 325.40744520
0.35207770 666.37634488 325.68189032
0.35336379 665.91267306 326.01076055
0.35466466 665.54237423 326.36508558
0.35595074 665.28212546 326.71107116
0.35723683 665.33504214 327.06838442
0.35852292 665.49269024 327.36318406
0.35980901 665.40555864 327.55177023
0.36109510 665.16735446 327.69635318
0.36238118 664.91035159 327.82341799
0.36368206 664.65628221 327.94490401
0.36496814 664.30774949 328.06132926
0.36625423 663.83090176 328.19616819
0.36754032 663.30825322 328.36923221
0.36882641 662.73094527 328.53015209
0.37011250 662.36522341 328.70694234
0.37139858 662.27362584 328.86505440
0.37269945 662.05562767 328.91006782
0.37398554 661.63638361 328.90274391
0.37527163 661.12256237 328.90634882
0.37655772 660.54871413 328.92485365
0.37784381 659.93253604 328.96012447
0.37912989 659.36524572 329.02867338
0.38041598 659.03174024 329.14850609
0.38170207 658.73738071 329.26457626
0.38298816 658.23400458 329.35733026
0.38428903 657.68296248 329.48409514
0.38557512 657.19775529 329.63393593
0.38686121 656.76070180 329.76159309
0.38814729 656.33137744 329.84040329
0.38943338 655.93014281 329.87379793
0.39071947 655.59103889 329.86983899
0.39200556 655.22678962 329.81717355
0.39329165 654.77858195 329.72542928
0.39457773 654.28039029 329.61176093
0.39586382 653.77488780 329.47596968
0.39714991 653.21637532 329.30129647
0.39843600 652.69697985 329.12867527
0.39973687 652.18957913 328.99632722
0.40102296 651.39923410 328.89914107
0.40230905 650.27111148 328.85149201
0.40359513 649.25363947 328.92563721
0.40488122 648.68244019 329.07406091
0.40616731 648.29196907 329.14512439
0.40745340 647.95033164 329.14783720
0.40873949 647.60442982 329.12536127
0.41002557 647.07564709 329.09411251
0.41131166 646.28968626 329.06101177
0.41259775 645.68861918 329.10339702
0.41388384 645.47695563 329.18660157
0.41516993 645.21358447 329.16247776
0.41645601 644.87934575 329.05533059
0.41774210 644.55856443 328.84251123
0.41902819 644.40625543 328.50151815
0.42031428 644.38733909 328.02753615
0.42160037 643.87814574 327.44457688
0.42288645 642.64414566 326.87077997
0.42417254 641.23444812 326.44825389
0.42545863 640.13134727 326.20696652
0.42674472 639.25912401 326.00152235
0.42803081 638.39195249 325.74238989
0.42931690 637.53624305 325.45236254
0.43060298 636.79828488 325.15866408
0.43188907 636.11745956 324.82140695
0.43317516 635.41902024 324.42119823
0.43446125 634.67507447 323.96449370
0.43574734 633.88105613 323.46332553
0.43703342 633.03944922 322.92745486
0.43831951 632.17444076 322.36888662
0.43960560 631.28796581 321.79080807
0.44089169 630.38271882 321.20001586
0.44217778 629.48028892 320.61943444
0.44346386 628.58447173 320.08508573
0.44474995 627.54329217 319.54747996
0.44603604 626.41078827 318.98183173
0.44732213 625.50747938 318.37635604
0.44860822 624.90804118 317.66148532
0.44989430 624.45241015 316.82499336
0.45118039 623.56176075 315.88302432
0.45246648 621.95410915 314.95399446
0.45375257 620.17795207 314.20034065
0.45503866 618.64309709 313.64830904
0.45632474 617.41308059 313.25940563
0.45761083 616.13231946 312.90826910
0.45889692 614.72062523 312.61651279
0.46018301 613.47381537 312.45744005
0.46146910 612.46056519 312.29928558
0.46275519 611.89955920 312.10013269
0.46404127 611.69905071 311.82586761
0.46532736 611.21379802 311.39903904
0.46661345 610.19949774 310.92627166
0.46789954 608.86343173 310.48746627
0.46917084 607.59607807 310.12731781
0.47045693 606.76457028 309.85879144
0.47174302 606.10178670 309.50302643
0.47302911 605.33149686 309.03766620
0.47431520 604.41019443 308.54073260
0.47560128 603.32397065 308.05511050
0.47688737 602.17568835 307.63857256
0.47817346 601.09276909 307.30802695
0.47945955 600.08567310 307.01641245
0.48074564 599.18525656 306.72453173
0.48203172 598.45353980 306.41466245
0.48331781 597.83660364 306.06232684
0.48460390 597.18552032 305.65884334
0.48587521 596.34943691 305.22851166
0.48716129 595.32288680 304.81623026
0.48844738 594.22891746 304.46349937
0.48973347 593.19886070 304.18126420
0.49101956 592.26343805 303.93435188
0.49230565 591.39000213 303.68540539
0.49359173 590.56454198 303.41636899
0.49487782 589.78011293 303.11829789
0.49616391 589.02175078 302.78704605
0.49743522 588.26257043 302.42310496
0.49872130 587.47409748 302.03381713
0.50000739 586.63727290 301.63347587
0.50129348 585.75105653 301.24101355
0.50257957 584.83056602 300.87953562
0.50386566 583.86935368 300.55020522
0.50515174 582.89524764 300.25407117
0.50643783 581.97440150 299.99270364
0.50770914 581.16310260 299.74934618
0.50899523 580.46806571 299.50730068
0.51028131 579.82479255 299.25578850
0.51156740 579.13239624 298.99046892
0.51285349 578.35637903 298.73675207
0.51413958 577.54435120 298.53287309
0.51542567 576.75515815 298.39031037
0.51669697 575.94952101 298.26021563
0.51798306 575.25487412 298.15448674
0.51926915 574.80053900 298.06640125
0.52055524 574.36272161 297.87901411
0.52184132 573.96639271 297.62806996
0.52312741 573.64478302 297.36856171
0.52439872 573.12255114 297.08135175
0.52568480 572.29793012 296.83420501
0.52697089 571.27509809 296.68408397
0.52825698 570.30437315 296.65526563
0.52954307 569.60678039 296.73611075
0.53082916 569.19556462 296.81603001
0.53210046 569.10803516 296.86577426
0.53338655 569.09220204 296.84236755
0.53467264 568.75657256 296.71517864
0.53595873 568.19586304 296.62906954
0.53724481 567.50928609 296.58938806
0.53853090 566.81295915 296.56719963
0.53980221 566.54175078 296.63627755
0.54108830 566.56971613 296.65075642
0.54237438 566.40712725 296.47662305
0.54366047 566.15391167 296.26083099
0.54494656 565.81100724 296.05601953
