# s/c   h_mean    h_std
0.00000000 607.10963466 154.91723754
0.00130087 607.44073054 153.96715872
0.00260174 607.59189753 153.19451088
0.00390261 607.57542224 152.59071261
0.00520348 607.40318674 152.14743459
0.00650435 607.08667598 151.85659447
0.00780522 606.63698506 151.71035212
0.00910609 606.06482652 151.70110512
0.01040697 605.38053748 151.82148454
0.01170784 604.59408683 152.06435086
0.01300871 603.71508221 152.42279007
0.01430958 602.75277709 152.89010982
0.01561045 601.71607768 153.45983571
0.01691132 600.61354981 154.12570758
0.01821219 599.45342573 154.88167583
0.01951306 598.24361091 155.72189770
0.02081393 596.99169068 156.64073362
0.02211480 595.70493692 157.63274340
0.02341567 594.39031457 158.69268250
0.02470176 593.05448821 159.81549825
0.02600263 591.70382842 160.99632596
0.02730350 590.34441825 162.23048509
0.02860437 588.98205950 163.51347534
0.02990524 587.62227898 164.84097278
0.03120611 586.27033472 166.20882589
0.03250698 584.93122212 167.61305169
0.03380786 583.60968001 169.04983183
0.03510873 582.31019668 170.51550867
0.03640960 581.03701580 172.00658148
0.03771047 579.79414237 173.51970254
0.03901134 578.58534849 175.05167341
0.04029743 577.41417918 176.59944119
0.04159830 576.28395803 178.16009476
0.04289917 575.19779293 179.73086121
0.04420004 574.15858154 181.30910223
0.04550091 573.16901692 182.89231063
0.04680178 572.23159293 184.47810682
0.04810265 571.34860962 186.06423550
0.04940352 570.52217862 187.64856230
0.05068961 569.75422837 189.22907055
0.05199048 569.04650934 190.80385811
0.05329135 568.40059920 192.37113426
0.05459222 567.81790788 193.92921664
0.05589309 567.29968264 195.47652832
0.05719396 566.84701298 197.01159489
0.05849483 566.46083561 198.53304161
0.05978092 566.14193923 200.03959067
0.06108179 565.89096936 201.53005847
0.06238266 565.70843304 203.00335297
0.06368353 565.59470348 204.45847115
0.06498440 565.55002466 205.89449641
0.06628528 565.57451588 207.31059620
0.06757136 565.66817620 208.70601951
0.06887223 565.83088891 210.08009456
0.07017310 566.06242580 211.43222645
0.07147398 566.36245151 212.76189492
0.07277485 566.73052774 214.06865206
0.07407572 567.16611739 215.35212016
0.07536180 567.66858869 216.61198956
0.07666268 568.23721924 217.84801644
0.07796355 568.87119996 219.06002082
0.07926442 569.56963905 220.24788442
0.08056529 570.33156581 221.41154863
0.08185138 571.15593446 222.55101247
0.08315225 572.04162784 223.66633060
0.08445312 572.98746111 224.75761125
0.08575399 573.99218536 225.82501430
0.08704008 575.05449112 226.86874924
0.08834095 576.17301189 227.88907321
0.08964182 577.34632755 228.88628899
0.09094269 578.57296769 229.86074303
0.09224356 579.85141496 230.81282346
0.09352965 581.18010828 231.74295803
0.09483052 582.55744602 232.65161218
0.09613139 583.98178911 233.53928693
0.09743226 585.45146411 234.40651687
0.09871835 586.96476619 235.25386810
0.10001922 588.51996205 236.08193613
0.10132009 590.11529281 236.89134375
0.10260618 591.74897682 237.68273893
0.10390705 593.41921236 238.45679267
0.10520792 595.12418037 239.21419676
0.10650879 596.86204707 239.95566165
0.10779488 598.63096648 240.68191413
0.10909575 600.42908296 241.39369516
0.11039662 602.25453361 242.09175750
0.11169749 604.10545070 242.77686346
0.11298358 605.97996390 243.44978255
0.11428445 607.87620262 244.11128911
0.11558532 609.79229812 244.76215997
0.11687141 611.72638571 245.40317206
0.11817228 613.67660675 246.03510000
0.11947315 615.64111071 246.65871371
0.12075924 617.61805707 247.27477601
0.12206011 619.60561723 247.88404020
0.12336098 621.60197630 248.48724770
0.12466185 623.60533490 249.08512561
0.12594794 625.61391082 249.67838440
0.12724881 627.62594065 250.26771555
0.12854968 629.63968138 250.85378924
0.12983577 631.63215933 251.42879225
0.13113664 634.81697118 252.08734579
0.13243751 637.57594724 252.73384574
0.13372359 639.98466411 253.41103031
0.13502447 642.37354671 254.10372545
0.13632534 644.70893598 254.81071154
0.13761142 647.02652988 255.52456508
0.13891229 649.24670527 256.22232147
0.14019838 651.40810731 256.88498050
0.14149925 653.70877128 257.49861543
0.14280012 656.09036692 258.06582449
0.14408621 658.13965161 258.59581534
0.14538708 659.72437450 259.16917991
0.14668795 661.18962742 259.84839344
0.14797404 662.60182484 260.56346267
0.14927491 664.00122268 261.27976481
0.15056100 665.54835402 261.98104067
0.15186187 667.24802067 262.65782921
0.15316274 668.71908353 263.29396698
0.15444883 669.90444665 263.93225468
0.15574970 671.21674900 264.60594076
0.15703579 672.68828439 265.26350145
0.15833666 674.23430311 265.91360683
0.15963753 675.59528317 266.55278705
0.16092362 676.82721743 267.18992481
0.16222449 678.46414666 267.78158412
0.16351058 680.50635517 268.25289905
0.16481145 682.32760023 268.61189795
0.16611232 683.58682562 268.94978475
0.16739841 684.50972471 269.38684261
0.16869928 685.29668628 269.92199006
0.16998537 685.96693664 270.50508529
0.17128624 686.55454557 271.11383610
0.17257232 687.09200076 271.72891942
0.17387319 687.62178438 272.33889068
0.17517407 688.22401393 272.94141448
0.17646015 688.96369212 273.53225935
0.17776102 689.87822300 274.10885880
0.17904711 690.93026426 274.66635495
0.18034798 692.08710532 275.20959953
0.18163407 693.27712097 275.72865947
0.18293494 694.42237134 276.21151012
0.18422103 695.50772609 276.64521853
0.18552190 696.62623321 277.06092492
0.18680799 697.64401082 277.45967556
0.18810886 698.41869613 277.86714201
0.18939495 699.07873509 278.32829993
0.19069582 699.72341112 278.80373749
0.19199669 700.72709513 279.25597848
0.19328278 702.12838647 279.60364570
0.19458365 703.32040704 279.81318203
0.19586974 704.04190101 279.96904143
0.19717061 704.41550927 280.14103701
0.19845669 704.80584873 280.39495146
0.19975757 705.32131770 280.68784013
0.20104365 705.80119032 280.96831709
0.20234452 706.18710458 281.28728337
0.20363061 706.29865689 281.61819487
0.20493148 706.30200509 281.95564236
0.20621757 706.69043585 282.30909122
0.20750366 707.43726851 282.56864032
0.20880453 708.11945150 282.70939104
0.21009062 708.30761701 282.74485096
0.21139149 707.93074866 282.73051686
0.21267758 707.50995728 282.80762450
0.21397845 707.39393517 282.93866397
0.21526454 707.50131435 283.03112880
0.21656541 707.61388640 283.05834947
0.21785149 707.61283884 283.02674174
0.21915236 707.46835529 282.94994952
0.22043845 707.21640296 282.85674898
0.22173932 706.83455624 282.75394438
0.22302541 706.29695772 282.63644058
0.22432628 705.69224696 282.50850875
0.22561237 705.11609261 282.35753916
0.22689846 704.69173645 282.17417332
0.22819933 704.24314244 281.91880311
0.22948542 703.46995905 281.57959069
0.23078629 702.44321531 281.21638170
0.23207238 701.35646521 280.87160932
0.23337325 700.35008014 280.56869546
0.23465933 699.35097661 280.30089000
0.23594542 698.12845185 280.05504996
0.23724629 696.57240917 279.83178824
0.23853238 694.88136415 279.64317614
0.23983325 693.35529660 279.48011839
0.24111934 692.06258170 279.30170479
0.24240543 691.02508908 279.10349372
0.24370630 690.07808822 278.86966596
0.24499239 688.88690232 278.59861510
0.24629326 687.42017002 278.33797706
0.24757935 685.83275664 278.10449192
0.24886543 684.17667610 277.88927163
0.25016630 682.60402355 277.71153097
0.25145239 681.22687879 277.56856094
0.25275326 679.83009312 277.41976326
0.25403935 678.27337341 277.26196386
0.25532544 676.63532758 277.10566340
0.25662631 674.94765761 276.94050198
0.25791240 673.27237335 276.79646278
0.25919849 671.54909271 276.65837814
0.26049936 669.75722084 276.53336459
0.26178545 668.18789212 276.50760316
0.26307153 666.80262010 276.51947265
0.26437240 665.38536022 276.50394627
0.26565849 664.04787592 276.49185155
0.26695936 662.84303317 276.44187143
0.26824545 661.87587306 276.36063992
0.26953154 661.05464386 276.24944872
0.27083241 659.95470653 276.09833430
0.27211850 658.49686996 276.01960030
0.27340459 656.78747428 276.02977541
0.27470546 655.14864034 276.13517322
0.27599154 653.85905457 276.31954145
0.27727763 652.75037166 276.45036683
0.27857850 651.65299014 276.51907476
0.27986459 650.49996300 276.55783394
0.28115068 649.37796504 276.57772138
0.28243677 648.46846518 276.65748601
0.28373764 647.43161986 276.84686958
0.28502373 645.87872055 277.10803554
0.28630981 644.09979062 277.39536153
0.28761068 642.86351447 277.72097121
0.28889677 642.34854133 278.01308191
0.29018286 641.71696443 278.19722884
0.29148373 640.52342296 278.40055141
0.29276982 639.02806930 278.72207136
0.29405591 637.57826118 279.13713731
0.29534200 636.44997051 279.62097291
0.29664287 635.69828982 280.12033674
0.29792895 635.12822600 280.57336398
0.29921504 634.54337134 281.00682414
0.30051591 633.70419919 281.41996061
0.30180200 632.60899293 281.86568527
0.30308809 631.39345297 282.38431557
0.30437418 630.19587697 282.94199082
0.30567505 629.32578335 283.54660019
0.30696114 628.81850892 284.13485524
0.30824722 628.52657423 284.66751455
0.30953331 628.39812461 285.17317632
0.31083418 628.21211276 285.67050225
0.31212027 627.66119525 286.16525640
0.31340636 626.76057070 286.68186496
0.31469245 625.99228552 287.30763366
0.31599332 625.57685937 288.03312355
0.31727941 625.15093198 288.77127731
0.31856549 624.64435224 289.54152957
0.31985158 624.28063541 290.35111436
0.32115245 624.12772340 291.14702188
0.32243854 624.17930444 291.89971609
0.32372463 624.40147941 292.58307779
0.32501072 624.70455113 293.18650986
0.32629681 624.98412415 293.72326417
0.32759768 625.10007591 294.19258139
0.32888376 625.04885234 294.64600723
0.33016985 624.95536728 295.14983557
0.33145594 624.79370798 295.67852792
0.33275681 624.58952292 296.22055056
0.33404290 624.51660575 296.80730101
0.33532899 624.55830727 297.40178565
0.33661508 624.56472016 297.96099070
0.33790116 624.47039497 298.48435485
0.33918725 624.34231540 298.99328416
0.34048812 624.27059938 299.49874963
0.34177421 624.29166332 299.99454799
0.34306030 624.42432514 300.47178309
0.34434639 624.63538696 300.90722486
0.34563247 624.89036352 301.29846706
0.34693335 625.20686332 301.67037953
0.34821943 625.32362986 301.98120937
0.34950552 625.15253244 302.27500550
0.35079161 624.84785574 302.59873185
0.35207770 624.43885533 302.92447985
0.35336379 624.05664141 303.28801740
0.35466466 623.74786139 303.66833736
0.35595074 623.54322289 304.04127540
0.35723683 623.63363369 304.43067252
0.35852292 623.83145503 304.77072678
0.35980901 623.82383883 305.02305262
0.36109510 623.69123905 305.24308564
0.36238118 623.54764654 305.45137205
0.36368206 623.40929413 305.65561528
0.36496814 623.17774249 305.85113119
0.36625423 622.81539024 306.05629489
0.36754032 622.39727438 306.28973243
0.36882641 621.93018987 306.51248519
0.37011250 621.67076245 306.75856289
0.37139858 621.68246474 307.00198634
0.37269945 621.60034801 307.15447640
0.37398554 621.34429928 307.26326640
0.37527163 621.00068463 307.37941470
0.37655772 620.59353668 307.50140411
0.37784381 620.13847514 307.62843896
0.37912989 619.71959175 307.77689826
0.38041598 619.50154954 307.96475243
0.38170207 619.30515137 308.14312781
0.38298816 618.90829124 308.29855312
0.38428903 618.46364342 308.48861791
0.38557512 618.08007559 308.70565751
0.38686121 617.74607029 308.90985346
0.38814729 617.43016083 309.07894196
0.38943338 617.15393014 309.21566976
0.39071947 616.94746115 309.32554395
0.39200556 616.73066191 309.39658665
0.39329165 616.44871156 309.43588672
0.39457773 616.13057599 309.45772363
0.39586382 615.81471409 309.46083724
0.39714991 615.46168090 309.43035521
0.39843600 615.14979047 309.40199788
0.39973687 614.84290675 309.40524909
0.40102296 614.26320635 309.43066513
0.40230905 613.35959601 309.49218845
0.40359513 612.54517949 309.65946154
0.40488122 612.14090814 309.89735438
0.40616731 611.91826602 310.07391982
0.40745340 611.74783056 310.19296905
0.40873949 611.56684371 310.28606871
0.41002557 611.20490656 310.36435925
0.41131166 610.59579880 310.43564945
0.41259775 610.14370743 310.57352929
0.41388384 610.03978008 310.74906694
0.41516993 609.89311559 310.83166054
0.41645601 609.70212889 310.85388381
0.41774210 609.56428483 310.80500225
0.41902819 609.62855134 310.66681426
0.42031428 609.84776336 310.42721497
0.42160037 609.63767021 310.09585447
0.42288645 608.76392626 309.77092457
0.42417254 607.71248274 309.57459686
0.42545863 606.93212326 309.53584914
0.42674472 606.35935684 309.52790383
0.42803081 605.78596667 309.46903406
0.42931690 605.22423348 309.38375809
0.43060298 604.78414166 309.30530245
0.43188907 604.41437842 309.20021879
0.43317516 604.04545982 309.04855888
0.43446125 603.65071002 308.85675140
0.43574734 603.22192343 308.63365516
0.43703342 602.75832901 308.38444109
0.43831951 602.27728105 308.11855302
0.43960560 601.77615719 307.83606545
0.44089169 601.25271838 307.54222793
0.44217778 600.72511564 307.25747790
0.44346386 600.20085609 307.01661993
0.44474995 599.54611553 306.77884840
0.44603604 598.81998516 306.52472947
0.44732213 598.32869202 306.25278006
0.44860822 598.15611304 305.90502237
0.44989430 598.14708501 305.46426891
0.45118039 597.75309385 304.93445414
0.45246648 596.69396295 304.40829135
0.45375257 595.45354533 304.02487981
0.45503866 594.41684781 303.81080203
0.45632474 593.63813712 303.72836304
0.45761083 592.77902112 303.65592030
0.45889692 591.76446198 303.61402952
0.46018301 590.87847814 303.67785999
0.46146910 590.20875785 303.74116008
0.46275519 589.97373297 303.77744464
0.46404127 590.09536288 303.75600604
0.46532736 589.97638074 303.60067878
0.46661345 589.37147076 303.40050431
0.46789954 588.46280149 303.22647662
0.46917084 587.62040360 303.12630333
0.47045693 587.19603612 303.12018678
0.47174302 586.95519772 303.04913969
0.47302911 586.63210540 302.88454247
0.47431520 586.17107607 302.68740788
0.47560128 585.54734959 302.48922706
