# y/t    Temp_mean   Temp_std
0.00000000 0.79835397 0.00125517
0.00502513 0.80138357 0.00133879
0.01005025 0.80322920 0.00138616
0.01507538 0.80368890 0.00139227
0.02010050 0.80414860 0.00139838
0.02512563 0.80463584 0.00140460
0.03015075 0.80514561 0.00141100
0.03517588 0.80565538 0.00141739
0.04020101 0.80618680 0.00142362
0.04522613 0.80673173 0.00142915
0.05025126 0.80727858 0.00143466
0.05527638 0.80783709 0.00143992
0.06030151 0.80840452 0.00144477
0.06532663 0.80897558 0.00145009
0.07035176 0.80955271 0.00145563
0.07537688 0.81013214 0.00145923
0.08040201 0.81071654 0.00146481
0.08542714 0.81130155 0.00147027
0.09045226 0.81188100 0.00147247
0.09547739 0.81246159 0.00147645
0.10050251 0.81303618 0.00148015
0.10552764 0.81360217 0.00148304
0.11055276 0.81416223 0.00148558
0.11557789 0.81471495 0.00148811
0.12060302 0.81525722 0.00149050
0.12562814 0.81579085 0.00149275
0.13065327 0.81631767 0.00149715
0.13567839 0.81683034 0.00149995
0.14070352 0.81733690 0.00150296
0.14572864 0.81783976 0.00150860
0.15075377 0.81832710 0.00151125
0.15577889 0.81881305 0.00151525
0.16080402 0.81929529 0.00151993
0.16582915 0.81977205 0.00152412
0.17085427 0.82024831 0.00152895
0.17587940 0.82072309 0.00153503
0.18090452 0.82119732 0.00154149
0.18592965 0.82167193 0.00154752
0.19095477 0.82214968 0.00155657
0.19597990 0.82262820 0.00156702
0.20100503 0.82310894 0.00157866
0.20603015 0.82359398 0.00159248
0.21105528 0.82407821 0.00160636
0.21608040 0.82456620 0.00162356
0.22110553 0.82505616 0.00164129
0.22613065 0.82554611 0.00165894
0.23115578 0.82604116 0.00167951
0.23618090 0.82653552 0.00169941
0.24120603 0.82703110 0.00171873
0.24623116 0.82753053 0.00173767
0.25125628 0.82802997 0.00175661
0.25628141 0.82853363 0.00177393
0.26130653 0.82903799 0.00179075
0.26633166 0.82954252 0.00180847
0.27135678 0.83005408 0.00182200
0.27638191 0.83056531 0.00183564
0.28140704 0.83108045 0.00184851
0.28643216 0.83160195 0.00185990
0.29145729 0.83212127 0.00187135
0.29648241 0.83265180 0.00187991
0.30150754 0.83318381 0.00188863
0.30653266 0.83371925 0.00189676
0.31155779 0.83426475 0.00190216
0.31658291 0.83480945 0.00190756
0.32160804 0.83536352 0.00191241
0.32663317 0.83592161 0.00191628
0.33165829 0.83648066 0.00191983
0.33668342 0.83705062 0.00192219
0.34170854 0.83762058 0.00192456
0.34673367 0.83819266 0.00192539
0.35175879 0.83877100 0.00192668
0.35678392 0.83934560 0.00192725
0.36180905 0.83992752 0.00192772
0.36683417 0.84050461 0.00192658
0.37185930 0.84108235 0.00192562
0.37688442 0.84165876 0.00192389
0.38190955 0.84223375 0.00192162
0.38693467 0.84282395 0.00193636
0.39195980 0.84342061 0.00195923
0.39698492 0.84411924 0.00206178
0.40201005 0.84484632 0.00219100
0.40703518 0.84585055 0.00246180
0.41206030 0.84692745 0.00278154
0.41708543 0.84837479 0.00317089
0.42211055 0.84996467 0.00360859
0.42713568 0.85173601 0.00390247
0.43216080 0.85358759 0.00415989
0.43718593 0.85526488 0.00405430
0.44221106 0.85689736 0.00384880
0.44723618 0.85809821 0.00338100
0.45226131 0.85926127 0.00287279
0.45728643 0.85988896 0.00252933
0.46231156 0.86051156 0.00218139
0.46733668 0.86066256 0.00213435
0.47236181 0.86077370 0.00210713
0.47738693 0.86063515 0.00222940
0.48241206 0.86044568 0.00238532
0.48743719 0.86013806 0.00260429
0.49246231 0.85980249 0.00285406
0.49748744 0.85941404 0.00313324
0.50251256 0.85903047 0.00343149
0.50753769 0.85863800 0.00374100
0.51256281 0.85829221 0.00405253
0.51758794 0.85796142 0.00436392
0.52261307 0.85773258 0.00465473
0.52763819 0.85754444 0.00493660
0.53266332 0.85744734 0.00519004
0.53768844 0.85741988 0.00542592
0.54271357 0.85746753 0.00564165
0.54773869 0.85761011 0.00584619
0.55276382 0.85779991 0.00604494
0.55778894 0.85810613 0.00623680
0.56281407 0.85845435 0.00642632
0.56783920 0.85887213 0.00660876
