# y/t    Temp_mean   Temp_std
0.00000000 0.86572857 0.00030990
0.00502513 0.86454476 0.00031099
0.01005025 0.86384878 0.00031534
0.01507538 0.86373088 0.00031507
0.02010050 0.86361298 0.00031490
0.02512563 0.86350004 0.00031369
0.03015075 0.86338990 0.00031317
0.03517588 0.86327976 0.00031274
0.04020101 0.86317628 0.00031172
0.04522613 0.86307408 0.00031171
0.05025126 0.86297263 0.00031168
0.05527638 0.86287543 0.00031109
0.06030151 0.86277921 0.00031037
0.06532663 0.86268506 0.00031030
0.07035176 0.86259439 0.00031102
0.07537688 0.86250520 0.00031086
0.08040201 0.86241989 0.00031064
0.08542714 0.86233746 0.00031056
0.09045226 0.86225680 0.00031080
0.09547739 0.86218196 0.00031115
0.10050251 0.86210902 0.00031176
0.10552764 0.86203878 0.00031235
0.11055276 0.86197467 0.00031161
0.11557789 0.86191272 0.00031127
0.12060302 0.86185559 0.00031098
0.12562814 0.86180322 0.00031061
0.13065327 0.86175331 0.00030929
0.13567839 0.86171048 0.00030843
0.14070352 0.86167101 0.00030750
0.14572864 0.86163428 0.00030544
0.15075377 0.86160635 0.00030372
0.15577889 0.86157981 0.00030238
0.16080402 0.86155772 0.00030115
0.16582915 0.86154262 0.00029957
0.17085427 0.86152929 0.00029870
0.17587940 0.86152378 0.00029640
0.18090452 0.86152324 0.00029402
0.18592965 0.86152379 0.00029273
0.19095477 0.86153775 0.00029113
0.19597990 0.86155247 0.00028948
0.20100503 0.86157160 0.00028748
0.20603015 0.86160123 0.00028481
0.21105528 0.86163207 0.00028240
0.21608040 0.86167188 0.00027927
0.22110553 0.86171879 0.00027663
0.22613065 0.86176588 0.00027410
0.23115578 0.86182728 0.00027076
0.23618090 0.86189088 0.00026732
0.24120603 0.86195965 0.00026293
0.24623116 0.86203934 0.00025875
0.25125628 0.86211903 0.00025463
0.25628141 0.86221060 0.00025053
0.26130653 0.86230672 0.00024584
0.26633166 0.86240568 0.00024045
0.27135678 0.86251868 0.00023512
0.27638191 0.86263181 0.00022978
0.28140704 0.86275368 0.00022396
0.28643216 0.86288457 0.00021829
0.29145729 0.86301547 0.00021226
0.29648241 0.86316000 0.00020551
0.30150754 0.86330691 0.00019871
0.30653266 0.86345836 0.00019224
0.31155779 0.86362256 0.00018568
0.31658291 0.86378624 0.00017840
0.32160804 0.86395969 0.00017087
0.32663317 0.86413884 0.00016399
0.33165829 0.86431874 0.00015784
0.33668342 0.86451293 0.00015146
0.34170854 0.86470712 0.00014573
0.34673367 0.86490720 0.00014096
0.35175879 0.86511492 0.00013576
0.35678392 0.86531977 0.00013422
0.36180905 0.86553864 0.00013237
0.36683417 0.86576156 0.00013405
0.37185930 0.86598952 0.00013731
0.37688442 0.86625312 0.00014587
0.38190955 0.86652669 0.00016481
0.38693467 0.86690612 0.00021308
0.39195980 0.86733006 0.00030292
0.39698492 0.86795795 0.00047081
0.40201005 0.86865931 0.00069309
0.40703518 0.86959222 0.00096292
0.41206030 0.87061412 0.00127668
0.41708543 0.87169830 0.00148188
0.42211055 0.87282023 0.00166353
0.42713568 0.87375525 0.00160376
0.43216080 0.87461670 0.00144367
0.43718593 0.87513881 0.00116357
0.44221106 0.87556421 0.00084943
0.44723618 0.87561657 0.00072154
0.45226131 0.87564084 0.00062217
0.45728643 0.87531474 0.00076222
0.46231156 0.87499461 0.00089727
0.46733668 0.87446846 0.00116004
0.47236181 0.87392993 0.00143133
0.47738693 0.87330109 0.00176750
0.48241206 0.87266198 0.00211933
0.48743719 0.87199493 0.00250170
0.49246231 0.87134618 0.00289381
0.49748744 0.87070013 0.00329680
0.50251256 0.87011390 0.00369234
0.50753769 0.86955137 0.00408452
0.51256281 0.86909893 0.00444692
0.51758794 0.86867659 0.00480214
0.52261307 0.86841184 0.00509786
0.52763819 0.86819491 0.00537950
0.53266332 0.86810294 0.00561616
0.53768844 0.86808981 0.00583700
0.54271357 0.86816522 0.00603846
0.54773869 0.86834117 0.00623026
0.55276382 0.86856569 0.00641705
0.55778894 0.86891170 0.00659162
0.56281407 0.86929815 0.00676047
0.56783920 0.86976279 0.00691431
0.57286432 0.87028708 0.00704647
0.57788945 0.87084827 0.00716093
0.58291457 0.87148450 0.00721702
0.58793970 0.87213241 0.00725321
0.59296482 0.87283721 0.00719497
0.59798995 0.87354694 0.00707985
0.60301508 0.87425759 0.00688866
0.60804020 0.87493278 0.00655664
0.61306533 0.87558071 0.00619192
0.61809045 0.87610504 0.00561584
0.62311558 0.87656256 0.00502302
0.62814070 0.87692435 0.00438764
0.63316583 0.87717239 0.00381445
0.63819095 0.87738594 0.00344546
0.64321608 0.87755035 0.00331569
0.64824121 0.87772733 0.00334529
0.65326633 0.87789840 0.00351026
0.65829146 0.87804635 0.00342132
0.66331658 0.87812283 0.00332504
0.66834171 0.87808595 0.00313170
0.67336683 0.87783539 0.00296185
0.67839196 0.87749415 0.00298915
0.68341709 0.87702505 0.00321951
0.68844221 0.87655617 0.00353041
0.69346734 0.87609057 0.00387540
0.69849246 0.87572978 0.00399630
0.70351759 0.87539341 0.00392927
0.70854271 0.87506616 0.00372779
0.71356784 0.87467408 0.00336483
0.71859296 0.87422791 0.00295000
0.72361809 0.87375036 0.00250413
0.72864322 0.87325588 0.00204425
0.73366834 0.87278649 0.00162028
0.73869347 0.87232701 0.00120992
0.74371859 0.87195373 0.00092020
0.74874372 0.87161047 0.00067620
0.75376884 0.87130765 0.00048846
0.75879397 0.87105545 0.00037299
0.76381910 0.87081560 0.00027954
0.76884422 0.87059442 0.00021555
0.77386935 0.87038879 0.00017880
0.77889447 0.87019063 0.00015985
0.78391960 0.87000044 0.00015631
0.78894472 0.86981808 0.00016242
0.79396985 0.86964006 0.00017290
0.79899497 0.86946810 0.00018487
0.80402010 0.86930166 0.00019623
0.80904523 0.86913744 0.00020669
0.81407035 0.86897912 0.00021586
0.81909548 0.86882283 0.00022552
0.82412060 0.86866876 0.00023314
0.82914573 0.86851720 0.00023995
0.83417085 0.86836625 0.00024612
0.83919598 0.86821735 0.00025177
0.84422111 0.86806968 0.00025664
0.84924623 0.86792503 0.00026157
0.85427136 0.86778402 0.00026578
0.85929648 0.86764535 0.00027008
0.86432161 0.86750941 0.00027374
0.86934673 0.86737523 0.00027708
0.87437186 0.86724122 0.00028039
0.87939698 0.86710816 0.00028358
0.88442211 0.86697456 0.00028810
0.88944724 0.86683783 0.00029059
0.89447236 0.86670276 0.00029377
0.89949749 0.86655885 0.00029606
0.90452261 0.86641485 0.00029926
0.90954774 0.86626736 0.00030117
0.91457286 0.86611815 0.00030345
0.91959799 0.86597880 0.00030566
0.92462312 0.86584299 0.00030764
0.92964824 0.86573542 0.00030975
0.93467337 0.86565440 0.00031034
0.93969849 0.86555776 0.00031100
0.94472362 0.86544012 0.00031183
0.94974874 0.86531878 0.00031310
0.95477387 0.86519122 0.00031415
0.95979899 0.86505932 0.00031465
0.96482412 0.86492936 0.00031514
0.96984925 0.86480943 0.00031533
0.97487437 0.86469211 0.00031551
0.97989950 0.86457488 0.00031539
0.98492462 0.86445564 0.00031560
0.98994975 0.86433638 0.00031591
0.99497487 0.86445127 0.00031437
1.00000000 0.86572857 0.00030990
