# s/c   cf_mean    cf_std
0.00000000 0.00217987 0.00031706
0.00130087 0.00329408 0.00042876
0.00260174 0.00433651 0.00054489
0.00390261 0.00531106 0.00066230
0.00520348 0.00622149 0.00077986
0.00650435 0.00707146 0.00089708
0.00780522 0.00786448 0.00101377
0.00910609 0.00860394 0.00112987
0.01040697 0.00929313 0.00124537
0.01170784 0.00993522 0.00136029
0.01300871 0.01053325 0.00147468
0.01430958 0.01109017 0.00158858
0.01561045 0.01160880 0.00170204
0.01691132 0.01209187 0.00181512
0.01821219 0.01254201 0.00192788
0.01951306 0.01296172 0.00204035
0.02081393 0.01335344 0.00215260
0.02211480 0.01371949 0.00226467
0.02341567 0.01406209 0.00237661
0.02470176 0.01438338 0.00248848
0.02600263 0.01468541 0.00260032
0.02730350 0.01497012 0.00271218
0.02860437 0.01523939 0.00282411
0.02990524 0.01549501 0.00293617
0.03120611 0.01573868 0.00304839
0.03250698 0.01597203 0.00316084
0.03380786 0.01619659 0.00327356
0.03510873 0.01641384 0.00338660
0.03640960 0.01662517 0.00350002
0.03771047 0.01683191 0.00361387
0.03901134 0.01703531 0.00372819
0.04029743 0.01723656 0.00384305
0.04159830 0.01743677 0.00395849
0.04289917 0.01763700 0.00407456
0.04420004 0.01783825 0.00419133
0.04550091 0.01804143 0.00430884
0.04680178 0.01824744 0.00442715
0.04810265 0.01845707 0.00454630
0.04940352 0.01867110 0.00466635
0.05068961 0.01889022 0.00478735
0.05199048 0.01911509 0.00490936
0.05329135 0.01934632 0.00503241
0.05459222 0.01958446 0.00515657
0.05589309 0.01983002 0.00528187
0.05719396 0.02008347 0.00540837
0.05849483 0.02034522 0.00553611
0.05978092 0.02061565 0.00566514
0.06108179 0.02089510 0.00579550
0.06238266 0.02118386 0.00592723
0.06368353 0.02148220 0.00606037
0.06498440 0.02179035 0.00619497
0.06628528 0.02210849 0.00633106
0.06757136 0.02243678 0.00646869
0.06887223 0.02277534 0.00660787
0.07017310 0.02312427 0.00674866
0.07147398 0.02348364 0.00689109
0.07277485 0.02385348 0.00703518
0.07407572 0.02423380 0.00718096
0.07536180 0.02462460 0.00732848
0.07666268 0.02502584 0.00747774
0.07796355 0.02543746 0.00762879
0.07926442 0.02585937 0.00778164
0.08056529 0.02629148 0.00793632
0.08185138 0.02673367 0.00809285
0.08315225 0.02718580 0.00825126
0.08445312 0.02764772 0.00841156
0.08575399 0.02811926 0.00857377
0.08704008 0.02860024 0.00873791
0.08834095 0.02909047 0.00890400
0.08964182 0.02958972 0.00907205
0.09094269 0.03009779 0.00924208
0.09224356 0.03061444 0.00941410
0.09352965 0.03113944 0.00958812
0.09483052 0.03167254 0.00976415
0.09613139 0.03221349 0.00994221
0.09743226 0.03276202 0.01012229
0.09871835 0.03331786 0.01030441
0.10001922 0.03388076 0.01048857
0.10132009 0.03445042 0.01067478
0.10260618 0.03502659 0.01086304
0.10390705 0.03560897 0.01105336
0.10520792 0.03619728 0.01124573
0.10650879 0.03679125 0.01144015
0.10779488 0.03739058 0.01163662
0.10909575 0.03799501 0.01183514
0.11039662 0.03860425 0.01203571
0.11169749 0.03921803 0.01223831
0.11298358 0.03983606 0.01244294
0.11428445 0.04045808 0.01264959
0.11558532 0.04108382 0.01285825
0.11687141 0.04171302 0.01306891
0.11817228 0.04234541 0.01328155
0.11947315 0.04298076 0.01349616
0.12075924 0.04361880 0.01371272
0.12206011 0.04425931 0.01393121
0.12336098 0.04490204 0.01415161
0.12466185 0.04554678 0.01437389
0.12594794 0.04619331 0.01459804
