# s/c   cf_mean    cf_std
0.00000000 0.00222346 0.00034592
0.00130087 0.00342229 0.00047417
0.00260174 0.00454341 0.00060323
0.00390261 0.00559106 0.00073243
0.00520348 0.00656932 0.00086151
0.00650435 0.00748215 0.00099037
0.00780522 0.00833338 0.00111896
0.00910609 0.00912670 0.00124727
0.01040697 0.00986566 0.00137529
0.01170784 0.01055370 0.00150303
0.01300871 0.01119414 0.00163049
0.01430958 0.01179017 0.00175770
0.01561045 0.01234486 0.00188466
0.01691132 0.01286117 0.00201139
0.01821219 0.01334195 0.00213793
0.01951306 0.01378993 0.00226428
0.02081393 0.01420773 0.00239048
0.02211480 0.01459789 0.00251655
0.02341567 0.01496282 0.00264252
0.02470176 0.01530483 0.00276843
0.02600263 0.01562614 0.00289432
0.02730350 0.01592888 0.00302021
0.02860437 0.01621508 0.00314614
0.02990524 0.01648667 0.00327216
0.03120611 0.01674549 0.00339831
0.03250698 0.01699332 0.00352464
0.03380786 0.01723183 0.00365118
0.03510873 0.01746260 0.00377799
0.03640960 0.01768716 0.00390512
0.03771047 0.01790693 0.00403261
0.03901134 0.01812328 0.00416052
0.04029743 0.01833750 0.00428890
0.04159830 0.01855078 0.00441780
0.04289917 0.01876428 0.00454727
0.04420004 0.01897906 0.00467737
0.04550091 0.01919615 0.00480816
0.04680178 0.01941647 0.00493967
0.04810265 0.01964092 0.00507199
0.04940352 0.01987032 0.00520514
0.05068961 0.02010542 0.00533920
0.05199048 0.02034694 0.00547420
0.05329135 0.02059552 0.00561022
0.05459222 0.02085178 0.00574729
0.05589309 0.02111625 0.00588548
0.05719396 0.02138944 0.00602483
0.05849483 0.02167180 0.00616540
0.05978092 0.02196373 0.00630724
0.06108179 0.02226560 0.00645039
0.06238266 0.02257773 0.00659491
0.06368353 0.02290039 0.00674084
0.06498440 0.02323383 0.00688824
0.06628528 0.02357825 0.00703714
0.06757136 0.02393381 0.00718760
0.06887223 0.02430065 0.00733965
0.07017310 0.02467886 0.00749335
0.07147398 0.02506852 0.00764873
0.07277485 0.02546965 0.00780584
0.07407572 0.02588228 0.00796471
0.07536180 0.02630638 0.00812539
0.07666268 0.02674191 0.00828792
0.07796355 0.02718879 0.00845232
0.07926442 0.02764694 0.00861865
0.08056529 0.02811625 0.00878692
0.08185138 0.02859658 0.00895719
0.08315225 0.02908777 0.00912947
0.08445312 0.02958966 0.00930380
0.08575399 0.03010207 0.00948021
0.08704008 0.03062478 0.00965874
0.08834095 0.03115758 0.00983940
0.08964182 0.03170024 0.01002223
0.09094269 0.03225252 0.01020725
0.09224356 0.03281416 0.01039448
0.09352965 0.03338490 0.01058395
0.09483052 0.03396447 0.01077568
0.09613139 0.03455258 0.01096969
0.09743226 0.03514896 0.01116599
0.09871835 0.03575330 0.01136460
0.10001922 0.03636531 0.01156553
0.10132009 0.03698468 0.01176881
0.10260618 0.03761112 0.01197444
0.10390705 0.03824431 0.01218243
0.10520792 0.03888394 0.01239279
0.10650879 0.03952970 0.01260552
0.10779488 0.04018129 0.01282063
0.10909575 0.04083839 0.01303811
0.11039662 0.04150070 0.01325798
0.11169749 0.04216791 0.01348023
0.11298358 0.04283971 0.01370484
0.11428445 0.04351582 0.01393183
0.11558532 0.04419594 0.01416117
0.11687141 0.04487977 0.01439285
0.11817228 0.04556704 0.01462687
0.11947315 0.04625746 0.01486321
0.12075924 0.04695077 0.01510184
0.12206011 0.04764670 0.01534275
0.12336098 0.04834500 0.01558592
0.12466185 0.04904541 0.01583131
0.12594794 0.04974770 0.01607891
0.12724881 0.05045164 0.01632867
0.12854968 0.05115701 0.01658058
0.12983577 0.05186184 0.01683402
0.13113664 0.05260846 0.01710822
0.13243751 0.05333514 0.01738729
0.13372359 0.05407815 0.01766727
0.13502447 0.05482874 0.01794544
0.13632534 0.05556537 0.01822441
0.13761142 0.05628388 0.01850431
0.13891229 0.05701566 0.01877826
0.14019838 0.05782145 0.01904621
0.14149925 0.05879490 0.01931833
0.14280012 0.05985605 0.01959363
0.14408621 0.06077146 0.01986551
0.14538708 0.06143986 0.02014014
0.14668795 0.06195192 0.02043234
0.14797404 0.06241545 0.02073167
0.14927491 0.06292462 0.02102510
0.15056100 0.06356291 0.02131573
0.15186187 0.06428777 0.02160395
0.15316274 0.06492483 0.02187908
0.15444883 0.06544363 0.02214860
0.15574970 0.06602588 0.02242920
0.15703579 0.06669439 0.02271120
0.15833666 0.06733694 0.02299215
0.15963753 0.06781291 0.02326122
0.16092362 0.06827569 0.02352117
0.16222449 0.06908060 0.02378797
0.16351058 0.07024461 0.02405313
0.16481145 0.07139800 0.02429501
0.16611232 0.07228205 0.02452851
0.16739841 0.07294613 0.02477916
0.16869928 0.07349289 0.02505267
0.16998537 0.07399350 0.02534418
0.17128624 0.07447731 0.02564094
0.17257232 0.07496104 0.02593788
0.17387319 0.07545372 0.02623117
0.17517407 0.07596680 0.02652049
0.17646015 0.07650838 0.02680603
0.17776102 0.07707653 0.02708774
0.17904711 0.07766777 0.02736633
0.18034798 0.07827792 0.02764242
0.18163407 0.07892196 0.02791443
0.18293494 0.07962020 0.02818167
0.18422103 0.08041189 0.02844864
0.18552190 0.08129701 0.02872620
0.18680799 0.08214835 0.02900565
0.18810886 0.08279864 0.02926687
0.18939495 0.08322924 0.02952489
0.19069582 0.08369344 0.02978998
0.19199669 0.08450704 0.03007812
0.19328278 0.08570619 0.03037620
0.19458365 0.08692449 0.03064543
0.19586974 0.08791748 0.03089376
0.19717061 0.08874761 0.03114057
0.19845669 0.08955749 0.03141555
0.19975757 0.09041151 0.03171947
0.20104365 0.09124458 0.03203028
0.20234452 0.09196660 0.03234052
0.20363061 0.09246637 0.03263970
0.20493148 0.09292404 0.03294891
0.20621757 0.09368128 0.03327240
0.20750366 0.09482451 0.03359477
0.20880453 0.09610515 0.03391536
0.21009062 0.09722263 0.03421685
0.21139149 0.09810917 0.03449604
0.21267758 0.09890424 0.03479001
0.21397845 0.09976021 0.03511105
