# y/t    d_mean   d_std
0.53266332 0.66121120 0.00088128
0.53768844 0.66153636 0.00084998
0.54271357 0.66179088 0.00082359
0.54773869 0.66196515 0.00080853
0.55276382 0.66210445 0.00080359
0.55778894 0.66213784 0.00082260
0.56281407 0.66215193 0.00085326
0.56783920 0.66208119 0.00090072
0.57286432 0.66198147 0.00095296
0.57788945 0.66182818 0.00100957
0.58291457 0.66163504 0.00105917
0.58793970 0.66141246 0.00110874
0.59296482 0.66116018 0.00115319
0.59798995 0.66090919 0.00121478
0.60301508 0.66064449 0.00131581
0.60804020 0.66044497 0.00151709
0.61306533 0.66022484 0.00180253
0.61809045 0.66012053 0.00226296
0.62311558 0.66000505 0.00279436
0.62814070 0.65995898 0.00342101
0.63316583 0.65991826 0.00404719
0.63819095 0.65987960 0.00464269
0.64321608 0.65979040 0.00509679
0.64824121 0.65966847 0.00537454
0.65326633 0.65949921 0.00555799
0.65829146 0.65938865 0.00550537
0.66331658 0.65931443 0.00544114
0.66834171 0.65933953 0.00534757
0.67336683 0.65951455 0.00525878
0.67839196 0.65974678 0.00523484
0.68341709 0.66004922 0.00527116
0.68844221 0.66029406 0.00527780
0.69346734 0.66049375 0.00527363
0.69849246 0.66055211 0.00506730
0.70351759 0.66055604 0.00474415
0.70854271 0.66053556 0.00433569
0.71356784 0.66054273 0.00384229
0.71859296 0.66057500 0.00332407
0.72361809 0.66061891 0.00279611
0.72864322 0.66064771 0.00228979
0.73366834 0.66062938 0.00184929
0.73869347 0.66058116 0.00144344
0.74371859 0.66044523 0.00116577
0.74874372 0.66028010 0.00092705
0.75376884 0.66008157 0.00073810
0.75879397 0.65984505 0.00060881
0.76381910 0.65959823 0.00049876
0.76884422 0.65933860 0.00041334
0.77386935 0.65906832 0.00035332
0.77889447 0.65879406 0.00031034
0.78391960 0.65851495 0.00028745
0.78894472 0.65823200 0.00028295
0.79396985 0.65794968 0.00029114
0.79899497 0.65766517 0.00030926
0.80402010 0.65738243 0.00033295
0.80904523 0.65709944 0.00036040
0.81407035 0.65681767 0.00038852
0.81909548 0.65653629 0.00041750
0.82412060 0.65625479 0.00044594
0.82914573 0.65597314 0.00047384
0.83417085 0.65569234 0.00050036
0.83919598 0.65541163 0.00052594
0.84422111 0.65513384 0.00055007
0.84924623 0.65485779 0.00057341
0.85427136 0.65458649 0.00059516
0.85929648 0.65431895 0.00061578
0.86432161 0.65405389 0.00063515
0.86934673 0.65379326 0.00065294
0.87437186 0.65353293 0.00066998
0.87939698 0.65327245 0.00068562
0.88442211 0.65301206 0.00070047
0.88944724 0.65274517 0.00071392
0.89447236 0.65248036 0.00072693
0.89949749 0.65220018 0.00073822
0.90452261 0.65191914 0.00074961
0.90954774 0.65163281 0.00075873
0.91457286 0.65134380 0.00076778
0.91959799 0.65108020 0.00077616
0.92462312 0.65083170 0.00078574
0.92964824 0.65063457 0.00079553
0.93467337 0.65047150 0.00079848
0.93969849 0.65027999 0.00080194
0.94472362 0.65004056 0.00080285
0.94974874 0.64979925 0.00080564
0.95477387 0.64955550 0.00080871
0.95979899 0.64931038 0.00081060
0.96482412 0.64906992 0.00081229
0.96984925 0.64884924 0.00081214
0.97487437 0.64863327 0.00081145
0.97989950 0.64841748 0.00081085
0.98492462 0.64819422 0.00080952
0.98994975 0.64797089 0.00080822
0.99497487 0.64819100 0.00080498
1.00000000 0.65061781 0.00079548
