# y/t    d_mean   d_std
0.00000000 0.57399389 0.00212085
0.00502513 0.57947152 0.00241741
0.01005025 0.58281657 0.00258908
0.01507538 0.58366562 0.00259978
0.02010050 0.58451467 0.00261111
0.02512563 0.58541201 0.00262343
0.03015075 0.58633287 0.00263541
0.03517588 0.58725372 0.00264787
0.04020101 0.58821540 0.00265993
0.04522613 0.58917609 0.00267333
0.05025126 0.59014099 0.00268679
0.05527638 0.59112908 0.00270007
0.06030151 0.59211184 0.00271470
0.06532663 0.59310318 0.00272993
0.07035176 0.59410787 0.00274643
0.07537688 0.59511248 0.00276477
0.08040201 0.59612642 0.00278445
0.08542714 0.59714655 0.00280566
0.09045226 0.59816898 0.00282877
0.09547739 0.59919338 0.00285350
0.10050251 0.60021918 0.00287885
0.10552764 0.60124448 0.00290490
0.11055276 0.60225983 0.00293190
0.11557789 0.60327360 0.00295829
0.12060302 0.60427638 0.00298412
0.12562814 0.60526614 0.00300959
0.13065327 0.60624946 0.00303285
0.13567839 0.60721131 0.00305392
0.14070352 0.60816351 0.00307365
0.14572864 0.60910922 0.00309134
0.15075377 0.61003142 0.00310592
0.15577889 0.61095045 0.00311934
0.16080402 0.61186323 0.00313152
0.16582915 0.61276806 0.00314288
0.17085427 0.61367075 0.00315356
0.17587940 0.61457390 0.00316560
0.18090452 0.61547680 0.00317872
0.18592965 0.61637887 0.00319235
0.19095477 0.61728979 0.00321202
0.19597990 0.61820003 0.00323265
0.20100503 0.61911352 0.00325596
0.20603015 0.62003445 0.00328534
0.21105528 0.62095504 0.00331540
0.21608040 0.62188267 0.00335012
0.22110553 0.62281308 0.00338800
0.22613065 0.62374341 0.00342598
0.23115578 0.62468337 0.00346835
0.23618090 0.62562297 0.00351084
0.24120603 0.62656577 0.00355351
0.24623116 0.62751472 0.00359628
0.25125628 0.62846366 0.00363908
0.25628141 0.62942159 0.00367990
0.26130653 0.63038285 0.00371967
0.26633166 0.63134541 0.00375865
0.27135678 0.63232409 0.00379321
0.27638191 0.63330251 0.00382765
0.28140704 0.63429076 0.00385883
0.28643216 0.63529153 0.00388714
0.29145729 0.63629248 0.00391424
