# y/t    d_mean   d_std
0.75879397 0.65725828 0.00057308
0.76381910 0.65708374 0.00046399
0.76884422 0.65689486 0.00037769
0.77386935 0.65669413 0.00031219
0.77889447 0.65648891 0.00025689
0.78391960 0.65627823 0.00021511
0.78894472 0.65606332 0.00018638
0.79396985 0.65584758 0.00016828
0.79899497 0.65562964 0.00016186
0.80402010 0.65541228 0.00016404
0.80904523 0.65519426 0.00017266
0.81407035 0.65497671 0.00018534
0.81909548 0.65475945 0.00019986
0.82412060 0.65454155 0.00021513
0.82914573 0.65432329 0.00023035
0.83417085 0.65410513 0.00024560
0.83919598 0.65388664 0.00026010
0.84422111 0.65367038 0.00027389
0.84924623 0.65345486 0.00028721
0.85427136 0.65324317 0.00029938
0.85929648 0.65303434 0.00031086
0.86432161 0.65282750 0.00032161
0.86934673 0.65262419 0.00033120
0.87437186 0.65242132 0.00034068
0.87939698 0.65221876 0.00034901
0.88442211 0.65201628 0.00035717
0.88944724 0.65180985 0.00036464
0.89447236 0.65160446 0.00037121
0.89949749 0.65138631 0.00037755
0.90452261 0.65116735 0.00038376
0.90954774 0.65094170 0.00038869
0.91457286 0.65071361 0.00039361
0.91959799 0.65050719 0.00039853
0.92462312 0.65031315 0.00040447
0.92964824 0.65016693 0.00041125
0.93467337 0.65004831 0.00041340
0.93969849 0.64990892 0.00041537
0.94472362 0.64972681 0.00041600
0.94974874 0.64954304 0.00041815
0.95477387 0.64935677 0.00042072
0.95979899 0.64916891 0.00042257
0.96482412 0.64898508 0.00042419
0.96984925 0.64882004 0.00042498
0.97487437 0.64865967 0.00042560
0.97989950 0.64849942 0.00042633
0.98492462 0.64833418 0.00042671
0.98994975 0.64816889 0.00042711
0.99497487 0.64833563 0.00042521
1.00000000 0.65015394 0.00041169
