# s/c   M_is_mean    M_is_std
0.00000000 0.01910552 0.00120054
0.00130087 0.02915331 0.00062508
0.00260174 0.03682518 0.00038271
0.00390261 0.04338640 0.00024583
0.00520348 0.04926631 0.00016364
0.00650435 0.05467075 0.00011881
0.00780522 0.05971652 0.00010252
0.00910609 0.06447711 0.00010398
0.01040697 0.06900221 0.00011252
0.01170784 0.07332729 0.00012231
0.01300871 0.07747873 0.00013122
0.01430958 0.08147689 0.00013875
0.01561045 0.08533789 0.00014499
0.01691132 0.08907487 0.00015017
0.01821219 0.09269875 0.00015458
0.01951306 0.09621880 0.00015847
0.02081393 0.09964301 0.00016205
0.02211480 0.10297840 0.00016546
0.02341567 0.10623119 0.00016881
0.02470176 0.10940700 0.00017216
0.02600263 0.11251093 0.00017554
0.02730350 0.11554768 0.00017894
0.02860437 0.11852159 0.00018236
0.02990524 0.12143673 0.00018576
0.03120611 0.12429693 0.00018910
0.03250698 0.12710580 0.00019234
0.03380786 0.12986679 0.00019545
0.03510873 0.13258318 0.00019838
0.03640960 0.13525812 0.00020110
0.03771047 0.13789466 0.00020358
0.03901134 0.14049570 0.00020579
0.04029743 0.14306408 0.00020771
0.04159830 0.14560253 0.00020934
0.04289917 0.14811369 0.00021066
0.04420004 0.15060016 0.00021167
0.04550091 0.15306441 0.00021238
0.04680178 0.15550888 0.00021278
0.04810265 0.15793592 0.00021290
0.04940352 0.16034784 0.00021275
0.05068961 0.16274685 0.00021234
0.05199048 0.16513512 0.00021171
0.05329135 0.16751475 0.00021087
0.05459222 0.16988778 0.00020985
0.05589309 0.17225618 0.00020869
0.05719396 0.17462187 0.00020741
0.05849483 0.17698669 0.00020606
0.05978092 0.17935242 0.00020465
0.06108179 0.18172081 0.00020324
0.06238266 0.18409350 0.00020185
0.06368353 0.18647209 0.00020053
0.06498440 0.18885812 0.00019929
0.06628528 0.19125306 0.00019818
0.06757136 0.19365831 0.00019723
0.06887223 0.19607520 0.00019647
0.07017310 0.19850503 0.00019592
0.07147398 0.20094898 0.00019560
0.07277485 0.20340823 0.00019553
0.07407572 0.20588383 0.00019573
0.07536180 0.20837682 0.00019622
0.07666268 0.21088815 0.00019699
0.07796355 0.21341870 0.00019805
0.07926442 0.21596930 0.00019940
0.08056529 0.21854072 0.00020103
0.08185138 0.22113367 0.00020295
0.08315225 0.22374877 0.00020515
0.08445312 0.22638662 0.00020760
0.08575399 0.22904774 0.00021030
0.08704008 0.23173260 0.00021325
0.08834095 0.23444160 0.00021641
0.08964182 0.23717509 0.00021979
0.09094269 0.23993338 0.00022336
0.09224356 0.24271672 0.00022711
0.09352965 0.24552529 0.00023104
0.09483052 0.24835924 0.00023512
0.09613139 0.25121868 0.00023936
0.09743226 0.25410364 0.00024374
0.09871835 0.25701413 0.00024824
0.10001922 0.25995012 0.00025288
0.10132009 0.26291151 0.00025763
0.10260618 0.26589820 0.00026250
0.10390705 0.26891002 0.00026748
0.10520792 0.27194676 0.00027256
0.10650879 0.27500820 0.00027775
0.10779488 0.27809406 0.00028304
0.10909575 0.28120406 0.00028844
0.11039662 0.28433784 0.00029393
0.11169749 0.28749506 0.00029952
0.11298358 0.29067533 0.00030521
0.11428445 0.29387824 0.00031100
0.11558532 0.29710333 0.00031689
0.11687141 0.30035016 0.00032287
0.11817228 0.30361825 0.00032894
0.11947315 0.30690708 0.00033510
0.12075924 0.31021614 0.00034135
0.12206011 0.31354489 0.00034769
0.12336098 0.31689278 0.00035411
0.12466185 0.32025924 0.00036060
0.12594794 0.32364368 0.00036717
0.12724881 0.32704553 0.00037380
0.12854968 0.33046417 0.00038050
0.12983577 0.33573731 0.00040040
0.13113664 0.33936921 0.00041300
0.13243751 0.34298093 0.00042247
0.13372359 0.34658658 0.00042947
0.13502447 0.35019401 0.00043536
0.13632534 0.35379906 0.00044013
0.13761142 0.35739665 0.00044355
0.13891229 0.36099115 0.00044590
0.14019838 0.36461367 0.00045007
0.14149925 0.36831389 0.00046045
0.14280012 0.37211171 0.00047624
0.14408621 0.37595811 0.00049547
0.14538708 0.37975656 0.00051654
0.14668795 0.38345239 0.00053014
0.14797404 0.38704646 0.00053352
0.14927491 0.39056685 0.00053153
0.15056100 0.39406565 0.00052780
0.15186187 0.39757563 0.00052492
0.15316274 0.40107732 0.00052355
0.15444883 0.40453657 0.00052232
0.15574970 0.40795977 0.00051938
0.15703579 0.41138348 0.00051533
0.15833666 0.41479882 0.00051020
0.15963753 0.41816980 0.00050236
0.16092362 0.42148611 0.00049148
0.16222449 0.42483175 0.00048039
0.16351058 0.42832970 0.00047859
0.16481145 0.43196709 0.00049071
0.16611232 0.43565447 0.00051492
0.16739841 0.43931886 0.00054432
0.16869928 0.44292064 0.00056572
0.16998537 0.44645819 0.00057715
0.17128624 0.44993937 0.00058252
0.17257232 0.45337400 0.00058320
0.17387319 0.45677289 0.00058104
0.17517407 0.46014654 0.00057691
0.17646015 0.46350486 0.00057136
0.17776102 0.46685536 0.00056465
0.17904711 0.47020118 0.00055687
0.18034798 0.47354629 0.00054818
