# s/c   M_is_mean    M_is_std
0.58085355 0.91577437 0.00388811
0.58213964 0.91622041 0.00388278
0.58341094 0.91662266 0.00386317
0.58469703 0.91697822 0.00382984
0.58598312 0.91729747 0.00378887
0.58726921 0.91760112 0.00374843
0.58854051 0.91790424 0.00371245
0.58982660 0.91821426 0.00368197
0.59111269 0.91852608 0.00365393
0.59239878 0.91881679 0.00361906
0.59367008 0.91907046 0.00357315
0.59495617 0.91928976 0.00351883
0.59624226 0.91949493 0.00346487
0.59751356 0.91971181 0.00342070
0.59879965 0.91995819 0.00338991
0.60008574 0.92024322 0.00337289
0.60137183 0.92056656 0.00336824
0.60264313 0.92091558 0.00337200
0.60392922 0.92126229 0.00337409
0.60521531 0.92158027 0.00336730
0.60648661 0.92185079 0.00334623
0.60777270 0.92206433 0.00330664
0.60905879 0.92223660 0.00325671
0.61033010 0.92239459 0.00320621
0.61161618 0.92255967 0.00316049
0.61290227 0.92274263 0.00312157
0.61417358 0.92294039 0.00308717
0.61545967 0.92314434 0.00305484
0.61674575 0.92334911 0.00302374
0.61801706 0.92355403 0.00299525
0.61930315 0.92375801 0.00296964
0.62058924 0.92396210 0.00294686
0.62187532 0.92417493 0.00292995
0.62314663 0.92440794 0.00292163
0.62443272 0.92466876 0.00292278
0.62571880 0.92495511 0.00293072
0.62699011 0.92524743 0.00293743
0.62827620 0.92551360 0.00293252
0.62954750 0.92573228 0.00290913
0.63083359 0.92589873 0.00286770
0.63211968 0.92601315 0.00281052
0.63339099 0.92608154 0.00274093
0.63467707 0.92611949 0.00266665
0.63596316 0.92614180 0.00259281
0.63723447 0.92616308 0.00252313
0.63852056 0.92620147 0.00246270
0.63980664 0.92627078 0.00241450
0.64107795 0.92637727 0.00237944
0.64236404 0.92651823 0.00235587
0.64365012 0.92668621 0.00234053
0.64492143 0.92687603 0.00233177
0.64620752 0.92708370 0.00232872
0.64749361 0.92730416 0.00232973
0.64876491 0.92753252 0.00233342
0.65005100 0.92776302 0.00233796
0.65132231 0.92798986 0.00234158
0.65260839 0.92820638 0.00234191
0.65389448 0.92840616 0.00233671
0.65516579 0.92858323 0.00232388
0.65645188 0.92873313 0.00230164
0.65772318 0.92885620 0.00227122
0.65900927 0.92895514 0.00223478
0.66029536 0.92902832 0.00219246
0.66156666 0.92906608 0.00214091
0.66285275 0.92906143 0.00207792
0.66413884 0.92901521 0.00200490
0.66541014 0.92893998 0.00192810
0.66669623 0.92885839 0.00185799
0.66796754 0.92878854 0.00180130
0.66925363 0.92874379 0.00176167
0.67053971 0.92873021 0.00173870
0.67181102 0.92874525 0.00172938
0.67309711 0.92877513 0.00172733
0.67436841 0.92879174 0.00172012
0.67565450 0.92877332 0.00170105
0.67692581 0.92871415 0.00166905
0.67821189 0.92861475 0.00162526
0.67949798 0.92847632 0.00157126
0.68076929 0.92829918 0.00150634
0.68205538 0.92808350 0.00143076
0.68332668 0.92783602 0.00134666
0.68461277 0.92757582 0.00126177
0.68589886 0.92732621 0.00118611
0.68717016 0.92709728 0.00112368
0.68845625 0.92688309 0.00107245
0.68972756 0.92667444 0.00102794
0.69101364 0.92646657 0.00098795
0.69228495 0.92625667 0.00095131
0.69357104 0.92604317 0.00091660
0.69484234 0.92583005 0.00088491
0.69612843 0.92562365 0.00085782
0.69741452 0.92543396 0.00083808
0.69868582 0.92526826 0.00082704
0.69997191 0.92512219 0.00082148
0.70124322 0.92498286 0.00081630
0.70252931 0.92483382 0.00080566
0.70380061 0.92466916 0.00078856
0.70508670 0.92449143 0.00076787
0.70635801 0.92430262 0.00074551
0.70764409 0.92410178 0.00072188
0.70893018 0.92388587 0.00069632
0.71020149 0.92365139 0.00066768
0.71148758 0.92339713 0.00063615
0.71275888 0.92313353 0.00060605
0.71404497 0.92287677 0.00058206
0.71531627 0.92264424 0.00056778
0.71660236 0.92244301 0.00056362
0.71787367 0.92226484 0.00056599
0.71915976 0.92209977 0.00057106
0.72043106 0.92194037 0.00057606
0.72171715 0.92178375 0.00058022
0.72298845 0.92162943 0.00058348
0.72427454 0.92147675 0.00058605
0.72554585 0.92132254 0.00058766
0.72683194 0.92115891 0.00058701
0.72810324 0.92097797 0.00058296
0.72938933 0.92077618 0.00057559
0.73066064 0.92055787 0.00056667
0.73194672 0.92033470 0.00055830
0.73321803 0.92011711 0.00055221
0.73450412 0.91991056 0.00054901
0.73577542 0.91971595 0.00054834
0.73706151 0.91953150 0.00054968
0.73833282 0.91935545 0.00055243
0.73961890 0.91918632 0.00055620
0.74089021 0.91902239 0.00056053
0.74217630 0.91886213 0.00056514
0.74344760 0.91870393 0.00056979
0.74473369 0.91854530 0.00057396
0.74600500 0.91838550 0.00057786
0.74729108 0.91822520 0.00058187
0.74856239 0.91806613 0.00058627
0.74984848 0.91791134 0.00059146
0.75111978 0.91776358 0.00059769
0.75240587 0.91762480 0.00060500
0.75367718 0.91749617 0.00061317
0.75496327 0.91737817 0.00062221
0.75623457 0.91727062 0.00063198
0.75752066 0.91717307 0.00064235
0.75879196 0.91708488 0.00065337
0.76007805 0.91700530 0.00066499
0.76134936 0.91693377 0.00067730
0.76263545 0.91687019 0.00069038
0.76390675 0.91681518 0.00070437
0.76517806 0.91677030 0.00071954
0.76646414 0.91673884 0.00073638
0.76773545 0.91672525 0.00075549
0.76902154 0.91673227 0.00077748
0.77029284 0.91675750 0.00080287
0.77157893 0.91679282 0.00083121
0.77285024 0.91682927 0.00086076
0.77413633 0.91686042 0.00088967
0.77540763 0.91688130 0.00091641
0.77669372 0.91688767 0.00093958
0.77796502 0.91687613 0.00095853
0.77923633 0.91684480 0.00097293
0.78052242 0.91679377 0.00098291
0.78179372 0.91672651 0.00098973
0.78307981 0.91664958 0.00099479
0.78435112 0.91656836 0.00099924
0.78563720 0.91648625 0.00100390
0.78690851 0.91640528 0.00100916
0.78817982 0.91632667 0.00101525
0.78946590 0.91625174 0.00102229
0.79073721 0.91618133 0.00103045
0.79202330 0.91611600 0.00103976
0.79329460 0.91605508 0.00105008
0.79458069 0.91599702 0.00106106
0.79585200 0.91593910 0.00107209
0.79712330 0.91587622 0.00108238
0.79840939 0.91580471 0.00109106
0.79968070 0.91572202 0.00109761
0.80096678 0.91562554 0.00110175
0.80223809 0.91551462 0.00110356
0.80350939 0.91538987 0.00110354
0.80479548 0.91525455 0.00110247
0.80606679 0.91511488 0.00110111
0.80735288 0.91497495 0.00110006
0.80862418 0.91483722 0.00109974
0.80989549 0.91470335 0.00110042
0.81118157 0.91457480 0.00110231
0.81245288 0.91445399 0.00110572
0.81373897 0.91434180 0.00111076
0.81501027 0.91423644 0.00111741
0.81628158 0.91413407 0.00112546
0.81756767 0.91403115 0.00113406
0.81883897 0.91392498 0.00114257
0.82012506 0.91381298 0.00115039
0.82139637 0.91369119 0.00115644
0.82266767 0.91355430 0.00115991
0.82395376 0.91339854 0.00116039
0.82522507 0.91322555 0.00115828
0.82651115 0.91304296 0.00115500
0.82778246 0.91285950 0.00115213
0.82905376 0.91268088 0.00115034
0.83033985 0.91250825 0.00114994
0.83161116 0.91234079 0.00115083
0.83288246 0.91217714 0.00115260
0.83416855 0.91201505 0.00115496
0.83543986 0.91185189 0.00115749
0.83672594 0.91168449 0.00115975
0.83799725 0.91150957 0.00116122
0.83926856 0.91132410 0.00116131
0.84055464 0.91112520 0.00115949
0.84182595 0.91091040 0.00115527
0.84309725 0.91067778 0.00114847
0.84438334 0.91042707 0.00113939
0.84565465 0.91016105 0.00112843
0.84692595 0.90988494 0.00111692
0.84821204 0.90960797 0.00110602
0.84948335 0.90933898 0.00109653
0.85076944 0.90908234 0.00108891
0.85204074 0.90883591 0.00108279
0.85331205 0.90859094 0.00107789
0.85459813 0.90834179 0.00107319
0.85586944 0.90808438 0.00106799
0.85714075 0.90781443 0.00106198
0.85842683 0.90752897 0.00105496
0.85969814 0.90722671 0.00104713
0.86096944 0.90690821 0.00103902
0.86225553 0.90657713 0.00103131
0.86352684 0.90624450 0.00102396
0.86479814 0.90592133 0.00101672
0.86608423 0.90561696 0.00100898
0.86735554 0.90533869 0.00100009
0.86862684 0.90508783 0.00099086
0.86991293 0.90486019 0.00098311
0.87118424 0.90464704 0.00097852
0.87245554 0.90443745 0.00097749
0.87374163 0.90422123 0.00097863
0.87501293 0.90398960 0.00097999
0.87628424 0.90373494 0.00097972
0.87757033 0.90345165 0.00097626
0.87884163 0.90313670 0.00096920
0.88011294 0.90278972 0.00095922
0.88138424 0.90241255 0.00094789
0.88267033 0.90200876 0.00093728
0.88394164 0.90158319 0.00092953
0.88521294 0.90113978 0.00092634
0.88649903 0.90068301 0.00092867
0.88777034 0.90022037 0.00093588
0.88904164 0.89975945 0.00094569
0.89032773 0.89930629 0.00095587
0.89159904 0.89886429 0.00096538
0.89287034 0.89843527 0.00097372
0.89415643 0.89802064 0.00098056
0.89542774 0.89761998 0.00098597
0.89669904 0.89723138 0.00099035
0.89797035 0.89685201 0.00099441
0.89925643 0.89647866 0.00099876
0.90052774 0.89610863 0.00100360
0.90179905 0.89573925 0.00100944
0.90308513 0.89536751 0.00101698
0.90435644 0.89499026 0.00102704
0.90562774 0.89460460 0.00104052
0.90691383 0.89420790 0.00105835
0.90818514 0.89379903 0.00108104
0.90945644 0.89337829 0.00110856
0.91072775 0.89294809 0.00114012
0.91201384 0.89251457 0.00117291
0.91328514 0.89208331 0.00120492
0.91455645 0.89165982 0.00123411
0.91582775 0.89125003 0.00125824
0.91711384 0.89085929 0.00127542
0.91838515 0.89049138 0.00128438
0.91965645 0.89014854 0.00128440
0.92094254 0.88982998 0.00127581
0.92221385 0.88952773 0.00126234
0.92348515 0.88923279 0.00124791
0.92475646 0.88893749 0.00123568
0.92604254 0.88863672 0.00122751
0.92731385 0.88832928 0.00122327
0.92858516 0.88801488 0.00122251
0.92985646 0.88769371 0.00122459
0.93114255 0.88736557 0.00122924
0.93241385 0.88703039 0.00123610
0.93368516 0.88668954 0.00124418
0.93495647 0.88634723 0.00125077
0.93624255 0.88601126 0.00125137
0.93751386 0.88569040 0.00124241
0.93878516 0.88539229 0.00122127
0.94005647 0.88511905 0.00118856
0.94134256 0.88486430 0.00114913
0.94261386 0.88461859 0.00110829
0.94388517 0.88437421 0.00106958
0.94515647 0.88412658 0.00103459
0.94644256 0.88387213 0.00100442
0.94771387 0.88360695 0.00098028
0.94898517 0.88332827 0.00096286
0.95025648 0.88303369 0.00095280
0.95154257 0.88272104 0.00095086
0.95281387 0.88238835 0.00095828
0.95408518 0.88203560 0.00097553
0.95535648 0.88167037 0.00099917
0.95664257 0.88130644 0.00102256
0.95791388 0.88095944 0.00103785
0.95918518 0.88063833 0.00104079
0.96045649 0.88034087 0.00103321
0.96174258 0.88006058 0.00101878
0.96301388 0.87979141 0.00100013
0.96428519 0.87952906 0.00097920
0.96555649 0.87926896 0.00095821
0.96682780 0.87900538 0.00093988
0.96811389 0.87873267 0.00092704
0.96938519 0.87844700 0.00092136
0.97065650 0.87814667 0.00092344
0.97192780 0.87783182 0.00093306
0.97321389 0.87750351 0.00094971
0.97448520 0.87716392 0.00097252
0.97575650 0.87681798 0.00099910
0.97702781 0.87647069 0.00102718
0.97829911 0.87612714 0.00105438
0.97958520 0.87579154 0.00107891
0.98085651 0.87546558 0.00110016
0.98212781 0.87514917 0.00111811
0.98339912 0.87484033 0.00113391
0.98468520 0.87453695 0.00114855
0.98595651 0.87423676 0.00116293
0.98722781 0.87393703 0.00117832
0.98849912 0.87363512 0.00119588
0.98977043 0.87332857 0.00121672
0.99105651 0.87301583 0.00124145
0.99232782 0.87269614 0.00127022
0.99359912 0.87236925 0.00130292
0.99487043 0.87203493 0.00133941
