# y/t    TKE_mean   TKE_std
0.00000000 0.00205919 0.00241169
0.00502513 0.00186191 0.00213266
0.01005025 0.00174684 0.00196963
0.01507538 0.00172903 0.00194339
0.02010050 0.00171122 0.00191716
0.02512563 0.00169325 0.00189070
0.03015075 0.00167641 0.00186462
0.03517588 0.00165956 0.00183854
0.04020101 0.00164247 0.00181221
0.04522613 0.00162705 0.00178655
0.05025126 0.00161159 0.00176082
0.05527638 0.00159595 0.00173491
0.06030151 0.00158124 0.00171070
0.06532663 0.00156647 0.00168631
0.07035176 0.00155156 0.00166213
0.07537688 0.00153644 0.00164056
0.08040201 0.00152127 0.00161869
0.08542714 0.00150605 0.00159760
0.09045226 0.00149077 0.00157895
0.09547739 0.00147539 0.00155996
0.10050251 0.00146050 0.00154228
0.10552764 0.00144619 0.00152619
0.11055276 0.00143175 0.00150987
0.11557789 0.00141858 0.00149530
0.12060302 0.00140598 0.00148151
0.12562814 0.00139327 0.00146761
0.13065327 0.00138246 0.00145585
0.13567839 0.00137167 0.00144416
0.14070352 0.00136129 0.00143285
0.14572864 0.00135243 0.00142300
0.15075377 0.00134341 0.00141302
0.15577889 0.00133537 0.00140391
0.16080402 0.00132800 0.00139541
0.16582915 0.00132054 0.00138682
0.17085427 0.00131436 0.00137946
0.17587940 0.00130815 0.00137207
0.18090452 0.00130230 0.00136507
0.18592965 0.00129706 0.00135874
0.19095477 0.00129173 0.00135230
0.19597990 0.00128702 0.00134674
0.20100503 0.00128238 0.00134128
0.20603015 0.00127793 0.00133610
0.21105528 0.00127385 0.00133151
0.21608040 0.00126973 0.00132686
0.22110553 0.00126615 0.00132297
0.22613065 0.00126262 0.00131914
0.23115578 0.00125932 0.00131566
0.23618090 0.00125630 0.00131259
0.24120603 0.00125333 0.00130960
0.24623116 0.00125081 0.00130725
0.25125628 0.00124830 0.00130489
0.25628141 0.00124620 0.00130302
0.26130653 0.00124423 0.00130129
0.26633166 0.00124249 0.00129987
0.27135678 0.00124098 0.00129875
0.27638191 0.00123953 0.00129775
0.28140704 0.00123841 0.00129731
0.28643216 0.00123724 0.00129682
0.29145729 0.00123654 0.00129699
0.29648241 0.00123582 0.00129714
0.30150754 0.00123543 0.00129785
0.30653266 0.00123520 0.00129881
0.31155779 0.00123515 0.00130014
0.31658291 0.00123539 0.00130200
0.32160804 0.00123576 0.00130409
0.32663317 0.00123658 0.00130689
0.33165829 0.00123749 0.00130982
0.33668342 0.00123898 0.00131362
0.34170854 0.00124047 0.00131742
0.34673367 0.00124275 0.00132231
0.35175879 0.00124499 0.00132715
0.35678392 0.00124814 0.00133293
0.36180905 0.00125131 0.00133876
0.36683417 0.00125564 0.00134522
0.37185930 0.00126016 0.00135183
0.37688442 0.00126756 0.00135773
0.38190955 0.00127597 0.00136338
0.38693467 0.00129787 0.00136142
0.39195980 0.00132560 0.00135638
0.39698492 0.00142637 0.00130847
0.40201005 0.00154640 0.00125550
0.40703518 0.00198828 0.00108202
0.41206030 0.00249699 0.00104889
0.41708543 0.00394458 0.00154383
0.42211055 0.00572321 0.00274085
0.42713568 0.00918404 0.00468849
0.43216080 0.01330607 0.00712077
0.43718593 0.01916717 0.00960762
0.44221106 0.02552227 0.01233963
0.44723618 0.03281259 0.01360078
0.45226131 0.04024447 0.01497275
0.45728643 0.04803027 0.01350948
0.46231156 0.05586884 0.01223804
0.46733668 0.06337092 0.00941353
0.47236181 0.07069635 0.00705519
0.47738693 0.07681251 0.00559986
0.48241206 0.08232361 0.00553358
0.48743719 0.08666454 0.00636759
0.49246231 0.09022963 0.00741551
0.49748744 0.09308305 0.00837385
0.50251256 0.09516378 0.00907451
0.50753769 0.09684392 0.00962175
0.51256281 0.09784050 0.00984459
0.51758794 0.09866052 0.00998358
0.52261307 0.09897720 0.00985166
0.52763819 0.09924513 0.00969058
0.53266332 0.09937313 0.00943976
0.53768844 0.09952482 0.00919266
0.54271357 0.09969624 0.00894495
0.54773869 0.09999174 0.00876077
0.55276382 0.10033921 0.00860287
0.55778894 0.10089006 0.00858758
0.56281407 0.10149059 0.00862958
0.56783920 0.10222448 0.00882577
0.57286432 0.10299908 0.00916223
0.57788945 0.10381889 0.00962011
0.58291457 0.10461915 0.01034737
0.58793970 0.10540759 0.01116748
0.59296482 0.10605902 0.01236845
0.59798995 0.10658494 0.01377429
0.60301508 0.10694526 0.01546204
0.60804020 0.10691971 0.01758349
0.61306533 0.10677183 0.01985246
0.61809045 0.10592013 0.02271978
0.62311558 0.10475570 0.02578912
0.62814070 0.10301404 0.02924106
0.63316583 0.10038172 0.03309833
0.63819095 0.09726818 0.03711254
0.64321608 0.09320099 0.04131524
0.64824121 0.08860680 0.04517267
0.65326633 0.08365351 0.04894916
0.65829146 0.07829693 0.05119623
0.66331658 0.07285815 0.05287145
0.66834171 0.06731758 0.05345599
0.67336683 0.06151512 0.05291291
0.67839196 0.05561009 0.05210323
0.68341709 0.04952957 0.05086847
0.68844221 0.04378242 0.04895092
0.69346734 0.03819499 0.04678302
0.69849246 0.03336223 0.04336222
0.70351759 0.02895719 0.03918926
0.70854271 0.02485925 0.03449004
0.71356784 0.02108689 0.02933109
0.71859296 0.01755903 0.02438410
0.72361809 0.01425370 0.01967968
0.72864322 0.01151958 0.01579672
0.73366834 0.00932386 0.01268513
0.73869347 0.00742413 0.00999955
0.74371859 0.00635394 0.00848689
0.74874372 0.00549415 0.00727135
0.75376884 0.00490987 0.00644485
0.75879397 0.00460278 0.00601062
0.76381910 0.00435801 0.00566458
0.76884422 0.00419177 0.00542964
0.77386935 0.00407761 0.00526835
0.77889447 0.00397981 0.00513010
0.78391960 0.00390100 0.00501856
0.78894472 0.00383328 0.00492257
0.79396985 0.00376925 0.00483178
0.79899497 0.00371073 0.00474856
0.80402010 0.00365290 0.00466619
0.80904523 0.00359598 0.00458505
0.81407035 0.00353855 0.00450391
