# y/t    d_mean   d_std
0.00000000 0.65033461 0.00017066
0.00502513 0.64860287 0.00021642
0.01005025 0.64758992 0.00024367
0.01507538 0.64742623 0.00024806
0.02010050 0.64726254 0.00025248
0.02512563 0.64710624 0.00025685
0.03015075 0.64695640 0.00026091
0.03517588 0.64680656 0.00026499
0.04020101 0.64666578 0.00026894
0.04522613 0.64652934 0.00027251
0.05025126 0.64639416 0.00027607
0.05527638 0.64626633 0.00027945
0.06030151 0.64614144 0.00028267
0.06532663 0.64602001 0.00028589
0.07035176 0.64590455 0.00028905
0.07537688 0.64579202 0.00029189
0.08040201 0.64568638 0.00029465
0.08542714 0.64558541 0.00029743
0.09045226 0.64548638 0.00030034
0.09547739 0.64539733 0.00030314
0.10050251 0.64531052 0.00030609
0.10552764 0.64522697 0.00030917
0.11055276 0.64515341 0.00031189
0.11557789 0.64508184 0.00031504
0.12060302 0.64501696 0.00031809
0.12562814 0.64495937 0.00032077
0.13065327 0.64490414 0.00032371
0.13567839 0.64485913 0.00032653
0.14070352 0.64481856 0.00032929
0.14572864 0.64478061 0.00033200
0.15075377 0.64475639 0.00033425
0.15577889 0.64473374 0.00033660
0.16080402 0.64471731 0.00033882
0.16582915 0.64471117 0.00034060
0.17085427 0.64470778 0.00034223
0.17587940 0.64471528 0.00034345
0.18090452 0.64472983 0.00034449
0.18592965 0.64474612 0.00034561
0.19095477 0.64477940 0.00034596
0.19597990 0.64481563 0.00034605
0.20100503 0.64485783 0.00034592
0.20603015 0.64491371 0.00034532
0.21105528 0.64497142 0.00034470
0.21608040 0.64504154 0.00034346
0.22110553 0.64512055 0.00034182
0.22613065 0.64519976 0.00034019
0.23115578 0.64530018 0.00033740
0.23618090 0.64540154 0.00033483
0.24120603 0.64551040 0.00033215
0.24623116 0.64563415 0.00032840
0.25125628 0.64575790 0.00032468
0.25628141 0.64589801 0.00032038
0.26130653 0.64604447 0.00031561
0.26633166 0.64619351 0.00031070
0.27135678 0.64636279 0.00030491
0.27638191 0.64653213 0.00029913
0.28140704 0.64671250 0.00029281
0.28643216 0.64690498 0.00028598
0.29145729 0.64709750 0.00027877
0.29648241 0.64730929 0.00027084
0.30150754 0.64752411 0.00026276
0.30653266 0.64774447 0.00025433
0.31155779 0.64798122 0.00024505
0.31658291 0.64821779 0.00023601
0.32160804 0.64846871 0.00022607
0.32663317 0.64872635 0.00021566
0.33165829 0.64898551 0.00020492
0.33668342 0.64926335 0.00019339
0.34170854 0.64954119 0.00018214
0.34673367 0.64982817 0.00016970
0.35175879 0.65012501 0.00015749
0.35678392 0.65041570 0.00014634
0.36180905 0.65072601 0.00013397
0.36683417 0.65101601 0.00013062
0.37185930 0.65131121 0.00012862
0.37688442 0.65157305 0.00015625
0.38190955 0.65181817 0.00020197
0.38693467 0.65200531 0.00029309
0.39195980 0.65216149 0.00040485
0.39698492 0.65224699 0.00051113
0.40201005 0.65230992 0.00062436
0.40703518 0.65237420 0.00064754
0.41206030 0.65243692 0.00066914
0.41708543 0.65263352 0.00059070
0.42211055 0.65287687 0.00049408
0.42713568 0.65334289 0.00036339
0.43216080 0.65389678 0.00021503
0.43718593 0.65470346 0.00012830
0.44221106 0.65558233 0.00013872
0.44723618 0.65667458 0.00037848
0.45226131 0.65778892 0.00063392
0.45728643 0.65904627 0.00101407
0.46231156 0.66030317 0.00139527
0.46733668 0.66162549 0.00185284
0.47236181 0.66294707 0.00231700
0.47738693 0.66427975 0.00282183
0.48241206 0.66560034 0.00333358
0.48743719 0.66689666 0.00386175
0.49246231 0.66815229 0.00438372
0.49748744 0.66936726 0.00490541
0.50251256 0.67049783 0.00539831
0.50753769 0.67158309 0.00587915
0.51256281 0.67252999 0.00630306
0.51758794 0.67344191 0.00671196
0.52261307 0.67415652 0.00703519
0.52763819 0.67482359 0.00733669
0.53266332 0.67533558 0.00757617
0.53768844 0.67576159 0.00778575
0.54271357 0.67608235 0.00796036
0.54773869 0.67628386 0.00810524
0.55276382 0.67643186 0.00823549
0.55778894 0.67641999 0.00833455
0.56281407 0.67636775 0.00842297
0.56783920 0.67618683 0.00848789
0.57286432 0.67593457 0.00853010
0.57788945 0.67560000 0.00855686
0.58291457 0.67515195 0.00853795
0.58793970 0.67465452 0.00850750
0.59296482 0.67402759 0.00841481
0.59798995 0.67334776 0.00829348
0.60301508 0.67258416 0.00813320
0.60804020 0.67175344 0.00791406
0.61306533 0.67087359 0.00768272
0.61809045 0.66994242 0.00737754
0.62311558 0.66897423 0.00705652
0.62814070 0.66799642 0.00669596
0.63316583 0.66701478 0.00628638
0.63819095 0.66605515 0.00585287
0.64321608 0.66513710 0.00536611
0.64824121 0.66430106 0.00483987
0.65326633 0.66349089 0.00431117
0.65829146 0.66285250 0.00373314
0.66331658 0.66225835 0.00318028
0.66834171 0.66177494 0.00262823
0.67336683 0.66140886 0.00203367
0.67839196 0.66108211 0.00146666
0.68341709 0.66078934 0.00093273
0.68844221 0.66049310 0.00066652
0.69346734 0.66018208 0.00085358
0.69849246 0.65985402 0.00118144
0.70351759 0.65951635 0.00145233
0.70854271 0.65918332 0.00165014
0.71356784 0.65889239 0.00170629
0.71859296 0.65866551 0.00167440
0.72361809 0.65848225 0.00158438
0.72864322 0.65835519 0.00141806
0.73366834 0.65823726 0.00123810
0.73869347 0.65812415 0.00104613
0.74371859 0.65799891 0.00087347
0.74874372 0.65786135 0.00071701
0.75376884 0.65771248 0.00057814
0.75879397 0.65753575 0.00048143
0.76381910 0.65735010 0.00039783
0.76884422 0.65715315 0.00033130
0.77386935 0.65694623 0.00028002
0.77889447 0.65673613 0.00023449
0.78391960 0.65652145 0.00019637
0.78894472 0.65630374 0.00016488
0.79396985 0.65608588 0.00013645
0.79899497 0.65586609 0.00011338
0.80402010 0.65564703 0.00009327
0.80904523 0.65542803 0.00007657
0.81407035 0.65520935 0.00006499
0.81909548 0.65499116 0.00005681
0.82412060 0.65477242 0.00005291
0.82914573 0.65455349 0.00005326
0.83417085 0.65433455 0.00005642
0.83919598 0.65411495 0.00006156
0.84422111 0.65389736 0.00006741
0.84924623 0.65368067 0.00007401
0.85427136 0.65346743 0.00008029
0.85929648 0.65325717 0.00008679
0.86432161 0.65304886 0.00009340
0.86934673 0.65284350 0.00009965
0.87437186 0.65263862 0.00010567
0.87939698 0.65243387 0.00011175
0.88442211 0.65222907 0.00011749
0.88944724 0.65201962 0.00012325
0.89447236 0.65181158 0.00012849
0.89949749 0.65159036 0.00013422
0.90452261 0.65136825 0.00013969
0.90954774 0.65113881 0.00014509
0.91457286 0.65090691 0.00015007
0.91959799 0.65069618 0.00015607
0.92462312 0.65049809 0.00016281
0.92964824 0.65034765 0.00017054
0.93467337 0.65022487 0.00017439
