# y/t    d_mean   d_std
0.93969849 0.65008025 0.00017895
0.94472362 0.64989267 0.00018241
0.94974874 0.64970346 0.00018693
0.95477387 0.64951170 0.00019215
0.95979899 0.64931823 0.00019731
0.96482412 0.64912879 0.00020262
0.96984925 0.64895763 0.00020714
0.97487437 0.64879095 0.00021133
0.97989950 0.64862441 0.00021552
0.98492462 0.64845273 0.00022014
0.98994975 0.64828099 0.00022479
0.99497487 0.64845309 0.00022008
1.00000000 0.65033461 0.00017066
