# y/t    d_mean   d_std
0.00000000 0.57424504 0.00249658
0.00502513 0.57976048 0.00270243
0.01005025 0.58313336 0.00282075
0.01507538 0.58399914 0.00283338
0.02010050 0.58486492 0.00284665
0.02512563 0.58577922 0.00285989
0.03015075 0.58671594 0.00287174
0.03517588 0.58765266 0.00288391
0.04020101 0.58862925 0.00289667
0.04522613 0.58960365 0.00290957
0.05025126 0.59058205 0.00292277
0.05527638 0.59158251 0.00293762
0.06030151 0.59257761 0.00295458
0.06532663 0.59358124 0.00297263
0.07035176 0.59459827 0.00299292
0.07537688 0.59561591 0.00301615
0.08040201 0.59664308 0.00304141
0.08542714 0.59767666 0.00306861
0.09045226 0.59871284 0.00309782
0.09547739 0.59975067 0.00312954
0.10050251 0.60078952 0.00316155
0.10552764 0.60182700 0.00319373
0.11055276 0.60285220 0.00322675
0.11557789 0.60387479 0.00325832
0.12060302 0.60488378 0.00328836
0.12562814 0.60587707 0.00331735
0.13065327 0.60686163 0.00334378
0.13567839 0.60782070 0.00336629
0.14070352 0.60876828 0.00338671
0.14572864 0.60970795 0.00340461
0.15075377 0.61061926 0.00341730
0.15577889 0.61152744 0.00342892
0.16080402 0.61242816 0.00343872
0.16582915 0.61331847 0.00344646
0.17085427 0.61420704 0.00345348
0.17587940 0.61509561 0.00346168
0.18090452 0.61598395 0.00347091
0.18592965 0.61687188 0.00348074
0.19095477 0.61777057 0.00349596
0.19597990 0.61866913 0.00351282
0.20100503 0.61957232 0.00353262
0.20603015 0.62048567 0.00355868
0.21105528 0.62139828 0.00358528
0.21608040 0.62232086 0.00361691
0.22110553 0.62324795 0.00365183
0.22613065 0.62417496 0.00368683
0.23115578 0.62511472 0.00372589
0.23618090 0.62605445 0.00376473
0.24120603 0.62699840 0.00380368
0.24623116 0.62794995 0.00384197
0.25125628 0.62890149 0.00388027
0.25628141 0.62986376 0.00391539
0.26130653 0.63082949 0.00394914
0.26633166 0.63179675 0.00398215
0.27135678 0.63278030 0.00400931
0.27638191 0.63376371 0.00403650
0.28140704 0.63475733 0.00406047
0.28643216 0.63576328 0.00408064
0.29145729 0.63676870 0.00410051
0.29648241 0.63779721 0.00411498
0.30150754 0.63882967 0.00412831
0.30653266 0.63986973 0.00414008
0.31155779 0.64093217 0.00414728
0.31658291 0.64199481 0.00415421
0.32160804 0.64307762 0.00415829
0.32663317 0.64416989 0.00416061
0.33165829 0.64526401 0.00416276
0.33668342 0.64638296 0.00416208
0.34170854 0.64750192 0.00416145
0.34673367 0.64862942 0.00416060
0.35175879 0.64976927 0.00415921
0.35678392 0.65090367 0.00415862
0.36180905 0.65205618 0.00415768
0.36683417 0.65320439 0.00415896
0.37185930 0.65435656 0.00416057
0.37688442 0.65550868 0.00416246
0.38190955 0.65665809 0.00416473
0.38693467 0.65778537 0.00415109
0.39195980 0.65890117 0.00413060
0.39698492 0.65991192 0.00404808
0.40201005 0.66088836 0.00394634
0.40703518 0.66165377 0.00376083
0.41206030 0.66234626 0.00354644
0.41708543 0.66280503 0.00333006
0.42211055 0.66316428 0.00311181
0.42713568 0.66349993 0.00305635
0.43216080 0.66382464 0.00306622
0.43718593 0.66440096 0.00322372
0.44221106 0.66504886 0.00342746
0.44723618 0.66611328 0.00358289
0.45226131 0.66720047 0.00375531
0.45728643 0.66870546 0.00371269
0.46231156 0.67017358 0.00367878
0.46733668 0.67192093 0.00347526
0.47236181 0.67366218 0.00326262
0.47738693 0.67550483 0.00297387
0.48241206 0.67735799 0.00266773
0.48743719 0.67921101 0.00232539
0.49246231 0.68105524 0.00196912
0.49748744 0.68285856 0.00159800
0.50251256 0.68459804 0.00122505
0.50753769 0.68629140 0.00085715
0.51256281 0.68784249 0.00051921
0.51758794 0.68936094 0.00029530
0.52261307 0.69064769 0.00038628
0.52763819 0.69188406 0.00065583
0.53266332 0.69292285 0.00093153
0.53768844 0.69384958 0.00120320
0.54271357 0.69463526 0.00146004
0.54773869 0.69524580 0.00170872
0.55276382 0.69578176 0.00195343
0.55778894 0.69608424 0.00219545
0.56281407 0.69633801 0.00243425
0.56783920 0.69639646 0.00267021
0.57286432 0.69637271 0.00289589
0.57788945 0.69622556 0.00311902
0.58291457 0.69595004 0.00331338
0.58793970 0.69560154 0.00350238
0.59296482 0.69510861 0.00363583
0.59798995 0.69455775 0.00373279
0.60301508 0.69390129 0.00378406
0.60804020 0.69320223 0.00373221
0.61306533 0.69242170 0.00366120
0.61809045 0.69165960 0.00342128
0.62311558 0.69085260 0.00313768
0.62814070 0.69010577 0.00277315
0.63316583 0.68940162 0.00239028
0.63819095 0.68874246 0.00220878
0.64321608 0.68811788 0.00236563
0.64824121 0.68750457 0.00282641
0.65326633 0.68686344 0.00348811
0.65829146 0.68617900 0.00400474
0.66331658 0.68545664 0.00446547
0.66834171 0.68471542 0.00474981
0.67336683 0.68407178 0.00484322
0.67839196 0.68351304 0.00493708
0.68341709 0.68309440 0.00505966
0.68844221 0.68281503 0.00527017
0.69346734 0.68255301 0.00559280
0.69849246 0.68233193 0.00593200
0.70351759 0.68202849 0.00618289
0.70854271 0.68168293 0.00633788
0.71356784 0.68127847 0.00624397
0.71859296 0.68092645 0.00599818
0.72361809 0.68061777 0.00565510
0.72864322 0.68039686 0.00519251
0.73366834 0.68019873 0.00470778
0.73869347 0.67991849 0.00414138
0.74371859 0.67951103 0.00360149
0.74874372 0.67868705 0.00322747
0.75376884 0.67720945 0.00389593
