# y/t    d_mean   d_std
0.75879397 0.67459015 0.00676660
0.76381910 0.67039114 0.01224550
0.76884422 0.66480692 0.01979594
0.77386935 0.65807162 0.02889778
0.77889447 0.65085476 0.03864016
0.78391960 0.64526516 0.04559258
0.78894472 0.64052573 0.05110120
0.79396985 0.63757031 0.05214315
0.79899497 0.63510892 0.05172036
0.80402010 0.63127299 0.04870999
0.80904523 0.62703656 0.04573488
0.81407035 0.62019364 0.04318958
0.81909548 0.61274531 0.04278579
0.82412060 0.60527763 0.04293964
0.82914573 0.59805150 0.04327147
0.83417085 0.59174180 0.03965934
0.83919598 0.58575441 0.03398419
0.84422111 0.57991913 0.02573228
0.84924623 0.57417424 0.01620129
0.85427136 0.56980700 0.00819753
0.85929648 0.56673427 0.00259552
0.86432161 0.56507616 0.00374802
0.86934673 0.56525500 0.00486430
0.87437186 0.56573449 0.00550855
0.87939698 0.56684055 0.00488709
0.88442211 0.56796854 0.00419514
0.88944724 0.56908513 0.00343227
0.89447236 0.57017398 0.00278386
0.89949749 0.57101588 0.00248792
0.90452261 0.57182089 0.00228975
0.90954774 0.57238682 0.00229014
0.91457286 0.57290596 0.00231744
0.91959799 0.57335937 0.00237300
0.92462312 0.57379190 0.00243773
0.92964824 0.57422450 0.00249497
0.93467337 0.57461758 0.00254744
0.93969849 0.57507619 0.00261013
0.94472362 0.57544970 0.00264408
0.94974874 0.57581614 0.00267215
0.95477387 0.57620901 0.00268917
0.95979899 0.57663900 0.00269839
0.96482412 0.57708390 0.00270763
0.96984925 0.57763139 0.00271820
0.97487437 0.57820790 0.00272963
0.97989950 0.57878999 0.00274050
0.98492462 0.57945621 0.00275391
0.98994975 0.58012308 0.00276739
0.99497487 0.57975903 0.00273840
1.00000000 0.57424504 0.00249658
