# y/t    d_mean   d_std
0.59798995 0.67566202 0.00795137
0.60301508 0.67487086 0.00780883
0.60804020 0.67402653 0.00759169
0.61306533 0.67312757 0.00735681
0.61809045 0.67221341 0.00701437
0.62311558 0.67127172 0.00663908
0.62814070 0.67035704 0.00619280
0.63316583 0.66949459 0.00564921
0.63819095 0.66867889 0.00507973
0.64321608 0.66793438 0.00446790
0.64824121 0.66724928 0.00389400
0.65326633 0.66657784 0.00340334
0.65829146 0.66598997 0.00296592
0.66331658 0.66541357 0.00259900
0.66834171 0.66489001 0.00222413
0.67336683 0.66444996 0.00175466
0.67839196 0.66405615 0.00136188
0.68341709 0.66372694 0.00116364
0.68844221 0.66343110 0.00131739
0.69346734 0.66312752 0.00166677
0.69849246 0.66280110 0.00196689
0.70351759 0.66245532 0.00215728
0.70854271 0.66211232 0.00225643
0.71356784 0.66182740 0.00220548
0.71859296 0.66160587 0.00207399
0.72361809 0.66142492 0.00189112
0.72864322 0.66128265 0.00165603
0.73366834 0.66113860 0.00142214
0.73869347 0.66099209 0.00118630
0.74371859 0.66082150 0.00098687
0.74874372 0.66063285 0.00081183
0.75376884 0.66042598 0.00066419
0.75879397 0.66018821 0.00056270
0.76381910 0.65994168 0.00047436
0.76884422 0.65968435 0.00040321
0.77386935 0.65941752 0.00034803
0.77889447 0.65914712 0.00029906
0.78391960 0.65887262 0.00025886
0.78894472 0.65859501 0.00022610
0.79396985 0.65831825 0.00019702
0.79899497 0.65803927 0.00017450
0.80402010 0.65776231 0.00015579
0.80904523 0.65748534 0.00014113
0.81407035 0.65720896 0.00013157
0.81909548 0.65693320 0.00012549
0.82412060 0.65665661 0.00012265
0.82914573 0.65637997 0.00012343
0.83417085 0.65610340 0.00012636
0.83919598 0.65582635 0.00013100
0.84422111 0.65555206 0.00013711
0.84924623 0.65527894 0.00014400
0.85427136 0.65500993 0.00015162
0.85929648 0.65474431 0.00015923
0.86432161 0.65448113 0.00016725
0.86934673 0.65422130 0.00017503
0.87437186 0.65396139 0.00018307
0.87939698 0.65370076 0.00019060
0.88442211 0.65343993 0.00019806
0.88944724 0.65317217 0.00020547
0.89447236 0.65290606 0.00021278
0.89949749 0.65262372 0.00021995
0.90452261 0.65234075 0.00022707
0.90954774 0.65205075 0.00023372
0.91457286 0.65175835 0.00024042
0.91959799 0.65149098 0.00024748
0.92462312 0.65123853 0.00025524
0.92964824 0.65103739 0.00026376
0.93467337 0.65086897 0.00026882
0.93969849 0.65067095 0.00027451
0.94472362 0.65042421 0.00027895
0.94974874 0.65017593 0.00028450
0.95477387 0.64992487 0.00029065
0.95979899 0.64967177 0.00029663
0.96482412 0.64942353 0.00030252
0.96984925 0.64919441 0.00030769
0.97487437 0.64896965 0.00031273
0.97989950 0.64874480 0.00031808
0.98492462 0.64851186 0.00032322
0.98994975 0.64827886 0.00032844
0.99497487 0.64850550 0.00032223
1.00000000 0.65102036 0.00026421
