# s/c   h_mean    h_std
0.62571880 -214.72317004 120.96007779
0.62699011 -215.87260286 121.33650318
0.62827620 -216.88828706 121.64842044
0.62954750 -217.60793702 121.83091438
0.63083359 -217.99021450 121.86607832
0.63211968 -218.08940767 121.77958340
0.63339099 -217.96213379 121.59819102
0.63467707 -217.69808396 121.36967735
0.63596316 -217.40885540 121.14727685
0.63723447 -217.22000847 120.98315363
0.63852056 -217.25070827 120.92319507
0.63980664 -217.62751619 121.01362511
0.64107795 -218.39582726 121.26552168
0.64236404 -219.49570527 121.64832304
0.64365012 -220.82674174 122.12161710
0.64492143 -222.32691832 122.66487555
0.64620752 -223.95513068 123.26346188
0.64749361 -225.67262041 123.90186946
0.64876491 -227.44255694 124.56651172
0.65005100 -229.22297737 125.24005979
0.65132231 -230.97179574 125.90542139
0.65260839 -232.64541342 126.54345767
0.65389448 -234.19392548 127.13122549
0.65516579 -235.57588536 127.64973466
0.65645188 -236.77670841 128.09423022
0.65772318 -237.81358657 128.47777030
0.65900927 -238.73560991 128.82849262
0.66029536 -239.55992296 129.15557713
0.66156666 -240.26669936 129.44731056
0.66285275 -240.80566543 129.67205402
0.66413884 -241.17310781 129.82237475
0.66541014 -241.47871342 129.94891658
0.66669623 -241.87717799 130.12710428
0.66796754 -242.48249509 130.41046394
0.66925363 -243.31549355 130.80470784
0.67053971 -244.35281963 131.29372835
0.67181102 -245.57814644 131.87074315
0.67309711 -246.91430530 132.49783151
0.67436841 -248.16832306 133.09202803
0.67565450 -249.14879462 133.57045291
0.67692581 -249.80779580 133.91196242
0.67821189 -250.19348949 134.14737611
0.67949798 -250.34017615 134.28995129
0.68076929 -250.23892727 134.33490523
0.68205538 -249.86348562 134.26702041
0.68332668 -249.27123634 134.11472593
0.68461277 -248.68934647 133.98958238
0.68589886 -248.37107072 134.00458526
0.68717016 -248.37138338 134.16931366
0.68845625 -248.55086592 134.40944774
0.68972756 -248.79168503 134.67548733
0.69101364 -249.04448386 134.95050261
0.69228495 -249.26638167 135.21466837
0.69357104 -249.44277773 135.46235766
0.69484234 -249.57273207 135.69466157
0.69612843 -249.68979778 135.92628284
0.69741452 -249.85939780 136.18899721
0.69868582 -250.13470301 136.50614100
0.69997191 -250.49733243 136.86559752
0.70124322 -250.81686836 137.20613248
0.70252931 -251.00305779 137.49340112
0.70380061 -251.09533837 137.75234878
0.70508670 -251.15955408 138.00605412
0.70635801 -251.21850907 138.25471542
0.70764409 -251.23398073 138.47088506
0.70893018 -251.17497628 138.63805550
0.71020149 -251.01217629 138.74206680
0.71148758 -250.72774134 138.77720932
0.71275888 -250.33074832 138.75254926
0.71404497 -249.90092240 138.71528818
0.71531627 -249.57814402 138.74127488
0.71660236 -249.42833495 138.85115814
0.71787367 -249.39190742 139.00393496
0.71915976 -249.35877080 139.14495022
0.72043106 -249.26633712 139.24961692
0.72171715 -249.09698440 139.31536561
0.72298845 -248.86475046 139.35272846
0.72427454 -248.60856194 139.38302489
0.72554585 -248.35217445 139.41656644
0.72683194 -248.06262503 139.43184408
0.72810324 -247.67116846 139.38908589
0.72938933 -247.13172468 139.25893594
0.73066064 -246.47892404 139.05983836
0.73194672 -245.78813824 138.83328605
0.73321803 -245.12315620 138.61434478
0.73450412 -244.51873285 138.42051763
0.73577542 -243.96254543 138.24165246
0.73706151 -243.42932032 138.06415948
0.73833282 -242.89904545 137.87715268
0.73961890 -242.35899276 137.67507904
0.74089021 -241.79574979 137.45152003
0.74217630 -241.19692651 137.20160014
0.74344760 -240.54902766 136.91943083
0.74473369 -239.84100636 136.60052203
0.74600500 -239.07894084 136.24994275
0.74729108 -238.28745791 135.88077256
0.74856239 -237.50409967 135.51188288
0.74984848 -236.76431505 135.15943854
0.75111978 -236.09247683 134.83362073
0.75240587 -235.50159285 134.53905495
0.75367718 -234.99646649 134.27679277
0.75496327 -234.57668948 134.04582040
0.75623457 -234.23954181 133.84439233
0.75752066 -233.98024209 133.67007428
0.75879196 -233.79375246 133.52048923
0.76007805 -233.67523748 133.39343717
0.76134936 -233.62440398 133.28890371
0.76263545 -233.64481730 133.20842464
0.76390675 -233.74736363 133.15690330
0.76517806 -233.95079571 133.14258491
0.76646414 -234.28433078 133.17939953
0.76773545 -234.78495883 133.28595603
0.76902154 -235.46197548 133.46742880
0.77029284 -236.27383539 133.70486058
0.77157893 -237.13813280 133.96128326
0.77285024 -237.99152311 134.21200665
0.77413633 -238.79475243 134.44328782
0.77540763 -239.52166782 134.64600753
0.77669372 -240.15875228 134.81654586
0.77796502 -240.68804293 134.94693320
0.77923633 -241.11483216 135.04116360
0.78052242 -241.46300558 135.11057065
0.78179372 -241.76937868 135.17241235
0.78307981 -242.06882153 135.24293180
0.78435112 -242.40159988 135.34030075
0.78563720 -242.79161046 135.47423772
0.78690851 -243.23492362 135.63887746
0.78817982 -243.73005412 135.83106224
0.78946590 -244.27490345 136.04721035
0.79073721 -244.86913349 136.28466370
0.79202330 -245.51047919 136.53989270
0.79329460 -246.19044623 136.80745725
0.79458069 -246.89296659 137.07882503
0.79585200 -247.59055794 137.34202604
0.79712330 -248.25978517 137.58997007
0.79840939 -248.88300999 137.81847652
0.79968070 -249.44229499 138.02320713
0.80096678 -249.92245801 138.19845246
0.80223809 -250.32440807 138.34597655
0.80350939 -250.67539500 138.47680793
0.80479548 -251.04754377 138.62579368
0.80606679 -251.50146302 138.81672699
0.80735288 -252.05583805 139.05546871
0.80862418 -252.69973169 139.33658647
0.80989549 -253.40741104 139.64498246
0.81118157 -254.17872213 139.98155183
0.81245288 -255.02867293 140.35178504
0.81373897 -255.97348433 140.76230173
0.81501027 -256.99287545 141.20203150
0.81628158 -258.03996901 141.64955954
0.81756767 -259.07901551 142.09157439
0.81883897 -260.08398644 142.51715153
0.82012506 -261.02871804 142.91564389
0.82139637 -261.86943022 143.26529030
0.82266767 -262.54405823 143.53480727
0.82395376 -263.04445054 143.72528734
0.82522507 -263.47515039 143.89325313
0.82651115 -263.98054666 144.10916961
0.82778246 -264.63548889 144.40283446
0.82905376 -265.44696702 144.77309672
0.83033985 -266.39613058 145.20877729
0.83161116 -267.45781026 145.69802494
0.83288246 -268.60327971 146.22817168
0.83416855 -269.80104815 146.78530531
0.83543986 -271.01501157 147.35364083
0.83672594 -272.20900710 147.91715060
0.83799725 -273.35312986 148.46300115
0.83926856 -274.42199996 148.97992976
0.84055464 -275.39308357 149.45799678
0.84182595 -276.24595131 149.88727403
0.84309725 -276.96561180 150.26074141
0.84438334 -277.55110962 150.57732052
0.84565465 -278.02048716 150.84496078
0.84692595 -278.41945099 151.08481567
0.84821204 -278.82607331 151.33251403
0.84948335 -279.33788748 151.63233214
0.85076944 -280.01533991 152.00863436
0.85204074 -280.82423349 152.44072155
0.85331205 -281.67834002 152.89007311
0.85459813 -282.51253003 153.33103649
0.85586944 -283.28868689 153.74748388
0.85714075 -283.98618796 154.13100852
0.85842683 -284.59279450 154.47380608
0.85969814 -285.10875319 154.77454409
0.86096944 -285.54661082 155.03519839
0.86225553 -285.95345514 155.27824423
0.86352684 -286.42245615 155.54669565
0.86479814 -287.07899242 155.90339807
0.86608423 -288.03581674 156.40453754
0.86735554 -289.29977027 157.05111821
0.86862684 -290.77807414 157.80009733
0.86991293 -292.35428908 158.59368207
0.87118424 -293.93939910 159.38979229
0.87245554 -295.45410665 160.15280242
0.87374163 -296.83348438 160.85588327
0.87501293 -298.01860567 161.47437569
0.87628424 -298.95530956 161.98388559
0.87757033 -299.61941318 162.37275084
0.87884163 -300.00375195 162.63625070
0.88011294 -300.12502126 162.78209770
0.88138424 -300.01877780 162.82889028
0.88267033 -299.73050384 162.80007516
0.88394164 -299.30887312 162.72094725
0.88521294 -298.79656597 162.61145923
0.88649903 -298.24899433 162.49933914
0.88777034 -297.74813504 162.42698675
0.88904164 -297.34546639 162.41830644
0.89032773 -297.01952423 162.45739479
0.89159904 -296.73946927 162.52329834
0.89287034 -296.51443027 162.61513533
0.89415643 -296.36417974 162.73692795
0.89542774 -296.29358154 162.88651743
0.89669904 -296.28444493 163.05367955
0.89797035 -296.31144055 163.22755513
0.89925643 -296.34802337 163.39917205
0.90052774 -296.37411970 163.56172304
0.90179905 -296.36822537 163.70795962
0.90308513 -296.30822458 163.82867808
0.90435644 -296.17433431 163.91507599
0.90562774 -295.94548750 163.95815032
0.90691383 -295.60705531 163.95011227
0.90818514 -295.15084157 163.88663773
0.90945644 -294.57948287 163.76874751
0.91072775 -293.92152670 163.61066955
0.91201384 -293.21975713 163.43369467
0.91328514 -292.52441812 163.26104266
0.91455645 -291.88481951 163.11323444
0.91582775 -291.34227782 163.00615790
0.91711384 -290.94129626 162.95604389
0.91838515 -290.71304103 162.97297191
0.91965645 -290.67458751 163.06226110
0.92094254 -290.81743189 163.22016646
0.92221385 -291.08509493 163.42342990
0.92348515 -291.38060382 163.63089991
0.92475646 -291.61105835 163.80209173
0.92604254 -291.74031758 163.92272682
0.92731385 -291.78486732 164.00205934
0.92858516 -291.77023345 164.05316753
0.92985646 -291.71849164 164.08776413
0.93114255 -291.64044969 164.11234795
0.93241385 -291.54872463 164.13394023
0.93368516 -291.47151927 164.17055679
0.93495647 -291.46428902 164.25434334
0.93624255 -291.55132027 164.39703183
0.93751386 -291.72827063 164.59004899
0.93878516 -292.05434003 164.85580483
0.94005647 -292.59205142 165.21613968
0.94134256 -293.29055824 165.63606737
0.94261386 -294.03433806 166.05988716
0.94388517 -294.74920618 166.45958789
0.94515647 -295.40417485 166.82607249
0.94644256 -295.97222768 167.15029477
0.94771387 -296.42654347 167.42170849
0.94898517 -296.74651869 167.63159136
0.95025648 -296.91807559 167.77512046
0.95154257 -296.92863964 167.84449557
0.95281387 -296.76284427 167.83118521
0.95408518 -296.43413589 167.74132594
0.95535648 -296.02705855 167.61996229
0.95664257 -295.69656985 167.54728904
