# s/c   h_mean    h_std
0.00000000 602.91587250 106.49401214
0.00127130 584.01003373 94.45189628
0.00254255 566.29764325 89.45651812
0.00381371 549.72489505 91.10579957
0.00508431 534.23963706 97.81176519
0.00635379 519.79133944 107.65259436
0.00762400 506.33106304 119.08810888
0.00889459 493.81142821 131.10463350
0.01016543 482.18658392 143.09015475
0.01143637 471.41217709 154.68857872
0.01270724 461.44532231 165.69812754
0.01397753 452.24457172 176.00952029
0.01524739 443.76988535 185.56962141
0.01651781 435.98260158 194.35997732
0.01778896 428.84540795 202.38390004
0.01906042 422.32231234 209.65850344
0.02033172 416.37861430 216.20966826
0.02160318 410.98087675 222.06878135
0.02287463 406.09689798 227.27057723
0.02414593 401.69568388 231.85168088
0.02541754 397.74742049 235.84960735
0.02668899 394.22344686 239.30206506
0.02796044 391.09622816 242.24646514
0.02923189 388.33932910 244.71957312
0.03050350 385.92738763 246.75726053
0.03177495 383.83608892 248.39432772
0.03304640 382.04213967 249.66437830
0.03431800 380.52324265 250.59973131
0.03558946 379.25807155 251.23136146
0.03686106 378.22624616 251.58886051
0.03813266 377.40830778 251.70041464
0.03940426 376.78569492 251.59279433
0.04067586 376.34071936 251.29135385
0.04194746 376.05654240 250.82003854
0.04321892 375.91715147 250.20139830
0.04449066 375.90733702 249.45660630
0.04576227 376.01266962 248.60548190
0.04703387 376.21947749 247.66651742
0.04830547 376.51482419 246.65690801
0.04957722 376.88648666 245.59258448
0.05084882 377.32293353 244.48824869
0.05212042 377.81330375 243.35741119
0.05339217 378.34738544 242.21243111
0.05466377 378.91559510 241.06455778
0.05593552 379.50895709 239.92397418
0.05720727 380.11908335 238.79984174
0.05847902 380.73815348 237.70034654
0.05975062 381.35889505 236.63274632
0.06102237 381.97456425 235.60341838
0.06229426 382.57892677 234.61790786
0.06356601 383.16623903 233.68097617
0.06483761 383.73122962 232.79664934
0.06610951 384.26908115 231.96826585
0.06738126 384.77541224 231.19852376
0.06865301 385.24625992 230.48952680
0.06992490 385.67806225 229.84282910
0.07119665 386.06764126 229.25947837
0.07246855 386.41218614 228.74005730
0.07374045 386.70923681 228.28472297
0.07501220 386.95666764 227.89324404
0.07628409 387.15267157 227.56503580
0.07755599 387.29574448 227.29919282
0.07882789 387.38466985 227.09451920
0.08009978 387.41850369 226.94955650
0.08137168 387.39655981 226.86260940
0.08264358 387.31839530 226.83176895
0.08391547 387.18379637 226.85493390
0.08518752 386.99276447 226.92982980
0.08645941 386.74550262 227.05402643
0.08773131 386.44240215 227.22495340
0.08900336 386.08402962 227.43991429
0.09027540 385.67111412 227.69609949
0.09154730 385.20453476 227.99059779
0.09281934 384.68530853 228.32040708
0.09409139 384.11457842 228.68244420
0.09536343 383.49360185 229.07355415
0.09663548 382.82373929 229.49051882
0.09790752 382.10644332 229.93006533
0.09917956 381.34324790 230.38887415
0.10045161 380.53575785 230.86358707
0.10172380 379.68563881 231.35081508
0.10299585 378.79460729 231.84714635
0.10426789 377.86442116 232.34915415
0.10554008 376.89687029 232.85340497
0.10681213 375.89376765 233.35646672
