# s/c   h_mean    h_std
0.00000000 515.08694337 100.93369937
0.00130087 515.36018772 100.77199559
0.00260174 515.44601294 100.72675389
0.00390261 515.35750958 100.79111470
0.00520348 515.10724563 100.95845828
0.00650435 514.70727831 101.22239953
0.00780522 514.16916577 101.57678289
0.00910609 513.50397857 102.01567731
0.01040697 512.72231112 102.53337119
0.01170784 511.83429298 103.12436744
0.01300871 510.84960002 103.78337857
0.01430958 509.77746549 104.50532179
0.01561045 508.62669090 105.28531421
0.01691132 507.40565688 106.11866809
0.01821219 506.12233384 107.00088609
0.01951306 504.78429252 107.92765659
0.02081393 503.39871446 108.89484914
0.02211480 501.97240231 109.89850982
0.02341567 500.51178998 110.93485678
0.02470176 499.02295281 112.00027578
0.02600263 497.51161742 113.09131574
0.02730350 495.98317162 114.20468445
0.02860437 494.44267409 115.33724420
0.02990524 492.89486394 116.48600763
0.03120611 491.34417025 117.64813342
0.03250698 489.79472132 118.82092227
0.03380786 488.25035398 120.00181271
0.03510873 486.71462263 121.18837714
0.03640960 485.19080825 122.37831780
0.03771047 483.68192724 123.56946289
0.03901134 482.19074019 124.75976266
0.04029743 480.71976044 125.94728560
0.04159830 479.27126261 127.13021465
0.04289917 477.84729095 128.30684353
0.04420004 476.44966763 129.47557304
0.04550091 475.08000079 130.63490746
0.04680178 473.73969262 131.78345097
0.04810265 472.42994720 132.91990419
0.04940352 471.15177829 134.04306066
0.05068961 469.90601694 135.15180350
0.05199048 468.69331901 136.24510203
0.05329135 467.51417259 137.32200844
0.05459222 466.36890527 138.38165461
0.05589309 465.25769126 139.42324886
0.05719396 464.18055846 140.44607283
0.05849483 463.13739534 141.44947837
0.05978092 462.12795774 142.43288451
0.06108179 461.15187555 143.39577450
0.06238266 460.20865921 144.33769280
0.06368353 459.29770618 145.25824227
0.06498440 458.41830720 146.15708129
0.06628528 457.56965251 147.03392097
0.06757136 456.75083785 147.88852246
0.06887223 455.96087045 148.72069425
0.07017310 455.19867481 149.53028950
0.07147398 454.46309840 150.31720355
0.07277485 453.75291723 151.08137128
0.07407572 453.06684129 151.82276476
0.07536180 452.40351987 152.54139071
0.07666268 451.76154681 153.23728821
0.07796355 451.13946550 153.91052633
0.07926442 450.53577393 154.56120191
0.08056529 449.94892944 155.18943728
0.08185138 449.37735352 155.79537814
0.08315225 448.81943633 156.37919143
0.08445312 448.27354123 156.94106326
0.08575399 447.73800910 157.48119694
0.08704008 447.21116259 157.99981094
0.08834095 446.69131020 158.49713706
0.08964182 446.17675027 158.97341854
0.09094269 445.66577488 159.42890827
0.09224356 445.15667357 159.86386702
0.09352965 444.64773691 160.27856175
0.09483052 444.13726011 160.67326397
0.09613139 443.62354628 161.04824815
0.09743226 443.10490975 161.40379016
0.09871835 442.57967921 161.74016579
0.10001922 442.04620069 162.05764933
0.10132009 441.50284043 162.35651216
0.10260618 440.94798773 162.63702142
0.10390705 440.38005751 162.89943879
0.10520792 439.79749287 163.14401918
0.10650879 439.19876750 163.37100961
0.10779488 438.58238795 163.58064810
0.10909575 437.94689578 163.77316259
0.11039662 437.29086962 163.94876991
0.11169749 436.61292706 164.10767487
0.11298358 435.91172647 164.25006932
0.11428445 435.18596864 164.37613133
0.11558532 434.43439834 164.48602436
0.11687141 433.65580578 164.57989655
0.11817228 432.84902788 164.65788002
0.11947315 432.01294946 164.72009024
0.12075924 431.14650430 164.76662546
0.12206011 430.24867611 164.79756616
0.12336098 429.31849931 164.81297458
0.12466185 428.35505975 164.81289436
0.12594794 427.35749527 164.79735009
0.12724881 426.32499619 164.76634706
0.12854968 425.25680559 164.71987096
0.12983577 424.13794856 164.65234767
0.13113664 423.85961698 164.59548453
0.13243751 423.18719474 164.47728499
0.13372359 422.13633294 164.36822406
0.13502447 421.04160479 164.29887086
0.13632534 419.90330138 164.25004559
0.13761142 418.74658727 164.20438526
0.13891229 417.49104569 164.13580834
0.14019838 416.01638809 164.00925934
0.14149925 414.21907726 163.78108365
0.14280012 412.18835577 163.47856147
0.14408621 410.08697647 163.16590875
0.14538708 408.06633189 162.91248687
0.14668795 406.26956667 162.74302264
0.14797404 404.62334378 162.59829018
0.14927491 402.96807081 162.43547754
0.15056100 401.17088531 162.21931675
0.15186187 399.26225725 161.95887799
0.15316274 397.34259837 161.68969753
0.15444883 395.46798976 161.42090301
0.15574970 393.58722470 161.12205365
0.15703579 391.65204719 160.77296450
0.15833666 389.79732513 160.40750768
0.15963753 388.19742629 160.06138173
0.16092362 386.63081213 159.68276893
0.16222449 384.68035640 159.15800232
0.16351058 382.23253472 158.44496194
0.16481145 379.50488451 157.63039399
0.16611232 376.77470160 156.82453314
0.16739841 374.14613992 156.08990060
0.16869928 371.61756212 155.41283032
0.16998537 369.11904393 154.75353543
