# y/t    Temp_mean   Temp_std
0.00000000 0.86566349 0.00038314
0.00502513 0.86449152 0.00039089
0.01005025 0.86380293 0.00039703
0.01507538 0.86368701 0.00039615
0.02010050 0.86357110 0.00039534
0.02512563 0.86345968 0.00039446
0.03015075 0.86335177 0.00039316
0.03517588 0.86324386 0.00039193
0.04020101 0.86314225 0.00039025
0.04522613 0.86304215 0.00038902
0.05025126 0.86294269 0.00038763
0.05527638 0.86284713 0.00038499
0.06030151 0.86275420 0.00038352
0.06532663 0.86266280 0.00038188
0.07035176 0.86257426 0.00038002
0.07537688 0.86248820 0.00037872
0.08040201 0.86240551 0.00037730
0.08542714 0.86232557 0.00037547
0.09045226 0.86224777 0.00037284
0.09547739 0.86217569 0.00037134
0.10050251 0.86210537 0.00036935
0.10552764 0.86203788 0.00036663
0.11055276 0.86197801 0.00036420
0.11557789 0.86191920 0.00036183
0.12060302 0.86186467 0.00035905
0.12562814 0.86181492 0.00035575
0.13065327 0.86176827 0.00035144
0.13567839 0.86172866 0.00034810
0.14070352 0.86169224 0.00034492
0.14572864 0.86165816 0.00034085
0.15075377 0.86163352 0.00033684
0.15577889 0.86160984 0.00033307
0.16080402 0.86159023 0.00032911
0.16582915 0.86157746 0.00032445
0.17085427 0.86156770 0.00032114
0.17587940 0.86156551 0.00031689
0.18090452 0.86156799 0.00031236
0.18592965 0.86157134 0.00030825
0.19095477 0.86158745 0.00030395
0.19597990 0.86160555 0.00029975
0.20100503 0.86162767 0.00029541
0.20603015 0.86165940 0.00029085
0.21105528 0.86169301 0.00028683
0.21608040 0.86173520 0.00028153
0.22110553 0.86178456 0.00027615
0.22613065 0.86183414 0.00027096
0.23115578 0.86189866 0.00026484
0.23618090 0.86196374 0.00025965
0.24120603 0.86203529 0.00025485
0.24623116 0.86211701 0.00024879
0.25125628 0.86219873 0.00024290
0.25628141 0.86229252 0.00023699
0.26130653 0.86239109 0.00023034
0.26633166 0.86249155 0.00022400
0.27135678 0.86260619 0.00021687
0.27638191 0.86272126 0.00021021
0.28140704 0.86284543 0.00020416
0.28643216 0.86297732 0.00019763
0.29145729 0.86310970 0.00019150
0.29648241 0.86325673 0.00018449
0.30150754 0.86340565 0.00017810
0.30653266 0.86355810 0.00017213
0.31155779 0.86372238 0.00016623
0.31658291 0.86388738 0.00016129
0.32160804 0.86406318 0.00015711
0.32663317 0.86424344 0.00015341
0.33165829 0.86442353 0.00015004
0.33668342 0.86461811 0.00014856
0.34170854 0.86481268 0.00014834
0.34673367 0.86501380 0.00014945
0.35175879 0.86522201 0.00015097
0.35678392 0.86542692 0.00015467
0.36180905 0.86564578 0.00015824
0.36683417 0.86586688 0.00016725
0.37185930 0.86609301 0.00017798
