# s/c   cf_mean    cf_std
0.00000000 0.00236404 0.00029960
0.00130087 0.00359609 0.00038434
0.00260174 0.00474796 0.00048915
0.00390261 0.00582402 0.00060186
0.00520348 0.00682850 0.00071751
0.00650435 0.00776548 0.00083402
0.00780522 0.00863891 0.00095046
0.00910609 0.00945259 0.00106640
0.01040697 0.01021019 0.00118170
0.01170784 0.01091527 0.00129630
0.01300871 0.01157123 0.00141024
0.01430958 0.01218137 0.00152355
0.01561045 0.01274885 0.00163632
0.01691132 0.01327671 0.00174862
0.01821219 0.01376790 0.00186052
0.01951306 0.01422521 0.00197210
0.02081393 0.01465136 0.00208345
0.02211480 0.01504893 0.00219461
0.02341567 0.01542042 0.00230567
0.02470176 0.01576820 0.00241668
0.02600263 0.01609454 0.00252772
0.02730350 0.01640164 0.00263883
0.02860437 0.01669157 0.00275007
0.02990524 0.01696631 0.00286151
0.03120611 0.01722776 0.00297319
0.03250698 0.01747773 0.00308518
0.03380786 0.01771793 0.00319751
0.03510873 0.01794999 0.00331026
0.03640960 0.01817547 0.00342347
0.03771047 0.01839581 0.00353720
0.03901134 0.01861242 0.00365150
0.04029743 0.01882661 0.00376643
0.04159830 0.01903960 0.00388204
0.04289917 0.01925257 0.00399839
0.04420004 0.01946661 0.00411554
0.04550091 0.01968275 0.00423353
0.04680178 0.01990194 0.00435244
0.04810265 0.02012508 0.00447230
0.04940352 0.02035301 0.00459319
0.05068961 0.02058650 0.00471515
0.05199048 0.02082626 0.00483825
0.05329135 0.02107296 0.00496253
0.05459222 0.02132720 0.00508804
0.05589309 0.02158954 0.00521485
0.05719396 0.02186047 0.00534300
0.05849483 0.02214045 0.00547255
0.05978092 0.02242989 0.00560354
0.06108179 0.02272915 0.00573602
0.06238266 0.02303855 0.00587003
0.06368353 0.02335837 0.00600563
0.06498440 0.02368883 0.00614285
0.06628528 0.02403015 0.00628174
0.06757136 0.02438248 0.00642232
0.06887223 0.02474594 0.00656465
0.07017310 0.02512064 0.00670876
0.07147398 0.02550664 0.00685467
0.07277485 0.02590395 0.00700242
