# s/c   cf_mean    cf_std
0.00000000 0.00231085 0.00029729
0.00130087 0.00345783 0.00035499
0.00260174 0.00453035 0.00044141
0.00390261 0.00553247 0.00054042
0.00520348 0.00646811 0.00064445
0.00650435 0.00734107 0.00075017
0.00780522 0.00815502 0.00085604
0.00910609 0.00891350 0.00096140
0.01040697 0.00961991 0.00106594
0.01170784 0.01027755 0.00116957
0.01300871 0.01088959 0.00127230
0.01430958 0.01145909 0.00137418
0.01561045 0.01198898 0.00147532
0.01691132 0.01248209 0.00157580
0.01821219 0.01294115 0.00167573
0.01951306 0.01336876 0.00177520
0.02081393 0.01376743 0.00187432
0.02211480 0.01413957 0.00197317
0.02341567 0.01448748 0.00207184
0.02470176 0.01481337 0.00217042
0.02600263 0.01511935 0.00226897
0.02730350 0.01540744 0.00236756
0.02860437 0.01567958 0.00246627
0.02990524 0.01593760 0.00256516
0.03120611 0.01618326 0.00266428
0.03250698 0.01641822 0.00276370
0.03380786 0.01664409 0.00286347
0.03510873 0.01686236 0.00296364
0.03640960 0.01707447 0.00306428
0.03771047 0.01728178 0.00316543
0.03901134 0.01748557 0.00326715
0.04029743 0.01768706 0.00336949
0.04159830 0.01788739 0.00347251
0.04289917 0.01808763 0.00357625
0.04420004 0.01828879 0.00368078
0.04550091 0.01849183 0.00378613
0.04680178 0.01869763 0.00389238
0.04810265 0.01890701 0.00399956
0.04940352 0.01912075 0.00410774
0.05068961 0.01933957 0.00421697
0.05199048 0.01956411 0.00432730
0.05329135 0.01979499 0.00443878
0.05459222 0.02003277 0.00455146
0.05589309 0.02027795 0.00466539
0.05719396 0.02053100 0.00478063
0.05849483 0.02079233 0.00489723
0.05978092 0.02106232 0.00501522
0.06108179 0.02134130 0.00513466
0.06238266 0.02162956 0.00525559
0.06368353 0.02192736 0.00537805
0.06498440 0.02223490 0.00550209
0.06628528 0.02255238 0.00562774
0.06757136 0.02287994 0.00575505
0.06887223 0.02321768 0.00588404
0.07017310 0.02356570 0.00601476
0.07147398 0.02392405 0.00614722
0.07277485 0.02429276 0.00628147
0.07407572 0.02467181 0.00641753
0.07536180 0.02506120 0.00655542
0.07666268 0.02546086 0.00669516
0.07796355 0.02587072 0.00683678
0.07926442 0.02629069 0.00698029
0.08056529 0.02672066 0.00712571
0.08185138 0.02716049 0.00727306
0.08315225 0.02761003 0.00742234
0.08445312 0.02806911 0.00757357
0.08575399 0.02853756 0.00772674
0.08704008 0.02901516 0.00788188
0.08834095 0.02950173 0.00803898
0.08964182 0.02999702 0.00819804
0.09094269 0.03050082 0.00835907
0.09224356 0.03101288 0.00852206
0.09352965 0.03153295 0.00868701
0.09483052 0.03206077 0.00885392
0.09613139 0.03259607 0.00902277
0.09743226 0.03313859 0.00919357
0.09871835 0.03368806 0.00936630
0.10001922 0.03424418 0.00954096
0.10132009 0.03480668 0.00971753
0.10260618 0.03537527 0.00989599
0.10390705 0.03594967 0.01007634
0.10520792 0.03652959 0.01025857
0.10650879 0.03711474 0.01044264
0.10779488 0.03770484 0.01062856
0.10909575 0.03829960 0.01081629
0.11039662 0.03889875 0.01100582
0.11169749 0.03950199 0.01119713
0.11298358 0.04010907 0.01139020
0.11428445 0.04071970 0.01158500
0.11558532 0.04133363 0.01178152
0.11687141 0.04195058 0.01197972
0.11817228 0.04257031 0.01217959
0.11947315 0.04319257 0.01238109
0.12075924 0.04381712 0.01258420
0.12206011 0.04444372 0.01278889
0.12336098 0.04507215 0.01299514
0.12466185 0.04570219 0.01320290
0.12594794 0.04633364 0.01341216
0.12724881 0.04696629 0.01362287
0.12854968 0.04759995 0.01383501
0.12983577 0.04823283 0.01404807
0.13113664 0.04890795 0.01427925
0.13243751 0.04956045 0.01451524
0.13372359 0.05022546 0.01475138
0.13502447 0.05089742 0.01498527
0.13632534 0.05155624 0.01521937
0.13761142 0.05219908 0.01545375
0.13891229 0.05285572 0.01568250
0.14019838 0.05358654 0.01590441
0.14149925 0.05447283 0.01612653
0.14280012 0.05543536 0.01634842
0.14408621 0.05626456 0.01656795
0.14538708 0.05686325 0.01679419
0.14668795 0.05730812 0.01703896
0.14797404 0.05770433 0.01729104
0.14927491 0.05814222 0.01753764
0.15056100 0.05869917 0.01777961
0.15186187 0.05933496 0.01801648
0.15316274 0.05989486 0.01824170
0.15444883 0.06035146 0.01846411
0.15574970 0.06086307 0.01869538
0.15703579 0.06145272 0.01892561
0.15833666 0.06201821 0.01915408
0.15963753 0.06243742 0.01937376
0.16092362 0.06285520 0.01958597
0.16222449 0.06358625 0.01980020
0.16351058 0.06464425 0.02000552
0.16481145 0.06570112 0.02018889
0.16611232 0.06651436 0.02036978
0.16739841 0.06712068 0.02056865
0.16869928 0.06761291 0.02078859
0.16998537 0.06805749 0.02102414
0.17128624 0.06848461 0.02126442
0.17257232 0.06891096 0.02150520
0.17387319 0.06934634 0.02174308
0.17517407 0.06980200 0.02197757
0.17646015 0.07028614 0.02220851
0.17776102 0.07079758 0.02243564
0.17904711 0.07133326 0.02265972
0.18034798 0.07188907 0.02288095
0.18163407 0.07247865 0.02309878
0.18293494 0.07312115 0.02331217
0.18422103 0.07385103 0.02352436
0.18552190 0.07466444 0.02374441
0.18680799 0.07544569 0.02396503
0.18810886 0.07604741 0.02417167
0.18939495 0.07645130 0.02437822
0.19069582 0.07689090 0.02459170
0.19199669 0.07764787 0.02482300
0.19328278 0.07875166 0.02505820
0.19458365 0.07988179 0.02526743
0.19586974 0.08081267 0.02546127
0.19717061 0.08159590 0.02565530
0.19845669 0.08235677 0.02587348
0.19975757 0.08315407 0.02611499
0.20104365 0.08393121 0.02636210
0.20234452 0.08460448 0.02660948
0.20363061 0.08508048 0.02684851
0.20493148 0.08552152 0.02709860
0.20621757 0.08623201 0.02736176
0.20750366 0.08729009 0.02762204
0.20880453 0.08847422 0.02787838
0.21009062 0.08951701 0.02811721
0.21139149 0.09035365 0.02833896
0.21267758 0.09110467 0.02857447
0.21397845 0.09190905 0.02883209
0.21526454 0.09280365 0.02909433
0.21656541 0.09376681 0.02935870
0.21785149 0.09475871 0.02962161
0.21915236 0.09574084 0.02988273
0.22043845 0.09668857 0.03014518
0.22173932 0.09757748 0.03040776
0.22302541 0.09839359 0.03066693
0.22432628 0.09920296 0.03092715
0.22561237 0.10008123 0.03119040
0.22689846 0.10107210 0.03145864
0.22819933 0.10212363 0.03172790
0.22948542 0.10312366 0.03199046
0.23078629 0.10403088 0.03224482
0.23207238 0.10485723 0.03249588
0.23337325 0.10562486 0.03275032
0.23465933 0.10632162 0.03300959
0.23594542 0.10692438 0.03327447
0.23724629 0.10743984 0.03354339
0.23853238 0.10792136 0.03381550
0.23983325 0.10843837 0.03408910
0.24111934 0.10902232 0.03435892
0.24240543 0.10966611 0.03462491
0.24370630 0.11032025 0.03488893
0.24499239 0.11091980 0.03515085
0.24629326 0.11143376 0.03541238
0.24757935 0.11186539 0.03566868
0.24886543 0.11222786 0.03591743
0.25016630 0.11255231 0.03616271
0.25145239 0.11288419 0.03641043
0.25275326 0.11321780 0.03665957
0.25403935 0.11354206 0.03690904
0.25532544 0.11385807 0.03715865
0.25662631 0.11414793 0.03740257
0.25791240 0.11439064 0.03764131
0.25919849 0.11454898 0.03786474
0.26049936 0.11461476 0.03807477
0.26178545 0.11465132 0.03828991
0.26307153 0.11468128 0.03850516
0.26437240 0.11472846 0.03871448
0.26565849 0.11487792 0.03893131
0.26695936 0.11516752 0.03915472
0.26824545 0.11555171 0.03937286
0.26953154 0.11589408 0.03957728
0.27083241 0.11604379 0.03975396
0.27211850 0.11594271 0.03991993
0.27340459 0.11566148 0.04009222
0.27470546 0.11540654 0.04027789
0.27599154 0.11532198 0.04048763
0.27727763 0.11537300 0.04069906
0.27857850 0.11545004 0.04089643
0.27986459 0.11546569 0.04107369
0.28115068 0.11539206 0.04121327
0.28243677 0.11522792 0.04134970
0.28373764 0.11497916 0.04151141
0.28502373 0.11461211 0.04167921
0.28630981 0.11422725 0.04185088
0.28761068 0.11401583 0.04204114
0.28889677 0.11395218 0.04222051
0.29018286 0.11377908 0.04235347
0.29148373 0.11333717 0.04247091
0.29276982 0.11270668 0.04259141
0.29405591 0.11204051 0.04271872
0.29534200 0.11148638 0.04285399
0.29664287 0.11109257 0.04299244
0.29792895 0.11078740 0.04312427
0.29921504 0.11044842 0.04324262
0.30051591 0.10996616 0.04334208
0.30180200 0.10931621 0.04342647
0.30308809 0.10856470 0.04351036
0.30437418 0.10782549 0.04359299
0.30567505 0.10720862 0.04367819
0.30696114 0.10675676 0.04375804
0.30824722 0.10642640 0.04382472
0.30953331 0.10613946 0.04388618
0.31083418 0.10578426 0.04394401
0.31212027 0.10526478 0.04399483
0.31340636 0.10459736 0.04403178
0.31469245 0.10389026 0.04406642
0.31599332 0.10320015 0.04410691
