# s/c   cf_mean    cf_std
0.00000000 0.00227991 0.00029509
0.00130087 0.00339175 0.00034620
0.00260174 0.00443141 0.00042687
0.00390261 0.00540283 0.00052092
0.00520348 0.00630980 0.00062046
0.00650435 0.00715603 0.00072192
0.00780522 0.00794506 0.00082366
0.00910609 0.00868033 0.00092493
0.01040697 0.00936515 0.00102539
0.01170784 0.01000271 0.00112494
0.01300871 0.01059608 0.00122357
0.01430958 0.01114824 0.00132132
0.01561045 0.01166202 0.00141830
0.01691132 0.01214018 0.00151458
0.01821219 0.01258535 0.00161029
0.01951306 0.01300006 0.00170551
0.02081393 0.01338674 0.00180034
0.02211480 0.01374773 0.00189488
0.02341567 0.01408525 0.00198922
0.02470176 0.01440145 0.00208343
0.02600263 0.01469838 0.00217759
0.02730350 0.01497799 0.00227178
0.02860437 0.01524215 0.00236606
0.02990524 0.01549264 0.00246050
0.03120611 0.01573117 0.00255515
0.03250698 0.01595935 0.00265007
0.03380786 0.01617872 0.00274533
0.03510873 0.01639074 0.00284097
0.03640960 0.01659680 0.00293706
0.03771047 0.01679822 0.00303364
0.03901134 0.01699623 0.00313076
0.04029743 0.01719201 0.00322849
0.04159830 0.01738666 0.00332686
0.04289917 0.01758122 0.00342594
0.04420004 0.01777668 0.00352578
0.04550091 0.01797394 0.00362642
0.04680178 0.01817387 0.00372793
0.04810265 0.01837726 0.00383034
0.04940352 0.01858486 0.00393373
0.05068961 0.01879736 0.00403813
0.05199048 0.01901538 0.00414360
0.05329135 0.01923953 0.00425020
0.05459222 0.01947033 0.00435797
0.05589309 0.01970828 0.00446696
0.05719396 0.01995382 0.00457722
0.05849483 0.02020736 0.00468881
0.05978092 0.02046925 0.00480176
0.06108179 0.02073981 0.00491613
0.06238266 0.02101932 0.00503196
0.06368353 0.02130802 0.00514930
0.06498440 0.02160613 0.00526817
0.06628528 0.02191381 0.00538863
0.06757136 0.02223120 0.00551071
0.06887223 0.02255841 0.00563445
0.07017310 0.02289553 0.00575988
0.07147398 0.02324259 0.00588703
0.07277485 0.02359962 0.00601594
0.07407572 0.02396662 0.00614662
0.07536180 0.02434356 0.00627911
0.07666268 0.02473040 0.00641342
0.07796355 0.02512704 0.00654958
0.07926442 0.02553342 0.00668761
0.08056529 0.02594940 0.00682751
0.08185138 0.02637487 0.00696932
0.08315225 0.02680967 0.00711303
0.08445312 0.02725363 0.00725865
0.08575399 0.02770659 0.00740620
0.08704008 0.02816835 0.00755568
0.08834095 0.02863871 0.00770710
0.08964182 0.02911745 0.00786044
0.09094269 0.02960434 0.00801573
0.09224356 0.03009915 0.00817294
0.09352965 0.03060164 0.00833208
0.09483052 0.03111155 0.00849315
0.09613139 0.03162864 0.00865613
0.09743226 0.03215263 0.00882102
0.09871835 0.03268326 0.00898780
0.10001922 0.03322026 0.00915647
0.10132009 0.03376336 0.00932702
0.10260618 0.03431228 0.00949942
0.10390705 0.03486674 0.00967367
0.10520792 0.03542646 0.00984974
0.10650879 0.03599118 0.01002762
0.10779488 0.03656060 0.01020729
0.10909575 0.03713447 0.01038873
0.11039662 0.03771250 0.01057192
0.11169749 0.03829444 0.01075683
0.11298358 0.03888000 0.01094345
0.11428445 0.03946894 0.01113174
0.11558532 0.04006100 0.01132169
0.11687141 0.04065592 0.01151326
0.11817228 0.04125346 0.01170643
0.11947315 0.04185339 0.01190117
0.12075924 0.04245547 0.01209746
