# s/c    M_iso
-0.20090913 0.13195028
-0.20240661 0.13229438
-0.20390557 0.13267188
-0.20540453 0.13301416
-0.20690496 0.13335559
-0.20840540 0.13369618
-0.20990879 0.13403593
-0.21141218 0.13437485
-0.21291705 0.13471295
-0.21442193 0.13505022
-0.21592827 0.13538669
-0.21743610 0.13572234
-0.21894541 0.13602375
-0.22045471 0.13635789
-0.22196550 0.13669124
-0.22347628 0.13699058
-0.22499002 0.13732245
-0.22650376 0.13765354
-0.22801750 0.13798386
-0.22953272 0.13831342
-0.23104942 0.13867507
-0.23256759 0.13903581
-0.23408577 0.13942831
-0.23560542 0.13985232
-0.23712508 0.14030757
-0.23864621 0.14079376
-0.24016882 0.14124607
-0.24169143 0.14172916
-0.24321552 0.14217860
-0.24474108 0.14265864
-0.24626665 0.14310528
-0.24779369 0.14355057
-0.24932074 0.14399454
-0.25084926 0.14443720
-0.25237926 0.14484707
-0.25390926 0.14528723
-0.25544074 0.14572610
-0.25697222 0.14613250
-0.25850518 0.14656894
-0.26003962 0.14697309
-0.26157405 0.14740714
-0.26310997 0.14780909
-0.26464588 0.14824078
-0.26618327 0.14864056
-0.26772067 0.14906995
-0.26925954 0.14946760
-0.27079989 0.14989471
-0.27234024 0.15029026
-0.27388059 0.15068482
-0.27542241 0.15110863
-0.27696572 0.15150115
-0.27850902 0.15192277
-0.28005381 0.15231327
-0.28159859 0.15270282
-0.28314485 0.15312127
-0.28469112 0.15350885
-0.28623886 0.15389550
-0.28778808 0.15428122
-0.28933730 0.15466602
-0.29088651 0.15504990
-0.29243721 0.15543288
-0.29398791 0.15581495
-0.29554008 0.15616684
-0.29709226 0.15654721
-0.29864591 0.15689753
-0.30019957 0.15724710
-0.30175470 0.15759593
-0.30330983 0.15791505
-0.30486644 0.15823355
-0.30642305 0.15858032
-0.30798114 0.15889754
-0.30953923 0.15924292
-0.31109731 0.15958759
-0.31265688 0.15993155
-0.31421793 0.16027480
-0.31577749 0.16061735
-0.31734002 0.16098767
-0.31890106 0.16132878
-0.32046358 0.16169754
-0.32202758 0.16206550
-0.32359159 0.16243266
-0.32515559 0.16279904
-0.32672107 0.16319272
-0.32828655 0.16355748
-0.32985350 0.16394943
-0.33142046 0.16434049
-0.33298742 0.16470282
-0.33455586 0.16511996
-0.33612429 0.16550839
-0.33769273 0.16589595
-0.33926264 0.16631024
-0.34083256 0.16669603
-0.34240395 0.16710844
-0.34397534 0.16751988
-0.34554674 0.16793037
-0.34711961 0.16833990
-0.34869248 0.16874849
-0.35026535 0.16918329
-0.35183970 0.16958995
-0.35341405 0.17002271
-0.35498840 0.17042747
-0.35656422 0.17085821
-0.35814005 0.17128793
-0.35971588 0.17171663
-0.36129171 0.17217102
-0.36286901 0.17259764
-0.36444780 0.17302326
-0.36602510 0.17347440
-0.36760388 0.17389800
-0.36918267 0.17434700
-0.37076145 0.17479491
-0.37234172 0.17524174
-0.37392198 0.17568749
-0.37550224 0.17613218
-0.37708398 0.17657581
-0.37866424 0.17704439
-0.38024598 0.17751181
-0.38182920 0.17797806
-0.38341094 0.17844317
-0.38499416 0.17890714
-0.38657738 0.17939565
-0.38816060 0.17988291
-0.38974382 0.18036894
-0.39132851 0.18085373
-0.39291321 0.18133730
-0.39449791 0.18184502
-0.39608261 0.18235141
-0.39766878 0.18285647
-0.39925496 0.18338538
-0.40084113 0.18388778
-0.40242731 0.18441391
-0.40401348 0.18493864
-0.40560114 0.18548686
-0.40718731 0.18600874
-0.40877496 0.18655401
-0.41036262 0.18709778
-0.41195175 0.18766470
-0.41353940 0.18820546
-0.41512853 0.18876926
-0.41671619 0.18935589
-0.41830532 0.18991649
-0.41989445 0.19049982
-0.42148358 0.19108148
-0.42307419 0.19166149
-0.42466333 0.19223986
-0.42625394 0.19284061
-0.42784307 0.19343962
-0.42943368 0.19403691
-0.43102429 0.19465627
-0.43261490 0.19527379
-0.43420551 0.19588951
-0.43579612 0.19650342
-0.43738821 0.19713907
-0.43897882 0.19777281
-0.44057090 0.19840467
-0.44216151 0.19903466
-0.44375360 0.19968604
-0.44534569 0.20031229
-0.44693778 0.20095982
-0.44852839 0.20162844
-0.45012048 0.20227206
-0.45171257 0.20293667
-0.45330613 0.20357645
-0.45489822 0.20423713
-0.45649031 0.20489584
-0.45808240 0.20555259
-0.45967449 0.20622995
-0.46126658 0.20688279
-0.46286014 0.20753373
-0.46445223 0.20818279
-0.46604432 0.20882999
-0.46763788 0.20947534
-0.46922997 0.21011887
-0.47082206 0.21078268
-0.47241563 0.21148863
-0.47400772 0.21219242
-0.47559980 0.21289407
-0.47719337 0.21363725
-0.47878546 0.21437806
-0.48037755 0.21513821
-0.48196964 0.21589591
-0.48356320 0.21667272
-0.48515529 0.21744699
-0.48674738 0.21824015
-0.48833947 0.21903067
-0.48993156 0.21981860
-0.49152364 0.22062514
-0.49311573 0.22145011
-0.49470782 0.22225125
-0.49629843 0.22309171
-0.49789052 0.22390840
-0.49948261 0.22474321
-0.50107322 0.22557522
-0.50266383 0.22640444
-0.50425592 0.22725154
-0.50584653 0.22809578
-0.50743714 0.22893719
-0.50902775 0.22979623
-0.51061836 0.23065237
-0.51220897 0.23150565
-0.51379958 0.23237630
-0.51538871 0.23324402
-0.51697932 0.23410882
-0.51856845 0.23497076
-0.52015758 0.23584980
-0.52174671 0.23674577
-0.52333585 0.23761890
-0.52492498 0.23852863
-0.52651263 0.23941558
-0.52810029 0.24031920
-0.52968942 0.24123933
-0.53127707 0.24215632
-0.53286472 0.24308962
-0.53445090 0.24401973
-0.53603855 0.24496596
-0.53762473 0.24592814
-0.53921090 0.24690612
-0.54079708 0.24789973
-0.54238325 0.24890881
-0.54396943 0.24995214
-0.54555413 0.25101047
-0.54713882 0.25210244
-0.54872352 0.25320895
-0.55030822 0.25429255
-0.55189144 0.25539065
-0.55347466 0.25646608
-0.55505787 0.25753755
-0.55664109 0.25862347
-0.55822283 0.25968708
-0.55980605 0.26074687
-0.56138779 0.26180289
-0.56296805 0.26287329
-0.56454980 0.26393988
-0.56613006 0.26500271
-0.56771032 0.26606181
-0.56929058 0.26713511
-0.57086937 0.26822244
-0.57244815 0.26928821
-0.57402693 0.27038566
-0.57560424 0.27147924
-0.57718302 0.27256901
-0.57875885 0.27367250
-0.58033616 0.27478956
-0.58191198 0.27590270
-0.58348781 0.27704658
-0.58506364 0.27816915
-0.58663799 0.27932218
-0.58821234 0.28047113
-0.58978669 0.28165016
-0.59135956 0.28282495
-0.59293243 0.28401252
-0.59450530 0.28519584
-0.59607669 0.28640860
-0.59764808 0.28761698
-0.59921800 0.28885444
-0.60078939 0.29008739
-0.60235783 0.29134904
-0.60392774 0.29260607
-0.60549618 0.29387498
-0.60706461 0.29515565
-0.60863157 0.29644797
-0.61019853 0.29775182
-0.61176401 0.29906708
-0.61333097 0.30039363
-0.61489497 0.30171528
-0.61646045 0.30306415
-0.61802445 0.30442397
-0.61958697 0.30577874
-0.62114950 0.30714436
-0.62271202 0.30852073
-0.62427306 0.30990775
-0.62583411 0.31130530
-0.62739368 0.31269768
-0.62895324 0.31411606
-0.63051133 0.31551366
-0.63207090 0.31693708
-0.63362751 0.31835525
-0.63518412 0.31976825
-0.63674073 0.32117615
-0.63829586 0.32259425
-0.63985099 0.32400727
-0.64140464 0.32540017
-0.64295830 0.32680331
-0.64451047 0.32820157
-0.64606265 0.32960997
-0.64761335 0.33104334
-0.64916404 0.33250142
-0.65071326 0.33398397
-0.65226248 0.33547600
-0.65381022 0.33699211
-0.65535796 0.33851743
-0.65690570 0.34005186
-0.65845049 0.34160987
-0.65999675 0.34316225
-0.66154005 0.34473794
-0.66308484 0.34632234
-0.66462666 0.34791536
-0.66616849 0.34950266
-0.66771032 0.35111276
-0.66925067 0.35273128
-0.67078954 0.35434401
-0.67232841 0.35596511
-0.67386728 0.35759451
-0.67540467 0.35923214
-0.67694059 0.36087795
-0.67847650 0.36253186
-0.68001094 0.36417998
-0.68154390 0.36584995
-0.68307685 0.36751411
-0.68460833 0.36918622
-0.68613981 0.37085259
-0.68766982 0.37254046
-0.68919982 0.37422257
-0.69072834 0.37592599
-0.69225538 0.37762361
-0.69378243 0.37932894
-0.69530800 0.38102854
-0.69683356 0.38274914
-0.69835765 0.38447728
-0.69988026 0.38619968
-0.70140287 0.38794278
-0.70292400 0.38969327
-0.70444366 0.39143800
-0.70596331 0.39320316
-0.70748148 0.39497557
-0.70899966 0.39676815
-0.71051488 0.39855487
-0.71203158 0.40036159
-0.71354532 0.40218814
-0.71505906 0.40403435
-0.71657132 0.40590006
-0.71808358 0.40778511
-0.71959436 0.40970202
-0.72110367 0.41165049
-0.72261150 0.41364284
-0.72411933 0.41565357
-0.72562567 0.41767001
-0.72713202 0.41965478
-0.72863542 0.42160821
-0.73014029 0.42353064
-0.73164220 0.42544708
-0.73314412 0.42733301
-0.73464307 0.42922554
-0.73614351 0.43110018
-0.73764099 0.43298151
-0.73913847 0.43486950
-0.74063447 0.43676413
-0.74212899 0.43867746
-0.74362352 0.44060935
-0.74511656 0.44257171
-0.74660813 0.44456429
-0.74809822 0.44658687
-0.74958830 0.44865113
-0.75107691 0.45074485
-0.75256405 0.45287965
-0.75405118 0.45506700
-0.75553535 0.45728293
-0.75701953 0.45953895
-0.75850222 0.46183474
-0.75998492 0.46415831
-0.76146466 0.46650947
-0.76294440 0.46887641
-0.76442266 0.47127060
-0.76590093 0.47368034
-0.76737623 0.47610552
-0.76885154 0.47853464
-0.77032537 0.48095632
-0.77179771 0.48338204
-0.77326859 0.48581184
-0.77473946 0.48821183
-0.77620885 0.49061615
-0.77767528 0.49299110
-0.77914320 0.49534818
-0.78060816 0.49768762
-0.78207164 0.50000959
-0.78353512 0.50231430
-0.78499712 0.50460194
-0.78645764 0.50687268
-0.78791669 0.50913773
-0.78937573 0.51139719
-0.79083182 0.51366213
-0.79228791 0.51592160
-0.79374252 0.51818662
-0.79519565 0.52045719
-0.79664730 0.52273333
-0.79809748 0.52503676
-0.79954765 0.52734567
-0.80099487 0.52968168
-0.80244209 0.53204466
-0.80388783 0.53443448
-0.80533209 0.53685101
-0.80677488 0.53929412
-0.80821618 0.54177436
-0.80965749 0.54428089
-0.81109584 0.54682421
-0.81253418 0.54939355
-0.81397106 0.55198878
-0.81540645 0.55460980
-0.81684036 0.55724597
-0.81827280 0.55989727
-0.81970376 0.56257415
-0.82113324 0.56525559
-0.82256272 0.56794164
-0.82398924 0.57063235
-0.82541576 0.57332776
-0.82684081 0.57602792
-0.82826289 0.57872252
-0.82968498 0.58141167
-0.83110559 0.58410580
-0.83252472 0.58678437
-0.83394238 0.58946808
-0.83536003 0.59213647
-0.83677473 0.59479994
-0.83818795 0.59746880
-0.83960116 0.60012270
-0.84101143 0.60278214
-0.84242169 0.60542686
-0.84382899 0.60807727
-0.84523630 0.61072330
-0.84664213 0.61336504
-0.84804648 0.61601266
-0.84944787 0.61865614
-0.85084926 0.62130563
-0.85224918 0.62395111
-0.85364761 0.62659267
-0.85504457 0.62925044
-0.85644005 0.63189440
-0.85783405 0.63455465
-0.85922657 0.63721123
-0.86061762 0.63987420
-0.86200866 0.64253364
-0.86339675 0.64520951
-0.86478336 0.64788197
-0.86616849 0.65055109
-0.86755215 0.65323676
-0.86893580 0.65592911
-0.87031650 0.65861828
-0.87169571 0.66131424
-0.87307345 0.66402689
-0.87445120 0.66673653
-0.87582598 0.66946294
-0.87719928 0.67218647
-0.87857259 0.67492683
-0.87994294 0.67766442
-0.88131181 0.68042873
-0.88267920 0.68319037
-0.88404659 0.68595921
-0.88541103 0.68875484
-0.88677399 0.69154798
-0.88813547 0.69435821
-0.88949695 0.69718555
-0.89085547 0.70002032
-0.89221251 0.70287229
-0.89356808 0.70574149
-0.89492217 0.70862798
-0.89627478 0.71153178
-0.89762591 0.71445295
-0.89897556 0.71740121
-0.90032374 0.72036692
-0.90167044 0.72335011
-0.90301565 0.72636052
-0.90435940 0.72939819
-0.90570166 0.73246315
-0.90704096 0.73555546
-0.90838027 0.73868482
-0.90971810 0.74184162
-0.91105297 0.74503556
-0.91238784 0.74826669
-0.91371975 0.75152544
-0.91505167 0.75485041
-0.91638062 0.75825129
-0.91770810 0.76174736
-0.91903410 0.76534831
-0.92036010 0.76903492
-0.92168315 0.77281691
-0.92300472 0.77669436
-0.92432480 0.78067704
-0.92564341 0.78477468
-0.92695907 0.78898746
-0.92827472 0.79334443
-0.92958890 0.79784583
-0.93090011 0.80252081
-0.93221133 0.80738896
-0.93351959 0.81247959
-0.93482786 0.81782213
-0.93613316 0.82345579
-0.93743699 0.82941040
-0.93873934 0.83575459
-0.94004021 0.84248990
-0.94133960 0.84954665
-0.94263604 0.85679227
-0.94393247 0.86440671
-0.94522743 0.87272264
-0.94651943 0.88355852
-0.94781143 0.89880212
-0.94910048 0.92249303
-0.95038804 0.94569056
-0.95167118 0.94564888
-0.95295431 0.92875766
-0.95423744 0.91843630
-0.95551909 0.91568080
-0.95679779 0.91421219
-0.95807353 0.91341436
-0.95934927 0.91279331
-0.96062353 0.91194386
-0.96189631 0.91070539
-0.96316762 0.90714851
