# s/c    M_iso
-0.20840540 0.13055189
-0.20990879 0.13086126
-0.21141218 0.13120846
-0.21291705 0.13151633
-0.21442193 0.13186186
-0.21592827 0.13216825
-0.21743610 0.13251213
-0.21894541 0.13281708
-0.22045471 0.13315933
-0.22196550 0.13346285
-0.22347628 0.13376569
-0.22499002 0.13410560
-0.22650376 0.13440705
-0.22801750 0.13474539
-0.22953272 0.13508292
-0.23104942 0.13541963
-0.23256759 0.13579281
-0.23408577 0.13620216
-0.23560542 0.13661033
-0.23712508 0.13705426
-0.23864621 0.13753363
-0.24016882 0.13801138
-0.24169143 0.13845097
-0.24321552 0.13888922
-0.24474108 0.13932614
-0.24626665 0.13976174
-0.24779369 0.14019603
-0.24932074 0.14062903
-0.25084926 0.14106075
-0.25237926 0.14145537
-0.25390926 0.14188466
-0.25544074 0.14231270
-0.25697222 0.14270399
-0.25850518 0.14312967
-0.26003962 0.14351881
-0.26157405 0.14394217
-0.26310997 0.14436434
-0.26464588 0.14475028
-0.26618327 0.14517018
-0.26772067 0.14555407
-0.26925954 0.14597175
-0.27079989 0.14635361
-0.27234024 0.14676910
-0.27388059 0.14714898
-0.27542241 0.14756231
-0.27696572 0.14794023
-0.27850902 0.14835145
-0.28005381 0.14872744
-0.28159859 0.14913657
-0.28314485 0.14951066
-0.28469112 0.14988386
-0.28623886 0.15028997
-0.28778808 0.15066131
-0.28933730 0.15103178
-0.29088651 0.15140138
-0.29243721 0.15180359
-0.29398791 0.15217140
-0.29554008 0.15250502
-0.29709226 0.15287121
-0.29864591 0.15323655
-0.30019957 0.15356796
-0.30175470 0.15389869
-0.30330983 0.15422873
-0.30486644 0.15455810
-0.30642305 0.15485397
-0.30798114 0.15518207
-0.30953923 0.15554221
-0.31109731 0.15586893
-0.31265688 0.15622756
-0.31421793 0.15655291
-0.31577749 0.15691004
-0.31734002 0.15726641
-0.31890106 0.15762200
-0.32046358 0.15797682
-0.32202758 0.15833089
-0.32359159 0.15871628
-0.32515559 0.15906878
-0.32672107 0.15945247
-0.32828655 0.15980341
-0.32985350 0.16018543
-0.33142046 0.16056657
-0.33298742 0.16094685
-0.33455586 0.16132628
-0.33612429 0.16173637
-0.33769273 0.16211404
-0.33926264 0.16252223
-0.34083256 0.16289816
-0.34240395 0.16330449
-0.34397534 0.16370986
-0.34554674 0.16411427
-0.34711961 0.16451774
-0.34869248 0.16492027
-0.35026535 0.16532186
-0.35183970 0.16575331
-0.35341405 0.16615300
-0.35498840 0.16658240
-0.35656422 0.16698019
-0.35814005 0.16740758
-0.35971588 0.16783394
-0.36129171 0.16825927
-0.36286901 0.16868358
-0.36444780 0.16910688
-0.36602510 0.16955930
-0.36760388 0.16998053
-0.36918267 0.17040078
-0.37076145 0.17084995
-0.37234172 0.17126817
-0.37392198 0.17171520
-0.37550224 0.17216112
-0.37708398 0.17260595
-0.37866424 0.17304970
-0.38024598 0.17349238
-0.38182920 0.17396339
-0.38341094 0.17440387
-0.38499416 0.17487256
-0.38657738 0.17534006
-0.38816060 0.17580639
-0.38974382 0.17630059
-0.39132851 0.17676453
-0.39291321 0.17725620
-0.39449791 0.17774660
-0.39608261 0.17823572
-0.39766878 0.17875223
-0.39925496 0.17923876
-0.40084113 0.17975256
-0.40242731 0.18026497
-0.40401348 0.18077602
-0.40560114 0.18128571
-0.40718731 0.18182226
-0.40877496 0.18235733
-0.41036262 0.18289092
-0.41195175 0.18342305
-0.41353940 0.18395373
-0.41512853 0.18451080
-0.41671619 0.18506629
-0.41830532 0.18562022
-0.41989445 0.18617260
-0.42148358 0.18675095
-0.42307419 0.18730021
-0.42466333 0.18787530
-0.42625394 0.18844875
-0.42784307 0.18904777
-0.42943368 0.18964501
-0.43102429 0.19021346
-0.43261490 0.19080729
-0.43420551 0.19142626
-0.43579612 0.19201658
-0.43738821 0.19263193
-0.43897882 0.19324544
-0.44057090 0.19385714
-0.44216151 0.19446705
-0.44375360 0.19510158
-0.44534569 0.19573419
-0.44693778 0.19636490
-0.44852839 0.19699373
-0.45012048 0.19762070
-0.45171257 0.19827183
-0.45330613 0.19889505
-0.45489822 0.19954232
-0.45649031 0.20018764
-0.45808240 0.20083103
-0.45967449 0.20147252
-0.46126658 0.20211212
-0.46286014 0.20272437
-0.46445223 0.20336032
-0.46604432 0.20399443
-0.46763788 0.20462672
-0.46922997 0.20525721
-0.47082206 0.20591102
-0.47241563 0.20658796
-0.47400772 0.20728781
-0.47559980 0.20798548
-0.47719337 0.20870581
-0.47878546 0.20942384
-0.48037755 0.21016426
-0.48196964 0.21090228
-0.48356320 0.21163793
-0.48515529 0.21239564
-0.48674738 0.21317520
-0.48833947 0.21392790
-0.48993156 0.21470234
-0.49152364 0.21549831
-0.49311573 0.21626758
-0.49470782 0.21705829
-0.49629843 0.21784636
-0.49789052 0.21865559
-0.49948261 0.21946209
-0.50107322 0.22026589
-0.50266383 0.22106702
-0.50425592 0.22188896
-0.50584653 0.22270812
-0.50743714 0.22352455
-0.50902775 0.22436148
-0.51061836 0.22517245
-0.51220897 0.22600382
-0.51379958 0.22685541
-0.51538871 0.22768119
-0.51697932 0.22852710
-0.51856845 0.22939292
-0.52015758 0.23023312
-0.52174671 0.23109314
-0.52333585 0.23195028
-0.52492498 0.23282701
-0.52651263 0.23370077
-0.52810029 0.23457158
-0.52968942 0.23546171
-0.53127707 0.23634881
-0.53286472 0.23725499
-0.53445090 0.23815807
-0.53603855 0.23907999
-0.53762473 0.24002057
-0.53921090 0.24095785
-0.54079708 0.24191355
-0.54238325 0.24290909
-0.54396943 0.24390100
-0.54555413 0.24493220
-0.54713882 0.24598089
-0.54872352 0.24704690
-0.55030822 0.24810881
-0.55189144 0.24914558
-0.55347466 0.25019956
-0.55505787 0.25122865
-0.55664109 0.25225401
-0.55822283 0.25327569
-0.55980605 0.25431447
-0.56138779 0.25532884
-0.56296805 0.25636025
-0.56454980 0.25738801
-0.56613006 0.25841217
-0.56771032 0.25945313
-0.56929058 0.26049043
-0.57086937 0.26154434
-0.57244815 0.26259453
-0.57402693 0.26364105
-0.57560424 0.26470396
-0.57718302 0.26576315
-0.57875885 0.26683854
-0.58033616 0.26791016
-0.58191198 0.26899778
-0.58348781 0.27010126
-0.58506364 0.27120083
-0.58663799 0.27231607
-0.58821234 0.27342735
-0.58978669 0.27457352
-0.59135956 0.27569623
-0.59293243 0.27685351
-0.59450530 0.27800663
-0.59607669 0.27917475
-0.59764808 0.28035771
-0.59921800 0.28153640
-0.60078939 0.28272976
-0.60235783 0.28393766
-0.60392774 0.28515994
-0.60549618 0.28639646
-0.60706461 0.28762842
-0.60863157 0.28887447
-0.61019853 0.29013444
-0.61176401 0.29140820
-0.61333097 0.29267725
-0.61489497 0.29395994
-0.61646045 0.29525613
-0.61802445 0.29656567
-0.61958697 0.29787036
-0.62114950 0.29918826
-0.62271202 0.30051924
-0.62427306 0.30186318
-0.62583411 0.30320212
-0.62739368 0.30455388
-0.62895324 0.30590063
-0.63051133 0.30726009
-0.63207090 0.30861454
-0.63362751 0.30998157
-0.63518412 0.31136104
-0.63674073 0.31271809
-0.63829586 0.31408760
-0.63985099 0.31543494
-0.64140464 0.31679475
-0.64295830 0.31813264
-0.64451047 0.31948299
-0.64606265 0.32084568
-0.64761335 0.32223755
-0.64916404 0.32365828
-0.65071326 0.32509077
-0.65226248 0.32653491
-0.65381022 0.32799058
-0.65535796 0.32945767
-0.65690570 0.33095266
-0.65845049 0.33244223
-0.65999675 0.33394289
-0.66154005 0.33545456
-0.66308484 0.33697713
-0.66462666 0.33851050
-0.66616849 0.34003834
-0.66771032 0.34157690
-0.66925067 0.34312608
-0.67078954 0.34468578
-0.67232841 0.34625592
-0.67386728 0.34782045
-0.67540467 0.34939534
-0.67694059 0.35096468
-0.67847650 0.35256007
-0.68001094 0.35414984
-0.68154390 0.35574973
-0.68307685 0.35734403
-0.68460833 0.35894839
-0.68613981 0.36056271
-0.68766982 0.36218691
-0.68919982 0.36380553
-0.69072834 0.36543397
-0.69225538 0.36705687
-0.69378243 0.36870477
-0.69530800 0.37034708
-0.69683356 0.37199901
-0.69835765 0.37366048
-0.69988026 0.37531638
-0.70140287 0.37699676
-0.70292400 0.37867153
-0.70444366 0.38035565
-0.70596331 0.38204904
-0.70748148 0.38375165
-0.70899966 0.38546339
-0.71051488 0.38719890
-0.71203158 0.38892868
-0.71354532 0.39068200
-0.71505906 0.39244411
-0.71657132 0.39422943
-0.71808358 0.39603776
-0.71959436 0.39788330
-0.72110367 0.39975136
-0.72261150 0.40165604
-0.72411933 0.40358274
-0.72562567 0.40550287
-0.72713202 0.40738824
-0.72863542 0.40923921
-0.73014029 0.41108427
-0.73164220 0.41289547
-0.73314412 0.41471508
-0.73464307 0.41651517
-0.73614351 0.41832374
-0.73764099 0.42012689
-0.73913847 0.42193849
-0.74063447 0.42377228
-0.74212899 0.42561435
-0.74362352 0.42746466
-0.74511656 0.42935045
-0.74660813 0.43125783
-0.74809822 0.43320021
-0.74958830 0.43517729
-0.75107691 0.43718880
-0.75256405 0.43923446
-0.75405118 0.44131398
-0.75553535 0.44342708
-0.75701953 0.44556019
-0.75850222 0.44773970
-0.75998492 0.44993875
-0.76146466 0.45217039
-0.76294440 0.45442122
-0.76442266 0.45667800
-0.76590093 0.45895379
-0.76737623 0.46123544
-0.76885154 0.46352294
-0.77032537 0.46581631
-0.77179771 0.46810263
-0.77326859 0.47038202
-0.77473946 0.47265460
-0.77620885 0.47492048
-0.77767528 0.47715428
-0.77914320 0.47939444
-0.78060816 0.48160295
-0.78207164 0.48379274
-0.78353512 0.48597663
-0.78499712 0.48814213
-0.78645764 0.49030197
-0.78791669 0.49245624
-0.78937573 0.49460502
-0.79083182 0.49674840
-0.79228791 0.49889888
-0.79374252 0.50105644
-0.79519565 0.50320871
-0.79664730 0.50538044
-0.79809748 0.50755923
-0.79954765 0.50975733
-0.80099487 0.51197465
-0.80244209 0.51421110
-0.80388783 0.51646658
-0.80533209 0.51875317
-0.80677488 0.52107067
-0.80821618 0.52340684
-0.80965749 0.52577366
-0.81109584 0.52815893
-0.81253418 0.53057457
-0.81397106 0.53300845
-0.81540645 0.53546051
-0.81684036 0.53793066
-0.81827280 0.54040697
-0.81970376 0.54290131
-0.82113324 0.54540177
-0.82256272 0.54790839
-0.82398924 0.55042119
-0.82541576 0.55292842
-0.82684081 0.55544193
-0.82826289 0.55795002
-0.82968498 0.56045280
-0.83110559 0.56296201
-0.83252472 0.56545442
-0.83394238 0.56795341
-0.83536003 0.57043581
-0.83677473 0.57291337
-0.83818795 0.57538616
-0.83960116 0.57786580
-0.84101143 0.58032929
-0.84242169 0.58278828
-0.84382899 0.58525430
-0.84523630 0.58771593
-0.84664213 0.59016184
-0.84804648 0.59262635
-0.84944787 0.59507530
-0.85084926 0.59753154
-0.85224918 0.59998374
-0.85364761 0.60243199
-0.85504457 0.60488766
-0.85644005 0.60733948
-0.85783405 0.60979881
-0.85922657 0.61224315
-0.86061762 0.61470633
-0.86200866 0.61716590
-0.86339675 0.61962191
-0.86478336 0.62208563
-0.86616849 0.62455708
-0.86755215 0.62702512
-0.86893580 0.62948983
-0.87031650 0.63196240
-0.87169571 0.63444286
-0.87307345 0.63693123
-0.87445120 0.63941644
-0.87582598 0.64190965
-0.87719928 0.64441087
-0.87857259 0.64690909
-0.87994294 0.64941540
-0.88131181 0.65194086
-0.88267920 0.65446344
-0.88404659 0.65699420
-0.88541103 0.65953318
-0.88677399 0.66208039
-0.88813547 0.66463588
-0.88949695 0.66719968
-0.89085547 0.66978275
-0.89221251 0.67237418
-0.89356808 0.67497399
-0.89492217 0.67759314
-0.89627478 0.68022072
-0.89762591 0.68286767
-0.89897556 0.68553400
-0.90032374 0.68821971
-0.90167044 0.69091396
-0.90301565 0.69363850
-0.90435940 0.69637164
-0.90570166 0.69914592
-0.90704096 0.70192884
-0.90838027 0.70475290
-0.90971810 0.70759647
-0.91105297 0.71047037
-0.91238784 0.71337462
-0.91371975 0.71632002
-0.91505167 0.71930656
-0.91638062 0.72236658
-0.91770810 0.72552153
-0.91903410 0.72874984
-0.92036010 0.73206221
-0.92168315 0.73545861
-0.92300472 0.73892722
-0.92432480 0.74248842
-0.92564341 0.74614758
-0.92695907 0.74991435
-0.92827472 0.75380160
-0.92958890 0.75782329
-0.93090011 0.76199765
-0.93221133 0.76634506
-0.93351959 0.77088808
-0.93482786 0.77565463
-0.93613316 0.78068233
-0.93743699 0.78600456
-0.93873934 0.79167728
-0.94004021 0.79772132
-0.94133960 0.80408709
-0.94263604 0.81061708
-0.94393247 0.81746535
-0.94522743 0.82505320
-0.94651943 0.83477325
-0.94781143 0.84870756
-0.94910048 0.87037250
-0.95038804 0.89355936
-0.95167118 0.89411818
-0.95295431 0.86636355
-0.95423744 0.83860445
-0.95551909 0.82574647
-0.95679779 0.81984916
-0.95807353 0.81702633
-0.95934927 0.81575968
-0.96062353 0.81490853
-0.96189631 0.81357248
-0.96316762 0.81125286
