# s/c   cf_mean    cf_std
0.00000000 0.00230432 0.00027532
0.00130087 0.00347073 0.00030644
0.00260174 0.00455951 0.00036428
0.00390261 0.00557494 0.00043682
0.00520348 0.00652121 0.00051686
0.00650435 0.00740232 0.00060067
0.00780522 0.00822214 0.00068637
0.00910609 0.00898443 0.00077297
0.01040697 0.00969278 0.00085997
0.01170784 0.01035065 0.00094709
0.01300871 0.01096140 0.00103421
0.01430958 0.01152824 0.00112126
0.01561045 0.01205426 0.00120822
0.01691132 0.01254242 0.00129511
0.01821219 0.01299559 0.00138194
0.01951306 0.01341650 0.00146874
0.02081393 0.01380777 0.00155554
0.02211480 0.01417192 0.00164237
0.02341567 0.01451135 0.00172926
0.02470176 0.01482837 0.00181623
0.02600263 0.01512517 0.00190333
0.02730350 0.01540386 0.00199057
0.02860437 0.01566643 0.00207800
0.02990524 0.01591480 0.00216562
0.03120611 0.01615079 0.00225348
0.03250698 0.01637610 0.00234160
0.03380786 0.01659240 0.00243002
0.03510873 0.01680122 0.00251875
0.03640960 0.01700403 0.00260784
0.03771047 0.01720224 0.00269732
0.03901134 0.01739715 0.00278723
0.04029743 0.01758999 0.00287759
0.04159830 0.01778193 0.00296845
0.04289917 0.01797406 0.00305984
0.04420004 0.01816739 0.00315182
0.04550091 0.01836290 0.00324441
0.04680178 0.01856145 0.00333768
0.04810265 0.01876389 0.00343166
0.04940352 0.01897097 0.00352640
0.05068961 0.01918341 0.00362194
0.05199048 0.01940185 0.00371835
0.05329135 0.01962689 0.00381568
0.05459222 0.01985907 0.00391396
0.05589309 0.02009888 0.00401326
0.05719396 0.02034676 0.00411364
0.05849483 0.02060312 0.00421513
0.05978092 0.02086829 0.00431780
0.06108179 0.02114259 0.00442170
0.06238266 0.02142628 0.00452689
0.06368353 0.02171958 0.00463340
0.06498440 0.02202268 0.00474131
0.06628528 0.02233573 0.00485065
0.06757136 0.02265885 0.00496147
0.06887223 0.02299211 0.00507384
0.07017310 0.02333556 0.00518778
0.07147398 0.02368923 0.00530335
0.07277485 0.02405310 0.00542060
0.07407572 0.02442714 0.00553955
0.07536180 0.02481128 0.00566026
0.07666268 0.02520544 0.00578276
0.07796355 0.02560952 0.00590709
0.07926442 0.02602337 0.00603328
0.08056529 0.02644686 0.00616135
0.08185138 0.02687980 0.00629135
0.08315225 0.02732203 0.00642330
0.08445312 0.02777333 0.00655721
0.08575399 0.02823349 0.00669312
0.08704008 0.02870228 0.00683104
0.08834095 0.02917946 0.00697098
0.08964182 0.02966477 0.00711297
0.09094269 0.03015796 0.00725700
0.09224356 0.03065875 0.00740310
0.09352965 0.03116686 0.00755126
0.09483052 0.03168201 0.00770149
0.09613139 0.03220391 0.00785379
0.09743226 0.03273227 0.00800815
0.09871835 0.03326677 0.00816458
0.10001922 0.03380713 0.00832307
0.10132009 0.03435304 0.00848360
0.10260618 0.03490420 0.00864617
0.10390705 0.03546029 0.00881076
0.10520792 0.03602103 0.00897735
0.10650879 0.03658611 0.00914592
0.10779488 0.03715523 0.00931646
0.10909575 0.03772810 0.00948895
0.11039662 0.03830442 0.00966334
0.11169749 0.03888392 0.00983963
0.11298358 0.03946631 0.01001777
0.11428445 0.04005131 0.01019773
0.11558532 0.04063867 0.01037949
0.11687141 0.04122811 0.01056301
0.11817228 0.04181939 0.01074824
0.11947315 0.04241227 0.01093516
0.12075924 0.04300651 0.01112371
0.12206011 0.04360188 0.01131386
0.12336098 0.04419817 0.01150556
0.12466185 0.04479518 0.01169877
0.12594794 0.04539271 0.01189343
0.12724881 0.04599057 0.01208950
0.12854968 0.04658859 0.01228693
0.12983577 0.04718504 0.01248524
0.13113664 0.04782553 0.01270055
0.13243751 0.04843985 0.01292134
0.13372359 0.04906313 0.01314256
0.13502447 0.04969240 0.01336154
0.13632534 0.05030838 0.01358041
0.13761142 0.05090896 0.01379935
0.13891229 0.05152336 0.01401274
0.14019838 0.05221228 0.01421890
0.14149925 0.05304952 0.01442438
0.14280012 0.05395601 0.01462801
0.14408621 0.05473659 0.01482862
0.14538708 0.05529504 0.01503684
0.14668795 0.05569797 0.01526435
0.14797404 0.05604958 0.01550017
0.14927491 0.05643928 0.01573108
0.15056100 0.05694194 0.01595694
0.15186187 0.05751884 0.01617648
0.15316274 0.05802753 0.01638381
0.15444883 0.05844193 0.01658826
0.15574970 0.05890545 0.01680100
0.15703579 0.05944242 0.01701185
0.15833666 0.05995702 0.01721979
0.15963753 0.06033746 0.01741915
0.16092362 0.06072407 0.01761078
0.16222449 0.06140757 0.01780336
0.16351058 0.06240070 0.01798463
0.16481145 0.06340113 0.01814287
0.16611232 0.06417391 0.01829960
0.16739841 0.06474642 0.01847417
0.16869928 0.06520435 0.01866941
0.16998537 0.06561173 0.01887922
0.17128624 0.06600020 0.01909307
0.17257232 0.06638697 0.01930712
0.17387319 0.06678295 0.01951810
0.17517407 0.06719968 0.01972550
0.17646015 0.06764582 0.01992897
0.17776102 0.06812085 0.02012816
0.17904711 0.06862208 0.02032379
0.18034798 0.06914529 0.02051590
0.18163407 0.06970352 0.02070449
0.18293494 0.07031488 0.02088837
0.18422103 0.07101096 0.02107034
0.18552190 0.07178628 0.02125856
0.18680799 0.07253162 0.02144655
0.18810886 0.07311098 0.02162241
0.18939495 0.07350545 0.02179877
0.19069582 0.07393701 0.02198163
0.19199669 0.07466800 0.02217986
0.19328278 0.07572437 0.02237992
0.19458365 0.07681464 0.02255521
0.19586974 0.07772349 0.02271704
0.19717061 0.07849389 0.02288011
0.19845669 0.07924027 0.02306500
0.19975757 0.08001808 0.02327050
0.20104365 0.08077653 0.02348053
0.20234452 0.08143528 0.02369113
0.20363061 0.08191151 0.02389370
0.20493148 0.08235698 0.02410664
0.20621757 0.08305489 0.02433315
0.20750366 0.08407919 0.02455737
0.20880453 0.08522504 0.02477667
0.21009062 0.08624425 0.02497903
0.21139149 0.08707227 0.02516649
0.21267758 0.08781786 0.02536710
0.21397845 0.08861206 0.02558784
0.21526454 0.08949245 0.02581295
0.21656541 0.09043794 0.02603972
0.21785149 0.09141054 0.02626500
0.21915236 0.09237360 0.02648908
0.22043845 0.09330251 0.02671443
0.22173932 0.09417423 0.02694016
0.22302541 0.09497658 0.02716301
0.22432628 0.09577102 0.02738765
0.22561237 0.09662867 0.02761614
0.22689846 0.09758895 0.02785005
0.22819933 0.09860322 0.02808520
0.22948542 0.09956782 0.02831408
0.23078629 0.10044354 0.02853614
0.23207238 0.10124061 0.02875561
