# s/c   cf_mean    cf_std
0.00000000 0.00235948 0.00028897
0.00130087 0.00355615 0.00031558
0.00260174 0.00467345 0.00037471
0.00390261 0.00571577 0.00045160
0.00520348 0.00668736 0.00053719
0.00650435 0.00759231 0.00062687
0.00780522 0.00843458 0.00071837
0.00910609 0.00921798 0.00081057
0.01040697 0.00994618 0.00090290
0.01170784 0.01062273 0.00099508
0.01300871 0.01125103 0.00108698
0.01430958 0.01183437 0.00117858
0.01561045 0.01237591 0.00126987
0.01691132 0.01287868 0.00136089
0.01821219 0.01334558 0.00145169
0.01951306 0.01377942 0.00154232
0.02081393 0.01418288 0.00163283
0.02211480 0.01455852 0.00172327
0.02341567 0.01490881 0.00181370
0.02470176 0.01523609 0.00190416
0.02600263 0.01554262 0.00199469
0.02730350 0.01583054 0.00208535
0.02860437 0.01610191 0.00217617
0.02990524 0.01635867 0.00226719
0.03120611 0.01660268 0.00235845
0.03250698 0.01683571 0.00244999
0.03380786 0.01705944 0.00254184
0.03510873 0.01727545 0.00263405
0.03640960 0.01748525 0.00272665
0.03771047 0.01769027 0.00281968
0.03901134 0.01789186 0.00291318
0.04029743 0.01809127 0.00300719
0.04159830 0.01828971 0.00310175
0.04289917 0.01848829 0.00319691
0.04420004 0.01868806 0.00329272
0.04550091 0.01889000 0.00338922
0.04680178 0.01909503 0.00348645
0.04810265 0.01930400 0.00358447
0.04940352 0.01951769 0.00368332
0.05068961 0.01973684 0.00378307
0.05199048 0.01996212 0.00388375
0.05329135 0.02019413 0.00398543
0.05459222 0.02043344 0.00408815
0.05589309 0.02068056 0.00419198
0.05719396 0.02093595 0.00429696
0.05849483 0.02120001 0.00440315
0.05978092 0.02147311 0.00451060
0.06108179 0.02175557 0.00461937
0.06238266 0.02204767 0.00472951
0.06368353 0.02234963 0.00484107
0.06498440 0.02266167 0.00495411
0.06628528 0.02298393 0.00506866
0.06757136 0.02331653 0.00518480
0.06887223 0.02365958 0.00530255
0.07017310 0.02401312 0.00542196
0.07147398 0.02437718 0.00554308
0.07277485 0.02475175 0.00566596
