# y/t    WL_mean   WL_std
0.00000000 0.99905597 0.00052478
0.00502513 0.99906953 0.00065190
0.01005025 0.99910144 0.00070626
0.01507538 0.99916488 0.00063057
0.02010050 0.99922832 0.00055571
0.02512563 0.99928888 0.00048520
0.03015075 0.99931042 0.00042138
0.03517588 0.99933197 0.00035846
0.04020101 0.99935640 0.00029646
0.04522613 0.99930349 0.00028551
0.05025126 0.99925178 0.00027303
0.05527638 0.99920068 0.00025834
0.06030151 0.99908088 0.00032132
0.06532663 0.99896278 0.00038202
0.07035176 0.99884450 0.00044442
0.07537688 0.99871137 0.00054198
0.08040201 0.99857668 0.00064008
0.08542714 0.99845436 0.00072925
0.09045226 0.99836554 0.00079582
0.09547739 0.99826951 0.00086737
0.10050251 0.99820321 0.00091348
0.10552764 0.99817357 0.00092957
0.11055276 0.99814150 0.00095008
0.11557789 0.99813414 0.00094675
0.12060302 0.99814064 0.00093354
0.12562814 0.99814891 0.00092391
0.13065327 0.99816242 0.00090716
0.13567839 0.99817737 0.00089180
0.14070352 0.99819276 0.00087874
0.14572864 0.99820832 0.00086863
0.15075377 0.99822129 0.00085957
0.15577889 0.99823356 0.00085085
0.16080402 0.99824597 0.00084185
0.16582915 0.99825973 0.00083195
0.17085427 0.99827093 0.00082380
0.17587940 0.99828132 0.00081647
0.18090452 0.99828970 0.00080962
0.18592965 0.99829558 0.00080289
0.19095477 0.99830307 0.00079764
0.19597990 0.99830177 0.00079435
0.20100503 0.99829923 0.00079172
0.20603015 0.99829601 0.00079046
0.21105528 0.99829117 0.00079020
0.21608040 0.99828388 0.00079124
0.22110553 0.99828020 0.00078963
0.22613065 0.99827694 0.00078773
0.23115578 0.99827841 0.00078511
0.23618090 0.99828133 0.00077993
0.24120603 0.99828626 0.00077360
0.24623116 0.99829426 0.00076581
0.25125628 0.99830226 0.00075810
0.25628141 0.99830940 0.00075405
0.26130653 0.99831676 0.00075094
0.26633166 0.99832110 0.00074970
0.27135678 0.99832435 0.00075420
0.27638191 0.99832707 0.00075911
0.28140704 0.99832644 0.00076630
0.28643216 0.99832511 0.00077371
0.29145729 0.99832498 0.00078373
0.29648241 0.99832498 0.00079301
0.30150754 0.99833090 0.00079658
0.30653266 0.99833952 0.00079875
0.31155779 0.99835235 0.00079905
0.31658291 0.99837087 0.00079251
0.32160804 0.99839146 0.00078121
0.32663317 0.99841959 0.00076662
0.33165829 0.99844864 0.00075159
0.33668342 0.99848184 0.00073135
0.34170854 0.99851503 0.00071148
0.34673367 0.99854874 0.00069216
0.35175879 0.99858242 0.00067204
0.35678392 0.99861360 0.00065341
0.36180905 0.99864652 0.00063679
0.36683417 0.99867922 0.00062764
0.37185930 0.99871285 0.00061915
0.37688442 0.99875576 0.00062342
0.38190955 0.99880131 0.00063353
0.38693467 0.99884867 0.00063535
0.39195980 0.99889825 0.00063742
0.39698492 0.99883170 0.00051715
0.40201005 0.99873891 0.00038260
0.40703518 0.99815352 0.00020991
0.41206030 0.99745543 0.00079273
0.41708543 0.99570218 0.00192362
0.42211055 0.99356299 0.00331421
0.42713568 0.99010227 0.00498984
0.43216080 0.98611172 0.00685511
0.43718593 0.98104364 0.00829247
0.44221106 0.97566605 0.00967790
0.44723618 0.96967586 0.00979597
0.45226131 0.96360561 0.00985082
0.45728643 0.95724170 0.00861801
0.46231156 0.95085257 0.00741368
0.46733668 0.94465188 0.00582941
0.47236181 0.93851504 0.00437421
0.47738693 0.93283480 0.00325965
0.48241206 0.92735519 0.00277285
0.48743719 0.92225762 0.00314433
0.49246231 0.91746596 0.00406324
0.49748744 0.91294807 0.00520572
0.50251256 0.90883356 0.00640675
0.50753769 0.90492711 0.00762607
0.51256281 0.90154425 0.00878799
0.51758794 0.89829557 0.00993608
0.52261307 0.89571291 0.01097941
0.52763819 0.89330266 0.01200135
0.53266332 0.89139376 0.01295265
0.53768844 0.88978383 0.01387848
0.54271357 0.88852210 0.01477279
0.54773869 0.88767195 0.01566247
0.55276382 0.88701174 0.01654748
0.55778894 0.88688690 0.01746948
0.56281407 0.88692121 0.01841157
0.56783920 0.88734487 0.01940561
0.57286432 0.88803473 0.02044888
0.57788945 0.88895122 0.02153248
0.58291457 0.89027094 0.02268895
0.58793970 0.89171613 0.02386747
0.59296482 0.89363792 0.02511646
0.59798995 0.89577722 0.02638496
0.60301508 0.89821361 0.02768293
0.60804020 0.90108234 0.02900862
0.61306533 0.90408056 0.03034677
0.61809045 0.90766680 0.03172749
0.62311558 0.91143670 0.03312850
0.62814070 0.91558636 0.03456210
0.63316583 0.92015345 0.03599407
0.63819095 0.92491099 0.03737512
0.64321608 0.92997230 0.03859398
0.64824121 0.93503908 0.03939468
0.65326633 0.94014593 0.04001241
0.65829146 0.94496559 0.03954008
0.66331658 0.94967342 0.03872202
0.66834171 0.95415695 0.03725535
0.67336683 0.95855062 0.03531044
0.67839196 0.96294152 0.03335907
0.68341709 0.96738270 0.03143987
0.68844221 0.97163628 0.02954107
0.69346734 0.97576536 0.02770332
0.69849246 0.97928416 0.02545026
0.70351759 0.98227311 0.02281068
0.70854271 0.98490284 0.01988635
0.71356784 0.98708001 0.01667065
0.71859296 0.98910986 0.01356469
0.72361809 0.99102469 0.01058769
0.72864322 0.99276227 0.00806669
0.73366834 0.99422174 0.00595079
0.73869347 0.99553571 0.00405752
0.74371859 0.99633293 0.00285285
0.74874372 0.99696677 0.00184242
0.75376884 0.99737971 0.00108159
0.75879397 0.99752320 0.00063478
0.76381910 0.99754752 0.00050060
0.76884422 0.99744624 0.00082242
0.77386935 0.99734933 0.00112808
0.77889447 0.99727941 0.00137242
0.78391960 0.99754053 0.00108906
0.78894472 0.99796154 0.00062871
0.79396985 0.99840002 0.00074004
0.79899497 0.99877535 0.00148930
0.80402010 0.99852608 0.00194541
0.80904523 0.99812484 0.00234911
0.81407035 0.99777659 0.00250517
0.81909548 0.99748128 0.00256654
0.82412060 0.99768803 0.00183725
0.82914573 0.99803705 0.00086181
0.83417085 0.99837514 0.00088859
0.83919598 0.99863637 0.00175417
0.84422111 0.99863068 0.00212951
0.84924623 0.99851425 0.00221459
0.85427136 0.99872232 0.00183059
0.85929648 0.99917989 0.00114079
0.86432161 0.99957056 0.00040398
0.86934673 0.99967153 0.00058894
0.87437186 0.99973323 0.00118505
0.87939698 0.99972684 0.00112239
0.88442211 0.99972001 0.00108400
0.88944724 0.99964734 0.00100057
0.89447236 0.99961920 0.00096847
0.89949749 0.99937830 0.00065487
0.90452261 0.99912709 0.00038147
0.90954774 0.99909475 0.00037366
0.91457286 0.99909190 0.00039389
0.91959799 0.99907346 0.00043437
0.92462312 0.99906978 0.00047477
0.92964824 0.99906123 0.00052407
0.93467337 0.99901337 0.00058918
0.93969849 0.99895913 0.00066832
0.94472362 0.99890185 0.00073171
0.94974874 0.99886755 0.00078691
0.95477387 0.99886272 0.00082933
0.95979899 0.99887398 0.00086369
0.96482412 0.99889081 0.00088876
0.96984925 0.99889036 0.00089862
0.97487437 0.99888103 0.00090821
0.97989950 0.99888033 0.00090751
0.98492462 0.99889702 0.00089086
0.98994975 0.99891366 0.00087469
0.99497487 0.99894685 0.00080989
1.00000000 0.99905597 0.00052478
