# y/t    Temp_mean   Temp_std
0.00000000 0.86588016 0.00013447
0.00502513 0.86466131 0.00014060
0.01005025 0.86394601 0.00015790
0.01507538 0.86382382 0.00016068
0.02010050 0.86370163 0.00016362
0.02512563 0.86358319 0.00016743
0.03015075 0.86346933 0.00017056
0.03517588 0.86335547 0.00017386
0.04020101 0.86324750 0.00017737
0.04522613 0.86314069 0.00018052
0.05025126 0.86303465 0.00018396
0.05527638 0.86293298 0.00018822
0.06030151 0.86283207 0.00019245
0.06532663 0.86273329 0.00019698
0.07035176 0.86263808 0.00020185
0.07537688 0.86254420 0.00020646
0.08040201 0.86245457 0.00021105
0.08542714 0.86236790 0.00021566
0.09045226 0.86228267 0.00022032
0.09547739 0.86220292 0.00022558
0.10050251 0.86212533 0.00023060
0.10552764 0.86205079 0.00023524
0.11055276 0.86198244 0.00023985
0.11557789 0.86191563 0.00024438
0.12060302 0.86185352 0.00024846
0.12562814 0.86179644 0.00025208
0.13065327 0.86174249 0.00025518
0.13567839 0.86169551 0.00025825
0.14070352 0.86165171 0.00026137
0.14572864 0.86161037 0.00026449
0.15075377 0.86157806 0.00026646
0.15577889 0.86154709 0.00026910
0.16080402 0.86152067 0.00027167
0.16582915 0.86150150 0.00027311
0.17085427 0.86148454 0.00027534
0.17587940 0.86147529 0.00027770
0.18090452 0.86147090 0.00027975
0.18592965 0.86146755 0.00028122
0.19095477 0.86147722 0.00028225
0.19597990 0.86148915 0.00028358
0.20100503 0.86150521 0.00028457
0.20603015 0.86153115 0.00028491
0.21105528 0.86155922 0.00028565
0.21608040 0.86159524 0.00028610
0.22110553 0.86163876 0.00028585
0.22613065 0.86168255 0.00028556
0.23115578 0.86174265 0.00028412
0.23618090 0.86180366 0.00028305
0.24120603 0.86186968 0.00028127
0.24623116 0.86194701 0.00027945
0.25125628 0.86202434 0.00027765
0.25628141 0.86211356 0.00027442
0.26130653 0.86220828 0.00027174
0.26633166 0.86230553 0.00026818
0.27135678 0.86241688 0.00026410
0.27638191 0.86252845 0.00025985
0.28140704 0.86264924 0.00025471
0.28643216 0.86277911 0.00024965
0.29145729 0.86290855 0.00024446
0.29648241 0.86305228 0.00023885
0.30150754 0.86319897 0.00023282
0.30653266 0.86334991 0.00022624
0.31155779 0.86351304 0.00021855
0.31658291 0.86367671 0.00021090
0.32160804 0.86385096 0.00020346
0.32663317 0.86403011 0.00019552
0.33165829 0.86421080 0.00018739
0.33668342 0.86440500 0.00017910
0.34170854 0.86459919 0.00017100
0.34673367 0.86479902 0.00016348
0.35175879 0.86500624 0.00015572
0.35678392 0.86521329 0.00014989
0.36180905 0.86543361 0.00014386
0.36683417 0.86566544 0.00013602
0.37185930 0.86590275 0.00013116
0.37688442 0.86619432 0.00013001
0.38190955 0.86650293 0.00016214
0.38693467 0.86692280 0.00025208
0.39195980 0.86738953 0.00039289
0.39698492 0.86801848 0.00058322
0.40201005 0.86871125 0.00081061
0.40703518 0.86949076 0.00098199
0.41206030 0.87032456 0.00116637
0.41708543 0.87101627 0.00118036
0.42211055 0.87166787 0.00113034
0.42713568 0.87199139 0.00099051
0.43216080 0.87218163 0.00082353
0.43718593 0.87198877 0.00084748
0.44221106 0.87168556 0.00094821
0.44723618 0.87103627 0.00124542
0.45226131 0.87035495 0.00156047
0.45728643 0.86942653 0.00202727
0.46231156 0.86849727 0.00250187
0.46733668 0.86744709 0.00306887
0.47236181 0.86639007 0.00364687
0.47738693 0.86529739 0.00427220
0.48241206 0.86421399 0.00490759
0.48743719 0.86314087 0.00555940
0.49246231 0.86211751 0.00620346
0.49748744 0.86112460 0.00684372
0.50251256 0.86023364 0.00744983
0.50753769 0.85938808 0.00803964
0.51256281 0.85870213 0.00856227
0.51758794 0.85805998 0.00906724
0.52261307 0.85763513 0.00946966
0.52763819 0.85727071 0.00984839
0.53266332 0.85706957 0.01015509
0.53768844 0.85696769 0.01043120
0.54271357 0.85697807 0.01067016
0.54773869 0.85711306 0.01088008
0.55276382 0.85730667 0.01107673
0.55778894 0.85766057 0.01124307
0.56281407 0.85806763 0.01139918
0.56783920 0.85858326 0.01153012
0.57286432 0.85918518 0.01163551
0.57788945 0.85984631 0.01171944
0.58291457 0.86063015 0.01174566
0.58793970 0.86144340 0.01175319
0.59296482 0.86237937 0.01167556
0.59798995 0.86335695 0.01155340
0.60301508 0.86438401 0.01136981
0.60804020 0.86546761 0.01109014
0.61306533 0.86654895 0.01078420
0.61809045 0.86765223 0.01033641
0.62311558 0.86871235 0.00983971
0.62814070 0.86974085 0.00924629
0.63316583 0.87063736 0.00851303
0.63819095 0.87146733 0.00773541
0.64321608 0.87215235 0.00688024
0.64824121 0.87275289 0.00605173
0.65326633 0.87329173 0.00529256
0.65829146 0.87371644 0.00458378
0.66331658 0.87408801 0.00393746
0.66834171 0.87437694 0.00326837
0.67336683 0.87452492 0.00246979
0.67839196 0.87460062 0.00167202
0.68341709 0.87456326 0.00095496
0.68844221 0.87448087 0.00086668
0.69346734 0.87438128 0.00135874
0.69849246 0.87430920 0.00181344
0.70351759 0.87424083 0.00210576
0.70854271 0.87416310 0.00226799
0.71356784 0.87400138 0.00222353
0.71859296 0.87374786 0.00207146
0.72361809 0.87343715 0.00185073
0.72864322 0.87306850 0.00156100
0.73366834 0.87270231 0.00127378
0.73869347 0.87233245 0.00098135
0.74371859 0.87199963 0.00073857
0.74874372 0.87168831 0.00052829
0.75376884 0.87140290 0.00035403
0.75879397 0.87116118 0.00024069
0.76381910 0.87093252 0.00014453
0.76884422 0.87071955 0.00007070
0.77386935 0.87052204 0.00001801
0.77889447 0.87033005 0.00002935
0.78391960 0.87014574 0.00006552
0.78894472 0.86996804 0.00009286
0.79396985 0.86979486 0.00011785
0.79899497 0.86962692 0.00013520
0.80402010 0.86946266 0.00014828
0.80904523 0.86930195 0.00015914
0.81407035 0.86914616 0.00016725
0.81909548 0.86899164 0.00017241
0.82412060 0.86883851 0.00017649
0.82914573 0.86868828 0.00017772
0.83417085 0.86853878 0.00017836
0.83919598 0.86839087 0.00017762
0.84422111 0.86824383 0.00017573
0.84924623 0.86809964 0.00017330
0.85427136 0.86795904 0.00017063
0.85929648 0.86782001 0.00016689
0.86432161 0.86768322 0.00016292
0.86934673 0.86754817 0.00015969
0.87437186 0.86741389 0.00015577
0.87939698 0.86727938 0.00015215
0.88442211 0.86714499 0.00014890
0.88944724 0.86700693 0.00014578
0.89447236 0.86686942 0.00014327
0.89949749 0.86672419 0.00014003
0.90452261 0.86657854 0.00013799
0.90954774 0.86642914 0.00013623
0.91457286 0.86627747 0.00013506
0.91959799 0.86613609 0.00013377
0.92462312 0.86599831 0.00013395
0.92964824 0.86588800 0.00013376
0.93467337 0.86580335 0.00013410
0.93969849 0.86570341 0.00013393
0.94472362 0.86558266 0.00013370
0.94974874 0.86545922 0.00013418
0.95477387 0.86532912 0.00013511
0.95979899 0.86519333 0.00013624
0.96482412 0.86505964 0.00013771
0.96984925 0.86493618 0.00013927
0.97487437 0.86481532 0.00014103
0.97989950 0.86469474 0.00014280
0.98492462 0.86457178 0.00014467
0.98994975 0.86444878 0.00014681
0.99497487 0.86456615 0.00014450
1.00000000 0.86588016 0.00013447
