# y/t    Temp_mean   Temp_std
0.00000000 0.79845714 0.00135805
0.00502513 0.80150838 0.00139659
0.01005025 0.80336668 0.00142006
0.01507538 0.80382836 0.00142659
0.02010050 0.80429004 0.00143314
0.02512563 0.80477808 0.00143913
0.03015075 0.80529119 0.00144661
0.03517588 0.80580431 0.00145410
0.04020101 0.80633539 0.00146031
0.04522613 0.80688408 0.00146790
0.05025126 0.80743436 0.00147567
0.05527638 0.80799446 0.00148422
0.06030151 0.80856471 0.00149098
0.06532663 0.80913849 0.00149842
0.07035176 0.80971812 0.00150647
0.07537688 0.81029964 0.00151262
0.08040201 0.81088629 0.00152034
0.08542714 0.81147363 0.00152772
0.09045226 0.81205537 0.00153185
0.09547739 0.81263767 0.00153761
0.10050251 0.81321428 0.00154294
0.10552764 0.81378259 0.00154742
0.11055276 0.81434424 0.00155198
0.11557789 0.81489835 0.00155751
0.12060302 0.81544181 0.00156205
0.12562814 0.81597649 0.00156473
0.13065327 0.81650522 0.00157025
0.13567839 0.81701881 0.00157372
0.14070352 0.81752594 0.00157717
0.14572864 0.81802942 0.00158311
0.15075377 0.81851566 0.00158540
0.15577889 0.81899932 0.00158900
0.16080402 0.81947827 0.00159306
0.16582915 0.81995154 0.00159620
0.17085427 0.82042304 0.00160062
0.17587940 0.82089283 0.00160531
0.18090452 0.82136223 0.00161046
0.18592965 0.82183237 0.00161613
0.19095477 0.82230652 0.00162632
0.19597990 0.82278279 0.00163617
0.20100503 0.82326107 0.00164755
0.20603015 0.82374432 0.00166249
0.21105528 0.82422948 0.00167745
0.21608040 0.82471920 0.00169480
0.22110553 0.82521047 0.00171386
0.22613065 0.82570167 0.00173298
0.23115578 0.82619825 0.00175402
0.23618090 0.82669409 0.00177513
0.24120603 0.82719217 0.00179625
0.24623116 0.82769127 0.00181647
0.25125628 0.82819036 0.00183671
0.25628141 0.82869240 0.00185483
0.26130653 0.82919571 0.00187205
0.26633166 0.82969970 0.00188872
0.27135678 0.83021167 0.00190250
0.27638191 0.83072362 0.00191595
0.28140704 0.83124069 0.00192613
0.28643216 0.83176371 0.00193458
0.29145729 0.83228729 0.00194341
0.29648241 0.83282133 0.00194886
0.30150754 0.83335707 0.00195363
0.30653266 0.83389620 0.00195745
0.31155779 0.83444434 0.00195949
0.31658291 0.83499124 0.00196249
0.32160804 0.83554685 0.00196363
0.32663317 0.83610495 0.00196488
0.33165829 0.83666306 0.00196684
0.33668342 0.83723110 0.00196733
0.34170854 0.83779915 0.00196782
0.34673367 0.83836919 0.00196927
0.35175879 0.83894508 0.00197005
0.35678392 0.83951791 0.00197093
0.36180905 0.84009776 0.00197132
0.36683417 0.84067400 0.00196908
0.37185930 0.84125236 0.00196657
0.37688442 0.84183286 0.00196415
0.38190955 0.84241249 0.00196157
0.38693467 0.84301934 0.00198240
0.39195980 0.84363759 0.00201253
0.39698492 0.84437526 0.00212496
0.40201005 0.84514951 0.00226566
0.40703518 0.84618040 0.00251212
0.41206030 0.84728394 0.00280074
0.41708543 0.84866864 0.00310107
0.42211055 0.85016573 0.00342497
0.42713568 0.85166186 0.00355417
0.43216080 0.85316630 0.00361356
0.43718593 0.85430085 0.00341442
0.44221106 0.85533555 0.00314009
0.44723618 0.85579556 0.00290985
0.45226131 0.85619799 0.00268426
0.45728643 0.85604643 0.00276096
0.46231156 0.85588376 0.00283650
0.46733668 0.85534808 0.00312311
0.47236181 0.85478106 0.00342186
0.47738693 0.85404736 0.00381484
0.48241206 0.85328698 0.00422890
0.48743719 0.85245694 0.00468735
0.49246231 0.85163499 0.00516318
0.49748744 0.85079257 0.00565675
0.50251256 0.85000505 0.00615239
0.50753769 0.84923356 0.00665070
0.51256281 0.84857376 0.00712861
0.51758794 0.84794601 0.00760042
0.52261307 0.84749677 0.00802452
0.52763819 0.84710724 0.00843426
0.53266332 0.84686558 0.00880059
0.53768844 0.84672595 0.00914561
0.54271357 0.84669810 0.00946246
0.54773869 0.84680702 0.00976189
0.55276382 0.84698280 0.01005413
0.55778894 0.84732476 0.01033651
0.56281407 0.84772431 0.01061502
0.56783920 0.84823123 0.01088357
0.57286432 0.84882418 0.01114039
0.57788945 0.84946655 0.01138603
0.58291457 0.85021858 0.01159357
0.58793970 0.85098742 0.01178642
0.59296482 0.85185592 0.01190419
0.59798995 0.85275223 0.01197201
0.60301508 0.85367450 0.01197187
0.60804020 0.85463036 0.01183785
0.61306533 0.85556197 0.01166713
0.61809045 0.85647295 0.01126732
0.62311558 0.85730188 0.01077811
0.62814070 0.85805802 0.01011967
0.63316583 0.85865199 0.00926434
0.63819095 0.85917927 0.00837035
0.64321608 0.85957586 0.00742038
0.64824121 0.85994664 0.00657736
0.65326633 0.86027559 0.00588999
0.65829146 0.86064845 0.00533973
0.66331658 0.86100486 0.00489194
0.66834171 0.86136702 0.00442777
0.67336683 0.86155461 0.00375425
0.67839196 0.86161658 0.00301251
0.68341709 0.86145904 0.00218745
0.68844221 0.86112315 0.00156788
0.69346734 0.86071746 0.00161987
0.69849246 0.86026676 0.00215668
0.70351759 0.85988267 0.00267206
0.70854271 0.85954073 0.00304334
0.71356784 0.85926097 0.00304661
0.71859296 0.85890224 0.00285645
0.72361809 0.85848480 0.00254490
0.72864322 0.85793622 0.00211142
0.73366834 0.85735966 0.00165479
0.73869347 0.85671549 0.00122803
0.74371859 0.85605549 0.00095542
0.74874372 0.85526203 0.00110171
0.75376884 0.85421226 0.00183028
0.75879397 0.85274352 0.00335961
0.76381910 0.85045724 0.00608286
0.76884422 0.84746898 0.00986887
0.77386935 0.84371450 0.01476869
0.77889447 0.83961184 0.02017024
0.78391960 0.83633336 0.02424011
0.78894472 0.83353503 0.02757679
0.79396985 0.83197736 0.02828470
0.79899497 0.83078572 0.02814520
0.80402010 0.82896236 0.02650956
0.80904523 0.82694737 0.02480315
0.81407035 0.82336183 0.02317472
0.81909548 0.81940152 0.02273701
0.82412060 0.81523835 0.02296769
0.82914573 0.81116340 0.02354035
0.83417085 0.80778347 0.02190441
0.83919598 0.80466196 0.01908993
0.84422111 0.80152443 0.01460873
0.84924623 0.79837963 0.00928609
0.85427136 0.79587958 0.00462661
0.85929648 0.79404752 0.00131579
0.86432161 0.79307086 0.00240811
0.86934673 0.79317953 0.00308951
0.87437186 0.79346354 0.00346444
0.87939698 0.79411817 0.00306989
0.88442211 0.79478794 0.00262600
0.88944724 0.79546885 0.00209368
0.89447236 0.79615062 0.00159580
0.89949749 0.79662851 0.00139389
0.90452261 0.79708071 0.00124721
0.90954774 0.79740634 0.00122850
0.91457286 0.79770741 0.00122969
0.91959799 0.79796345 0.00126441
0.92462312 0.79820104 0.00131255
0.92964824 0.79844438 0.00135734
0.93467337 0.79867741 0.00138818
0.93969849 0.79894933 0.00142484
0.94472362 0.79917632 0.00143513
0.94974874 0.79939243 0.00144281
0.95477387 0.79961276 0.00144183
0.95979899 0.79984698 0.00143291
0.96482412 0.80008774 0.00142288
0.96984925 0.80038989 0.00141553
0.97487437 0.80071059 0.00140982
0.97989950 0.80103275 0.00140338
0.98492462 0.80139507 0.00140407
0.98994975 0.80175773 0.00140486
0.99497487 0.80154470 0.00139853
1.00000000 0.79845714 0.00135805
