# y/t    TKE_xc08
0.00000000 0.08312874
0.00408696 0.08343379
0.00780870 0.08370737
0.01433045 0.08486522
0.01582610 0.08515635
0.02396524 0.08678085
0.02485220 0.08696909
0.03215655 0.08859177
0.03554786 0.08940040
0.04038264 0.09042872
0.04631308 0.09171005
0.04860874 0.09234133
0.05683483 0.09513882
0.05709570 0.09524474
0.06500875 0.10272508
0.06782615 0.10581309
0.07314789 0.11318510
0.07850442 0.12083068
0.08126964 0.12393685
0.08907834 0.13251452
0.08935660 0.13271002
0.09739139 0.13844299
0.09954791 0.13996824
0.10539140 0.14321482
0.10987836 0.14575508
0.11335662 0.14755632
0.12006967 0.15108919
0.12130445 0.15170655
0.12920011 0.15578113
0.13012185 0.15628531
0.13706099 0.15996223
0.14003490 0.16173623
0.14490447 0.16454946
0.14980883 0.16810715
0.15271318 0.17012325
0.15944362 0.17670782
0.16050449 0.17769802
0.16827841 0.18923660
0.16892189 0.19108626
0.17603494 0.20942124
0.17827842 0.22169097
0.18377407 0.24825319
0.18751321 0.28635520
0.19149582 0.32252161
0.19662626 0.41017947
0.19921756 0.45039685
0.20563496 0.60900149
0.20693931 0.63881635
0.21457410 0.87277766
0.21464366 0.87485369
0.22231324 1.13088259
0.22340889 1.16655632
0.22994803 1.37866792
0.23222629 1.44323047
0.23760021 1.59983414
0.24116543 1.68418852
0.24525239 1.78490900
0.25046978 1.88137454
0.25297413 1.93039414
0.26015675 2.02688993
0.26076544 2.03559350
0.26866110 2.10050104
0.27026110 2.10497993
0.27660894 2.12786462
0.28050459 2.12410599
0.28462633 2.12290758
0.29086982 2.09794082
0.29271330 2.09150695
0.30085244 2.04047186
0.30133939 2.03672533
0.30906114 1.97796112
0.31193071 1.95484644
0.31732202 1.91146781
0.32264376 1.87064337
0.32565246 1.84727447
0.33349594 1.79359441
0.33405246 1.78969051
0.34250465 1.74108249
0.34445247 1.73216103
0.35102639 1.70134145
0.35553074 1.68478167
0.35960031 1.66950504
0.36673075 1.64956794
0.36826119 1.64520405
0.37697424 1.62941295
0.37805250 1.62873506
0.38575686 1.62329382
0.38949599 1.62457696
0.39459165 1.62613852
0.40106122 1.63124082
0.40351339 1.63339552
0.41250471 1.63509024
0.41271340 1.63452130
0.42156558 1.61529235
0.42448733 1.59542788
0.43067864 1.55835601
0.43636560 1.48863669
0.43989603 1.44915591
0.44836561 1.28473235
0.44918300 1.26982492
0.45853953 1.00247775
0.46043518 0.93315184
0.46796562 0.66469706
0.47260911 0.51501871
0.47747868 0.35383024
0.48486999 0.21000532
0.48709608 0.16315979
0.49678304 0.08479380
0.49723521 0.08385142
0.50655696 0.06018226
0.50965262 0.05817408
0.51641784 0.05297658
0.52217437 0.05170536
0.52638307 0.05062800
0.53474829 0.04977986
0.53645264 0.04959241
0.54660917 0.04891937
0.54740917 0.04887609
0.55685266 0.04836465
0.56013962 0.04821261
0.56721788 0.04788190
0.57293963 0.04766189
0.57770485 0.04747578
0.58580921 0.04723119
0.58829616 0.04715402
0.59873096 0.04692312
0.59900922 0.04691670
0.60982662 0.04675619
0.61170488 0.04674130
0.62076576 0.04666249
0.62473098 0.04665130
0.63184403 0.04662594
0.63782664 0.04663568
0.64306143 0.04664058
0.65095709 0.04668610
0.65441796 0.04670371
0.66413971 0.04679856
0.66593101 0.04681496
0.67733972 0.04697341
0.67758320 0.04697668
0.68940930 0.04718931
0.69059190 0.04721642
0.70137452 0.04745665
0.70386148 0.04752535
0.71353106 0.04778579
0.71718323 0.04790654
0.72584411 0.04818647
0.73053977 0.04836950
0.73836586 0.04866910
0.74393108 0.04892330
0.75107891 0.04924336
0.75737457 0.04957662
0.76398327 0.04992070
0.77085284 0.05034335
0.77709633 0.05072176
0.78438329 0.05125087
0.79043547 0.05168357
0.79796591 0.05234275
0.80398331 0.05286115
0.81160071 0.05367092
0.81775723 0.05431504
0.82528767 0.05527225
0.83175725 0.05608214
0.83902682 0.05714454
0.84600074 0.05814824
0.85280074 0.05924205
0.86045292 0.06045105
0.86664423 0.06149572
0.87513120 0.06291141
0.88050511 0.06383685
0.89003556 0.06545772
0.89440078 0.06620702
0.90513122 0.06802218
0.90833122 0.06855602
0.92040080 0.07054912
0.92226167 0.07084449
0.93586168 0.07299738
0.93617473 0.07304520
0.95005300 0.07516056
0.95147909 0.07537724
0.96386171 0.07721117
0.96727041 0.07770687
0.97753128 0.07922848
0.98321825 0.08005889
0.99092260 0.08152361
1.00000000 0.08312814
