# y/t    TKE_xc08
0.00000000 0.00645929
0.00408696 0.00645893
0.00780870 0.00645862
0.01433045 0.00646164
0.01582610 0.00646235
0.02396524 0.00646539
0.02485220 0.00646568
0.03215655 0.00646809
0.03554786 0.00646901
0.04038264 0.00647037
0.04631308 0.00647156
0.04860874 0.00647205
0.05683483 0.00647304
0.05709570 0.00647304
0.06500875 0.00647337
0.06782615 0.00647328
0.07314789 0.00647317
0.07850442 0.00647276
0.08126964 0.00647257
0.08907834 0.00647172
0.08935660 0.00647169
0.09739139 0.00647061
0.09954791 0.00647026
0.10539140 0.00646934
0.10987836 0.00646852
0.11335662 0.00646790
0.12006967 0.00646650
0.12130445 0.00646624
0.12920011 0.00646437
0.13012185 0.00646412
0.13706099 0.00646225
0.14003490 0.00646132
0.14490447 0.00645986
0.14980883 0.00645815
0.15271318 0.00645717
0.15944362 0.00645456
0.16050449 0.00645416
0.16827841 0.00645077
0.16892189 0.00645044
0.17603494 0.00644693
0.17827842 0.00644562
0.18377407 0.00644255
0.18751321 0.00644004
0.19149582 0.00643747
0.19662626 0.00643350
0.19921756 0.00643158
0.20563496 0.00642563
0.20693931 0.00642448
0.21457410 0.00641646
0.21464366 0.00641639
0.22231324 0.00640747
0.22340889 0.00640490
0.22994803 0.00639083
0.23222629 0.00638686
0.23760021 0.00637612
0.24116543 0.00638411
0.24525239 0.00639089
0.25046978 0.00638748
0.25297413 0.00638973
0.26015675 0.00607155
0.26076544 0.00605251
0.26866110 0.00535462
0.27026110 0.00575200
0.27660894 0.00646502
0.28050459 0.01393490
0.28462633 0.01970987
0.29086982 0.05824741
0.29271330 0.06748727
0.30085244 0.17308027
0.30133939 0.18305853
0.30906114 0.33443653
0.31193071 0.39775454
0.31732202 0.51605921
0.32264376 0.61981970
0.32565246 0.68019399
0.33349594 0.79968674
0.33405246 0.80863788
0.34250465 0.89966699
0.34445247 0.91216188
0.35102639 0.95815294
0.35553074 0.97392332
0.35960031 0.99002548
0.36673075 0.99942135
0.36826119 1.00194151
0.37697424 1.00057201
0.37805250 0.99936488
0.38575686 0.99156440
0.38949599 0.98661586
0.39459165 0.97997310
0.40106122 0.97261735
0.40351339 0.96973012
0.41250471 0.96257909
0.41271340 0.96248026
0.42156558 0.95832236
0.42448733 0.95696698
0.43067864 0.95443271
0.43636560 0.94943475
0.43989603 0.94686519
0.44836561 0.93180779
0.44918300 0.93053712
0.45853953 0.89989289
0.46043518 0.88906399
0.46796562 0.84979334
0.47260911 0.81200514
0.47747868 0.77509229
0.48486999 0.69484689
0.48709608 0.67221421
0.49678304 0.53563100
0.49723521 0.52767733
0.50655696 0.36358703
0.50965262 0.31088685
0.51641784 0.19347094
0.52217437 0.12957407
0.52638307 0.07823986
0.53474829 0.03683181
0.53645264 0.02697575
0.54660917 0.01073127
0.54740917 0.01048017
0.55685266 0.00662877
0.56013962 0.00641053
0.56721788 0.00575622
0.57293963 0.00570119
0.57770485 0.00562827
0.58580921 0.00563587
0.58829616 0.00563551
0.59873096 0.00566531
0.59900922 0.00566601
0.60982662 0.00570339
0.61170488 0.00570970
0.62076576 0.00574031
0.62473098 0.00575306
0.63184403 0.00577598
0.63782664 0.00579464
0.64306143 0.00581100
0.65095709 0.00583505
0.65441796 0.00584561
0.66413971 0.00587441
0.66593101 0.00587975
0.67733972 0.00591262
0.67758320 0.00591333
0.68940930 0.00594644
0.69059190 0.00594972
0.70137452 0.00597935
0.70386148 0.00598617
0.71353106 0.00601243
0.71718323 0.00602239
0.72584411 0.00604584
0.73053977 0.00605845
0.73836586 0.00607941
0.74393108 0.00609414
0.75107891 0.00611296
0.75737457 0.00612975
0.76398327 0.00614724
0.77085284 0.00616681
0.77709633 0.00618433
0.78438329 0.00620815
0.79043547 0.00622746
0.79796591 0.00625732
0.80398331 0.00628048
0.81160071 0.00631796
0.81775723 0.00634742
0.82528767 0.00639062
0.83175725 0.00642717
0.83902682 0.00646595
0.84600074 0.00650379
0.85280074 0.00652467
0.86045292 0.00655013
0.86664423 0.00655005
0.87513120 0.00655249
0.88050511 0.00654067
0.89003556 0.00652174
0.89440078 0.00650981
0.90513122 0.00648110
0.90833122 0.00647514
0.92040080 0.00645129
0.92226167 0.00645003
0.93586168 0.00643900
0.93617473 0.00643900
0.95005300 0.00643815
0.95147909 0.00643794
0.96386171 0.00644115
0.96727041 0.00644188
0.97753128 0.00644608
0.98321825 0.00644839
0.99092260 0.00645369
1.00000000 0.00645928
