# y/t    TKE_xc08
0.00000000 0.00611788
0.00408696 0.00611723
0.00780870 0.00611667
0.01433045 0.00611827
0.01582610 0.00611867
0.02396524 0.00611985
0.02485220 0.00611994
0.03215655 0.00612074
0.03554786 0.00612097
0.04038264 0.00612132
0.04631308 0.00612142
0.04860874 0.00612147
0.05683483 0.00612117
0.05709570 0.00612115
0.06500875 0.00612051
0.06782615 0.00612019
0.07314789 0.00611960
0.07850442 0.00611885
0.08126964 0.00611848
0.08907834 0.00611722
0.08935660 0.00611717
0.09739139 0.00611567
0.09954791 0.00611519
0.10539140 0.00611392
0.10987836 0.00611278
0.11335662 0.00611192
0.12006967 0.00611002
0.12130445 0.00610967
0.12920011 0.00610721
0.13012185 0.00610689
0.13706099 0.00610456
0.14003490 0.00610350
0.14490447 0.00610178
0.14980883 0.00609992
0.15271318 0.00609884
0.15944362 0.00609608
0.16050449 0.00609565
0.16827841 0.00609206
0.16892189 0.00609165
0.17603494 0.00608739
0.17827842 0.00608574
0.18377407 0.00608206
0.18751321 0.00607569
0.19149582 0.00606942
0.19662626 0.00606817
0.19921756 0.00606603
0.20563496 0.00612567
0.20693931 0.00613685
0.21457410 0.00597102
0.21464366 0.00597032
0.22231324 0.00474911
0.22340889 0.00501347
0.22994803 0.00533643
0.23222629 0.01240867
0.23760021 0.02408580
0.24116543 0.06170250
0.24525239 0.09622715
0.25046978 0.20663167
0.25297413 0.25326638
0.26015675 0.46938110
0.26076544 0.48650405
0.26866110 0.74653459
0.27026110 0.79280971
0.27660894 0.98138470
0.28050459 1.07153989
0.28462633 1.17124155
0.29086982 1.28150169
0.29271330 1.31570035
0.30085244 1.41898447
0.30133939 1.42257368
0.30906114 1.48561417
0.31193071 1.49663141
0.31732202 1.52061567
0.32264376 1.52546650
0.32565246 1.52966964
0.33349594 1.51933381
0.33405246 1.51880083
0.34250465 1.49404745
0.34445247 1.48651821
0.35102639 1.46176484
0.35553074 1.44404145
0.35960031 1.42800471
0.36673075 1.40385853
0.36826119 1.39854894
0.37697424 1.37765463
0.37805250 1.37654144
0.38575686 1.36725808
0.38949599 1.36737277
0.39459165 1.36677907
0.40106122 1.37170410
0.40351339 1.37339751
0.41250471 1.38224908
0.41271340 1.38232330
0.42156558 1.38693799
0.42448733 1.38418536
0.43067864 1.38030605
0.43636560 1.36445823
0.43989603 1.35606542
0.44836561 1.31160514
0.44918300 1.30770559
0.45853953 1.22971458
0.46043518 1.20591922
0.46796562 1.11732251
0.47260911 1.04245518
0.47747868 0.96778350
0.48486999 0.81932396
0.48709608 0.77698887
0.49678304 0.53393149
0.49723521 0.52280832
0.50655696 0.28257508
0.50965262 0.23092290
0.51641784 0.10782056
0.52217437 0.06771118
0.52638307 0.03283955
0.53474829 0.01557891
0.53645264 0.01115575
0.54660917 0.00632079
0.54740917 0.00627075
0.55685266 0.00543705
0.56013962 0.00541277
0.56721788 0.00532462
0.57293963 0.00533282
0.57770485 0.00533558
0.58580921 0.00535941
0.58829616 0.00536611
0.59873096 0.00540048
0.59900922 0.00540138
0.60982662 0.00543579
0.61170488 0.00544154
0.62076576 0.00546924
0.62473098 0.00548105
0.63184403 0.00550216
0.63782664 0.00551949
0.64306143 0.00553464
0.65095709 0.00555689
0.65441796 0.00556664
0.66413971 0.00559320
0.66593101 0.00559812
0.67733972 0.00562854
0.67758320 0.00562920
0.68940930 0.00566018
0.69059190 0.00566329
0.70137452 0.00569138
0.70386148 0.00569787
0.71353106 0.00572285
0.71718323 0.00573225
0.72584411 0.00575439
0.73053977 0.00576632
0.73836586 0.00578610
0.74393108 0.00580057
0.75107891 0.00581894
0.75737457 0.00583666
0.76398327 0.00585497
0.77085284 0.00587731
0.77709633 0.00589716
0.78438329 0.00592598
0.79043547 0.00594924
0.79796591 0.00598641
0.80398331 0.00601528
0.81160071 0.00605852
0.81775723 0.00609300
0.82528767 0.00613092
0.83175725 0.00616431
0.83902682 0.00618303
0.84600074 0.00620294
0.85280074 0.00619970
0.86045292 0.00619831
0.86664423 0.00618303
0.87513120 0.00616359
0.88050511 0.00614875
0.89003556 0.00612250
0.89440078 0.00611493
0.90513122 0.00609505
0.90833122 0.00609351
0.92040080 0.00608612
0.92226167 0.00608662
0.93586168 0.00608934
0.93617473 0.00608948
0.95005300 0.00609565
0.95147909 0.00609625
0.96386171 0.00610123
0.96727041 0.00610259
0.97753128 0.00610657
0.98321825 0.00610885
0.99092260 0.00611319
0.99930522 0.00611786
