# s/c   M_is_mean    M_is_std
0.00000000 0.01933977 0.00127657
0.00130087 0.02913984 0.00068102
0.00260174 0.03667575 0.00043195
0.00390261 0.04313804 0.00028978
0.00520348 0.04893776 0.00019984
0.00650435 0.05427349 0.00014154
0.00780522 0.05925840 0.00010532
0.00910609 0.06396388 0.00008584
0.01040697 0.06843832 0.00007860
0.01170784 0.07271632 0.00007887
0.01300871 0.07682362 0.00008293
0.01430958 0.08078013 0.00008866
0.01561045 0.08460162 0.00009517
0.01691132 0.08830095 0.00010211
0.01821219 0.09188884 0.00010942
0.01951306 0.09537435 0.00011706
0.02081393 0.09876534 0.00012501
0.02211480 0.10206870 0.00013323
0.02341567 0.10529053 0.00014164
0.02470176 0.10843636 0.00015017
0.02600263 0.11151120 0.00015872
0.02730350 0.11451967 0.00016722
0.02860437 0.11746605 0.00017556
0.02990524 0.12035434 0.00018367
0.03120611 0.12318832 0.00019150
0.03250698 0.12597153 0.00019896
0.03380786 0.12870739 0.00020603
0.03510873 0.13139912 0.00021264
0.03640960 0.13404983 0.00021879
0.03771047 0.13666252 0.00022443
0.03901134 0.13924006 0.00022955
0.04029743 0.14178524 0.00023415
0.04159830 0.14430076 0.00023823
0.04289917 0.14678924 0.00024177
0.04420004 0.14925322 0.00024480
0.04550091 0.15169515 0.00024732
0.04680178 0.15411745 0.00024935
0.04810265 0.15652243 0.00025091
0.04940352 0.15891236 0.00025201
0.05068961 0.16128944 0.00025270
0.05199048 0.16365580 0.00025298
0.05329135 0.16601353 0.00025291
0.05459222 0.16836463 0.00025249
0.05589309 0.17071106 0.00025178
0.05719396 0.17305470 0.00025080
0.05849483 0.17539738 0.00024959
0.05978092 0.17774088 0.00024819
0.06108179 0.18008689 0.00024663
0.06238266 0.18243705 0.00024496
0.06368353 0.18479295 0.00024320
0.06498440 0.18715610 0.00024140
0.06628528 0.18952796 0.00023959
0.06757136 0.19190991 0.00023780
0.06887223 0.19430328 0.00023607
0.07017310 0.19670934 0.00023444
0.07147398 0.19912927 0.00023293
0.07277485 0.20156422 0.00023157
0.07407572 0.20401525 0.00023038
0.07536180 0.20648338 0.00022939
0.07666268 0.20896955 0.00022863
0.07796355 0.21147463 0.00022810
0.07926442 0.21399946 0.00022782
0.08056529 0.21654478 0.00022781
0.08185138 0.21911129 0.00022807
0.08315225 0.22169963 0.00022861
0.08445312 0.22431038 0.00022944
0.08575399 0.22694406 0.00023056
0.08704008 0.22960113 0.00023196
0.08834095 0.23228199 0.00023365
0.08964182 0.23498700 0.00023563
0.09094269 0.23771646 0.00023788
0.09224356 0.24047060 0.00024041
0.09352965 0.24324963 0.00024320
0.09483052 0.24605369 0.00024627
0.09613139 0.24888287 0.00024959
0.09743226 0.25173723 0.00025316
0.09871835 0.25461677 0.00025698
0.10001922 0.25752145 0.00026105
0.10132009 0.26045120 0.00026535
0.10260618 0.26340590 0.00026989
0.10390705 0.26638538 0.00027466
0.10520792 0.26938945 0.00027965
0.10650879 0.27241788 0.00028487
0.10779488 0.27547041 0.00029030
0.10909575 0.27854674 0.00029594
0.11039662 0.28164654 0.00030180
0.11169749 0.28476946 0.00030786
0.11298358 0.28791511 0.00031412
0.11428445 0.29108308 0.00032058
0.11558532 0.29427295 0.00032723
0.11687141 0.29748425 0.00033407
0.11817228 0.30071651 0.00034108
0.11947315 0.30396923 0.00034828
0.12075924 0.30724190 0.00035563
0.12206011 0.31053398 0.00036315
0.12336098 0.31384493 0.00037082
0.12466185 0.31717418 0.00037862
0.12594794 0.32052116 0.00038656
0.12724881 0.32388528 0.00039462
0.12854968 0.32726595 0.00040278
0.12983577 0.33247369 0.00042466
0.13113664 0.33606340 0.00043965
0.13243751 0.33963565 0.00045186
0.13372359 0.34320237 0.00046140
0.13502447 0.34677088 0.00046937
0.13632534 0.35033749 0.00047625
0.13761142 0.35389756 0.00048197
0.13891229 0.35745534 0.00048683
0.14019838 0.36103901 0.00049302
0.14149925 0.36469243 0.00050330
0.14280012 0.36843473 0.00051664
0.14408621 0.37222241 0.00053321
0.14538708 0.37596886 0.00055395
0.14668795 0.37962269 0.00057053
0.14797404 0.38318178 0.00057853
0.14927491 0.38667060 0.00058110
0.15056100 0.39013604 0.00058068
0.15186187 0.39360850 0.00057950
0.15316274 0.39707193 0.00057921
0.15444883 0.40049562 0.00057957
0.15574970 0.40388449 0.00057838
0.15703579 0.40727214 0.00057550
0.15833666 0.41065130 0.00057145
0.15963753 0.41399062 0.00056564
0.16092362 0.41728039 0.00055809
0.16222449 0.42059584 0.00054956
0.16351058 0.42404736 0.00054632
0.16481145 0.42762358 0.00055244
0.16611232 0.43124686 0.00057002
0.16739841 0.43485222 0.00059620
0.16869928 0.43840209 0.00061786
0.16998537 0.44189355 0.00063179
0.17128624 0.44533274 0.00064020
0.17257232 0.44872792 0.00064367
0.17387319 0.45208886 0.00064393
0.17517407 0.45542544 0.00064168
0.17646015 0.45874706 0.00063764
0.17776102 0.46206108 0.00063207
0.17904711 0.46537085 0.00062529
0.18034798 0.46868026 0.00061755
0.18163407 0.47199291 0.00060918
0.18293494 0.47532054 0.00060169
0.18422103 0.47868663 0.00059766
0.18552190 0.48210602 0.00059706
0.18680799 0.48556914 0.00059913
0.18810886 0.48903102 0.00060132
0.18939495 0.49244497 0.00059670
0.19069582 0.49580944 0.00058410
0.19199669 0.49919826 0.00056991
0.19328278 0.50271851 0.00056241
0.19458365 0.50636855 0.00056515
0.19586974 0.51008462 0.00057934
0.19717061 0.51383022 0.00060088
0.19845669 0.51758754 0.00062011
