# s/c   M_is_mean    M_is_std
0.00000000 0.01951568 0.00118985
0.00130087 0.02934792 0.00062703
0.00260174 0.03692458 0.00039090
0.00390261 0.04342830 0.00025747
0.00520348 0.04926915 0.00017549
0.00650435 0.05464549 0.00012597
0.00780522 0.05967038 0.00009982
0.00910609 0.06441520 0.00009015
0.01040697 0.06892831 0.00008998
0.01170784 0.07324427 0.00009395
0.01300871 0.07738886 0.00009924
0.01430958 0.08138194 0.00010479
0.01561045 0.08523930 0.00011034
0.01691132 0.08897381 0.00011593
0.01821219 0.09259616 0.00012169
0.01951306 0.09611545 0.00012772
0.02081393 0.09953953 0.00013410
0.02211480 0.10287530 0.00014082
0.02341567 0.10612889 0.00014785
0.02470176 0.10930582 0.00015513
0.02600263 0.11241112 0.00016255
0.02730350 0.11544944 0.00017004
0.02860437 0.11842507 0.00017750
0.02990524 0.12134203 0.00018483
0.03120611 0.12420411 0.00019197
0.03250698 0.12701488 0.00019883
0.03380786 0.12977777 0.00020536
0.03510873 0.13249604 0.00021150
0.03640960 0.13517281 0.00021722
0.03771047 0.13781110 0.00022249
0.03901134 0.14041381 0.00022728
0.04029743 0.14298376 0.00023159
0.04159830 0.14552366 0.00023539
0.04289917 0.14803616 0.00023868
0.04420004 0.15052382 0.00024148
0.04550091 0.15298912 0.00024379
0.04680178 0.15543450 0.00024562
0.04810265 0.15786230 0.00024699
0.04940352 0.16027481 0.00024792
0.05068961 0.16267426 0.00024843
0.05199048 0.16506281 0.00024855
0.05329135 0.16744256 0.00024830
0.05459222 0.16981554 0.00024772
0.05589309 0.17218372 0.00024685
0.05719396 0.17454904 0.00024570
0.05849483 0.17691332 0.00024432
0.05978092 0.17927837 0.00024275
0.06108179 0.18164591 0.00024102
0.06238266 0.18401761 0.00023916
0.06368353 0.18639506 0.00023721
0.06498440 0.18877980 0.00023522
0.06628528 0.19117332 0.00023321
0.06757136 0.19357700 0.00023122
0.06887223 0.19599221 0.00022928
0.07017310 0.19842022 0.00022743
0.07147398 0.20086226 0.00022570
0.07277485 0.20331946 0.00022411
0.07407572 0.20579292 0.00022270
0.07536180 0.20828366 0.00022148
0.07666268 0.21079265 0.00022048
0.07796355 0.21332077 0.00021972
0.07926442 0.21586886 0.00021921
0.08056529 0.21843770 0.00021897
0.08185138 0.22102799 0.00021900
0.08315225 0.22364038 0.00021932
0.08445312 0.22627545 0.00021993
0.08575399 0.22893375 0.00022084
0.08704008 0.23161574 0.00022204
0.08834095 0.23432183 0.00022354
0.08964182 0.23705238 0.00022532
0.09094269 0.23980771 0.00022740
0.09224356 0.24258805 0.00022976
0.09352965 0.24539361 0.00023241
0.09483052 0.24822455 0.00023533
0.09613139 0.25108096 0.00023851
0.09743226 0.25396290 0.00024197
0.09871835 0.25687037 0.00024568
0.10001922 0.25980334 0.00024964
0.10132009 0.26276174 0.00025386
0.10260618 0.26574544 0.00025832
0.10390705 0.26875428 0.00026301
0.10520792 0.27178809 0.00026795
0.10650879 0.27484661 0.00027311
0.10779488 0.27792959 0.00027850
0.10909575 0.28103672 0.00028411
0.11039662 0.28416769 0.00028994
0.11169749 0.28732213 0.00029598
0.11298358 0.29049966 0.00030224
0.11428445 0.29369987 0.00030869
0.11558532 0.29692231 0.00031534
0.11687141 0.30016653 0.00032219
0.11817228 0.30343206 0.00032922
0.11947315 0.30671838 0.00033642
0.12075924 0.31002498 0.00034380
0.12206011 0.31335132 0.00035134
0.12336098 0.31669685 0.00035903
0.12466185 0.32006101 0.00036686
0.12594794 0.32344320 0.00037482
0.12724881 0.32684285 0.00038290
0.12854968 0.33025934 0.00039109
0.12983577 0.33552527 0.00041360
0.13113664 0.33915397 0.00042906
0.13243751 0.34276455 0.00044170
0.13372359 0.34636952 0.00045156
0.13502447 0.34997617 0.00045963
0.13632534 0.35358101 0.00046647
0.13761142 0.35717912 0.00047211
0.13891229 0.36077494 0.00047695
0.14019838 0.36439754 0.00048303
0.14149925 0.36809190 0.00049297
0.14280012 0.37187769 0.00050557
0.14408621 0.37571029 0.00052142
0.14538708 0.37950082 0.00054223
0.14668795 0.38319648 0.00055949
0.14797404 0.38679507 0.00056812
0.14927491 0.39032185 0.00057113
0.15056100 0.39382501 0.00057078
0.15186187 0.39733577 0.00056917
0.15316274 0.40083763 0.00056834
0.15444883 0.40429896 0.00056843
0.15574970 0.40772486 0.00056699
0.15703579 0.41114968 0.00056362
0.15833666 0.41456602 0.00055884
0.15963753 0.41794153 0.00055256
0.16092362 0.42126633 0.00054493
0.16222449 0.42461769 0.00053592
0.16351058 0.42810952 0.00053064
0.16481145 0.43173059 0.00053379
0.16611232 0.43540060 0.00054923
0.16739841 0.43905262 0.00057481
0.16869928 0.44264787 0.00059695
0.16998537 0.44618326 0.00061175
0.17128624 0.44966505 0.00062108
0.17257232 0.45310171 0.00062540
0.17387319 0.45650331 0.00062633
0.17517407 0.45987987 0.00062459
0.17646015 0.46324109 0.00062089
0.17776102 0.46659433 0.00061558
0.17904711 0.46994308 0.00060893
0.18034798 0.47329123 0.00060124
0.18163407 0.47664269 0.00059292
0.18293494 0.48000946 0.00058528
0.18422103 0.48341586 0.00058056
0.18552190 0.48687731 0.00057841
0.18680799 0.49038374 0.00057840
0.18810886 0.49388846 0.00057934
0.18939495 0.49734336 0.00057525
0.19069582 0.50074678 0.00056443
0.19199669 0.50417495 0.00055165
0.19328278 0.50773874 0.00054263
0.19458365 0.51143676 0.00054156
0.19586974 0.51520296 0.00055242
0.19717061 0.51899950 0.00057239
0.19845669 0.52280805 0.00059137
0.19975757 0.52664341 0.00060734
0.20104365 0.53050632 0.00062078
0.20234452 0.53436236 0.00062820
0.20363061 0.53818358 0.00062606
0.20493148 0.54195150 0.00061489
0.20621757 0.54571933 0.00060155
0.20750366 0.54959657 0.00059292
0.20880453 0.55360715 0.00059222
0.21009062 0.55770971 0.00060100
0.21139149 0.56185429 0.00061794
0.21267758 0.56600965 0.00063507
0.21397845 0.57018659 0.00064866
0.21526454 0.57440581 0.00066109
0.21656541 0.57867863 0.00067449
0.21785149 0.58301139 0.00069015
0.21915236 0.58739907 0.00070850
0.22043845 0.59182818 0.00072886
0.22173932 0.59628223 0.00074913
0.22302541 0.60074842 0.00076800
0.22432628 0.60522226 0.00078542
0.22561237 0.60971809 0.00080273
0.22689846 0.61426357 0.00082258
0.22819933 0.61886537 0.00084664
0.22948542 0.62351165 0.00087585
0.23078629 0.62818631 0.00090884
0.23207238 0.63287114 0.00094289
0.23337325 0.63754799 0.00097554
0.23465933 0.64219682 0.00100433
0.23594542 0.64680056 0.00102889
0.23724629 0.65135363 0.00104982
0.23853238 0.65586568 0.00106733
0.23983325 0.66035553 0.00108260
0.24111934 0.66484023 0.00109714
0.24240543 0.66932615 0.00111237
0.24370630 0.67380511 0.00112934
0.24499239 0.67826193 0.00114796
0.24629326 0.68268736 0.00116751
0.24757935 0.68707447 0.00118690
0.24886543 0.69141370 0.00120401
0.25016630 0.69570050 0.00121830
0.25145239 0.69993152 0.00123042
0.25275326 0.70410541 0.00124167
0.25403935 0.70822961 0.00125328
0.25532544 0.71231061 0.00126573
0.25662631 0.71634969 0.00127883
0.25791240 0.72034289 0.00129207
