# s/c   M_is_mean    M_is_std
0.00000000 0.02011134 0.00154137
0.00130087 0.02991959 0.00086776
0.00260174 0.03752657 0.00057170
0.00390261 0.04407562 0.00039788
0.00520348 0.04996789 0.00028408
0.00650435 0.05539843 0.00020587
0.00780522 0.06047880 0.00015138
0.00910609 0.06527956 0.00011416
0.01040697 0.06984857 0.00009045
0.01170784 0.07422011 0.00007758
0.01300871 0.07841973 0.00007289
0.01430958 0.08246718 0.00007356
0.01561045 0.08637814 0.00007726
0.01691132 0.09016541 0.00008257
0.01821219 0.09383965 0.00008873
0.01951306 0.09740994 0.00009537
0.02081393 0.10088410 0.00010233
0.02211480 0.10426902 0.00010949
0.02341567 0.10757085 0.00011679
0.02470176 0.11079510 0.00012414
0.02600263 0.11394684 0.00013148
0.02730350 0.11703070 0.00013873
0.02860437 0.12005101 0.00014583
0.02990524 0.12301181 0.00015270
0.03120611 0.12591692 0.00015927
0.03250698 0.12876995 0.00016551
0.03380786 0.13157433 0.00017135
0.03510873 0.13433337 0.00017677
0.03640960 0.13705022 0.00018171
0.03771047 0.13972794 0.00018617
0.03901134 0.14236946 0.00019012
0.04029743 0.14497763 0.00019354
0.04159830 0.14755521 0.00019644
0.04289917 0.15010488 0.00019880
0.04420004 0.15262923 0.00020064
0.04550091 0.15513080 0.00020195
0.04680178 0.15761204 0.00020276
0.04810265 0.16007535 0.00020307
0.04940352 0.16252305 0.00020290
0.05068961 0.16495741 0.00020228
0.05199048 0.16738063 0.00020123
0.05329135 0.16979484 0.00019978
0.05459222 0.17220212 0.00019795
0.05589309 0.17460448 0.00019577
0.05719396 0.17700387 0.00019328
0.05849483 0.17940218 0.00019052
0.05978092 0.18180123 0.00018751
0.06108179 0.18420279 0.00018430
0.06238266 0.18660856 0.00018092
0.06368353 0.18902017 0.00017741
0.06498440 0.19143918 0.00017382
0.06628528 0.19386711 0.00017017
0.06757136 0.19630539 0.00016652
0.06887223 0.19875541 0.00016290
0.07017310 0.20121847 0.00015935
0.07147398 0.20369581 0.00015592
0.07277485 0.20618861 0.00015263
0.07407572 0.20869799 0.00014954
0.07536180 0.21122500 0.00014667
0.07666268 0.21377062 0.00014406
0.07796355 0.21633576 0.00014173
0.07926442 0.21892128 0.00013972
0.08056529 0.22152797 0.00013805
0.08185138 0.22415657 0.00013672
0.08315225 0.22680773 0.00013577
0.08445312 0.22948206 0.00013518
0.08575399 0.23218010 0.00013498
0.08704008 0.23490234 0.00013514
0.08834095 0.23764922 0.00013567
0.08964182 0.24042109 0.00013656
0.09094269 0.24321827 0.00013779
0.09224356 0.24604103 0.00013934
0.09352965 0.24888957 0.00014121
0.09483052 0.25176406 0.00014337
0.09613139 0.25466459 0.00014580
0.09743226 0.25759123 0.00014850
0.09871835 0.26054399 0.00015144
0.10001922 0.26352283 0.00015460
0.10132009 0.26652770 0.00015799
0.10260618 0.26955845 0.00016157
0.10390705 0.27261495 0.00016536
0.10520792 0.27569699 0.00016932
0.10650879 0.27880435 0.00017347
0.10779488 0.28193675 0.00017778
0.10909575 0.28509389 0.00018227
0.11039662 0.28827545 0.00018691
0.11169749 0.29148106 0.00019171
0.11298358 0.29471033 0.00019666
0.11428445 0.29796285 0.00020177
0.11558532 0.30123818 0.00020701
0.11687141 0.30453584 0.00021240
0.11817228 0.30785535 0.00021793
0.11947315 0.31119620 0.00022359
0.12075924 0.31455788 0.00022938
0.12206011 0.31793982 0.00023528
0.12336098 0.32134147 0.00024131
0.12466185 0.32476226 0.00024743
0.12594794 0.32820160 0.00025366
0.12724881 0.33165888 0.00025998
0.12854968 0.33513350 0.00026638
0.12983577 0.34049476 0.00028667
0.13113664 0.34418674 0.00030063
0.13243751 0.34785939 0.00031151
0.13372359 0.35152597 0.00031942
0.13502447 0.35519424 0.00032544
0.13632534 0.35886034 0.00033022
0.13761142 0.36251954 0.00033358
0.13891229 0.36617631 0.00033611
0.14019838 0.36986149 0.00034001
0.14149925 0.37362300 0.00034769
0.14280012 0.37748124 0.00035823
0.14408621 0.38138903 0.00037239
0.14538708 0.38525255 0.00039196
0.14668795 0.38901618 0.00040774
0.14797404 0.39267790 0.00041449
0.14927491 0.39626485 0.00041550
0.15056100 0.39982801 0.00041299
0.15186187 0.40340031 0.00040898
0.15316274 0.40696401 0.00040577
0.15444883 0.41048545 0.00040385
0.15574970 0.41397032 0.00040039
0.15703579 0.41745480 0.00039466
0.15833666 0.42093078 0.00038740
0.15963753 0.42436354 0.00037875
0.16092362 0.42774289 0.00036921
