# s/c   M_is_mean    M_is_std
0.00000000 0.01789654 0.00025003
0.00130087 0.02844125 0.00021691
0.00260174 0.03632291 0.00026724
0.00390261 0.04301003 0.00030479
0.00520348 0.04897687 0.00032829
0.00650435 0.05444607 0.00034126
0.00780522 0.05954241 0.00034654
0.00910609 0.06434378 0.00034615
0.01040697 0.06890253 0.00034158
0.01170784 0.07325588 0.00033395
0.01300871 0.07743140 0.00032411
0.01430958 0.08145028 0.00031275
0.01561045 0.08532931 0.00030042
0.01691132 0.08908209 0.00028757
0.01821219 0.09271992 0.00027458
0.01951306 0.09625236 0.00026178
0.02081393 0.09968765 0.00024945
0.02211480 0.10303299 0.00023783
0.02341567 0.10629478 0.00022711
0.02470176 0.10947877 0.00021746
0.02600263 0.11259018 0.00020900
0.02730350 0.11563379 0.00020182
0.02860437 0.11861405 0.00019596
0.02990524 0.12153509 0.00019140
0.03120611 0.12440080 0.00018811
0.03250698 0.12721485 0.00018599
0.03380786 0.12998074 0.00018492
0.03510873 0.13270181 0.00018477
0.03640960 0.13538123 0.00018537
0.03771047 0.13802208 0.00018658
0.03901134 0.14062730 0.00018825
0.04029743 0.14319976 0.00019024
0.04159830 0.14574222 0.00019243
0.04289917 0.14825733 0.00019472
0.04420004 0.15074771 0.00019703
0.04550091 0.15321586 0.00019927
0.04680178 0.15566422 0.00020139
0.04810265 0.15809518 0.00020335
0.04940352 0.16051103 0.00020511
0.05068961 0.16291402 0.00020666
0.05199048 0.16530632 0.00020797
0.05329135 0.16769003 0.00020905
0.05459222 0.17006721 0.00020990
0.05589309 0.17243984 0.00021051
0.05719396 0.17480983 0.00021091
0.05849483 0.17717905 0.00021110
0.05978092 0.17954927 0.00021111
0.06108179 0.18192224 0.00021096
0.06238266 0.18429961 0.00021066
0.06368353 0.18668298 0.00021025
0.06498440 0.18907390 0.00020975
0.06628528 0.19147382 0.00020918
0.06757136 0.19388417 0.00020858
0.06887223 0.19630626 0.00020797
0.07017310 0.19874140 0.00020737
0.07147398 0.20119077 0.00020683
0.07277485 0.20365554 0.00020635
0.07407572 0.20613677 0.00020598
0.07536180 0.20863549 0.00020573
0.07666268 0.21115265 0.00020563
0.07796355 0.21368914 0.00020571
0.07926442 0.21624577 0.00020598
0.08056529 0.21882332 0.00020647
0.08185138 0.22142248 0.00020719
0.08315225 0.22404390 0.00020817
0.08445312 0.22668815 0.00020941
0.08575399 0.22935575 0.00021094
0.08704008 0.23204717 0.00021277
0.08834095 0.23476281 0.00021490
0.08964182 0.23750302 0.00021736
0.09094269 0.24026810 0.00022013
0.09224356 0.24305828 0.00022325
0.09352965 0.24587377 0.00022670
0.09483052 0.24871471 0.00023049
0.09613139 0.25158118 0.00023463
0.09743226 0.25447323 0.00023912
0.09871835 0.25739087 0.00024396
0.10001922 0.26033404 0.00024915
0.10132009 0.26330268 0.00025469
0.10260618 0.26629664 0.00026057
0.10390705 0.26931577 0.00026680
0.10520792 0.27235986 0.00027337
0.10650879 0.27542868 0.00028027
0.10779488 0.27852195 0.00028750
0.10909575 0.28163938 0.00029506
0.11039662 0.28478062 0.00030294
0.11169749 0.28794532 0.00031112
0.11298358 0.29113308 0.00031961
0.11428445 0.29434349 0.00032839
0.11558532 0.29757611 0.00033745
0.11687141 0.30083048 0.00034679
0.11817228 0.30410610 0.00035639
0.11947315 0.30740248 0.00036624
0.12075924 0.31071910 0.00037633
0.12206011 0.31405540 0.00038664
0.12336098 0.31741084 0.00039718
0.12466185 0.32078486 0.00040791
0.12594794 0.32417685 0.00041883
0.12724881 0.32758625 0.00042992
0.12854968 0.33101243 0.00044116
0.12983577 0.33630150 0.00046808
0.13113664 0.33994212 0.00048817
0.13243751 0.34356049 0.00050603
0.13372359 0.34717244 0.00052039
0.13502447 0.35078637 0.00053212
0.13632534 0.35439723 0.00054277
0.13761142 0.35799985 0.00055223
0.13891229 0.36159833 0.00056189
0.14019838 0.36522635 0.00057268
0.14149925 0.36893921 0.00058262
0.14280012 0.37275718 0.00058928
0.14408621 0.37662523 0.00059694
0.14538708 0.38043904 0.00061702
0.14668795 0.38414096 0.00064188
0.14797404 0.38773532 0.00066094
0.14927491 0.39125412 0.00067506
0.15056100 0.39475393 0.00068299
0.15186187 0.39826914 0.00068520
0.15316274 0.40177671 0.00068703
0.15444883 0.40523929 0.00069273
