# s/c   M_is_mean    M_is_std
0.00000000 0.01847483 0.00129278
0.00130087 0.02874241 0.00068296
0.00260174 0.03648552 0.00043450
0.00390261 0.04307563 0.00029645
0.00520348 0.04896470 0.00021292
0.00650435 0.05436708 0.00016278
0.00780522 0.05940364 0.00013518
0.00910609 0.06415017 0.00012265
0.01040697 0.06865780 0.00011928
0.01170784 0.07296295 0.00012090
0.01300871 0.07709266 0.00012514
0.01430958 0.08106777 0.00013087
0.01561045 0.08490478 0.00013763
0.01691132 0.08861710 0.00014524
0.01821219 0.09221588 0.00015364
0.01951306 0.09571055 0.00016277
0.02081393 0.09910924 0.00017257
0.02211480 0.10241909 0.00018292
0.02341567 0.10564641 0.00019371
0.02470176 0.10879689 0.00020482
0.02600263 0.11187569 0.00021611
0.02730350 0.11488756 0.00022747
0.02860437 0.11783688 0.00023879
0.02990524 0.12072775 0.00024997
0.03120611 0.12356403 0.00026091
0.03250698 0.12634934 0.00027155
0.03380786 0.12908714 0.00028182
0.03510873 0.13178074 0.00029166
0.03640960 0.13443329 0.00030105
0.03771047 0.13704781 0.00030993
0.03901134 0.13962724 0.00031830
0.04029743 0.14217440 0.00032613
0.04159830 0.14469201 0.00033341
0.04289917 0.14718272 0.00034014
0.04420004 0.14964909 0.00034632
0.04550091 0.15209362 0.00035194
0.04680178 0.15451870 0.00035703
0.04810265 0.15692669 0.00036160
0.04940352 0.15931987 0.00036565
0.05068961 0.16170045 0.00036922
0.05199048 0.16407057 0.00037232
0.05329135 0.16643232 0.00037498
0.05459222 0.16878772 0.00037721
0.05589309 0.17113873 0.00037906
0.05719396 0.17348723 0.00038055
0.05849483 0.17583505 0.00038170
0.05978092 0.17818398 0.00038255
0.06108179 0.18053570 0.00038314
0.06238266 0.18289187 0.00038348
0.06368353 0.18525405 0.00038363
0.06498440 0.18762377 0.00038360
0.06628528 0.19000247 0.00038343
0.06757136 0.19239154 0.00038316
0.06887223 0.19479229 0.00038281
0.07017310 0.19720598 0.00038242
0.07147398 0.19963382 0.00038202
0.07277485 0.20207691 0.00038165
0.07407572 0.20453633 0.00038132
0.07536180 0.20701308 0.00038108
0.07666268 0.20950809 0.00038094
0.07796355 0.21202224 0.00038095
0.07926442 0.21455633 0.00038112
0.08056529 0.21711112 0.00038148
0.08185138 0.21968729 0.00038205
0.08315225 0.22228547 0.00038286
0.08445312 0.22490623 0.00038393
0.08575399 0.22755008 0.00038528
0.08704008 0.23021747 0.00038692
0.08834095 0.23290880 0.00038889
0.08964182 0.23562441 0.00039118
0.09094269 0.23836459 0.00039382
0.09224356 0.24112958 0.00039681
0.09352965 0.24391955 0.00040018
0.09483052 0.24673466 0.00040392
0.09613139 0.24957497 0.00040805
0.09743226 0.25244055 0.00041258
0.09871835 0.25533137 0.00041750
0.10001922 0.25824741 0.00042282
0.10132009 0.26118857 0.00042855
0.10260618 0.26415472 0.00043468
0.10390705 0.26714570 0.00044122
0.10520792 0.27016130 0.00044815
0.10650879 0.27320129 0.00045548
0.10779488 0.27626540 0.00046320
0.10909575 0.27935333 0.00047131
0.11039662 0.28246474 0.00047980
0.11169749 0.28559927 0.00048866
0.11298358 0.28875653 0.00049788
0.11428445 0.29193611 0.00050745
0.11558532 0.29513757 0.00051737
0.11687141 0.29836045 0.00052761
0.11817228 0.30160427 0.00053817
0.11947315 0.30486853 0.00054904
0.12075924 0.30815271 0.00056020
0.12206011 0.31145627 0.00057164
0.12336098 0.31477867 0.00058333
0.12466185 0.31811933 0.00059528
0.12594794 0.32147769 0.00060746
0.12724881 0.32485315 0.00061985
0.12854968 0.32824511 0.00063244
0.12983577 0.33347858 0.00065961
0.13113664 0.33708216 0.00068083
0.13243751 0.34066425 0.00070084
0.13372359 0.34423977 0.00071750
0.13502447 0.34781735 0.00073136
0.13632534 0.35139192 0.00074422
0.13761142 0.35495847 0.00075635
0.13891229 0.35852099 0.00076903
0.14019838 0.36211217 0.00078253
0.14149925 0.36578594 0.00079272
0.14280012 0.36956159 0.00079655
0.14408621 0.37338575 0.00080014
0.14538708 0.37715704 0.00081832
0.14668795 0.38081926 0.00084553
0.14797404 0.38437634 0.00086954
0.14927491 0.38785959 0.00088931
0.15056100 0.39132386 0.00090196
0.15186187 0.39480247 0.00090707
0.15316274 0.39827310 0.00091099
0.15444883 0.40169992 0.00091982
0.15574970 0.40509070 0.00092890
0.15703579 0.40848331 0.00093253
0.15833666 0.41186761 0.00093389
0.15963753 0.41520404 0.00093800
0.16092362 0.41848327 0.00094891
0.16222449 0.42179565 0.00095593
0.16351058 0.42526909 0.00094433
0.16481145 0.42888796 0.00092217
0.16611232 0.43255534 0.00090982
0.16739841 0.43619351 0.00091898
0.16869928 0.43976381 0.00094163
0.16998537 0.44326711 0.00096734
0.17128624 0.44671249 0.00099230
0.17257232 0.45011095 0.00101406
0.17387319 0.45347369 0.00103249
0.17517407 0.45681176 0.00104762
0.17646015 0.46013501 0.00105992
0.17776102 0.46345091 0.00106991
0.17904711 0.46676221 0.00107876
0.18034798 0.47007274 0.00108661
0.18163407 0.47338629 0.00109408
0.18293494 0.47671678 0.00110043
0.18422103 0.48009275 0.00110168
0.18552190 0.48353107 0.00109487
0.18680799 0.48701747 0.00108330
0.18810886 0.49049468 0.00108141
0.18939495 0.49390689 0.00109724
0.19069582 0.49725679 0.00112346
0.19199669 0.50063454 0.00114402
0.19328278 0.50416901 0.00113794
0.19458365 0.50785471 0.00111263
0.19586974 0.51160768 0.00109389
0.19717061 0.51538385 0.00109303
0.19845669 0.51916568 0.00110589
