# s/c    P_stat_mean   P_stat_std
0.17257232 0.87176537 0.00034715
0.17387319 0.86999357 0.00034966
0.17517407 0.86822820 0.00035075
0.17646015 0.86646495 0.00035071
0.17776102 0.86469981 0.00034971
0.17904711 0.86293007 0.00034791
0.18034798 0.86115260 0.00034548
0.18163407 0.85936460 0.00034265
0.18293494 0.85755954 0.00034012
0.18422103 0.85572537 0.00033939
0.18552190 0.85385499 0.00034049
0.18680799 0.85195441 0.00034308
0.18810886 0.85004792 0.00034583
0.18939495 0.84815966 0.00034484
0.19069582 0.84628957 0.00033918
0.19199669 0.84439839 0.00033244
0.19328278 0.84242760 0.00032957
0.19458365 0.84037741 0.00033248
0.19586974 0.83828237 0.00034170
0.19717061 0.83616207 0.00035505
0.19845669 0.83402649 0.00036723
0.19975757 0.83186776 0.00037770
0.20104365 0.82968542 0.00038673
0.20234452 0.82749804 0.00039190
0.20363061 0.82532071 0.00039086
0.20493148 0.82316345 0.00038348
0.20621757 0.82099708 0.00037440
0.20750366 0.81876089 0.00036954
0.20880453 0.81644126 0.00037095
0.21009062 0.81406146 0.00037853
0.21139149 0.81165101 0.00039031
0.21267758 0.80922901 0.00040124
0.21397845 0.80678854 0.00040965
0.21526454 0.80431502 0.00041721
0.21656541 0.80180015 0.00042545
0.21785149 0.79924084 0.00043557
0.21915236 0.79664069 0.00044772
0.22043845 0.79400743 0.00046116
0.22173932 0.79135073 0.00047436
0.22302541 0.78867797 0.00048648
0.22432628 0.78599211 0.00049741
0.22561237 0.78328476 0.00050837
0.22689846 0.78053893 0.00052150
0.22819933 0.77775018 0.00053790
0.22948542 0.77492715 0.00055795
0.23078629 0.77208313 0.00058069
0.23207238 0.76922946 0.00060387
0.23337325 0.76637318 0.00062564
0.23465933 0.76352133 0.00064430
0.23594542 0.76068251 0.00065980
0.23724629 0.75786480 0.00067278
0.23853238 0.75506919 0.00068392
0.23983325 0.75228905 0.00069385
0.24111934 0.74951329 0.00070327
0.24240543 0.74673243 0.00071320
0.24370630 0.74394519 0.00072422
0.24499239 0.74115964 0.00073634
0.24629326 0.73838693 0.00074956
0.24757935 0.73563653 0.00076300
0.24886543 0.73291602 0.00077475
0.25016630 0.73022626 0.00078435
0.25145239 0.72756421 0.00079204
0.25275326 0.72492717 0.00079887
0.25403935 0.72231341 0.00080651
0.25532544 0.71972425 0.00081560
0.25662631 0.71716178 0.00082578
0.25791240 0.71463025 0.00083635
0.25919849 0.71213787 0.00084626
0.26049936 0.70969195 0.00085384
0.26178545 0.70729519 0.00085776
0.26307153 0.70494284 0.00085859
0.26437240 0.70262904 0.00085829
0.26565849 0.70034245 0.00085902
0.26695936 0.69806241 0.00086280
0.26824545 0.69578108 0.00086929
0.26953154 0.69350404 0.00087821
0.27083241 0.69125204 0.00088900
0.27211850 0.68906164 0.00089675
0.27340459 0.68695044 0.00089975
0.27470546 0.68491215 0.00089944
0.27599154 0.68292234 0.00089775
0.27727763 0.68095431 0.00089881
0.27857850 0.67900633 0.00090297
0.27986459 0.67708710 0.00090852
0.28115068 0.67520757 0.00091460
0.28243677 0.67337644 0.00091671
0.28373764 0.67160087 0.00091348
0.28502373 0.66989691 0.00091148
0.28630981 0.66825967 0.00091395
0.28761068 0.66667151 0.00091715
0.28889677 0.66510831 0.00091941
0.29018286 0.66357236 0.00092146
0.29148373 0.66210634 0.00092108
0.29276982 0.66073247 0.00091693
0.29405591 0.65944949 0.00090872
0.29534200 0.65823994 0.00089734
0.29664287 0.65707771 0.00088570
0.29792895 0.65594843 0.00087552
0.29921504 0.65485718 0.00086757
0.30051591 0.65382186 0.00086112
0.30180200 0.65286481 0.00085311
0.30308809 0.65199592 0.00084239
0.30437418 0.65120849 0.00082969
0.30567505 0.65048361 0.00081609
0.30696114 0.64979432 0.00080357
0.30824722 0.64912203 0.00079376
0.30953331 0.64846285 0.00078728
0.31083418 0.64782798 0.00078329
0.31212027 0.64723999 0.00078029
0.31340636 0.64671743 0.00077585
0.31469245 0.64626334 0.00076598
0.31599332 0.64586996 0.00074851
0.31727941 0.64553437 0.00072432
0.31856549 0.64525984 0.00069525
0.31985158 0.64503758 0.00066390
0.32115245 0.64484794 0.00063297
0.32243854 0.64466830 0.00060593
0.32372463 0.64447563 0.00058742
0.32501072 0.64426081 0.00057915
0.32629681 0.64402762 0.00057968
0.32759768 0.64378508 0.00058676
0.32888376 0.64354653 0.00059596
0.33016985 0.64332535 0.00060148
0.33145594 0.64312742 0.00060150
0.33275681 0.64295282 0.00059683
0.33404290 0.64279530 0.00059028
0.33532899 0.64264433 0.00058649
0.33661508 0.64249636 0.00058759
0.33790116 0.64235511 0.00059235
0.33918725 0.64222475 0.00059753
0.34048812 0.64210255 0.00060098
0.34177421 0.64198063 0.00060220
0.34306030 0.64184855 0.00060234
0.34434639 0.64169531 0.00060334
0.34563247 0.64151332 0.00060776
0.34693335 0.64129973 0.00061920
0.34821943 0.64106396 0.00063765
0.34950552 0.64082520 0.00066021
0.35079161 0.64059850 0.00068371
0.35207770 0.64039333 0.00070359
0.35336379 0.64021374 0.00071679
0.35466466 0.64005304 0.00072424
0.35595074 0.63989365 0.00072971
0.35723683 0.63971476 0.00073751
0.35852292 0.63950437 0.00075040
0.35980901 0.63926629 0.00076845
0.36109510 0.63901155 0.00078957
0.36238118 0.63874346 0.00081298
0.36368206 0.63846429 0.00083774
0.36496814 0.63818415 0.00086064
0.36625423 0.63791591 0.00087938
0.36754032 0.63766807 0.00089354
0.36882641 0.63743719 0.00090549
0.37011250 0.63720641 0.00092012
0.37139858 0.63695628 0.00094204
0.37269945 0.63668451 0.00097144
0.37398554 0.63640557 0.00100413
0.37527163 0.63613092 0.00103692
0.37655772 0.63586477 0.00106745
0.37784381 0.63560643 0.00109288
0.37912989 0.63534438 0.00111303
0.38041598 0.63506519 0.00112909
0.38170207 0.63476899 0.00114165
0.38298816 0.63447041 0.00115150
0.38428903 0.63418404 0.00116028
0.38557512 0.63391048 0.00117102
0.38686121 0.63364314 0.00118607
0.38814729 0.63337647 0.00120562
0.38943338 0.63310352 0.00122906
0.39071947 0.63281698 0.00125600
0.39200556 0.63251400 0.00128531
0.39329165 0.63219680 0.00131551
0.39457773 0.63186759 0.00134567
0.39586382 0.63152365 0.00137581
0.39714991 0.63116040 0.00140579
0.39843600 0.63077604 0.00143589
0.39973687 0.63038332 0.00146494
0.40102296 0.63001160 0.00148958
0.40230905 0.62969166 0.00150693
0.40359513 0.62942710 0.00151884
0.40488122 0.62918732 0.00153397
0.40616731 0.62894362 0.00155657
0.40745340 0.62868403 0.00158422
0.40873949 0.62841153 0.00161308
0.41002557 0.62814525 0.00163846
0.41131166 0.62790188 0.00165817
0.41259775 0.62767636 0.00167436
0.41388384 0.62744691 0.00169194
0.41516993 0.62719984 0.00171183
0.41645601 0.62693356 0.00173396
0.41774210 0.62662657 0.00176306
0.41902819 0.62624719 0.00180195
0.42031428 0.62577538 0.00185070
0.42160037 0.62523900 0.00190243
0.42288645 0.62470897 0.00194544
0.42417254 0.62421611 0.00197623
0.42545863 0.62375407 0.00199943
0.42674472 0.62331046 0.00202104
0.42803081 0.62287377 0.00204253
0.42931690 0.62243953 0.00206346
0.43060298 0.62199984 0.00208595
0.43188907 0.62154526 0.00211223
0.43317516 0.62107170 0.00214284
0.43446125 0.62058040 0.00217646
0.43574734 0.62007365 0.00221191
0.43703342 0.61955367 0.00224825
0.43831951 0.61902259 0.00228428
0.43960560 0.61848216 0.00231914
0.44089169 0.61793383 0.00235272
0.44217778 0.61738148 0.00238485
0.44346386 0.61683511 0.00241410
0.44474995 0.61630316 0.00243958
0.44603604 0.61578327 0.00246246
0.44732213 0.61525189 0.00248964
0.44860822 0.61467261 0.00252943
0.44989430 0.61402303 0.00258345
0.45118039 0.61332689 0.00264404
0.45246648 0.61265310 0.00269429
0.45375257 0.61203097 0.00272874
0.45503866 0.61145221 0.00275318
0.45632474 0.61091598 0.00277048
0.45761083 0.61042289 0.00278092
0.45889692 0.60998680 0.00277997
0.46018301 0.60960771 0.00276918
0.46146910 0.60925375 0.00275980
0.46275519 0.60888714 0.00276098
0.46404127 0.60846760 0.00277901
0.46532736 0.60799576 0.00280943
0.46661345 0.60752620 0.00283690
0.46789954 0.60708933 0.00285546
0.46917084 0.60668096 0.00286815
0.47045693 0.60627922 0.00288407
0.47174302 0.60586012 0.00290965
0.47302911 0.60542215 0.00294206
0.47431520 0.60497829 0.00297593
0.47560128 0.60454390 0.00300554
0.47688737 0.60413142 0.00302795
0.47817346 0.60374359 0.00304380
0.47945955 0.60337437 0.00305583
0.48074564 0.60301119 0.00306825
0.48203172 0.60263978 0.00308447
0.48331781 0.60224761 0.00310712
0.48460390 0.60183448 0.00313576
0.48587521 0.60141728 0.00316473
0.48716129 0.60101084 0.00319000
0.48844738 0.60062228 0.00321007
0.48973347 0.60025206 0.00322553
0.49101956 0.59989520 0.00323881
0.49230565 0.59954609 0.00325219
0.49359173 0.59919921 0.00326717
0.49487782 0.59884994 0.00328440
0.49616391 0.59849449 0.00330447
0.49743522 0.59813156 0.00332706
0.49872130 0.59776235 0.00335138
0.50000739 0.59739043 0.00337628
0.50129348 0.59702169 0.00339989
0.50257957 0.59666211 0.00342099
0.50386566 0.59631628 0.00343844
0.50515174 0.59598743 0.00345166
0.50643783 0.59567409 0.00346183
0.50770914 0.59536799 0.00347176
0.50899523 0.59506196 0.00348367
0.51028131 0.59475307 0.00349815
0.51156740 0.59444456 0.00351361
0.51285349 0.59414601 0.00352660
0.51413958 0.59386471 0.00353552
0.51542567 0.59360385 0.00354013
0.51669697 0.59336308 0.00354081
0.51798306 0.59313512 0.00354040
0.51926915 0.59290682 0.00354323
0.52055524 0.59266360 0.00355241
0.52184132 0.59239777 0.00356871
0.52312741 0.59210936 0.00359096
0.52439872 0.59181213 0.00361411
0.52568480 0.59153570 0.00363011
0.52697089 0.59129931 0.00363284
0.52825698 0.59110638 0.00362239
0.52954307 0.59094557 0.00360565
0.53082916 0.59078570 0.00359203
0.53210046 0.59060197 0.00358846
0.53338655 0.59038657 0.00359505
0.53467264 0.59015458 0.00360442
0.53595873 0.58993616 0.00360831
0.53724481 0.58974409 0.00360302
0.53853090 0.58957365 0.00359033
0.53980221 0.58940511 0.00357894
0.54108830 0.58921058 0.00357743
0.54237438 0.58898106 0.00358602
0.54366047 0.58872837 0.00359961
0.54494656 0.58847135 0.00361203
0.54621787 0.58822571 0.00361840
0.54750395 0.58800268 0.00361578
0.54879004 0.58779991 0.00360670
0.55007613 0.58759753 0.00359812
0.55134744 0.58738080 0.00359397
0.55263352 0.58714165 0.00359552
0.55391961 0.58688199 0.00360064
0.55520570 0.58661807 0.00360337
0.55649179 0.58636439 0.00360001
0.55776309 0.58612466 0.00359034
0.55904918 0.58589129 0.00357748
0.56033527 0.58564773 0.00356786
0.56162136 0.58538301 0.00356457
0.56289266 0.58509720 0.00356654
0.56417875 0.58479752 0.00357110
0.56546484 0.58449796 0.00357417
0.56675093 0.58420948 0.00357265
0.56803702 0.58393967 0.00356499
0.56930832 0.58369438 0.00354987
0.57059441 0.58347595 0.00352739
0.57188050 0.58328036 0.00350049
0.57316659 0.58309643 0.00347301
0.57443789 0.58291195 0.00344855
0.57572398 0.58271568 0.00342899
0.57701007 0.58249683 0.00341540
0.57829616 0.58225004 0.00340736
0.57956746 0.58197536 0.00340419
0.58085355 0.58168158 0.00340398
0.58213964 0.58138912 0.00340029
0.58341094 0.58111438 0.00338926
0.58469703 0.58086481 0.00336962
0.58598312 0.58064244 0.00334148
0.58726921 0.58044167 0.00330836
0.58854051 0.58025140 0.00327453
0.58982660 0.58006364 0.00324222
0.59111269 0.57987381 0.00321257
0.59239878 0.57968488 0.00318349
0.59367008 0.57950745 0.00315092
0.59495617 0.57934785 0.00311328
0.59624226 0.57920244 0.00307279
0.59751356 0.57905918 0.00303514
0.59879965 0.57890792 0.00300334
0.60008574 0.57874059 0.00297905
0.60137183 0.57855254 0.00296263
0.60264313 0.57834505 0.00295293
0.60392922 0.57812607 0.00294704
0.60521531 0.57791158 0.00293898
0.60648661 0.57771716 0.00292419
0.60777270 0.57755502 0.00289849
0.60905879 0.57742796 0.00286129
0.61033010 0.57732467 0.00281824
0.61161618 0.57722878 0.00277550
0.61290227 0.57712691 0.00273699
0.61417358 0.57701262 0.00270373
0.61545967 0.57688663 0.00267486
0.61674575 0.57675298 0.00264931
0.61801706 0.57661610 0.00262578
0.61930315 0.57647803 0.00260430
0.62058924 0.57634088 0.00258444
0.62187532 0.57620582 0.00256533
0.62314663 0.57606938 0.00254817
0.62443272 0.57592567 0.00253429
0.62571880 0.57577019 0.00252435
0.62699011 0.57560358 0.00251720
0.62827620 0.57543590 0.00250880
0.62954750 0.57528385 0.00249371
0.63083359 0.57515874 0.00246839
0.63211968 0.57506363 0.00243298
0.63339099 0.57499855 0.00238844
0.63467707 0.57496004 0.00233672
0.63596316 0.57493904 0.00228215
0.63723447 0.57492615 0.00222822
0.63852056 0.57491156 0.00217786
0.63980664 0.57488395 0.00213449
0.64107795 0.57483527 0.00209991
0.64236404 0.57476258 0.00207434
0.64365012 0.57466851 0.00205641
0.64492143 0.57455855 0.00204354
0.64620752 0.57443649 0.00203450
0.64749361 0.57430530 0.00202858
0.64876491 0.57416825 0.00202466
0.65005100 0.57402867 0.00202169
0.65132231 0.57389008 0.00201851
0.65260839 0.57375640 0.00201372
0.65389448 0.57363164 0.00200587
0.65516579 0.57351962 0.00199352
0.65645188 0.57342425 0.00197507
0.65772318 0.57334620 0.00195080
0.65900927 0.57328417 0.00192175
0.66029536 0.57323608 0.00188942
0.66156666 0.57320200 0.00185433
0.66285275 0.57318609 0.00181496
0.66413884 0.57319199 0.00177021
0.66541014 0.57321879 0.00172101
0.66669623 0.57325752 0.00167186
0.66796754 0.57329769 0.00162761
0.66925363 0.57333153 0.00159094
0.67053971 0.57335371 0.00156292
0.67181102 0.57336247 0.00154248
0.67309711 0.57335867 0.00152840
0.67436841 0.57334933 0.00151734
0.67565450 0.57334907 0.00150280
0.67692581 0.57336997 0.00148113
0.67821189 0.57341532 0.00145176
0.67949798 0.57348510 0.00141490
0.68076929 0.57358005 0.00137049
0.68205538 0.57370035 0.00131844
0.68332668 0.57384471 0.00125909
0.68461277 0.57400488 0.00119613
0.68589886 0.57416537 0.00113660
0.68717016 0.57431328 0.00108584
0.68845625 0.57444594 0.00104465
0.68972756 0.57456962 0.00101002
0.69101364 0.57469072 0.00097884
0.69228495 0.57481222 0.00094983
0.69357104 0.57493649 0.00092189
0.69484234 0.57506466 0.00089417
0.69612843 0.57519474 0.00086718
0.69741452 0.57532274 0.00084220
0.69868582 0.57544311 0.00082075
0.69997191 0.57555304 0.00080289
0.70124322 0.57565423 0.00078736
0.70252931 0.57575248 0.00077172
0.70380061 0.57585337 0.00075408
0.70508670 0.57595693 0.00073575
0.70635801 0.57606256 0.00071790
0.70764409 0.57617174 0.00070035
0.70893018 0.57628767 0.00068194
0.71020149 0.57641295 0.00066170
0.71148758 0.57654989 0.00063874
0.71275888 0.57669951 0.00061276
0.71404497 0.57685651 0.00058629
0.71531627 0.57701196 0.00056279
0.71660236 0.57715586 0.00054549
0.71787367 0.57728362 0.00053513
0.71915976 0.57739942 0.00052890
0.72043106 0.57750932 0.00052357
0.72171715 0.57761639 0.00051771
0.72298845 0.57772155 0.00051122
0.72427454 0.57782410 0.00050464
0.72554585 0.57792320 0.00049873
0.72683194 0.57802045 0.00049355
0.72810324 0.57812029 0.00048782
0.72938933 0.57822839 0.00047982
0.73066064 0.57834767 0.00046880
0.73194672 0.57847627 0.00045577
0.73321803 0.57860832 0.00044301
0.73450412 0.57873833 0.00043243
0.73577542 0.57886349 0.00042483
0.73706151 0.57898326 0.00041993
0.73833282 0.57909845 0.00041695
0.73961890 0.57920976 0.00041523
0.74089021 0.57931807 0.00041409
0.74217630 0.57942416 0.00041305
0.74344760 0.57952890 0.00041169
0.74473369 0.57963353 0.00040936
0.74600500 0.57973847 0.00040604
0.74729108 0.57984337 0.00040203
0.74856239 0.57994710 0.00039790
0.74984848 0.58004794 0.00039437
0.75111978 0.58014429 0.00039208
0.75240587 0.58023497 0.00039143
0.75367718 0.58031928 0.00039249
0.75496327 0.58039693 0.00039532
0.75623457 0.58046803 0.00039979
0.75752066 0.58053286 0.00040569
0.75879196 0.58059189 0.00041287
0.76007805 0.58064560 0.00042114
0.76134936 0.58069449 0.00043037
0.76263545 0.58073884 0.00044046
0.76390675 0.58077863 0.00045142
0.76517806 0.58081327 0.00046340
0.76646414 0.58084160 0.00047673
0.76773545 0.58086165 0.00049193
0.76902154 0.58087146 0.00050952
0.77029284 0.58087057 0.00052968
0.77157893 0.58086110 0.00055194
0.77285024 0.58084741 0.00057510
0.77413633 0.58083382 0.00059775
0.77540763 0.58082352 0.00061877
0.77669372 0.58081924 0.00063728
0.77796502 0.58082322 0.00065272
0.77923633 0.58083725 0.00066469
0.78052242 0.58086180 0.00067320
0.78179372 0.58089626 0.00067887
0.78307981 0.58093922 0.00068234
0.78435112 0.58098743 0.00068475
0.78563720 0.58103813 0.00068701
0.78690851 0.58108971 0.00068964
0.78817982 0.58114118 0.00069292
0.78946590 0.58119196 0.00069688
0.79073721 0.58124142 0.00070159
0.79202330 0.58128912 0.00070703
0.79329460 0.58133487 0.00071313
0.79458069 0.58137904 0.00071964
0.79585200 0.58142245 0.00072627
0.79712330 0.58146663 0.00073259
0.79840939 0.58151361 0.00073801
0.79968070 0.58156499 0.00074217
0.80096678 0.58162252 0.00074471
0.80223809 0.58168742 0.00074549
0.80350939 0.58175990 0.00074467
0.80479548 0.58183869 0.00074276
0.80606679 0.58192071 0.00074069
0.80735288 0.58200384 0.00073906
0.80862418 0.58208715 0.00073814
0.80989549 0.58217012 0.00073812
0.81118157 0.58225235 0.00073905
0.81245288 0.58233277 0.00074107
0.81373897 0.58240993 0.00074445
0.81501027 0.58248321 0.00074919
0.81628158 0.58255362 0.00075507
0.81756767 0.58262330 0.00076162
0.81883897 0.58269435 0.00076807
0.82012506 0.58276841 0.00077381
0.82139637 0.58284774 0.00077810
0.82266767 0.58293545 0.00078007
0.82395376 0.58303374 0.00077927
0.82522507 0.58314178 0.00077601
0.82651115 0.58325535 0.00077157
0.82778246 0.58336947 0.00076747
0.82905376 0.58348083 0.00076454
0.83033985 0.58358863 0.00076316
0.83161116 0.58369322 0.00076329
0.83288246 0.58379531 0.00076463
0.83416855 0.58389614 0.00076688
0.83543986 0.58399717 0.00076964
0.83672594 0.58410018 0.00077250
0.83799725 0.58420700 0.00077495
0.83926856 0.58431939 0.00077652
0.84055464 0.58443899 0.00077671
0.84182595 0.58456738 0.00077512
0.84309725 0.58470595 0.00077137
0.84438334 0.58485563 0.00076534
0.84565465 0.58501640 0.00075727
0.84692595 0.58518655 0.00074760
0.84821204 0.58536259 0.00073737
0.84948335 0.58553901 0.00072775
0.85076944 0.58571067 0.00071950
0.85204074 0.58587486 0.00071303
0.85331205 0.58603284 0.00070802
0.85459813 0.58618945 0.00070397
0.85586944 0.58634791 0.00070015
0.85714075 0.58651065 0.00069604
0.85842683 0.58668008 0.00069133
0.85969814 0.58685789 0.00068587
0.86096944 0.58704492 0.00067973
0.86225553 0.58724077 0.00067321
0.86352684 0.58744270 0.00066684
0.86479814 0.58764431 0.00066093
0.86608423 0.58783881 0.00065547
0.86735554 0.58802134 0.00065034
0.86862684 0.58819021 0.00064571
0.86991293 0.58834707 0.00064227
0.87118424 0.58849505 0.00064049
0.87245554 0.58863796 0.00064034
0.87374163 0.58878061 0.00064144
0.87501293 0.58892777 0.00064284
0.87628424 0.58908389 0.00064359
0.87757033 0.58925315 0.00064284
0.87884163 0.58943852 0.00064013
0.88011294 0.58964165 0.00063555
0.88138424 0.58986268 0.00062971
0.88267033 0.59010035 0.00062374
0.88394164 0.59035258 0.00061896
0.88521294 0.59061668 0.00061656
0.88649903 0.59088970 0.00061739
0.88777034 0.59116802 0.00062152
0.88904164 0.59144788 0.00062814
0.89032773 0.59172649 0.00063632
0.89159904 0.59200231 0.00064562
0.89287034 0.59227399 0.00065570
0.89415643 0.59253963 0.00066593
0.89542774 0.59279778 0.00067582
0.89669904 0.59304820 0.00068518
0.89797035 0.59329168 0.00069406
0.89925643 0.59352957 0.00070274
0.90052774 0.59376365 0.00071153
0.90179905 0.59399548 0.00072060
0.90308513 0.59422664 0.00073029
0.90435644 0.59445892 0.00074105
0.90562774 0.59469415 0.00075343
0.90691383 0.59493402 0.00076797
0.90818514 0.59518007 0.00078525
0.90945644 0.59543298 0.00080554
0.91072775 0.59569260 0.00082880
0.91201384 0.59595752 0.00085449
0.91328514 0.59622432 0.00088097
0.91455645 0.59648980 0.00090694
0.91582775 0.59675068 0.00093114
0.91711384 0.59700355 0.00095218
0.91838515 0.59724532 0.00096888
0.91965645 0.59747383 0.00098047
0.92094254 0.59768776 0.00098648
0.92221385 0.59788760 0.00098713
0.92348515 0.59807784 0.00098460
0.92475646 0.59826357 0.00098125
0.92604254 0.59844935 0.00097906
0.92731385 0.59863808 0.00097918
0.92858516 0.59883042 0.00098151
0.92985646 0.59902636 0.00098573
0.93114255 0.59922572 0.00099141
0.93241385 0.59942853 0.00099838
0.93368516 0.59963404 0.00100587
0.93495647 0.59984074 0.00101286
0.93624255 0.60004683 0.00101809
0.93751386 0.60024971 0.00102015
0.93878516 0.60044633 0.00101828
0.94005647 0.60063245 0.00101087
0.94134256 0.60080587 0.00099745
0.94261386 0.60096944 0.00098028
0.94388517 0.60112810 0.00096216
0.94515647 0.60128610 0.00094511
0.94644256 0.60144595 0.00093010
0.94771387 0.60160985 0.00091798
0.94898517 0.60178006 0.00090959
0.95025648 0.60195833 0.00090558
0.95154257 0.60214665 0.00090682
0.95281387 0.60234629 0.00091391
0.95408518 0.60255825 0.00092751
0.95535648 0.60278118 0.00094696
0.95664257 0.60300886 0.00096871
0.95791388 0.60323292 0.00098832
0.95918518 0.60344540 0.00100175
0.96045649 0.60364281 0.00100743
0.96174258 0.60382687 0.00100678
0.96301388 0.60400132 0.00100203
0.96428519 0.60416987 0.00099495
0.96555649 0.60433538 0.00098700
0.96682780 0.60450100 0.00097993
0.96811389 0.60467011 0.00097548
0.96938519 0.60484537 0.00097504
0.97065650 0.60502845 0.00097935
0.97192780 0.60522010 0.00098871
0.97321389 0.60542009 0.00100287
0.97448520 0.60562774 0.00102147
0.97575650 0.60584177 0.00104386
0.97702781 0.60605932 0.00106851
0.97829911 0.60627753 0.00109399
0.97958520 0.60649338 0.00111878
0.98085651 0.60670448 0.00114176
0.98212781 0.60690983 0.00116251
0.98339912 0.60710943 0.00118108
0.98468520 0.60730444 0.00119818
0.98595651 0.60749606 0.00121439
0.98722781 0.60768562 0.00123032
0.98849912 0.60787467 0.00124675
0.98977043 0.60806480 0.00126443
0.99105651 0.60825734 0.00128399
0.99232782 0.60845305 0.00130572
0.99359912 0.60865229 0.00132964
0.99487043 0.60885521 0.00135570
