# s/c    P_stat_mean   P_stat_std
0.98849912 0.43990554 0.00328867
0.98977043 0.43976129 0.00332731
0.99105651 0.43962425 0.00336636
0.99232782 0.43949679 0.00340548
0.99359912 0.43938077 0.00344469
0.99487043 0.43927796 0.00348391
0.99614174 0.43919051 0.00352277
0.99742782 0.43912106 0.00356036
0.99869913 0.43907181 0.00359585
0.99997043 0.43904288 0.00362929
1.00124174 0.43903280 0.00366133
1.00251305 0.43903904 0.00369296
1.00378435 0.43905874 0.00372515
1.00507044 0.43908992 0.00375837
1.00634174 0.43913167 0.00379260
1.00761305 0.43918372 0.00382762
1.00888436 0.43924596 0.00386324
1.01015566 0.43931822 0.00389941
1.01144175 0.43940021 0.00393614
1.01271305 0.43949150 0.00397357
1.01398436 0.43959155 0.00401187
1.01525567 0.43969964 0.00405132
1.01652697 0.43981489 0.00409225
1.01779828 0.43993630 0.00413507
1.01908436 0.44006310 0.00418009
1.02035567 0.44019512 0.00422732
1.02162698 0.44033340 0.00427618
1.02289828 0.44048085 0.00432507
1.02416959 0.44064139 0.00437213
1.02545567 0.44081863 0.00441571
1.02672698 0.44101438 0.00445503
1.02799829 0.44122801 0.00449054
1.02926959 0.44145763 0.00452311
1.03054090 0.44170085 0.00455390
1.03181220 0.44195546 0.00458385
1.03309829 0.44221889 0.00461404
1.03436960 0.44248811 0.00464578
1.03564090 0.44276023 0.00468034
1.03691221 0.44303365 0.00471843
1.03818351 0.44330835 0.00476014
1.03945482 0.44358514 0.00480536
1.04072612 0.44386568 0.00485356
1.04201221 0.44415135 0.00490451
1.04328352 0.44444357 0.00495811
1.04455482 0.44474403 0.00501400
1.04582613 0.44505437 0.00507182
1.04709743 0.44537644 0.00513103
1.04836874 0.44571170 0.00519127
1.04965483 0.44606111 0.00525238
1.05092613 0.44642456 0.00531458
1.05219744 0.44680034 0.00537906
1.05346874 0.44718598 0.00544727
1.05474005 0.44757844 0.00552084
1.05601135 0.44797408 0.00560175
1.05728266 0.44836872 0.00569213
1.05856875 0.44875757 0.00579449
1.05984005 0.44913695 0.00591057
1.06111136 0.44950552 0.00604131
1.06238266 0.44986503 0.00618613
1.06365397 0.45022037 0.00634289
1.06492527 0.45057529 0.00651039
1.06619658 0.45093221 0.00668749
1.06746788 0.45129417 0.00687267
1.06875397 0.45166450 0.00706439
1.07002528 0.45204707 0.00726064
1.07129658 0.45244542 0.00745924
1.07256789 0.45286272 0.00765812
1.07383919 0.45330152 0.00785564
1.07511050 0.45376399 0.00805091
1.07638181 0.45425132 0.00824397
1.07766789 0.45476079 0.00843628
1.07893920 0.45528549 0.00863121
1.08021050 0.45581550 0.00883273
1.08148181 0.45634269 0.00904360
1.08275312 0.45686617 0.00926416
1.08402442 0.45739021 0.00949278
1.08529573 0.45791928 0.00972767
1.08656703 0.45845696 0.00996743
1.08783834 0.45900655 0.01021050
1.08912443 0.45957109 0.01045547
1.09039573 0.46015354 0.01070104
1.09166704 0.46075674 0.01094579
1.09293834 0.46138305 0.01118852
1.09420965 0.46203450 0.01142806
1.09548095 0.46271292 0.01166342
1.09675226 0.46342002 0.01189360
1.09802356 0.46415710 0.01211796
1.09930965 0.46492517 0.01233596
1.10058096 0.46572450 0.01254695
1.10185226 0.46655437 0.01275116
1.10312357 0.46741394 0.01294863
1.10439487 0.46830196 0.01313945
1.10566618 0.46921684 0.01332409
1.10693748 0.47015680 0.01350304
1.10820879 0.47111964 0.01367705
1.10948010 0.47210269 0.01384702
1.11075140 0.47310267 0.01401405
1.11203749 0.47411580 0.01417940
1.11330879 0.47513792 0.01434446
1.11458010 0.47616465 0.01451069
1.11585141 0.47719168 0.01467948
1.11712271 0.47821479 0.01485224
1.11839402 0.47923113 0.01502990
1.11966532 0.48023954 0.01521349
1.12093663 0.48124265 0.01540425
1.12220793 0.48224911 0.01560329
1.12347924 0.48326902 0.01581317
1.12475054 0.48430988 0.01603665
1.12603663 0.48537305 0.01627503
1.12730794 0.48645421 0.01652873
1.12857924 0.48754695 0.01679802
1.12985055 0.48864466 0.01708292
1.13112185 0.48974057 0.01738337
1.13239316 0.49082673 0.01769863
1.13366446 0.49189601 0.01802741
1.13493577 0.49294240 0.01836798
1.13620707 0.49396038 0.01871800
1.13747838 0.49494723 0.01907213
1.13874969 0.49590487 0.01942691
1.14002099 0.49684268 0.01978426
1.14130708 0.49777157 0.02015261
1.14257838 0.49869690 0.02053807
1.14384969 0.49962424 0.02094221
1.14512100 0.50055907 0.02136747
1.14639230 0.50149860 0.02181716
1.14766361 0.50243219 0.02228796
1.14893491 0.50335420 0.02277675
1.15020622 0.50427013 0.02327921
1.15147752 0.50519072 0.02378919
1.15274883 0.50612234 0.02430705
1.15402013 0.50707304 0.02482934
1.15529144 0.50800126 0.02532659
1.15656274 0.50890334 0.02582148
1.15783405 0.50979620 0.02631354
1.15912014 0.51067969 0.02680146
1.16039144 0.51155371 0.02728395
1.16166275 0.51241816 0.02775972
1.16293405 0.51327301 0.02822751
1.16420536 0.51411820 0.02868604
1.16547667 0.51495376 0.02913407
1.16674797 0.51577968 0.02957037
1.16801928 0.51659604 0.02999373
1.16929058 0.51740289 0.03040296
1.17056189 0.51820035 0.03079689
1.17183319 0.51898853 0.03117436
1.17310450 0.51976759 0.03153426
1.17437580 0.52053771 0.03187548
1.17564711 0.52129908 0.03219695
1.17691841 0.52205193 0.03249762
1.17818972 0.52279651 0.03277649
1.17946103 0.52353308 0.03303255
1.18074711 0.52426194 0.03326486
1.18201842 0.52498340 0.03347249
1.18328972 0.52569780 0.03365456
1.18456103 0.52640549 0.03381022
1.18583234 0.52710684 0.03393864
1.18710364 0.52780224 0.03403907
1.18837495 0.52849211 0.03411075
1.18964625 0.52917688 0.03415300
1.19091756 0.52985698 0.03416516
1.19218886 0.53053287 0.03414664
1.19346017 0.53120503 0.03409688
1.19473147 0.53187394 0.03401536
1.19600278 0.53254010 0.03390163
1.19727408 0.53320401 0.03375529
1.19854539 0.53386620 0.03357597
1.19981670 0.53452718 0.03336338
1.20108800 0.53518749 0.03311729
1.20235931 0.53584768 0.03283751
1.20363061 0.53650828 0.03252393
1.20490192 0.53716983 0.03217649
1.20617322 0.53783290 0.03179520
1.20744453 0.53849802 0.03138014
1.20873062 0.53916575 0.03093147
1.21000192 0.53983663 0.03044939
1.21127323 0.54051120 0.02993422
1.21254453 0.54118999 0.02938631
1.21381584 0.54187354 0.02880612
1.21508714 0.54256236 0.02819417
1.21635845 0.54325695 0.02755110
1.21762975 0.54395782 0.02687759
1.21890106 0.54466544 0.02617444
1.22017237 0.54538028 0.02544252
1.22144367 0.54610278 0.02468281
1.22271498 0.54683337 0.02389639
1.22398628 0.54757244 0.02308442
1.22525759 0.54832039 0.02224817
1.22652889 0.54907755 0.02138903
1.22780020 0.54984426 0.02050848
1.22907150 0.55062081 0.01960812
1.23034281 0.55140746 0.01868967
1.23161411 0.55220443 0.01775497
1.23288542 0.55301191 0.01680597
1.23415673 0.55383006 0.01584479
1.23542803 0.55465898 0.01487365
1.23669934 0.55549872 0.01389494
1.23797064 0.55634932 0.01291120
1.23924195 0.55721072 0.01192515
1.24051325 0.55808286 0.01093971
1.24178456 0.55896559 0.00995801
1.24305586 0.55985871 0.00898349
1.24432717 0.56076197 0.00801990
1.24559847 0.56167505 0.00707150
1.24686978 0.56259756 0.00614323
1.24814109 0.56352906 0.00524114
1.24941239 0.56446903 0.00437321
1.25068370 0.56541687 0.00355111
1.25195500 0.56637191 0.00279425
1.25322631 0.56733340 0.00213948
1.25449761 0.56830051 0.00166078
1.25576892 0.56927231 0.00147324
1.25704022 0.57024782 0.00161789
1.25831153 0.57122592 0.00197206
1.25958283 0.57220543 0.00240081
1.26085414 0.57318506 0.00283112
1.26212545 0.57416343 0.00322722
1.26339675 0.57513902 0.00356933
1.26466806 0.57611025 0.00384439
1.26593936 0.57707541 0.00404245
1.26721067 0.57803266 0.00415498
1.26848197 0.57898007 0.00417413
1.26975328 0.57991557 0.00409238
1.27102458 0.58083696 0.00390234
1.27229589 0.58174195 0.00359661
1.27356719 0.58262806 0.00316775
1.27483850 0.58349273 0.00260832
1.27610981 0.58433323 0.00191122
1.27738111 0.58514669 0.00107177
1.27865242 0.58593010 0.00019014
1.27992372 0.58668030 0.00112511
1.28119503 0.58739398 0.00245426
-0.96316762 0.58518964 0.00160030
-0.96189631 0.58304929 0.00177197
-0.96062353 0.58214515 0.00180344
-0.95934927 0.58142356 0.00190849
-0.95807353 0.58065497 0.00207433
-0.95679779 0.57944716 0.00229745
-0.95551909 0.57712510 0.00292842
-0.95423744 0.57243442 0.00534546
-0.95295431 0.55986821 0.01123204
-0.95167118 0.54352736 0.01578054
-0.95038804 0.54349060 0.01517269
-0.94910048 0.56121805 0.01292756
-0.94781143 0.57878822 0.01127785
-0.94651943 0.59013722 0.01010500
-0.94522743 0.59806746 0.00930740
-0.94393247 0.60417398 0.00863098
-0.94263604 0.60968170 0.00809302
-0.94133960 0.61490915 0.00761580
-0.94004021 0.61997828 0.00718906
-0.93873934 0.62478843 0.00681705
-0.93743699 0.62929156 0.00649268
-0.93613316 0.63350188 0.00620305
-0.93482786 0.63746658 0.00594563
-0.93351959 0.64121554 0.00571208
-0.93221133 0.64477861 0.00549627
-0.93090011 0.64817460 0.00530109
-0.92958890 0.65142857 0.00511857
-0.92827472 0.65455723 0.00494912
-0.92695907 0.65757310 0.00479499
-0.92564341 0.66048663 0.00464862
-0.92432480 0.66331454 0.00450980
-0.92300472 0.66605681 0.00438140
-0.92168315 0.66872598 0.00425830
-0.92036010 0.67132623 0.00414030
-0.91903410 0.67385756 0.00402741
-0.91770810 0.67632623 0.00391963
-0.91638062 0.67871972 0.00381695
-0.91505167 0.68104219 0.00371919
-0.91371975 0.68330827 0.00362654
-0.91238784 0.68552423 0.00353901
-0.91105297 0.68771930 0.00345413
-0.90971810 0.68988304 0.00337437
-0.90838027 0.69202172 0.00329461
-0.90704096 0.69413743 0.00322014
-0.90570166 0.69622598 0.00314830
-0.90435940 0.69829156 0.00307894
-0.90301565 0.70033835 0.00300958
-0.90167044 0.70236007 0.00294534
-0.90032374 0.70436508 0.00288125
-0.89897556 0.70635129 0.00281950
-0.89762591 0.70832289 0.00276315
-0.89627478 0.71027569 0.00270404
-0.89492217 0.71221178 0.00265018
-0.89356808 0.71413534 0.00259631
-0.89221251 0.71604428 0.00254508
-0.89085547 0.71793860 0.00249371
-0.88949695 0.71982247 0.00244247
-0.88813547 0.72169173 0.00239622
-0.88677399 0.72355263 0.00234748
-0.88541103 0.72539891 0.00230136
-0.88404659 0.72723893 0.00226035
-0.88267920 0.72906642 0.00221422
-0.88131181 0.73088346 0.00217060
-0.87994294 0.73269424 0.00213210
-0.87857259 0.73449457 0.00208859
-0.87719928 0.73628446 0.00205270
-0.87582598 0.73806809 0.00201169
-0.87445120 0.73984545 0.00197580
-0.87307345 0.74161236 0.00193731
-0.87169571 0.74337510 0.00190403
-0.87031650 0.74512740 0.00186814
-0.86893580 0.74687343 0.00183226
-0.86755215 0.74861320 0.00180149
-0.86616849 0.75035088 0.00176821
-0.86478336 0.75207602 0.00173493
-0.86339675 0.75379908 0.00170157
-0.86200866 0.75551796 0.00167341
-0.86061762 0.75722640 0.00164265
-0.85922657 0.75893275 0.00161449
-0.85783405 0.76063492 0.00158373
-0.85644005 0.76233083 0.00155810
-0.85504457 0.76402256 0.00152741
-0.85364761 0.76571011 0.00150172
-0.85224918 0.76739140 0.00147357
-0.85084926 0.76907059 0.00144799
-0.84944787 0.77074561 0.00142495
-0.84804648 0.77241646 0.00139933
-0.84664213 0.77408521 0.00137629
-0.84523630 0.77574979 0.00135068
-0.84382899 0.77741228 0.00132764
-0.84242169 0.77907059 0.00130715
-0.84101143 0.78072682 0.00128412
-0.83960116 0.78238513 0.00126364
-0.83818795 0.78403926 0.00124318
-0.83677473 0.78569549 0.00122526
-0.83536003 0.78734754 0.00120479
-0.83394238 0.78899958 0.00118433
-0.83252472 0.79065372 0.00116898
-0.83110559 0.79230576 0.00115108
-0.82968498 0.79395781 0.00113573
-0.82826289 0.79560986 0.00111782
-0.82684081 0.79725773 0.00110248
-0.82541576 0.79890351 0.00108969
-0.82398924 0.80054511 0.00107434
-0.82256272 0.80218045 0.00105899
-0.82113324 0.80380744 0.00104620
-0.81970376 0.80543024 0.00103085
-0.81827280 0.80704261 0.00102063
-0.81684036 0.80864244 0.00100530
-0.81540645 0.81022765 0.00098995
-0.81397106 0.81180033 0.00097721
-0.81253418 0.81335213 0.00096444
-0.81109584 0.81488722 0.00094909
-0.80965749 0.81640351 0.00093638
-0.80821618 0.81789683 0.00091845
-0.80677488 0.81936926 0.00090575
-0.80533209 0.82081871 0.00088782
-0.80388783 0.82224728 0.00087247
-0.80244209 0.82365706 0.00085713
-0.80099487 0.82504804 0.00084178
-0.79954765 0.82641813 0.00082638
-0.79809748 0.82777151 0.00081103
-0.79664730 0.82911445 0.00079822
-0.79519565 0.83044277 0.00078024
-0.79374252 0.83176065 0.00076744
-0.79228791 0.83307435 0.00075206
-0.79083182 0.83437761 0.00073925
-0.78937573 0.83568296 0.00072646
-0.78791669 0.83697995 0.00071368
-0.78645764 0.83827903 0.00070090
-0.78499712 0.83957602 0.00068817
-0.78353512 0.84087719 0.00067799
-0.78207164 0.84218254 0.00067034
-0.78060816 0.84349415 0.00066271
-0.77914320 0.84481412 0.00065256
-0.77767528 0.84613826 0.00064493
-0.77620885 0.84746867 0.00063731
-0.77473946 0.84880952 0.00063220
-0.77326859 0.85014829 0.00062448
-0.77179771 0.85149332 0.00062188
-0.77032537 0.85283417 0.00061676
-0.76885154 0.85417502 0.00060897
-0.76737623 0.85550961 0.00060386
-0.76590093 0.85683584 0.00060126
-0.76442266 0.85815372 0.00059609
-0.76294440 0.85945906 0.00059093
-0.76146466 0.86074979 0.00058322
-0.75998492 0.86202381 0.00057810
-0.75850222 0.86328112 0.00057042
-0.75701953 0.86451754 0.00056532
-0.75553535 0.86573308 0.00055770
-0.75405118 0.86692147 0.00055006
-0.75256405 0.86808688 0.00054494
-0.75107691 0.86922932 0.00053478
-0.74958830 0.87034461 0.00052455
-0.74809822 0.87143901 0.00051692
-0.74660813 0.87250835 0.00050929
-0.74511656 0.87355890 0.00049898
-0.74362352 0.87458855 0.00049127
-0.74212899 0.87560150 0.00048098
-0.74063447 0.87659983 0.00047328
-0.73913847 0.87758981 0.00046305
-0.73764099 0.87856725 0.00045532
-0.73614351 0.87954052 0.00044764
-0.73464307 0.88050752 0.00043997
-0.73314412 0.88147452 0.00043489
-0.73164220 0.88244152 0.00042724
-0.73014029 0.88341479 0.00042471
-0.72863542 0.88439223 0.00041960
-0.72713202 0.88537803 0.00041707
-0.72562567 0.88637845 0.00041448
-0.72411933 0.88739140 0.00041190
-0.72261150 0.88840226 0.00040674
-0.72110367 0.88940058 0.00040160
-0.71959436 0.89037594 0.00039392
-0.71808358 0.89132832 0.00038881
-0.71657132 0.89226399 0.00038370
-0.71505906 0.89318505 0.00037859
-0.71354532 0.89409148 0.00037346
-0.71203158 0.89498538 0.00037091
-0.71051488 0.89587093 0.00036323
-0.70899966 0.89674394 0.00035812
-0.70748148 0.89761278 0.00035300
-0.70596331 0.89847118 0.00034788
-0.70444366 0.89931913 0.00034533
-0.70292400 0.90016291 0.00033765
-0.70140287 0.90100042 0.00033255
-0.69988026 0.90183166 0.00032998
-0.69835765 0.90265246 0.00032486
-0.69683356 0.90347118 0.00031977
-0.69530800 0.90428363 0.00031720
-0.69378243 0.90508772 0.00030954
-0.69225538 0.90588764 0.00030697
-0.69072834 0.90668338 0.00030185
-0.68919982 0.90747076 0.00030190
-0.68766982 0.90825397 0.00029678
-0.68613981 0.90903509 0.00029420
-0.68460833 0.90980576 0.00028908
-0.68307685 0.91057644 0.00028397
-0.68154390 0.91133668 0.00028144
-0.68001094 0.91209691 0.00027891
-0.67847650 0.91284670 0.00027632
-0.67694059 0.91359440 0.00027380
-0.67540467 0.91433793 0.00027121
-0.67386728 0.91507310 0.00026869
-0.67232841 0.91580618 0.00026357
-0.67078954 0.91653091 0.00026098
-0.66925067 0.91724937 0.00025839
-0.66771032 0.91796575 0.00025586
-0.66616849 0.91867586 0.00025334
-0.66462666 0.91937761 0.00025070
-0.66308484 0.92007519 0.00024816
-0.66154005 0.92076650 0.00024563
-0.65999675 0.92145155 0.00024558
-0.65845049 0.92212824 0.00024047
-0.65690570 0.92280075 0.00023793
-0.65535796 0.92346282 0.00023535
-0.65381022 0.92411863 0.00023278
-0.65226248 0.92476817 0.00023022
-0.65071326 0.92540727 0.00022510
-0.64916404 0.92603592 0.00022255
-0.64761335 0.92665414 0.00021998
-0.64606265 0.92725982 0.00021489
-0.64451047 0.92785297 0.00021231
-0.64295830 0.92843776 0.00020977
-0.64140464 0.92902256 0.00020724
-0.63985099 0.92960109 0.00020472
-0.63829586 0.93018379 0.00020472
-0.63674073 0.93076859 0.00020221
-0.63518412 0.93134921 0.00019961
-0.63362751 0.93192774 0.00019710
-0.63207090 0.93250835 0.00019449
-0.63051133 0.93308271 0.00019461
-0.62895324 0.93365288 0.00019190
-0.62739368 0.93422097 0.00019199
-0.62583411 0.93478279 0.00018938
-0.62427306 0.93534043 0.00018938
-0.62271202 0.93589390 0.00018688
-0.62114950 0.93644110 0.00018678
-0.61958697 0.93698413 0.00018420
-0.61802445 0.93751880 0.00018167
-0.61646045 0.93805138 0.00018167
-0.61489497 0.93857978 0.00017915
-0.61333097 0.93909983 0.00017650
-0.61176401 0.93961362 0.00017650
-0.61019853 0.94012322 0.00017397
-0.60863157 0.94062448 0.00017397
-0.60706461 0.94112364 0.00017139
-0.60549618 0.94161445 0.00016885
-0.60392774 0.94209900 0.00016882
-0.60235783 0.94257728 0.00016627
-0.60078939 0.94305347 0.00016627
-0.59921800 0.94352130 0.00016371
-0.59764808 0.94398496 0.00016371
-0.59607669 0.94443818 0.00016116
-0.59450530 0.94488931 0.00016116
-0.59293243 0.94533626 0.00015604
-0.59135956 0.94577485 0.00015604
-0.58978669 0.94620927 0.00015348
-0.58821234 0.94664160 0.00015348
-0.58663799 0.94706349 0.00015093
-0.58506364 0.94748329 0.00015093
-0.58348781 0.94789683 0.00014581
-0.58191198 0.94831036 0.00014581
-0.58033616 0.94871554 0.00014325
-0.57875885 0.94911654 0.00014325
-0.57718302 0.94951337 0.00014069
-0.57560424 0.94990602 0.00013813
-0.57402693 0.95029657 0.00013558
-0.57244815 0.95068296 0.00013564
-0.57086937 0.95106307 0.00013305
-0.56929058 0.95144528 0.00013305
-0.56771032 0.95182122 0.00013305
-0.56613006 0.95219298 0.00013053
-0.56454980 0.95256683 0.00012793
-0.56296805 0.95293651 0.00012793
-0.56138779 0.95330409 0.00012803
-0.55980605 0.95367168 0.00012542
-0.55822283 0.95403509 0.00012542
-0.55664109 0.95439850 0.00012542
-0.55505787 0.95476399 0.00012803
-0.55347466 0.95512949 0.00012556
-0.55189144 0.95549499 0.00012542
-0.55030822 0.95586257 0.00012793
-0.54872352 0.95623016 0.00012535
-0.54713882 0.95659983 0.00012535
-0.54555413 0.95696533 0.00012535
-0.54396943 0.95732038 0.00012282
-0.54238325 0.95766500 0.00012282
-0.54079708 0.95799916 0.00012023
-0.53921090 0.95832498 0.00012023
-0.53762473 0.95864453 0.00012023
-0.53603855 0.95896199 0.00011770
-0.53445090 0.95926901 0.00011770
-0.53286472 0.95957185 0.00011512
-0.53127707 0.95987260 0.00011512
-0.52968942 0.96017126 0.00011259
-0.52810029 0.96046157 0.00011512
-0.52651263 0.96075397 0.00011259
-0.52492498 0.96103801 0.00011000
-0.52333585 0.96132414 0.00011259
-0.52174671 0.96160610 0.00010747
-0.52015758 0.96188388 0.00011000
-0.51856845 0.96216165 0.00010743
-0.51697932 0.96243317 0.00010747
-0.51538871 0.96270468 0.00010489
-0.51379958 0.96297410 0.00010489
-0.51220897 0.96324353 0.00010489
-0.51061836 0.96350877 0.00010232
-0.50902775 0.96377193 0.00010232
-0.50743714 0.96403509 0.00010232
-0.50584653 0.96429407 0.00010236
-0.50425592 0.96455096 0.00010236
-0.50266383 0.96480785 0.00010236
-0.50107322 0.96506057 0.00009977
-0.49948261 0.96531119 0.00009977
-0.49789052 0.96556182 0.00009977
-0.49629843 0.96581036 0.00009725
-0.49470782 0.96605681 0.00009977
-0.49311573 0.96629908 0.00009725
-0.49152364 0.96653926 0.00009977
-0.48993156 0.96677945 0.00009986
-0.48833947 0.96701337 0.00009725
-0.48674738 0.96724728 0.00009738
-0.48515529 0.96747911 0.00009738
-0.48356320 0.96770677 0.00009475
-0.48196964 0.96793233 0.00009475
-0.48037755 0.96815372 0.00009493
-0.47878546 0.96837302 0.00009493
-0.47719337 0.96858814 0.00009228
-0.47559980 0.96880117 0.00009228
-0.47400772 0.96900585 0.00008983
-0.47241563 0.96920844 0.00008717
-0.47082206 0.96940685 0.00008983
-0.46922997 0.96959691 0.00008717
-0.46763788 0.96978279 0.00008473
-0.46604432 0.96996449 0.00008473
-0.46445223 0.97014620 0.00008473
-0.46286014 0.97032581 0.00008453
-0.46126658 0.97050961 0.00008191
-0.45967449 0.97069340 0.00008207
-0.45808240 0.97087719 0.00008453
-0.45649031 0.97106099 0.00008191
-0.45489822 0.97124269 0.00008191
-0.45330613 0.97142439 0.00008191
-0.45171257 0.97160401 0.00007942
-0.45012048 0.97178571 0.00007942
-0.44852839 0.97196324 0.00007680
-0.44693778 0.97214286 0.00007942
-0.44534569 0.97231830 0.00007942
-0.44375360 0.97249165 0.00007697
-0.44216151 0.97266500 0.00007680
-0.44057090 0.97283626 0.00007697
-0.43897882 0.97300752 0.00007431
-0.43738821 0.97317669 0.00007431
-0.43579612 0.97334378 0.00007697
-0.43420551 0.97350877 0.00007431
-0.43261490 0.97367168 0.00007431
-0.43102429 0.97383459 0.00007431
-0.42943368 0.97399749 0.00007431
-0.42784307 0.97415622 0.00007455
-0.42625394 0.97431287 0.00007455
-0.42466333 0.97446951 0.00007455
-0.42307419 0.97462197 0.00007187
-0.42148358 0.97477444 0.00007217
-0.41989445 0.97492690 0.00006946
-0.41830532 0.97507519 0.00007217
-0.41671619 0.97522139 0.00006946
-0.41512853 0.97536759 0.00007187
-0.41353940 0.97551378 0.00006921
-0.41195175 0.97565372 0.00006946
-0.41036262 0.97579783 0.00006946
-0.40877496 0.97593567 0.00006946
-0.40718731 0.97607352 0.00006946
-0.40560114 0.97620927 0.00006709
-0.40401348 0.97634503 0.00006677
-0.40242731 0.97647870 0.00006709
-0.40084113 0.97661028 0.00006709
-0.39925496 0.97673768 0.00006437
-0.39766878 0.97686926 0.00006437
-0.39608261 0.97699457 0.00006437
-0.39449791 0.97711988 0.00006437
-0.39291321 0.97724520 0.00006437
-0.39132851 0.97736842 0.00006203
-0.38974382 0.97748747 0.00006203
-0.38816060 0.97760860 0.00005929
-0.38657738 0.97772765 0.00005929
-0.38499416 0.97784670 0.00005929
-0.38341094 0.97795948 0.00005929
-0.38182920 0.97807644 0.00005697
-0.38024598 0.97818922 0.00005697
-0.37866424 0.97830201 0.00005697
-0.37708398 0.97841270 0.00005658
-0.37550224 0.97852130 0.00005697
-0.37392198 0.97862991 0.00005422
-0.37234172 0.97873642 0.00005422
-0.37076145 0.97884294 0.00005422
-0.36918267 0.97894946 0.00005422
-0.36760388 0.97905597 0.00005422
-0.36602510 0.97915831 0.00005150
-0.36444780 0.97926274 0.00005422
-0.36286901 0.97936508 0.00005150
-0.36129171 0.97946742 0.00005192
-0.35971588 0.97957185 0.00005150
-0.35814005 0.97967210 0.00005150
-0.35656422 0.97977235 0.00005150
-0.35498840 0.97987260 0.00005150
-0.35341405 0.97997076 0.00004916
-0.35183970 0.98007101 0.00004916
-0.35026535 0.98016917 0.00004689
-0.34869248 0.98026734 0.00004642
-0.34711961 0.98036132 0.00004642
-0.34554674 0.98045739 0.00004689
-0.34397534 0.98055138 0.00004689
-0.34240395 0.98064745 0.00004411
-0.34083256 0.98073935 0.00004371
-0.33926264 0.98082916 0.00004411
-0.33769273 0.98092314 0.00004411
-0.33612429 0.98101295 0.00004135
-0.33455586 0.98110067 0.00004135
-0.33298742 0.98119256 0.00004411
-0.33142046 0.98127820 0.00004188
-0.32985350 0.98136383 0.00004135
-0.32828655 0.98145155 0.00004135
-0.32672107 0.98153718 0.00003907
-0.32515559 0.98162281 0.00003862
-0.32359159 0.98170635 0.00003907
-0.32202758 0.98178989 0.00003630
-0.32046358 0.98187135 0.00003630
-0.31890106 0.98195280 0.00003630
-0.31734002 0.98203008 0.00003355
-0.31577749 0.98211153 0.00003355
-0.31421793 0.98218672 0.00003355
-0.31265688 0.98226399 0.00003084
-0.31109731 0.98233918 0.00003084
-0.30953923 0.98241437 0.00003084
-0.30798114 0.98248956 0.00003084
-0.30642305 0.98256057 0.00002818
-0.30486644 0.98263158 0.00003070
-0.30330983 0.98270468 0.00002818
-0.30175470 0.98277360 0.00002818
-0.30019957 0.98284670 0.00002818
-0.29864591 0.98292189 0.00002818
-0.29709226 0.98299916 0.00002818
-0.29554008 0.98307853 0.00002818
-0.29398791 0.98315789 0.00002558
-0.29243721 0.98323726 0.00002575
-0.29088651 0.98331871 0.00002575
-0.28933730 0.98340017 0.00002575
-0.28778808 0.98348162 0.00002575
-0.28623886 0.98356307 0.00002575
-0.28469112 0.98364662 0.00002558
-0.28314485 0.98373016 0.00002307
-0.28159859 0.98381370 0.00002575
-0.28005381 0.98389724 0.00002558
-0.27850902 0.98398079 0.00002307
-0.27696572 0.98406433 0.00002575
-0.27542241 0.98414996 0.00002307
-0.27388059 0.98423350 0.00002575
-0.27234024 0.98431913 0.00002307
-0.27079989 0.98440058 0.00002307
-0.26925954 0.98448622 0.00002344
-0.26772067 0.98456976 0.00002307
-0.26618327 0.98465539 0.00002344
-0.26464588 0.98473893 0.00002307
-0.26310997 0.98482456 0.00002344
-0.26157405 0.98490810 0.00002307
-0.26003962 0.98499373 0.00002344
-0.25850518 0.98507728 0.00002307
-0.25697222 0.98516500 0.00002307
-0.25544074 0.98524854 0.00002068
-0.25390926 0.98533417 0.00002307
-0.25237926 0.98541980 0.00002344
-0.25084926 0.98550543 0.00002068
-0.24932074 0.98559106 0.00002307
-0.24779369 0.98567878 0.00002307
-0.24626665 0.98576650 0.00002307
-0.24474108 0.98585422 0.00002307
-0.24321552 0.98594612 0.00002558
-0.24169143 0.98603592 0.00002307
-0.24016882 0.98612782 0.00002558
-0.23864621 0.98621972 0.00002307
-0.23712508 0.98631370 0.00002307
-0.23560542 0.98640142 0.00002307
-0.23408577 0.98648496 0.00002046
-0.23256759 0.98656015 0.00002046
-0.23104942 0.98663116 0.00001797
-0.22953272 0.98670008 0.00001797
-0.22801750 0.98676274 0.00001797
-0.22650376 0.98682540 0.00001797
-0.22499002 0.98688805 0.00001797
-0.22347628 0.98695071 0.00001797
-0.22196550 0.98701128 0.00001535
-0.22045471 0.98707185 0.00001563
-0.21894541 0.98713241 0.00001797
-0.21743610 0.98719089 0.00001563
-0.21592827 0.98725355 0.00001563
-0.21442193 0.98731621 0.00001563
-0.21291705 0.98737886 0.00001563
-0.21141218 0.98743943 0.00001645
-0.20990879 0.98750209 0.00001645
-0.20840540 0.98756475 0.00001645
-0.20690496 0.98762949 0.00001563
-0.20540453 0.98769424 0.00001354
-0.20390557 0.98775689 0.00001354
-0.20240661 0.98782164 0.00001645
-0.20090913 0.98788847 0.00001354
-0.19941313 0.98795530 0.00001477
-0.19791861 0.98802005 0.00001354
-0.19642408 0.98808897 0.00001354
-0.19493104 0.98815789 0.00001354
-0.19343947 0.98822682 0.00001354
-0.19194791 0.98829574 0.00001354
-0.19045930 0.98836466 0.00001354
-0.18897069 0.98843358 0.00001354
-0.18748355 0.98850459 0.00001181
