# s/c   cf_mean    cf_std
0.00000000 0.00229844 0.00024413
0.00130087 0.00356445 0.00028567
0.00260174 0.00474397 0.00033762
0.00390261 0.00584187 0.00039670
0.00520348 0.00686284 0.00046084
0.00650435 0.00781141 0.00052880
0.00780522 0.00869194 0.00059975
0.00910609 0.00950863 0.00067316
0.01040697 0.01026556 0.00074865
0.01170784 0.01096660 0.00082592
0.01300871 0.01161553 0.00090474
0.01430958 0.01221595 0.00098494
0.01561045 0.01277132 0.00106634
0.01691132 0.01328498 0.00114882
0.01821219 0.01376013 0.00123225
0.01951306 0.01419983 0.00131653
0.02081393 0.01460701 0.00140155
0.02211480 0.01498448 0.00148725
0.02341567 0.01533493 0.00157352
0.02470176 0.01566092 0.00166033
0.02600263 0.01596492 0.00174759
0.02730350 0.01624925 0.00183527
0.02860437 0.01651614 0.00192331
0.02990524 0.01676771 0.00201169
0.03120611 0.01700598 0.00210038
0.03250698 0.01723285 0.00218934
0.03380786 0.01745014 0.00227857
0.03510873 0.01765957 0.00236806
0.03640960 0.01786275 0.00245780
0.03771047 0.01806121 0.00254779
0.03901134 0.01825640 0.00263804
0.04029743 0.01844968 0.00272856
0.04159830 0.01864231 0.00281938
0.04289917 0.01883549 0.00291050
0.04420004 0.01903033 0.00300197
0.04550091 0.01922787 0.00309380
0.04680178 0.01942906 0.00318603
0.04810265 0.01963482 0.00327871
0.04940352 0.01984595 0.00337187
0.05068961 0.02006322 0.00346556
0.05199048 0.02028732 0.00355982
0.05329135 0.02051888 0.00365470
0.05459222 0.02075848 0.00375026
0.05589309 0.02100664 0.00384655
0.05719396 0.02126380 0.00394363
0.05849483 0.02153039 0.00404156
0.05978092 0.02180675 0.00414038
0.06108179 0.02209320 0.00424017
0.06238266 0.02239000 0.00434099
0.06368353 0.02269736 0.00444289
0.06498440 0.02301546 0.00454594
0.06628528 0.02334443 0.00465020
0.06757136 0.02368437 0.00475574
0.06887223 0.02403534 0.00486260
0.07017310 0.02439735 0.00497087
0.07147398 0.02477040 0.00508059
0.07277485 0.02515445 0.00519183
0.07407572 0.02554943 0.00530464
0.07536180 0.02595523 0.00541909
0.07666268 0.02637173 0.00553522
0.07796355 0.02679878 0.00565310
0.07926442 0.02723621 0.00577278
0.08056529 0.02768382 0.00589430
0.08185138 0.02814140 0.00601771
0.08315225 0.02860871 0.00614307
0.08445312 0.02908550 0.00627041
0.08575399 0.02957152 0.00639978
0.08704008 0.03006647 0.00653121
0.08834095 0.03057008 0.00666475
0.08964182 0.03108202 0.00680042
0.09094269 0.03160200 0.00693826
0.09224356 0.03212969 0.00707829
0.09352965 0.03266476 0.00722054
0.09483052 0.03320687 0.00736503
0.09613139 0.03375569 0.00751177
0.09743226 0.03431086 0.00766079
0.09871835 0.03487205 0.00781209
0.10001922 0.03543890 0.00796568
0.10132009 0.03601107 0.00812158
0.10260618 0.03658820 0.00827977
0.10390705 0.03716995 0.00844025
0.10520792 0.03775598 0.00860303
0.10650879 0.03834593 0.00876809
0.10779488 0.03893948 0.00893543
0.10909575 0.03953629 0.00910502
0.11039662 0.04013603 0.00927684
0.11169749 0.04073838 0.00945088
0.11298358 0.04134304 0.00962711
0.11428445 0.04194969 0.00980550
0.11558532 0.04255804 0.00998601
0.11687141 0.04316781 0.01016862
0.11817228 0.04377871 0.01035328
0.11947315 0.04439049 0.01053996
0.12075924 0.04500288 0.01072860
0.12206011 0.04561564 0.01091916
0.12336098 0.04622856 0.01111158
0.12466185 0.04684139 0.01130583
0.12594794 0.04745395 0.01150183
0.12724881 0.04806604 0.01169953
0.12854968 0.04867748 0.01189886
0.12983577 0.04928646 0.01209937
0.13113664 0.04994432 0.01231650
0.13243751 0.05057142 0.01254021
0.13372359 0.05120566 0.01276480
0.13502447 0.05184526 0.01298738
0.13632534 0.05246998 0.01321015
0.13761142 0.05307859 0.01343313
0.13891229 0.05370116 0.01365101
0.14019838 0.05440348 0.01386130
0.14149925 0.05526041 0.01406978
0.14280012 0.05618718 0.01427466
0.14408621 0.05698422 0.01447625
0.14538708 0.05754787 0.01468722
0.14668795 0.05794324 0.01491930
0.14797404 0.05828085 0.01516182
0.14927491 0.05865577 0.01540038
0.15056100 0.05914787 0.01563315
0.15186187 0.05971672 0.01585803
0.15316274 0.06021674 0.01607032
0.15444883 0.06062065 0.01628036
0.15574970 0.06107406 0.01649800
0.15703579 0.06160342 0.01671282
0.15833666 0.06211010 0.01692392
0.15963753 0.06247926 0.01712731
0.16092362 0.06285882 0.01732372
0.16222449 0.06354688 0.01751920
0.16351058 0.06455729 0.01769962
0.16481145 0.06558382 0.01785374
0.16611232 0.06637597 0.01800682
0.16739841 0.06695700 0.01817901
0.16869928 0.06741378 0.01837336
0.16998537 0.06781255 0.01858361
0.17128624 0.06818921 0.01879806
0.17257232 0.06856256 0.01901279
0.17387319 0.06894545 0.01922413
0.17517407 0.06935054 0.01943139
0.17646015 0.06978750 0.01963404
0.17776102 0.07025624 0.01983160
0.17904711 0.07075416 0.02002489
0.18034798 0.07127688 0.02021402
0.18163407 0.07183782 0.02039875
0.18293494 0.07245603 0.02057813
0.18422103 0.07316381 0.02075472
0.18552190 0.07395434 0.02093572
0.18680799 0.07471507 0.02111521
0.18810886 0.07530674 0.02128325
0.18939495 0.07570732 0.02145318
0.19069582 0.07614729 0.02163105
0.19199669 0.07689657 0.02182227
0.19328278 0.07798315 0.02201169
0.19458365 0.07911395 0.02217497
0.19586974 0.08006203 0.02232533
0.19717061 0.08086694 0.02247829
0.19845669 0.08164418 0.02265300
0.19975757 0.08245139 0.02284752
0.20104365 0.08323773 0.02304600
0.20234452 0.08391996 0.02324505
0.20363061 0.08441461 0.02343723
0.20493148 0.08487759 0.02364168
0.20621757 0.08560259 0.02385875
0.20750366 0.08666518 0.02407129
0.20880453 0.08785712 0.02427764
0.21009062 0.08892505 0.02446692
0.21139149 0.08979722 0.02464285
0.21267758 0.09058271 0.02483261
0.21397845 0.09141674 0.02504206
0.21526454 0.09234086 0.02525625
0.21656541 0.09333325 0.02547149
0.21785149 0.09435409 0.02568466
0.21915236 0.09536656 0.02589720
0.22043845 0.09634289 0.02611084
0.22173932 0.09725891 0.02632521
0.22302541 0.09810323 0.02653754
0.22432628 0.09893775 0.02675235
0.22561237 0.09983760 0.02697130
0.22689846 0.10084329 0.02719569
0.22819933 0.10190404 0.02742117
0.22948542 0.10291365 0.02764046
0.23078629 0.10383043 0.02785324
0.23207238 0.10466367 0.02806387
0.23337325 0.10543301 0.02827784
0.23465933 0.10612608 0.02849628
0.23594542 0.10671849 0.02872024
0.23724629 0.10721778 0.02894939
0.23853238 0.10767778 0.02918368
0.23983325 0.10816919 0.02942110
0.24111934 0.10872634 0.02965601
0.24240543 0.10934274 0.02988769
0.24370630 0.10996759 0.03011757
0.24499239 0.11053408 0.03034594
0.24629326 0.11101027 0.03057470
0.24757935 0.11140051 0.03079979
0.24886543 0.11171967 0.03101881
0.25016630 0.11199954 0.03123502
0.25145239 0.11228182 0.03145402
0.25275326 0.11256079 0.03167557
0.25403935 0.11282456 0.03189924
0.25532544 0.11307389 0.03212464
0.25662631 0.11329479 0.03234590
0.25791240 0.11346582 0.03256202
0.25919849 0.11355473 0.03276344
0.26049936 0.11355539 0.03295175
0.26178545 0.11352558 0.03314282
0.26307153 0.11348907 0.03333387
0.26437240 0.11347203 0.03352207
0.26565849 0.11355070 0.03371986
0.26695936 0.11376411 0.03392514
0.26824545 0.11407472 0.03412484
0.26953154 0.11434792 0.03430879
0.27083241 0.11443423 0.03446563
0.27211850 0.11427031 0.03461074
0.27340459 0.11392326 0.03476112
0.27470546 0.11359501 0.03492875
0.27599154 0.11342353 0.03512185
0.27727763 0.11338198 0.03531912
0.27857850 0.11337038 0.03550459
0.27986459 0.11330422 0.03566857
0.28115068 0.11316113 0.03579644
0.28243677 0.11292602 0.03591855
0.28373764 0.11259771 0.03606267
0.28502373 0.11215136 0.03621541
0.28630981 0.11167909 0.03637721
0.28761068 0.11136572 0.03655993
0.28889677 0.11119775 0.03673277
0.29018286 0.11093604 0.03685984
0.29148373 0.11041129 0.03696907
0.29276982 0.10969305 0.03708051
0.29405591 0.10893511 0.03720007
0.29534200 0.10828283 0.03733246
0.29664287 0.10778722 0.03746996
0.29792895 0.10738017 0.03760210
0.29921504 0.10694180 0.03772133
0.30051591 0.10636418 0.03782215
0.30180200 0.10561991 0.03790946
0.30308809 0.10477138 0.03799654
0.30437418 0.10393446 0.03808584
0.30567505 0.10321881 0.03817947
0.30696114 0.10267330 0.03826867
0.30824722 0.10226023 0.03834472
0.30953331 0.10189635 0.03841298
0.31083418 0.10146679 0.03847607
0.31212027 0.10087401 0.03853195
0.31340636 0.10013467 0.03857558
0.31469245 0.09935443 0.03861581
0.31599332 0.09859010 0.03865879
0.31727941 0.09779069 0.03869924
0.31856549 0.09695939 0.03874561
0.31985158 0.09618133 0.03879653
0.32115245 0.09554455 0.03884827
0.32243854 0.09508481 0.03889624
0.32372463 0.09480218 0.03894256
0.32501072 0.09464361 0.03898774
0.32629681 0.09451474 0.03902185
0.32759768 0.09433436 0.03903793
0.32888376 0.09406753 0.03903756
0.33016985 0.09372494 0.03903401
0.33145594 0.09331677 0.03902842
0.33275681 0.09289324 0.03902873
0.33404290 0.09252556 0.03904751
0.33532899 0.09222984 0.03908034
0.33661508 0.09195401 0.03911335
0.33790116 0.09165931 0.03913829
0.33918725 0.09134934 0.03915288
0.34048812 0.09105699 0.03915838
0.34177421 0.09082068 0.03915955
0.34306030 0.09066508 0.03915746
0.34434639 0.09060781 0.03915699
0.34563247 0.09064247 0.03916041
0.34693335 0.09072806 0.03917571
0.34821943 0.09077427 0.03919516
0.34950552 0.09071643 0.03921210
0.35079161 0.09055098 0.03922758
0.35207770 0.09028928 0.03922837
0.35336379 0.08998007 0.03922282
0.35466466 0.08969690 0.03921859
0.35595074 0.08951928 0.03921867
0.35723683 0.08950379 0.03923124
0.35852292 0.08958642 0.03924448
0.35980901 0.08965788 0.03925191
0.36109510 0.08970711 0.03926037
0.36238118 0.08975505 0.03926870
0.36368206 0.08978850 0.03927571
0.36496814 0.08975098 0.03927573
0.36625423 0.08961070 0.03926972
0.36754032 0.08940335 0.03926606
0.36882641 0.08921497 0.03926719
0.37011250 0.08915269 0.03928533
0.37139858 0.08923042 0.03931701
0.37269945 0.08932572 0.03934008
0.37398554 0.08934891 0.03935326
0.37527163 0.08929954 0.03935911
0.37655772 0.08919960 0.03935487
0.37784381 0.08908799 0.03934005
0.37912989 0.08902436 0.03932152
0.38041598 0.08904497 0.03930925
0.38170207 0.08906065 0.03929936
0.38298816 0.08897723 0.03929577
0.38428903 0.08883751 0.03931138
0.38557512 0.08870836 0.03934197
0.38686121 0.08861114 0.03937711
0.38814729 0.08855561 0.03940951
0.38943338 0.08855526 0.03943645
0.39071947 0.08861377 0.03945795
0.39200556 0.08869722 0.03947142
0.39329165 0.08877506 0.03947817
0.39457773 0.08885546 0.03948229
0.39586382 0.08896121 0.03948371
0.39714991 0.08910664 0.03948306
0.39843600 0.08926538 0.03948491
0.39973687 0.08934627 0.03949205
0.40102296 0.08919773 0.03949382
0.40230905 0.08882800 0.03949600
0.40359513 0.08843073 0.03952033
0.40488122 0.08819093 0.03957122
0.40616731 0.08812690 0.03962261
0.40745340 0.08814950 0.03965620
0.40873949 0.08815428 0.03967202
0.41002557 0.08803456 0.03967160
0.41131166 0.08780305 0.03966365
0.41259775 0.08762404 0.03967023
0.41388384 0.08759505 0.03968694
0.41516993 0.08762998 0.03969248
0.41645601 0.08773404 0.03969463
0.41774210 0.08802444 0.03970272
0.41902819 0.08862176 0.03971803
0.42031428 0.08937494 0.03972598
0.42160037 0.08990593 0.03970275
0.42288645 0.09002806 0.03965702
0.42417254 0.08991408 0.03963267
0.42545863 0.08981146 0.03964049
0.42674472 0.08976345 0.03966427
0.42803081 0.08973936 0.03968367
0.42931690 0.08974794 0.03969944
0.43060298 0.08983248 0.03972454
0.43188907 0.08999209 0.03975351
0.43317516 0.09019328 0.03977942
0.43446125 0.09041049 0.03980055
0.43574734 0.09062721 0.03981538
0.43703342 0.09084030 0.03982570
0.43831951 0.09104672 0.03983151
0.43960560 0.09124790 0.03983347
0.44089169 0.09143199 0.03983265
0.44217778 0.09158552 0.03983326
0.44346386 0.09168504 0.03983820
0.44474995 0.09170951 0.03983645
0.44603604 0.09174213 0.03983600
0.44732213 0.09196123 0.03986096
0.44860822 0.09248969 0.03990460
0.44989430 0.09315958 0.03994561
0.45118039 0.09362540 0.03994838
0.45246648 0.09368961 0.03991249
0.45375257 0.09351190 0.03988553
