# s/c   cf_mean    cf_std
0.00000000 0.00223168 0.00024275
0.00130087 0.00346861 0.00028421
0.00260174 0.00462070 0.00033246
0.00390261 0.00569272 0.00038606
0.00520348 0.00668927 0.00044400
0.00650435 0.00761482 0.00050557
0.00780522 0.00847364 0.00057026
0.00910609 0.00926989 0.00063766
0.01040697 0.01000753 0.00070744
0.01170784 0.01069041 0.00077935
0.01300871 0.01132221 0.00085314
0.01430958 0.01190648 0.00092862
0.01561045 0.01244663 0.00100559
0.01691132 0.01294593 0.00108391
0.01821219 0.01340751 0.00116341
0.01951306 0.01383439 0.00124396
0.02081393 0.01422944 0.00132544
0.02211480 0.01459543 0.00140775
0.02341567 0.01493498 0.00149078
0.02470176 0.01525063 0.00157444
0.02600263 0.01554477 0.00165866
0.02730350 0.01581971 0.00174336
0.02860437 0.01607761 0.00182849
0.02990524 0.01632056 0.00191399
0.03120611 0.01655054 0.00199982
0.03250698 0.01676941 0.00208594
0.03380786 0.01697896 0.00217233
0.03510873 0.01718086 0.00225896
0.03640960 0.01737671 0.00234582
0.03771047 0.01756799 0.00243290
0.03901134 0.01775613 0.00252020
0.04029743 0.01794245 0.00260772
0.04159830 0.01812819 0.00269548
0.04289917 0.01831452 0.00278348
0.04420004 0.01850253 0.00287176
0.04550091 0.01869323 0.00296033
0.04680178 0.01888756 0.00304923
0.04810265 0.01908640 0.00313848
0.04940352 0.01929054 0.00322812
0.05068961 0.01950073 0.00331820
0.05199048 0.01971764 0.00340877
0.05329135 0.01994189 0.00349985
0.05459222 0.02017403 0.00359151
0.05589309 0.02041457 0.00368380
0.05719396 0.02066395 0.00377677
0.05849483 0.02092257 0.00387048
0.05978092 0.02119077 0.00396499
0.06108179 0.02146884 0.00406035
0.06238266 0.02175705 0.00415662
0.06368353 0.02205559 0.00425387
0.06498440 0.02236463 0.00435216
0.06628528 0.02268430 0.00445155
0.06757136 0.02301469 0.00455210
0.06887223 0.02335585 0.00465388
0.07017310 0.02370778 0.00475694
0.07147398 0.02407049 0.00486136
0.07277485 0.02444392 0.00496719
0.07407572 0.02482800 0.00507448
0.07536180 0.02522262 0.00518331
0.07666268 0.02562766 0.00529373
0.07796355 0.02604296 0.00540579
0.07926442 0.02646835 0.00551955
0.08056529 0.02690363 0.00563507
0.08185138 0.02734859 0.00575239
0.08315225 0.02780299 0.00587157
0.08445312 0.02826659 0.00599264
0.08575399 0.02873912 0.00611567
0.08704008 0.02922030 0.00624069
0.08834095 0.02970984 0.00636774
0.08964182 0.03020743 0.00649685
0.09094269 0.03071278 0.00662807
0.09224356 0.03122556 0.00676142
0.09352965 0.03174543 0.00689693
0.09483052 0.03227208 0.00703463
0.09613139 0.03280516 0.00717454
0.09743226 0.03334433 0.00731668
0.09871835 0.03388925 0.00746106
0.10001922 0.03443958 0.00760771
0.10132009 0.03499496 0.00775662
0.10260618 0.03555506 0.00790780
0.10390705 0.03611952 0.00806126
0.10520792 0.03668802 0.00821699
0.10650879 0.03726021 0.00837499
0.10779488 0.03783576 0.00853526
0.10909575 0.03841435 0.00869777
0.11039662 0.03899564 0.00886252
0.11169749 0.03957933 0.00902948
0.11298358 0.04016511 0.00919864
0.11428445 0.04075268 0.00936996
0.11558532 0.04134175 0.00954342
0.11687141 0.04193204 0.00971899
0.11817228 0.04252327 0.00989663
0.11947315 0.04311519 0.01007629
0.12075924 0.04370755 0.01025795
0.12206011 0.04430011 0.01044155
0.12336098 0.04489265 0.01062704
0.12466185 0.04548494 0.01081437
0.12594794 0.04607681 0.01100349
0.12724881 0.04666804 0.01119434
0.12854968 0.04725849 0.01138686
0.12983577 0.04784637 0.01158059
0.13113664 0.04848281 0.01178992
0.13243751 0.04908910 0.01200583
0.13372359 0.04970170 0.01222274
