# s/c    P_stat
-0.21291705 0.98737469
-0.21442193 0.98731203
-0.21592827 0.98724937
-0.21743610 0.98718672
-0.21894541 0.98713033
-0.22045471 0.98706767
-0.22196550 0.98701128
-0.22347628 0.98694862
-0.22499002 0.98688596
-0.22650376 0.98682331
-0.22801750 0.98676065
-0.22953272 0.98669799
-0.23104942 0.98662907
-0.23256759 0.98656015
-0.23408577 0.98648496
-0.23560542 0.98640351
-0.23712508 0.98631579
-0.23864621 0.98622180
-0.24016882 0.98612782
-0.24169143 0.98603383
-0.24321552 0.98594612
-0.24474108 0.98585213
-0.24626665 0.98576441
-0.24779369 0.98567669
-0.24932074 0.98558897
-0.25084926 0.98550125
-0.25237926 0.98541353
-0.25390926 0.98533208
-0.25544074 0.98524436
-0.25697222 0.98516291
-0.25850518 0.98507519
-0.26003962 0.98498747
-0.26157405 0.98490602
-0.26310997 0.98481830
-0.26464588 0.98473684
-0.26618327 0.98464912
-0.26772067 0.98456767
-0.26925954 0.98447995
-0.27079989 0.98439850
-0.27234024 0.98431704
-0.27388059 0.98422932
-0.27542241 0.98414787
-0.27696572 0.98406015
-0.27850902 0.98397870
-0.28005381 0.98389724
-0.28159859 0.98380952
-0.28314485 0.98372807
-0.28469112 0.98364662
-0.28623886 0.98355890
-0.28778808 0.98347744
-0.28933730 0.98339599
-0.29088651 0.98331454
-0.29243721 0.98323308
-0.29398791 0.98315789
-0.29554008 0.98307644
-0.29709226 0.98300125
-0.29864591 0.98291980
-0.30019957 0.98284461
-0.30175470 0.98277569
-0.30330983 0.98270677
-0.30486644 0.98263158
-0.30642305 0.98256266
-0.30798114 0.98249373
-0.30953923 0.98241855
-0.31109731 0.98234336
-0.31265688 0.98226817
-0.31421793 0.98219298
-0.31577749 0.98211779
-0.31734002 0.98203634
-0.31890106 0.98196115
-0.32046358 0.98187970
-0.32202758 0.98179825
-0.32359159 0.98171679
-0.32515559 0.98162907
-0.32672107 0.98154762
-0.32828655 0.98145990
-0.32985350 0.98137218
-0.33142046 0.98129073
-0.33298742 0.98120301
-0.33455586 0.98110902
-0.33612429 0.98102130
-0.33769273 0.98093358
-0.33926264 0.98083960
-0.34083256 0.98074561
-0.34240395 0.98065789
-0.34397534 0.98056391
-0.34554674 0.98046992
-0.34711961 0.98036967
-0.34869248 0.98027569
-0.35026535 0.98018170
-0.35183970 0.98008145
-0.35341405 0.97998120
-0.35498840 0.97988095
-0.35656422 0.97978070
-0.35814005 0.97968045
-0.35971588 0.97958020
-0.36129171 0.97947995
-0.36286901 0.97937343
-0.36444780 0.97927318
-0.36602510 0.97916667
-0.36760388 0.97906642
-0.36918267 0.97895990
-0.37076145 0.97885338
-0.37234172 0.97874687
-0.37392198 0.97864035
-0.37550224 0.97853383
-0.37708398 0.97842105
-0.37866424 0.97831454
-0.38024598 0.97820175
-0.38182920 0.97808897
-0.38341094 0.97796992
-0.38499416 0.97785714
-0.38657738 0.97773810
-0.38816060 0.97761905
-0.38974382 0.97750000
-0.39132851 0.97738095
-0.39291321 0.97725564
-0.39449791 0.97713033
-0.39608261 0.97700501
-0.39766878 0.97687970
-0.39925496 0.97674812
-0.40084113 0.97662281
-0.40242731 0.97649123
-0.40401348 0.97635338
-0.40560114 0.97622180
-0.40718731 0.97608396
-0.40877496 0.97594612
-0.41036262 0.97580827
-0.41195175 0.97566416
-0.41353940 0.97552005
-0.41512853 0.97537594
-0.41671619 0.97523183
-0.41830532 0.97508772
-0.41989445 0.97493734
-0.42148358 0.97478697
-0.42307419 0.97463033
-0.42466333 0.97447995
-0.42625394 0.97432331
-0.42784307 0.97416667
-0.42943368 0.97400376
-0.43102429 0.97384085
-0.43261490 0.97367794
-0.43420551 0.97351504
-0.43579612 0.97335213
-0.43738821 0.97318296
-0.43897882 0.97301378
-0.44057090 0.97284461
-0.44216151 0.97266917
-0.44375360 0.97250000
-0.44534569 0.97232456
-0.44693778 0.97214912
-0.44852839 0.97196742
-0.45012048 0.97179198
-0.45171257 0.97161028
-0.45330613 0.97142857
-0.45489822 0.97124687
-0.45649031 0.97106516
-0.45808240 0.97088346
-0.45967449 0.97070175
-0.46126658 0.97051378
-0.46286014 0.97033208
-0.46445223 0.97015664
-0.46604432 0.96997494
-0.46763788 0.96979323
-0.46922997 0.96960526
-0.47082206 0.96941729
-0.47241563 0.96921679
-0.47400772 0.96901629
-0.47559980 0.96880952
-0.47719337 0.96859649
-0.47878546 0.96838346
-0.48037755 0.96816416
-0.48196964 0.96793860
-0.48356320 0.96771303
-0.48515529 0.96748747
-0.48674738 0.96725564
-0.48833947 0.96701754
-0.48993156 0.96678571
-0.49152364 0.96654135
-0.49311573 0.96630326
-0.49470782 0.96605890
-0.49629843 0.96581454
-0.49789052 0.96556391
-0.49948261 0.96531328
-0.50107322 0.96506266
-0.50266383 0.96481203
-0.50425592 0.96455514
-0.50584653 0.96429825
-0.50743714 0.96403509
-0.50902775 0.96377193
-0.51061836 0.96350877
-0.51220897 0.96324561
-0.51379958 0.96297619
-0.51538871 0.96270677
-0.51697932 0.96243734
-0.51856845 0.96216165
-0.52015758 0.96188596
-0.52174671 0.96161028
-0.52333585 0.96132832
-0.52492498 0.96104010
-0.52651263 0.96075815
-0.52810029 0.96046366
-0.52968942 0.96017544
-0.53127707 0.95987469
-0.53286472 0.95957393
-0.53445090 0.95927318
-0.53603855 0.95896617
-0.53762473 0.95864662
-0.53921090 0.95832707
-0.54079708 0.95800125
-0.54238325 0.95766917
-0.54396943 0.95732456
-0.54555413 0.95696742
-0.54713882 0.95659774
-0.54872352 0.95622807
-0.55030822 0.95585840
-0.55189144 0.95548872
-0.55347466 0.95511905
-0.55505787 0.95475564
-0.55664109 0.95439223
-0.55822283 0.95402882
-0.55980605 0.95366541
-0.56138779 0.95329574
-0.56296805 0.95293233
-0.56454980 0.95256266
-0.56613006 0.95218672
-0.56771032 0.95181704
-0.56929058 0.95144110
-0.57086937 0.95105890
-0.57244815 0.95067669
-0.57402693 0.95029449
-0.57560424 0.94990602
-0.57718302 0.94951128
-0.57875885 0.94911654
-0.58033616 0.94871554
-0.58191198 0.94830827
-0.58348781 0.94789474
-0.58506364 0.94748120
-0.58663799 0.94706140
-0.58821234 0.94664160
-0.58978669 0.94620927
-0.59135956 0.94577694
-0.59293243 0.94533835
-0.59450530 0.94488722
-0.59607669 0.94443609
-0.59764808 0.94398496
-0.59921800 0.94352130
-0.60078939 0.94305138
-0.60235783 0.94257519
-0.60392774 0.94209900
-0.60549618 0.94161028
-0.60706461 0.94112155
-0.60863157 0.94062030
-0.61019853 0.94011905
-0.61176401 0.93961153
-0.61333097 0.93909774
-0.61489497 0.93857143
-0.61646045 0.93804511
-0.61802445 0.93751253
-0.61958697 0.93697995
-0.62114950 0.93643484
-0.62271202 0.93588346
-0.62427306 0.93533208
-0.62583411 0.93477444
-0.62739368 0.93421053
-0.62895324 0.93364662
-0.63051133 0.93307018
-0.63207090 0.93250000
-0.63362751 0.93191729
-0.63518412 0.93134085
-0.63674073 0.93075815
-0.63829586 0.93017544
-0.63985099 0.92959273
-0.64140464 0.92901629
-0.64295830 0.92843358
-0.64451047 0.92785088
-0.64606265 0.92725564
-0.64761335 0.92665414
-0.64916404 0.92603383
-0.65071326 0.92540727
-0.65226248 0.92476817
-0.65381022 0.92411654
-0.65535796 0.92345865
-0.65690570 0.92279449
-0.65845049 0.92212406
-0.65999675 0.92144737
-0.66154005 0.92075815
-0.66308484 0.92006892
-0.66462666 0.91937343
-0.66616849 0.91866541
-0.66771032 0.91795739
-0.66925067 0.91724311
-0.67078954 0.91652256
-0.67232841 0.91579574
-0.67386728 0.91506266
-0.67540467 0.91432957
-0.67694059 0.91358396
-0.67847650 0.91283835
-0.68001094 0.91208647
-0.68154390 0.91132832
-0.68307685 0.91057018
-0.68460833 0.90979950
-0.68613981 0.90902882
-0.68766982 0.90824561
-0.68919982 0.90746241
-0.69072834 0.90667920
-0.69225538 0.90588346
-0.69378243 0.90508145
-0.69530800 0.90427945
-0.69683356 0.90346491
-0.69835765 0.90265038
-0.69988026 0.90182957
-0.70140287 0.90099624
-0.70292400 0.90016291
-0.70444366 0.89931704
-0.70596331 0.89847118
-0.70748148 0.89761278
-0.70899966 0.89674812
-0.71051488 0.89587093
-0.71203158 0.89498747
-0.71354532 0.89409148
-0.71505906 0.89318922
-0.71657132 0.89226817
-0.71808358 0.89132832
-0.71959436 0.89037594
-0.72110367 0.88939850
-0.72261150 0.88839599
-0.72411933 0.88738095
-0.72562567 0.88636591
-0.72713202 0.88536341
-0.72863542 0.88437970
-0.73014029 0.88340226
-0.73164220 0.88243108
-0.73314412 0.88146617
-0.73464307 0.88050752
-0.73614351 0.87954261
-0.73764099 0.87857143
-0.73913847 0.87760025
-0.74063447 0.87661028
-0.74212899 0.87561404
-0.74362352 0.87460526
-0.74511656 0.87357769
-0.74660813 0.87253133
-0.74809822 0.87145990
-0.74958830 0.87036341
-0.75107691 0.86924812
-0.75256405 0.86810150
-0.75405118 0.86693609
-0.75553535 0.86574561
-0.75701953 0.86452381
-0.75850222 0.86328321
-0.75998492 0.86202381
-0.76146466 0.86074561
-0.76294440 0.85944862
-0.76442266 0.85813910
-0.76590093 0.85681704
-0.76737623 0.85548872
-0.76885154 0.85415414
-0.77032537 0.85280702
-0.77179771 0.85146617
-0.77326859 0.85011905
-0.77473946 0.84877820
-0.77620885 0.84743734
-0.77767528 0.84610902
-0.77914320 0.84478697
-0.78060816 0.84347118
-0.78207164 0.84216165
-0.78353512 0.84085840
-0.78499712 0.83956140
-0.78645764 0.83827068
-0.78791669 0.83697368
-0.78937573 0.83568296
-0.79083182 0.83437970
-0.79228791 0.83308271
-0.79374252 0.83177318
-0.79519565 0.83045739
-0.79664730 0.82913534
-0.79809748 0.82779449
-0.79954765 0.82644110
-0.80099487 0.82507519
-0.80244209 0.82368421
-0.80388783 0.82227444
-0.80533209 0.82084586
-0.80677488 0.81939850
-0.80821618 0.81791980
-0.80965749 0.81642857
-0.81109584 0.81490602
-0.81253418 0.81337093
-0.81397106 0.81181704
-0.81540645 0.81023810
-0.81684036 0.80865288
-0.81827280 0.80704887
-0.81970376 0.80543233
-0.82113324 0.80380952
-0.82256272 0.80218045
-0.82398924 0.80054511
-0.82541576 0.79890351
-0.82684081 0.79725564
-0.82826289 0.79560777
-0.82968498 0.79395363
-0.83110559 0.79230576
-0.83252472 0.79065163
-0.83394238 0.78899749
-0.83536003 0.78734962
-0.83677473 0.78570175
-0.83818795 0.78404762
-0.83960116 0.78239348
-0.84101143 0.78073935
-0.84242169 0.77908521
-0.84382899 0.77743108
-0.84523630 0.77577068
-0.84664213 0.77411028
-0.84804648 0.77244361
-0.84944787 0.77077694
-0.85084926 0.76910401
-0.85224918 0.76742481
-0.85364761 0.76574561
-0.85504457 0.76406642
-0.85644005 0.76237469
-0.85783405 0.76068296
-0.85922657 0.75898496
-0.86061762 0.75728070
-0.86200866 0.75557644
-0.86339675 0.75385965
-0.86478336 0.75214286
-0.86616849 0.75041980
-0.86755215 0.74868421
-0.86893580 0.74694862
-0.87031650 0.74520677
-0.87169571 0.74345865
-0.87307345 0.74169799
-0.87445120 0.73993734
-0.87582598 0.73816416
-0.87719928 0.73638471
-0.87857259 0.73459900
-0.87994294 0.73280075
-0.88131181 0.73099624
-0.88267920 0.72918546
-0.88404659 0.72736216
-0.88541103 0.72552632
-0.88677399 0.72368421
-0.88813547 0.72182957
-0.88949695 0.71996867
-0.89085547 0.71808897
-0.89221251 0.71620301
-0.89356808 0.71429825
-0.89492217 0.71238095
-0.89627478 0.71045113
-0.89762591 0.70850877
-0.89897556 0.70654135
-0.90032374 0.70456767
-0.90167044 0.70256892
-0.90301565 0.70055764
-0.90435940 0.69852130
-0.90570166 0.69646617
-0.90704096 0.69438596
-0.90838027 0.69228070
-0.90971810 0.69015664
-0.91105297 0.68800752
-0.91238784 0.68582707
-0.91371975 0.68362782
-0.91505167 0.68137845
-0.91638062 0.67907268
-0.91770810 0.67669173
-0.91903410 0.67423559
-0.92036010 0.67171679
-0.92168315 0.66912907
-0.92300472 0.66647243
-0.92432480 0.66374687
-0.92564341 0.66093985
-0.92695907 0.65804511
-0.92827472 0.65505013
-0.92958890 0.65194236
-0.93090011 0.64871554
-0.93221133 0.64534461
-0.93351959 0.64181078
-0.93482786 0.63808897
-0.93613316 0.63415414
-0.93743699 0.62997494
-0.93873934 0.62550376
-0.94004021 0.62072932
-0.94133960 0.61571805
-0.94263604 0.61058521
-0.94393247 0.60521867
-0.94522743 0.59928195
-0.94651943 0.59141541
-0.94781143 0.57986967
-0.94910048 0.56153947
-0.95038804 0.54327820
-0.95167118 0.54476692
-0.95295431 0.56121178
-0.95423744 0.57130514
-0.95551909 0.57459712
-0.95679779 0.57654825
-0.95807353 0.57780326
-0.95934927 0.57874875
-0.96062353 0.57960526
-0.96189631 0.58054637
-0.96316762 0.58296992
