# s/c    P_stat
0.89542774 0.44973693
0.89415643 0.44988777
0.89287034 0.45002583
0.89159904 0.45015179
0.89032773 0.45026760
0.88904164 0.45037704
0.88777034 0.45048950
0.88649903 0.45061940
0.88521294 0.45077798
0.88394164 0.45097293
0.88267033 0.45121089
0.88138424 0.45149685
0.88011294 0.45183442
0.87884163 0.45222431
0.87757033 0.45266285
0.87628424 0.45314347
0.87501293 0.45365504
0.87374163 0.45418398
0.87245554 0.45471465
0.87118424 0.45522695
0.86991293 0.45570398
0.86862684 0.45613107
0.86735554 0.45650083
0.86608423 0.45681631
0.86479814 0.45709016
0.86352684 0.45734213
0.86225553 0.45759047
0.86096944 0.45785094
0.85969814 0.45813054
0.85842683 0.45843042
0.85714075 0.45874932
0.85586944 0.45908255
0.85459813 0.45942495
0.85331205 0.45976965
0.85204074 0.46010771
0.85076944 0.46043147
0.84948335 0.46073837
0.84821204 0.46103479
0.84692595 0.46133292
0.84565465 0.46164444
0.84438334 0.46197622
0.84309725 0.46232934
0.84182595 0.46270232
0.84055464 0.46309089
0.83926856 0.46348947
0.83799725 0.46389228
0.83672594 0.46429314
0.83543986 0.46468601
0.83416855 0.46506530
0.83288246 0.46542679
0.83161116 0.46576732
0.83033985 0.46608548
0.82905376 0.46638263
0.82778246 0.46666337
0.82651115 0.46693828
0.82522507 0.46722329
0.82395376 0.46753078
0.82266767 0.46786200
0.82139637 0.46820991
0.82012506 0.46856537
0.81883897 0.46892089
0.81756767 0.46927140
0.81628158 0.46961212
0.81501027 0.46993769
0.81373897 0.47024290
0.81245288 0.47052519
0.81118157 0.47078582
0.80989549 0.47102744
0.80862418 0.47125278
0.80735288 0.47146403
0.80606679 0.47166569
0.80479548 0.47186747
0.80350939 0.47207832
0.80223809 0.47230347
0.80096678 0.47254464
0.79968070 0.47280041
0.79840939 0.47306776
0.79712330 0.47334161
0.79585200 0.47361706
0.79458069 0.47388857
0.79329460 0.47415040
0.79202330 0.47439998
0.79073721 0.47463635
0.78946590 0.47485952
0.78817982 0.47507044
0.78690851 0.47527046
0.78563720 0.47546136
0.78435112 0.47564593
0.78307981 0.47582828
0.78179372 0.47601589
0.78052242 0.47621712
0.77923633 0.47643554
0.77796502 0.47667136
0.77669372 0.47692179
0.77540763 0.47718149
0.77413633 0.47744420
0.77285024 0.47770285
0.77157893 0.47794741
0.77029284 0.47816551
0.76902154 0.47834794
0.76773545 0.47849210
0.76646414 0.47860189
0.76517806 0.47868413
0.76390675 0.47874497
0.76263545 0.47878800
0.76134936 0.47881550
0.76007805 0.47882912
0.75879196 0.47882948
0.75752066 0.47881697
0.75623457 0.47879218
0.75496327 0.47875595
0.75367718 0.47870956
0.75240587 0.47865518
0.75111978 0.47859589
0.74984848 0.47853571
0.74856239 0.47847981
0.74729108 0.47843321
0.74600500 0.47839903
0.74473369 0.47837800
0.74344760 0.47836861
0.74217630 0.47836782
0.74089021 0.47837278
0.73961890 0.47838120
0.73833282 0.47839085
0.73706151 0.47839972
0.73577542 0.47840562
0.73450412 0.47840687
0.73321803 0.47840476
0.73194672 0.47840664
0.73066064 0.47842488
0.72938933 0.47847138
0.72810324 0.47855200
0.72683194 0.47866472
0.72554585 0.47880241
0.72427454 0.47895918
0.72298845 0.47913203
0.72171715 0.47931867
0.72043106 0.47951639
0.71915976 0.47971989
0.71787367 0.47991996
0.71660236 0.48010339
0.71531627 0.48026145
0.71404497 0.48040142
0.71275888 0.48054079
0.71148758 0.48069627
0.71020149 0.48087790
0.70893018 0.48108502
0.70764409 0.48131472
0.70635801 0.48156579
0.70508670 0.48183851
0.70380061 0.48213741
0.70252931 0.48246697
0.70124322 0.48281989
0.69997191 0.48317584
0.69868582 0.48351851
0.69741452 0.48384170
0.69612843 0.48414990
0.69484234 0.48445156
0.69357104 0.48475208
0.69228495 0.48505437
0.69101364 0.48535568
0.68972756 0.48565265
0.68845625 0.48594077
0.68717016 0.48621147
0.68589886 0.48646257
0.68461277 0.48670931
0.68332668 0.48697867
0.68205538 0.48729055
0.68076929 0.48765049
0.67949798 0.48805696
0.67821189 0.48850717
0.67692581 0.48899978
0.67565450 0.48953232
0.67436841 0.49009408
0.67309711 0.49065995
0.67181102 0.49120001
0.67053971 0.49169682
0.66925363 0.49214643
0.66796754 0.49255436
0.66669623 0.49293668
0.66541014 0.49331762
0.66413884 0.49372154
0.66285275 0.49416345
0.66156666 0.49464598
0.66029536 0.49516231
0.65900927 0.49570346
0.65772318 0.49626594
0.65645188 0.49685045
0.65516579 0.49745533
0.65389448 0.49807240
0.65260839 0.49869288
0.65132231 0.49930813
0.65005100 0.49990906
0.64876491 0.50048830
0.64749361 0.50103877
0.64620752 0.50155509
0.64492143 0.50203205
0.64365012 0.50246547
0.64236404 0.50285207
0.64107795 0.50318681
0.63980664 0.50346930
0.63852056 0.50370939
0.63723447 0.50392416
0.63596316 0.50413459
0.63467707 0.50435744
0.63339099 0.50460910
0.63211968 0.50490607
0.63083359 0.50525320
0.62954750 0.50564876
0.62827620 0.50608576
0.62699011 0.50653936
0.62571880 0.50697486
0.62443272 0.50737166
0.62314663 0.50772473
0.62187532 0.50804045
0.62058924 0.50832951
0.61930315 0.50860060
0.61801706 0.50885541
0.61674575 0.50909531
0.61545967 0.50932536
0.61417358 0.50954145
0.61290227 0.50973882
0.61161618 0.50991850
0.61033010 0.51009261
0.60905879 0.51028455
0.60777270 0.51052021
0.60648661 0.51081224
0.60521531 0.51114818
0.60392922 0.51150623
0.60264313 0.51185877
0.60137183 0.51217833
0.60008574 0.51245211
0.59879965 0.51267934
0.59751356 0.51287212
0.59624226 0.51305285
0.59495617 0.51324846
0.59367008 0.51348435
0.59239878 0.51376466
0.59111269 0.51407201
0.58982660 0.51438603
0.58854051 0.51470083
0.58726921 0.51502162
0.58598312 0.51536242
0.58469703 0.51574381
0.58341094 0.51617271
0.58213964 0.51664408
0.58085355 0.51714499
0.57956746 0.51764738
0.57829616 0.51811757
0.57701007 0.51854007
0.57572398 0.51891332
0.57443789 0.51924464
0.57316659 0.51955047
0.57188050 0.51984896
0.57059441 0.52016058
0.56930832 0.52050343
0.56803702 0.52088424
0.56675093 0.52129956
0.56546484 0.52173967
0.56417875 0.52219256
0.56289266 0.52264070
0.56162136 0.52306192
0.56033527 0.52344677
0.55904918 0.52379829
0.55776309 0.52413783
0.55649179 0.52449316
0.55520570 0.52487453
0.55391961 0.52527300
0.55263352 0.52566332
0.55134744 0.52601905
0.55007613 0.52633528
0.54879004 0.52662262
0.54750395 0.52690401
0.54621787 0.52721054
0.54494656 0.52754475
0.54366047 0.52788940
0.54237438 0.52822243
0.54108830 0.52851717
0.53980221 0.52875777
0.53853090 0.52896313
0.53724481 0.52918037
0.53595873 0.52944074
0.53467264 0.52975381
0.53338655 0.53010025
0.53210046 0.53043346
0.53082916 0.53073146
0.52954307 0.53100605
0.52825698 0.53129564
0.52697089 0.53164825
0.52568480 0.53207695
0.52439872 0.53257098
0.52312741 0.53310065
0.52184132 0.53362010
0.52055524 0.53410674
0.51926915 0.53455906
0.51798306 0.53498907
0.51669697 0.53542043
0.51542567 0.53587573
0.51413958 0.53637162
0.51285349 0.53691119
0.51156740 0.53748816
0.51028131 0.53808908
0.50899523 0.53869746
0.50770914 0.53930702
0.50643783 0.53992165
0.50515174 0.54055188
0.50386566 0.54120903
0.50257957 0.54189468
0.50129348 0.54260317
0.50000739 0.54332628
0.49872130 0.54405389
0.49743522 0.54477629
0.49616391 0.54548701
0.49487782 0.54618336
0.49359173 0.54686730
0.49230565 0.54754436
0.49101956 0.54822206
0.48973347 0.54891029
0.48844738 0.54961870
0.48716129 0.55035578
0.48587521 0.55112169
0.48460390 0.55190673
0.48331781 0.55269063
0.48203172 0.55345081
0.48074564 0.55418911
0.47945955 0.55492553
0.47817346 0.55568283
0.47688737 0.55647830
0.47560128 0.55731438
0.47431520 0.55817622
0.47302911 0.55903603
0.47174302 0.55986897
0.47045693 0.56065913
0.46917084 0.56141580
0.46789954 0.56217803
0.46661345 0.56297588
0.46532736 0.56381405
0.46404127 0.56464912
0.46275519 0.56540843
0.46146910 0.56609740
0.46018301 0.56678402
0.45889692 0.56753181
0.45761083 0.56837733
0.45632474 0.56930707
0.45503866 0.57029403
0.45375257 0.57133521
0.45246648 0.57243184
0.45118039 0.57358926
0.44989430 0.57476254
0.44860822 0.57585565
0.44732213 0.57683614
0.44603604 0.57773562
0.44474995 0.57861068
0.44346386 0.57950500
0.44217778 0.58042647
0.44089169 0.58136250
0.43960560 0.58229185
0.43831951 0.58320309
0.43703342 0.58409074
0.43574734 0.58494803
0.43446125 0.58577318
0.43317516 0.58656258
0.43188907 0.58731478
0.43060298 0.58803975
0.42931690 0.58875298
0.42803081 0.58946802
0.42674472 0.59018751
0.42545863 0.59091197
0.42417254 0.59165866
0.42288645 0.59243839
0.42160037 0.59325136
0.42031428 0.59405155
0.41902819 0.59474324
0.41774210 0.59529430
0.41645601 0.59574639
0.41516993 0.59615649
0.41388384 0.59655500
0.41259775 0.59694364
0.41131166 0.59733850
0.41002557 0.59776256
0.40873949 0.59821667
0.40745340 0.59867134
0.40616731 0.59909991
0.40488122 0.59950217
0.40359513 0.59990190
0.40230905 0.60034308
0.40102296 0.60085820
0.39973687 0.60143833
0.39843600 0.60204411
0.39714991 0.60263714
0.39586382 0.60320102
0.39457773 0.60373631
0.39329165 0.60424701
0.39200556 0.60473435
0.39071947 0.60519367
0.38943338 0.60562085
0.38814729 0.60601865
0.38686121 0.60639661
0.38557512 0.60676854
0.38428903 0.60715193
0.38298816 0.60756402
0.38170207 0.60800755
0.38041598 0.60846560
0.37912989 0.60891677
0.37784381 0.60935808
0.37655772 0.60979728
0.37527163 0.61023474
0.37398554 0.61066684
0.37269945 0.61108419
0.37139858 0.61146988
0.37011250 0.61182040
0.36882641 0.61215957
0.36754032 0.61251494
0.36625423 0.61290134
0.36496814 0.61331411
0.36368206 0.61373287
0.36238118 0.61413693
0.36109510 0.61451516
0.35980901 0.61486557
0.35852292 0.61518584
0.35723683 0.61547436
0.35595074 0.61573909
0.35466466 0.61600153
0.35336379 0.61628380
0.35207770 0.61659551
0.35079161 0.61692661
0.34950552 0.61725991
0.34821943 0.61758770
0.34693335 0.61789764
0.34563247 0.61817827
0.34434639 0.61843173
0.34306030 0.61866390
0.34177421 0.61888365
0.34048812 0.61909882
0.33918725 0.61931463
0.33790116 0.61953303
0.33661508 0.61974903
0.33532899 0.61996274
0.33404290 0.62018597
0.33275681 0.62043616
0.33145594 0.62072288
0.33016985 0.62104721
0.32888376 0.62139795
0.32759768 0.62174863
0.32629681 0.62207615
0.32501072 0.62236403
0.32372463 0.62260291
0.32243854 0.62280509
0.32115245 0.62300349
0.31985158 0.62322894
0.31856549 0.62351007
0.31727941 0.62387104
0.31599332 0.62431722
0.31469245 0.62484144
0.31340636 0.62543753
0.31212027 0.62610202
0.31083418 0.62682666
0.30953331 0.62758914
0.30824722 0.62836394
0.30696114 0.62913810
0.30567505 0.62992346
0.30437418 0.63075631
0.30308809 0.63167075
0.30180200 0.63268719
0.30051591 0.63379879
0.29921504 0.63497591
0.29792895 0.63619112
0.29664287 0.63743225
0.29534200 0.63871427
0.29405591 0.64007282
0.29276982 0.64153515
0.29148373 0.64311312
0.29018286 0.64479005
0.28889677 0.64651333
0.28761068 0.64823948
0.28630981 0.64997879
0.28502373 0.65176902
0.28373764 0.65364807
0.28243677 0.65563567
0.28115068 0.65770006
0.27986459 0.65979570
0.27857850 0.66189924
0.27727763 0.66399765
0.27599154 0.66610078
0.27470546 0.66825466
0.27340459 0.67049994
0.27211850 0.67285277
0.27083241 0.67529390
0.26953154 0.67776951
0.26824545 0.68023817
0.26695936 0.68267942
0.26565849 0.68510398
0.26437240 0.68755200
0.26307153 0.69004941
0.26178545 0.69260548
0.26049936 0.69522147
0.25919849 0.69788776
0.25791240 0.70059128
0.25662631 0.70331978
0.25532544 0.70606784
0.25403935 0.70883569
0.25275326 0.71162916
0.25145239 0.71445711
0.25016630 0.71732222
0.24886543 0.72022328
0.24757935 0.72315547
0.24629326 0.72610844
0.24499239 0.72907456
0.24370630 0.73204596
0.24240543 0.73501238
0.24111934 0.73796955
0.23983325 0.74092371
0.23853238 0.74388834
0.23724629 0.74687786
0.23594542 0.74989953
0.23465933 0.75295013
0.23337325 0.75601817
0.23207238 0.75908783
0.23078629 0.76214344
0.22948542 0.76516800
0.22819933 0.76814705
0.22689846 0.77107201
0.22561237 0.77395012
0.22432628 0.77680547
0.22302541 0.77965054
0.22173932 0.78248241
0.22043845 0.78529056
0.21915236 0.78806153
0.21785149 0.79078473
0.21656541 0.79345651
0.21526454 0.79608351
0.21397845 0.79867643
0.21267758 0.80125272
0.21139149 0.80381909
0.21009062 0.80634740
0.20880453 0.80879802
0.20750366 0.81114035
0.20621757 0.81339467
0.20493148 0.81564528
0.20363061 0.81793443
0.20234452 0.82024905
0.20104365 0.82256696
0.19975757 0.82486217
0.19845669 0.82713586
0.19717061 0.82939800
0.19586974 0.83163051
0.19458365 0.83380589
0.19328278 0.83587845
0.19199669 0.83784880
0.19069582 0.83979806
0.18939495 0.84178013
0.18810886 0.84379380
0.18680799 0.84580300
0.18552190 0.84777435
0.18422103 0.84970036
0.18293494 0.85159080
0.18163407 0.85346341
0.18034798 0.85532635
0.17904711 0.85718220
0.17776102 0.85903342
0.17646015 0.86088171
0.17517407 0.86273119
0.17387319 0.86458760
0.17257232 0.86645693
0.17128624 0.86834572
0.16998537 0.87025898
0.16869928 0.87220156
0.16739841 0.87417006
0.16611232 0.87613393
0.16481145 0.87805362
0.16351058 0.87988338
0.16222449 0.88161901
0.16092362 0.88333064
0.15963753 0.88506221
0.15833666 0.88680727
0.15703579 0.88854678
0.15574970 0.89027629
0.15444883 0.89201456
0.15316274 0.89376309
0.15186187 0.89550380
0.15056100 0.89722786
0.14927491 0.89895292
0.14797404 0.90070505
0.14668795 0.90249852
0.14538708 0.90432976
0.14408621 0.90616693
0.14280012 0.90796500
0.14149925 0.90970208
0.14019838 0.91138834
0.13891229 0.91304807
0.13761142 0.91469647
0.13632534 0.91633560
0.13502447 0.91796294
0.13372359 0.91957677
0.13243751 0.92118102
0.13113664 0.92278140
0.12983577 0.92437377
0.12854968 0.92508123
0.12724881 0.92655373
0.12594794 0.92800658
0.12466185 0.92943960
0.12336098 0.93085267
0.12206011 0.93224566
0.12075924 0.93361845
0.11947315 0.93497096
0.11817228 0.93630310
0.11687141 0.93761483
0.11558532 0.93890609
0.11428445 0.94017686
0.11298358 0.94142714
0.11169749 0.94265693
0.11039662 0.94386626
0.10909575 0.94505518
0.10779488 0.94622374
0.10650879 0.94737203
0.10520792 0.94850014
0.10390705 0.94960818
0.10260618 0.95069630
0.10132009 0.95176463
0.10001922 0.95281335
0.09871835 0.95384263
0.09743226 0.95485268
0.09613139 0.95584370
0.09483052 0.95681594
0.09352965 0.95776963
0.09224356 0.95870504
0.09094269 0.95962245
0.08964182 0.96052215
0.08834095 0.96140444
0.08704008 0.96226964
0.08575399 0.96311808
0.08445312 0.96395012
0.08315225 0.96476610
0.08185138 0.96556640
0.08056529 0.96635139
0.07926442 0.96712147
0.07796355 0.96787703
0.07666268 0.96861847
0.07536180 0.96934623
0.07407572 0.97006071
0.07277485 0.97076235
0.07147398 0.97145158
0.07017310 0.97212884
0.06887223 0.97279458
0.06757136 0.97344924
0.06628528 0.97409327
0.06498440 0.97472713
0.06368353 0.97535125
0.06238266 0.97596610
0.06108179 0.97657210
0.05978092 0.97716972
0.05849483 0.97775939
0.05719396 0.97834154
0.05589309 0.97891660
0.05459222 0.97948498
0.05329135 0.98004711
0.05199048 0.98060337
0.05068961 0.98115415
0.04940352 0.98169984
0.04810265 0.98224079
0.04680178 0.98277734
0.04550091 0.98330983
0.04420004 0.98383855
0.04289917 0.98436381
0.04159830 0.98488586
0.04029743 0.98540495
0.03901134 0.98592130
0.03771047 0.98643510
0.03640960 0.98694652
0.03510873 0.98745568
0.03380786 0.98796269
0.03250698 0.98846762
0.03120611 0.98897051
0.02990524 0.98947135
0.02860437 0.98997011
0.02730350 0.99046669
0.02600263 0.99096098
0.02470176 0.99145281
0.02341567 0.99194197
0.02211480 0.99242819
0.02081393 0.99291116
0.01951306 0.99339052
0.01821219 0.99386585
0.01691132 0.99433667
0.01561045 0.99480245
0.01430958 0.99526260
0.01300871 0.99571646
0.01170784 0.99616331
0.01040697 0.99660237
0.00910609 0.99703276
0.00780522 0.99745356
0.00650435 0.99786378
0.00520348 0.99826232
0.00390261 0.99864803
0.00260174 0.99901967
0.00130087 0.99937592
0.00000000 0.99971535
-0.00000000 0.99867794
-0.00130087 0.99912907
-0.00260335 0.99936090
-0.00390746 0.99957393
-0.00521317 0.99971178
-0.00652048 0.99983083
-0.00782941 0.99991228
-0.00913993 0.99996867
-0.01045207 1.00000627
-0.01176578 1.00001880
-0.01308110 1.00001253
-0.01439801 0.99998120
-0.01571644 0.99992481
-0.01703653 0.99983709
-0.01835824 0.99971805
-0.01968143 0.99956767
-0.02100625 0.99938596
-0.02233255 0.99916667
-0.02366047 0.99890351
-0.02499002 0.99860276
-0.02632105 0.99828321
-0.02765326 0.99796992
-0.02898739 0.99770677
-0.03032315 0.99750000
-0.03166038 0.99731203
-0.03299939 0.99714286
-0.03433973 0.99697368
-0.03568185 0.99681078
-0.03702529 0.99664787
-0.03837051 0.99648496
-0.03971706 0.99632206
-0.04106524 0.99615288
-0.04241504 0.99598371
-0.04376617 0.99580827
-0.04511893 0.99563910
-0.04647316 0.99550125
-0.04782902 0.99540100
-0.04918636 0.99531955
-0.05054518 0.99524436
-0.05190548 0.99517544
-0.05326740 0.99511278
-0.05463080 0.99504386
-0.05599568 0.99498120
-0.05736204 0.99491228
-0.05872988 0.99484962
-0.06009919 0.99478697
-0.06146998 0.99472431
-0.06284240 0.99466165
-0.06421615 0.99459900
-0.06559138 0.99453008
-0.06696823 0.99446115
-0.06834642 0.99438596
-0.06972608 0.99430451
-0.07110722 0.99422932
-0.07248984 0.99414787
-0.07387393 0.99407268
-0.07525951 0.99399123
-0.07664641 0.99390977
-0.07803480 0.99383459
-0.07942466 0.99375313
-0.08081600 0.99367794
-0.08220867 0.99359649
-0.08360282 0.99351504
-0.08499845 0.99343985
-0.08639541 0.99336466
-0.08779384 0.99328321
-0.08919376 0.99320802
-0.09059500 0.99313283
-0.09199772 0.99305138
-0.09340178 0.99297619
-0.09480731 0.99290100
-0.09621417 0.99282581
-0.09762236 0.99275063
-0.09903203 0.99267544
-0.10044304 0.99260025
-0.10185551 0.99252506
-0.10326932 0.99245614
-0.10468446 0.99238095
-0.10610108 0.99230576
-0.10751888 0.99223058
-0.10893816 0.99215539
-0.11035892 0.99208020
-0.11178086 0.99200501
-0.11320413 0.99192982
-0.11462888 0.99185464
-0.11605496 0.99177945
-0.11748222 0.99171053
-0.11891096 0.99163534
-0.12034104 0.99156015
-0.12177229 0.99149123
-0.12320502 0.99142231
-0.12463893 0.99135338
-0.12607433 0.99127820
-0.12751090 0.99120927
-0.12894881 0.99114035
-0.13038804 0.99107143
-0.13182846 0.99100877
-0.13327021 0.99093985
-0.13471344 0.99087093
-0.13615770 0.99080201
-0.13760344 0.99073935
-0.13905022 0.99067043
-0.14049847 0.99060150
-0.14194791 0.99053885
-0.14339867 0.99046992
-0.14485062 0.99040727
-0.14630375 0.99034461
-0.14775822 0.99027569
-0.14921430 0.99021303
-0.15067039 0.99014411
-0.15212944 0.99008145
-0.15358848 0.99001880
-0.15504900 0.98994987
-0.15651101 0.98988722
-0.15797449 0.98982456
-0.15943796 0.98975564
-0.16090440 0.98969298
-0.16237084 0.98963033
-0.16383875 0.98956140
-0.16530667 0.98949875
-0.16677754 0.98942982
-0.16824841 0.98936717
-0.16972223 0.98930451
-0.17119606 0.98923559
-0.17266989 0.98917293
-0.17414667 0.98910401
-0.17562346 0.98904135
-0.17710172 0.98897243
-0.17858146 0.98890351
-0.18006268 0.98884085
-0.18154390 0.98877193
-0.18302659 0.98870301
-0.18451077 0.98863409
-0.18599642 0.98856516
-0.18748355 0.98849624
-0.18897069 0.98842732
-0.19045930 0.98835840
-0.19194791 0.98828947
-0.19343947 0.98822055
-0.19493104 0.98815163
-0.19642408 0.98808271
-0.19791861 0.98801378
-0.19941313 0.98794486
-0.20090913 0.98788221
-0.20240661 0.98781328
-0.20390557 0.98775063
-0.20540453 0.98768797
-0.20690496 0.98762531
-0.20840540 0.98755639
-0.20990879 0.98749373
-0.21141218 0.98743108
