# y/t    WL_mean   WL_std
0.00000000 0.99880952 0.00071803
0.00502513 0.99881088 0.00083698
0.01005025 0.99884140 0.00088794
0.01507538 0.99891614 0.00080138
0.02010050 0.99899088 0.00071637
0.02512563 0.99906342 0.00063358
0.03015075 0.99908692 0.00055764
0.03517588 0.99911042 0.00048360
0.04020101 0.99913466 0.00041223
0.04522613 0.99907403 0.00039307
0.05025126 0.99901519 0.00037262
0.05527638 0.99895979 0.00035124
0.06030151 0.99883134 0.00040165
0.06532663 0.99870400 0.00045159
0.07035176 0.99857739 0.00050467
0.07537688 0.99844563 0.00058869
0.08040201 0.99831242 0.00067335
0.08542714 0.99819419 0.00074879
0.09045226 0.99811591 0.00080086
0.09547739 0.99803134 0.00085840
0.10050251 0.99797650 0.00089458
0.10552764 0.99795817 0.00090561
0.11055276 0.99793725 0.00091921
0.11557789 0.99793704 0.00091567
0.12060302 0.99794822 0.00090461
0.12562814 0.99796062 0.00089621
0.13065327 0.99797284 0.00088149
0.13567839 0.99798832 0.00086704
0.14070352 0.99800361 0.00085394
0.14572864 0.99801408 0.00084277
0.15075377 0.99802705 0.00083037
0.15577889 0.99803932 0.00081841
0.16080402 0.99805224 0.00080713
0.16582915 0.99806752 0.00079657
0.17085427 0.99808031 0.00078445
0.17587940 0.99809234 0.00077491
0.18090452 0.99810347 0.00076721
0.18592965 0.99811375 0.00076009
0.19095477 0.99812320 0.00074955
0.19597990 0.99812448 0.00074368
0.20100503 0.99812517 0.00073839
0.20603015 0.99812385 0.00073322
0.21105528 0.99811658 0.00072911
0.21608040 0.99810658 0.00072566
0.22110553 0.99809967 0.00071993
0.22613065 0.99809315 0.00071405
0.23115578 0.99808750 0.00070490
0.23618090 0.99808458 0.00069675
0.24120603 0.99808544 0.00068896
0.24623116 0.99809077 0.00067639
0.25125628 0.99809610 0.00066390
0.25628141 0.99810529 0.00065457
0.26130653 0.99811633 0.00064567
0.26633166 0.99812538 0.00063881
0.27135678 0.99813511 0.00063610
0.27638191 0.99814376 0.00063465
0.28140704 0.99814724 0.00063889
0.28643216 0.99815123 0.00064225
0.29145729 0.99815343 0.00065093
0.29648241 0.99815673 0.00065818
0.30150754 0.99816184 0.00066583
0.30653266 0.99816625 0.00067418
0.31155779 0.99817375 0.00067906
0.31658291 0.99818996 0.00067939
0.32160804 0.99820976 0.00067238
0.32663317 0.99823789 0.00066020
0.33165829 0.99826717 0.00064605
0.33668342 0.99830338 0.00062606
0.34170854 0.99833960 0.00060625
0.34673367 0.99837879 0.00058281
0.35175879 0.99841506 0.00055975
0.35678392 0.99845242 0.00053979
0.36180905 0.99848917 0.00051941
0.36683417 0.99853216 0.00050927
0.37185930 0.99857674 0.00050060
0.37688442 0.99863203 0.00050340
0.38190955 0.99869091 0.00051309
0.38693467 0.99873259 0.00049521
0.39195980 0.99876564 0.00047708
0.39698492 0.99858962 0.00030102
0.40201005 0.99835264 0.00018314
0.40703518 0.99743485 0.00061236
0.41206030 0.99634422 0.00134949
0.41708543 0.99399632 0.00249390
0.42211055 0.99118032 0.00386760
0.42713568 0.98709736 0.00521065
0.43216080 0.98249929 0.00660958
0.43718593 0.97710182 0.00720991
0.44221106 0.97146981 0.00762418
0.44723618 0.96555877 0.00696344
0.45226131 0.95958647 0.00621221
0.45728643 0.95374513 0.00500236
0.46231156 0.94786635 0.00387553
0.46733668 0.94242558 0.00296931
0.47236181 0.93703719 0.00255663
0.47738693 0.93207609 0.00285558
0.48241206 0.92729020 0.00363391
0.48743719 0.92283107 0.00463289
