# s/c   h_mean    h_std
0.00000000 584.95412773 132.83175254
0.00130087 585.19234889 132.72358767
0.00260174 585.27948353 132.73157804
0.00390261 585.22551788 132.84928262
0.00520348 585.04010399 133.07064552
0.00650435 584.73256602 133.38995939
0.00780522 584.31190659 133.80183130
0.00910609 583.78681301 134.30115134
0.01040697 583.16566346 134.88306405
0.01170784 582.45653313 135.54294280
0.01300871 581.66720026 136.27636708
0.01430958 580.80515220 137.07910262
0.01561045 579.87759135 137.94708410
0.01691132 578.89144102 138.87640047
0.01821219 577.85335136 139.86328241
0.01951306 576.76970503 140.90409194
0.02081393 575.64662304 141.99531375
0.02211480 574.48997035 143.13354821
0.02341567 573.30536151 144.31550561
0.02470176 572.09816619 145.53800165
0.02600263 570.87351472 146.79795379
0.02730350 569.63630350 148.09237844
0.02860437 568.39120041 149.41838868
0.02990524 567.14265010 150.77319247
0.03120611 565.89487930 152.15409126
0.03250698 564.65190199 153.55847871
0.03380786 563.41752460 154.98383971
0.03510873 562.19535109 156.42774934
0.03640960 560.98878796 157.88787194
0.03771047 559.80104930 159.36196016
0.03901134 558.63516164 160.84785388
0.04029743 557.49396888 162.34347911
0.04159830 556.38013708 163.84684681
0.04289917 555.29615919 165.35605152
0.04420004 554.24435980 166.86927001
0.04550091 553.22689971 168.38475967
0.04680178 552.24578060 169.90085693
0.04810265 551.30284948 171.41597550
0.04940352 550.39980318 172.92860459
0.05068961 549.53819279 174.43730697
0.05199048 548.71942797 175.94071703
0.05329135 547.94478127 177.43753882
0.05459222 547.21539239 178.92654391
0.05589309 546.53227229 180.40656942
0.05719396 545.89630742 181.87651583
0.05849483 545.30826368 183.33534498
0.05978092 544.76879051 184.78207791
0.06108179 544.27842480 186.21579287
0.06238266 543.83759480 187.63562318
0.06368353 543.44662396 189.04075534
0.06498440 543.10573472 190.43042699
0.06628528 542.81505218 191.80392502
0.06757136 542.57460786 193.16058372
0.06887223 542.38434322 194.49978301
0.07017310 542.24411326 195.82094667
0.07147398 542.15369002 197.12354070
0.07277485 542.11276596 198.40707175
0.07407572 542.12095744 199.67108560
0.07536180 542.17780793 200.91516567
0.07666268 542.28279136 202.13893177
0.07796355 542.43531530 203.34203868
0.07926442 542.63472409 204.52417504
0.08056529 542.88030198 205.68506215
0.08185138 543.17127611 206.82445295
0.08315225 543.50681955 207.94213098
0.08445312 543.88605417 209.03790945
0.08575399 544.30805355 210.11163041
0.08704008 544.77184573 211.16316391
0.08834095 545.27641603 212.19240726
0.08964182 545.82070968 213.19928433
0.09094269 546.40363452 214.18374489
0.09224356 547.02406350 215.14576405
0.09352965 547.68083727 216.08534162
0.09483052 548.37276661 217.00250163
0.09613139 549.09863485 217.89729182
0.09743226 549.85720021 218.76978311
0.09871835 550.64719810 219.62006923
0.10001922 551.46734334 220.44826617
0.10132009 552.31633237 221.25451181
0.10260618 553.19284534 222.03896544
0.10390705 554.09554817 222.80180734
