# s/c   h_mean    h_std
0.10909575 427.57403318 307.49403269
0.11039662 427.77103932 308.99499504
0.11169749 427.97140275 310.50219623
0.11298358 428.17774589 312.01159125
0.11428445 428.39265820 313.51915637
0.11558532 428.61868514 315.02090062
0.11687141 428.85831747 316.51287735
0.11817228 429.11398102 317.99119551
0.11947315 429.38802697 319.45203092
0.12075924 429.68272248 320.89163734
0.12206011 430.00024186 322.30635734
0.12336098 430.34265814 323.69263299
0.12466185 430.71193507 325.04701623
0.12594794 431.10991965 326.36617900
0.12724881 431.53833500 327.64692299
0.12854968 431.99877375 328.88618910
0.12983577 432.47814026 330.06996053
0.13113664 433.33600237 332.04637047
0.13243751 434.42955628 333.23873898
0.13372359 435.66548411 333.89831553
0.13502447 437.37639843 334.01433670
0.13632534 439.65759523 333.42388134
0.13761142 442.23724995 332.47656518
0.13891229 444.61782712 331.65827144
0.14019838 446.60606646 331.19803406
0.14149925 448.36947869 331.01765272
0.14280012 450.05221608 330.89720490
0.14408621 451.51276775 330.69996151
0.14538708 452.55309303 330.64990597
0.14668795 453.22155561 331.07086688
0.14797404 453.70452330 331.74273255
0.14927491 454.21120529 332.39907782
0.15056100 454.84708676 333.00225037
0.15186187 455.61676793 333.54048377
0.15316274 456.33225744 333.92850199
0.15444883 456.98177124 334.18224817
0.15574970 457.76783567 334.41650717
0.15703579 458.68031792 334.61771172
0.15833666 459.68004112 334.79979193
0.15963753 460.64869275 334.93779532
0.16092362 461.57720602 335.04675647
0.16222449 462.65863665 335.20937534
0.16351058 463.85104963 335.38235181
0.16481145 464.84563909 335.44003848
0.16611232 465.51794668 335.36680779
0.16739841 466.03987869 335.26415308
0.16869928 466.53164548 335.16845376
0.16998537 466.99500625 335.05439664
0.17128624 467.44121203 334.92429217
0.17257232 467.88153236 334.78225025
0.17387319 468.33682903 334.64031041
0.17517407 468.85153081 334.52597777
0.17646015 469.46055621 334.46000314
0.17776102 470.18331175 334.45625036
0.17904711 470.99292010 334.49802930
0.18034798 471.86709627 334.57405370
0.18163407 472.75335259 334.65204327
0.18293494 473.59341364 334.69526333
0.18422103 474.36145837 334.68243116
0.18552190 475.10185674 334.64235760
0.18680799 475.75988224 334.55940128
0.18810886 476.30935828 334.44554089
0.18939495 476.86501953 334.37270739
0.19069582 477.43648036 334.31325520
0.19199669 478.14536291 334.29496025
0.19328278 478.96552818 334.28061552
0.19458365 479.57870116 334.13752280
0.19586974 479.89293595 333.86424102
0.19717061 480.01439788 333.51824101
0.19845669 480.15541068 333.20429945
0.19975757 480.36197511 332.92592348
0.20104365 480.53638990 332.62756805
0.20234452 480.67594403 332.32150902
0.20363061 480.72142522 331.97414472
0.20493148 480.73777284 331.60924084
0.20621757 480.92728026 331.30751443
0.20750366 481.21457248 330.99497885
0.20880453 481.35818501 330.56525192
0.21009062 481.15582798 329.94475510
0.21139149 480.61559113 329.16788152
0.21267758 480.06445289 328.43777815
0.21397845 479.67869665 327.83502370
0.21526454 479.37713862 327.28882318
0.21656541 479.01871969 326.70201599
0.21785149 478.53757378 326.04252940
0.21915236 477.92587321 325.31024155
0.22043845 477.21851103 324.52540806
0.22173932 476.41783132 323.68718036
0.22302541 475.52392430 322.79340581
0.22432628 474.57994690 321.86443124
0.22561237 473.62095287 320.90713155
0.22689846 472.69603109 319.94161022
0.22819933 471.69497427 318.89138400
0.22948542 470.46709374 317.67251217
0.23078629 469.08305419 316.35716163
0.23207238 467.67330594 315.03365178
0.23337325 466.32544951 313.75503895
0.23465933 464.99636277 312.48979035
0.23594542 463.55466279 311.15161064
0.23724629 461.94013985 309.70595300
0.23853238 460.26530903 308.23119657
0.23983325 458.69196428 306.82870321
0.24111934 457.24738271 305.50453181
0.24240543 455.93755958 304.26292620
0.24370630 454.66181110 303.03343212
0.24499239 453.23643731 301.69576962
0.24629326 451.66129634 300.26559070
0.24757935 450.03734451 298.81267401
0.24886543 448.40700779 297.35703975
0.25016630 446.86359557 295.95709940
0.25145239 445.45542322 294.63510184
0.25275326 444.04668850 293.28900977
0.25403935 442.55385930 291.87041715
0.25532544 441.01803625 290.41895784
0.25662631 439.45803226 288.95128152
0.25791240 437.92299354 287.50410316
0.25919849 436.39492218 286.07231765
0.26049936 434.88046162 284.66574017
0.26178545 433.55288131 283.39727692
0.26307153 432.37114404 282.23625777
0.26437240 431.18824206 281.07858757
0.26565849 430.04677590 279.93943304
0.26695936 428.96108185 278.81541618
0.26824545 427.98926502 277.75865830
0.26953154 427.09184917 276.75814533
0.27083241 426.06657397 275.68348317
0.27211850 424.92693150 274.55479217
0.27340459 423.74586187 273.41772145
0.27470546 422.66066902 272.34597019
0.27599154 421.77742651 271.38695326
0.27727763 420.97011080 270.45413510
0.27857850 420.15396402 269.50639864
0.27986459 419.32659462 268.55831517
0.28115068 418.55633334 267.67610913
0.28243677 417.97172475 266.92953277
0.28373764 417.37433548 266.16601796
0.28502373 416.51568745 265.24788744
0.28630981 415.55161335 264.27383710
0.28761068 414.88864110 263.48890286
0.28889677 414.61285256 262.95712335
0.29018286 414.28325256 262.40103155
0.29148373 413.69913709 261.70814875
0.29276982 413.02812975 260.99821808
0.29405591 412.44974284 260.37427809
0.29534200 412.08419641 259.89507656
0.29664287 411.92526517 259.54649728
0.29792895 411.84610366 259.24991473
0.29921504 411.75319815 258.95738105
0.30051591 411.53625856 258.60815435
0.30180200 411.21974960 258.22382077
0.30308809 410.89625501 257.85246799
0.30437418 410.62891863 257.52102378
0.30567505 410.57164909 257.31814964
0.30696114 410.72153949 257.22555522
0.30824722 410.98492934 257.18208850
0.30953331 411.33319119 257.18060603
0.31083418 411.65400014 257.15737761
0.31212027 411.80085059 257.03128729
0.31340636 411.80111253 256.83463981
0.31469245 411.93541353 256.75459747
0.31599332 412.31487212 256.85136515
0.31727941 412.72787682 256.98227474
0.31856549 413.13205089 257.13335058
0.31985158 413.63463645 257.37483993
0.32115245 414.23609547 257.69438761
0.32243854 414.90643663 258.06162753
0.32372463 415.61058810 258.44595932
0.32501072 416.29472182 258.81169944
0.32629681 416.91869179 259.13922219
0.32759768 417.42681605 259.39221475
0.32888376 417.85279118 259.58126312
0.33016985 418.29299387 259.75647705
0.33145594 418.73753620 259.91321957
0.33275681 419.18281954 260.06264785
0.33404290 419.69890162 260.26004978
0.33532899 420.24963436 260.48728344
0.33661508 420.74746911 260.69529279
0.33790116 421.16681399 260.87544177
0.33918725 421.55806153 261.06421534
0.34048812 421.97663078 261.29302663
0.34177421 422.43676384 261.56461331
0.34306030 422.93746999 261.87300443
0.34434639 423.44069566 262.18959534
0.34563247 423.91230533 262.48917590
0.34693335 424.36138861 262.76926318
0.34821943 424.65903843 262.93217228
0.34950552 424.79064756 262.96857287
0.35079161 424.86512347 262.96083720
0.35207770 424.91220024 262.93174332
0.35336379 425.01835403 262.93514434
0.35466466 425.19519547 262.97665554
0.35595074 425.42663403 263.04583137
0.35723683 425.78762222 263.19017603
0.35852292 426.15526025 263.33026829
0.35980901 426.36274488 263.37009067
0.36109510 426.46858776 263.36047904
0.36238118 426.53952285 263.34558622
0.36368206 426.58864480 263.33572064
0.36496814 426.57885415 263.30710144
0.36625423 426.51445066 263.25355759
0.36754032 426.45219752 263.19737232
0.36882641 426.37977829 263.11463349
0.37011250 426.41307309 263.06741165
0.37139858 426.56371646 263.05266841
0.37269945 426.63127312 262.94780182
0.37398554 426.59785492 262.76119791
0.37527163 426.52994077 262.54251656
0.37655772 426.44799691 262.30721941
0.37784381 426.35780729 262.06367829
0.37912989 426.29313487 261.83662937
0.38041598 426.32866205 261.67490295
0.38170207 426.36609112 261.51942950
0.38298816 426.29571371 261.31044860
0.38428903 426.20488501 261.10773563
0.38557512 426.14298247 260.93357181
0.38686121 426.09531962 260.77030166
0.38814729 426.03852108 260.59996786
0.38943338 425.98030689 260.42426950
0.39071947 425.93322943 260.24831189
0.39200556 425.85694011 260.04313577
0.39329165 425.73217763 259.79447325
0.39457773 425.58079823 259.51175728
0.39586382 425.42258190 259.20136066
0.39714991 425.22712108 258.84125309
0.39843600 425.04389071 258.46567809
0.39973687 424.87290651 258.07925506
0.40102296 424.60615560 257.62979043
0.40230905 424.23828668 257.12615740
0.40359513 423.97999358 256.69730069
0.40488122 423.95990069 256.40442266
0.40616731 424.00001984 256.13003111
0.40745340 424.02304779 255.84924842
0.40873949 424.01131069 255.56950012
0.41002557 423.90475523 255.27033141
0.41131166 423.67973875 254.94340995
0.41259775 423.53775644 254.70774234
0.41388384 423.54968742 254.58930592
0.41516993 423.48889356 254.43856838
0.41645601 423.35673751 254.25762527
0.41774210 423.17415953 254.03827064
0.41902819 422.96845905 253.77559987
0.42031428 422.72936770 253.45926987
0.42160037 422.23819344 252.97449437
0.42288645 421.45313665 252.31874497
0.42417254 420.66188806 251.66162625
0.42545863 420.08389472 251.11759362
0.42674472 419.64620537 250.63462261
0.42803081 419.21317493 250.14457333
0.42931690 418.77794953 249.65743073
0.43060298 418.38255517 249.19941558
0.43188907 417.98560517 248.74237497
0.43317516 417.55027908 248.26492585
0.43446125 417.06668782 247.76291926
0.43574734 416.53975549 247.23765773
0.43703342 415.97733976 246.68634714
0.43831951 415.40144995 246.10909347
0.43960560 414.81701962 245.49932360
0.44089169 414.22542457 244.86363323
0.44217778 413.63757766 244.22042952
0.44346386 413.05936661 243.58734191
0.44474995 412.42296981 242.93013789
0.44603604 411.75320181 242.26029266
0.44732213 411.17129606 241.64211180
0.44860822 410.65436976 241.04695323
0.44989430 410.12043514 240.42729381
0.45118039 409.34817759 239.67903245
0.45246648 408.26345682 238.79436525
0.45375257 407.16799309 237.94525731
0.45503866 406.26430068 237.21948714
0.45632474 405.57030211 236.61802187
0.45761083 404.90251988 236.02643388
0.45889692 404.23287990 235.43648824
0.46018301 403.71422824 234.93417088
0.46146910 403.33379933 234.48833009
0.46275519 403.12541475 234.11035003
0.46404127 403.02148411 233.76506355
0.46532736 402.73074553 233.30743575
0.46661345 402.18072350 232.74256477
0.46789954 401.50182998 232.15014635
0.46917084 400.88385344 231.62072384
0.47045693 400.48745733 231.23133820
0.47174302 400.13980482 230.85770157
0.47302911 399.70313552 230.43052450
0.47431520 399.18201395 229.96158318
0.47560128 398.59462205 229.45965170
0.47688737 398.01155795 228.96450776
0.47817346 397.49742938 228.51050578
0.47945955 397.04302647 228.08496347
0.48074564 396.64654003 227.68045009
0.48203172 396.31451868 227.29552686
0.48331781 396.00984254 226.90469134
0.48460390 395.66510232 226.47471088
0.48587521 395.22235276 225.99011770
0.48716129 394.69787477 225.47581823
0.48844738 394.15996453 224.97506844
0.48973347 393.67460970 224.52300289
0.49101956 393.24801737 224.11693202
0.49230565 392.85360070 223.73807804
0.49359173 392.47620254 223.37600712
0.49487782 392.10641912 223.02260297
0.49616391 391.73573698 222.66932445
0.49743522 391.35115114 222.30647158
0.49872130 390.94338632 221.92820402
0.50000739 390.51004332 221.53335421
0.50129348 390.05752666 221.12649245
0.50257957 389.60195099 220.71776315
0.50386566 389.14669414 220.30688468
0.50515174 388.70902626 219.90071004
0.50643783 388.31690184 219.51578508
0.50770914 387.98315362 219.16357447
0.50899523 387.69420374 218.83966592
0.51028131 387.41314888 218.52934134
0.51156740 387.09281382 218.21343782
0.51285349 386.72529771 217.89552392
0.51413958 386.34400715 217.59923133
0.51542567 385.98336968 217.34318465
0.51669697 385.61975348 217.10676383
0.51798306 385.31369762 216.91959203
0.51926915 385.11794144 216.79912813
0.52055524 384.90033753 216.64708153
0.52184132 384.67029095 216.46884386
0.52312741 384.45298448 216.28446581
0.52439872 384.13199212 216.03432304
0.52568480 383.68540284 215.72697116
0.52697089 383.18753019 215.41101714
0.52825698 382.76947490 215.15283571
0.52954307 382.52700145 214.99603488
0.53082916 382.41967558 214.90211440
0.53210046 382.42459333 214.85344970
0.53338655 382.41612006 214.77736836
0.53467264 382.22548308 214.58788668
0.53595873 381.93765211 214.35622657
0.53724481 381.61462374 214.11098756
0.53853090 381.30994574 213.86979279
0.53980221 381.22527850 213.74598998
0.54108830 381.24903462 213.65853411
0.54237438 381.12233431 213.46198953
0.54366047 380.92540059 213.22919161
0.54494656 380.67542849 212.97954410
0.54621787 380.26530980 212.65262398
0.54750395 379.84439561 212.34263341
0.54879004 379.55283383 212.12064319
0.55007613 379.32241002 211.92768847
0.55134744 379.13296024 211.74976006
0.55263352 378.96745434 211.57468727
0.55391961 378.73256952 211.34522335
0.55520570 378.40644667 211.05108530
0.55649179 378.05491281 210.73071495
0.55776309 377.69619902 210.39239004
0.55904918 377.41880471 210.09570632
0.56033527 377.22613968 209.85248793
0.56162136 377.00422667 209.60066474
0.56289266 376.74184361 209.33300995
0.56417875 376.40113553 209.01970772
0.56546484 375.98527269 208.66457960
0.56675093 375.54374552 208.30453497
0.56803702 375.10970134 207.96442158
0.56930832 374.68307544 207.64603315
0.57059441 374.28708913 207.36268725
0.57188050 373.98265930 207.14049192
0.57316659 373.77534951 206.95311801
0.57443789 373.63685932 206.75492331
0.57572398 373.52380807 206.52485382
0.57701007 373.39748322 206.26419005
0.57829616 373.22708040 205.96775266
0.57956746 373.00904072 205.64480045
0.58085355 372.71327087 205.28723709
0.58213964 372.33036871 204.89953896
0.58341094 371.89296676 204.50545318
0.58469703 371.44505402 204.12110124
0.58598312 371.07753486 203.79413239
0.58726921 370.80680700 203.53626196
0.58854051 370.56334742 203.30505645
0.58982660 370.36740850 203.10156477
0.59111269 370.23435768 202.91622376
0.59239878 370.06112356 202.68531466
0.59367008 369.84923478 202.42528906
0.59495617 369.66008567 202.17788592
0.59624226 369.53043006 201.96502768
0.59751356 369.46492275 201.78510286
0.59879965 369.41912053 201.60670078
0.60008574 369.36356056 201.41149215
0.60137183 369.26578824 201.17896825
0.60264313 369.12941944 200.89584881
0.60392922 368.96150572 200.53736366
0.60521531 368.74736182 200.10424105
0.60648661 368.51799213 199.65682202
0.60777270 368.26556331 199.21448860
0.60905879 368.06062835 198.82451768
0.61033010 367.99692886 198.53503005
0.61161618 368.00410621 198.29726189
0.61290227 368.03202979 198.09355445
0.61417358 368.03667243 197.91867110
0.61545967 367.96657162 197.74655663
0.61674575 367.85125123 197.56828785
0.61801706 367.72130617 197.37681274
0.61930315 367.59285730 197.17246419
0.62058924 367.47217602 196.94447768
0.62187532 367.35157164 196.67340322
0.62314663 367.25519000 196.37006871
0.62443272 367.17588946 196.04328593
0.62571880 367.06742455 195.69303175
0.62699011 366.93149929 195.34479568
0.62827620 366.73268146 194.98000835
0.62954750 366.46810390 194.59552153
0.63083359 366.22593903 194.24545688
0.63211968 366.04273962 193.94951710
0.63339099 365.91401848 193.71150196
0.63467707 365.85953042 193.54815335
0.63596316 365.87628547 193.45417987
0.63723447 365.93226995 193.40537557
0.63852056 366.00074061 193.38020148
0.63980664 366.07343049 193.36778327
0.64107795 366.13527814 193.35410323
0.64236404 366.14227336 193.31038877
0.64365012 366.07592415 193.22630831
0.64492143 365.95075189 193.11049596
0.64620752 365.78405047 192.96920140
0.64749361 365.58571550 192.80212475
0.64876491 365.37312878 192.59964448
0.65005100 365.16015489 192.35106158
0.65132231 364.95639920 192.06131602
0.65260839 364.76689001 191.73850431
0.65389448 364.59397261 191.39179712
0.65516579 364.44043673 191.03616130
0.65645188 364.30138768 190.69150129
0.65772318 364.18513231 190.38628408
0.65900927 364.09851559 190.13841099
0.66029536 364.02934847 189.95943083
0.66156666 363.96739498 189.85519887
0.66285275 363.90634168 189.79300732
0.66413884 363.85023352 189.74665992
0.66541014 363.85300329 189.73037507
0.66669623 363.95086973 189.74594172
0.66796754 364.11659166 189.78275899
0.66925363 364.29723060 189.81948060
0.67053971 364.44454366 189.82904146
0.67181102 364.53946678 189.80272335
0.67309711 364.61762591 189.76482086
0.67436841 364.65238078 189.70388293
0.67565450 364.61135740 189.60039563
0.67692581 364.58041625 189.48451746
0.67821189 364.62140962 189.37521827
0.67949798 364.74569742 189.27291552
0.68076929 364.94720294 189.19594545
0.68205538 365.17417953 189.17135572
0.68332668 365.39598160 189.20848754
0.68461277 365.65292022 189.32964894
0.68589886 365.99438943 189.54326014
0.68717016 366.37393009 189.78458093
0.68845625 366.70133640 189.97840195
0.68972756 366.98443678 190.11873288
0.69101364 367.26294425 190.21755492
0.69228495 367.55200805 190.27779958
0.69357104 367.84810820 190.30647603
0.69484234 368.14875413 190.32818581
0.69612843 368.44163116 190.36218472
0.69741452 368.71203713 190.41316513
0.69868582 368.98118115 190.47085322
0.69997191 369.26463394 190.49996012
0.70124322 369.51820769 190.47473683
0.70252931 369.72922592 190.40441569
0.70380061 369.94986559 190.33128338
0.70508670 370.18921687 190.29492515
0.70635801 370.40528780 190.30645112
0.70764409 370.58060109 190.36751161
0.70893018 370.72633973 190.47273041
0.71020149 370.87030509 190.60389829
0.71148758 371.03929237 190.74515682
0.71275888 371.24081336 190.88150838
0.71404497 371.48026142 190.99576649
0.71531627 371.79710840 191.09993757
0.71660236 372.17173649 191.17484630
0.71787367 372.51522590 191.18066003
0.71915976 372.79738752 191.14070201
0.72043106 373.02723457 191.09747684
0.72171715 373.21432598 191.07536649
0.72298845 373.36659881 191.08149240
0.72427454 373.49598670 191.12367203
0.72554585 373.60815666 191.20142291
0.72683194 373.71705636 191.29346513
0.72810324 373.81767917 191.36648905
0.72938933 373.91931582 191.40211099
0.73066064 374.07175183 191.40950420
0.73194672 374.27989388 191.42692691
0.73321803 374.51694513 191.48503441
0.73450412 374.74998306 191.58294721
0.73577542 374.94768558 191.70156548
0.73706151 375.11913494 191.80564894
0.73833282 375.29586519 191.86069145
0.73961890 375.48940794 191.86008512
0.74089021 375.69441065 191.81514635
0.74217630 375.89564644 191.75141463
0.74344760 376.05611788 191.72309223
0.74473369 376.16229288 191.75137691
0.74600500 376.24721336 191.80377958
0.74729108 376.33127833 191.86741929
0.74856239 376.44113065 191.91687359
0.74984848 376.62309693 191.88741616
0.75111978 376.85606235 191.79448666
0.75240587 377.07814774 191.70662594
0.75367718 377.25750159 191.65594376
0.75496327 377.37875302 191.65649917
0.75623457 377.46000021 191.68148988
0.75752066 377.55574322 191.65824786
0.75879196 377.69906831 191.54300485
0.76007805 377.88025881 191.34983321
0.76134936 378.06820839 191.12226585
0.76263545 378.22292427 190.91649642
0.76390675 378.31192755 190.77858083
0.76517806 378.33306573 190.71126546
0.76646414 378.32032315 190.66966806
0.76773545 378.31206739 190.60146418
0.76902154 378.32063208 190.49314560
0.77029284 378.33789650 190.32617104
0.77157893 378.34974254 190.08185621
0.77285024 378.33931966 189.80040513
0.77413633 378.30436105 189.51989295
0.77540763 378.25254771 189.25624343
0.77669372 378.18774243 189.02463901
0.77796502 378.11774905 188.82376675
0.77923633 378.06114782 188.64150984
0.78052242 378.05009060 188.46435773
0.78179372 378.09400649 188.28028174
0.78307981 378.18449126 188.09384231
0.78435112 378.31156292 187.92482707
0.78563720 378.45025858 187.77965736
0.78690851 378.57904593 187.65565579
0.78817982 378.69395327 187.54860300
0.78946590 378.79639584 187.45266150
0.79073721 378.88867512 187.35957619
0.79202330 378.97578269 187.25825330
0.79329460 379.06359630 187.13901953
0.79458069 379.15595332 186.99498413
0.79585200 379.25216126 186.82295843
0.79712330 379.35571283 186.62845231
0.79840939 379.47281463 186.42131314
0.79968070 379.60258061 186.21209470
0.80096678 379.73260485 186.02219819
0.80223809 379.84807937 185.87964357
0.80350939 379.94343029 185.79566745
0.80479548 380.04338243 185.75930743
0.80606679 380.18763885 185.73560801
0.80735288 380.38326779 185.68265753
0.80862418 380.61649285 185.58525667
0.80989549 380.86560441 185.45812773
0.81118157 381.10972485 185.31837872
0.81245288 381.33601986 185.18458020
0.81373897 381.53500694 185.08190848
0.81501027 381.69250914 185.00752879
0.81628158 381.80867735 184.93755381
0.81756767 381.91579544 184.84373627
0.81883897 382.06046066 184.67689072
0.82012506 382.25157487 184.43874734
0.82139637 382.43471159 184.21692907
0.82266767 382.54734898 184.06836306
0.82395376 382.57966082 184.00346967
0.82522507 382.64501555 183.97477922
0.82651115 382.85974435 183.88382842
0.82778246 383.20958972 183.69820939
0.82905376 383.61959193 183.45976019
0.83033985 384.02456134 183.22131806
0.83161116 384.38365006 183.02333267
0.83288246 384.71201922 182.84297062
0.83416855 385.03684647 182.64732657
0.83543986 385.33290081 182.46635442
0.83672594 385.54324379 182.37540781
0.83799725 385.62556583 182.43831970
0.83926856 385.65664182 182.56536758
0.84055464 385.73714383 182.63528247
0.84182595 385.90020202 182.61423986
0.84309725 386.12337655 182.53816348
0.84438334 386.35131736 182.49023796
0.84565465 386.57666915 182.49330416
0.84692595 386.81646229 182.53175564
0.84821204 387.07698552 182.59042992
0.84948335 387.36824599 182.66679530
0.85076944 387.68492594 182.75404623
0.85204074 387.99453819 182.83249230
0.85331205 388.27155195 182.89268547
0.85459813 388.52064592 182.93809753
0.85586944 388.76249445 182.97520927
0.85714075 389.00936416 183.00026180
0.85842683 389.27570759 183.00854486
0.85969814 389.57161900 183.00294638
0.86096944 389.89754432 182.99846507
0.86225553 390.25991279 182.98771588
0.86352684 390.68410800 182.95792608
0.86479814 391.15615226 182.94338384
0.86608423 391.60097451 183.02491683
0.86735554 391.94088242 183.25992698
0.86862684 392.18941176 183.53784576
0.86991293 392.41387982 183.71467139
0.87118424 392.61643664 183.79456088
0.87245554 392.78769275 183.81607625
0.87374163 392.92943672 183.80933113
0.87501293 393.06447826 183.77367866
0.87628424 393.24305621 183.66777288
0.87757033 393.43687008 183.55471998
0.87884163 393.60591250 183.51324366
0.88011294 393.77983987 183.53111073
0.88138424 394.00624855 183.57435531
0.88267033 394.31137837 183.61750030
0.88394164 394.72819771 183.62708545
0.88521294 395.26143752 183.58268091
0.88649903 395.81766405 183.56773091
0.88777034 396.35410471 183.66621651
0.88904164 396.88608053 183.86153132
0.89032773 397.41486479 184.07173205
0.89159904 397.92767569 184.26376177
0.89287034 398.42068110 184.44690437
0.89415643 398.90282179 184.61462004
0.89542774 399.36412487 184.77289008
0.89669904 399.79687645 184.92051299
0.89797035 400.21343866 185.04100933
0.89925643 400.63078345 185.12019009
0.90052774 401.04868965 185.16481492
0.90179905 401.46730427 185.18240642
0.90308513 401.88740505 185.17770237
0.90435644 402.30250477 185.16423187
0.90562774 402.69199426 185.17494859
0.90691383 403.04776562 185.23406126
0.90818514 403.41284149 185.29238664
0.90945644 403.81261808 185.32719004
0.91072775 404.22986287 185.37427328
0.91201384 404.66510196 185.44615197
0.91328514 405.11689417 185.54469660
0.91455645 405.56773880 185.66872336
0.91582775 406.00533518 185.81869910
0.91711384 406.44650584 185.95634685
0.91838515 406.92818861 186.01560164
0.91965645 407.41934450 186.01474369
0.92094254 407.87794185 186.00154711
0.92221385 408.28759261 185.99019388
0.92348515 408.62252378 185.98993201
0.92475646 408.89163426 185.98509283
0.92604254 409.12745464 185.96567659
0.92731385 409.35621046 185.94595340
0.92858516 409.57573334 185.95758324
0.92985646 409.78685438 186.00667316
0.93114255 410.04611895 186.02266128
0.93241385 410.37091357 185.97436909
0.93368516 410.73225630 185.89538385
0.93495647 411.14871435 185.81285310
0.93624255 411.60452570 185.74598738
0.93751386 412.02732216 185.68657662
0.93878516 412.39657083 185.66876232
0.94005647 412.71444061 185.73496478
0.94134256 412.96260802 185.82005126
0.94261386 413.14915374 185.86039836
0.94388517 413.30574097 185.85564982
0.94515647 413.46587795 185.80447788
0.94644256 413.64712796 185.70922949
0.94771387 413.85120892 185.57556726
0.94898517 414.07258511 185.41733526
0.95025648 414.30468729 185.26220925
0.95154257 414.54171576 185.13298613
0.95281387 414.79227965 185.01690251
0.95408518 415.06930070 184.88949686
0.95535648 415.39470333 184.77161994
0.95664257 415.77447159 184.70035975
0.95791388 416.20478827 184.68230616
0.95918518 416.65767733 184.70303646
0.96045649 417.06670378 184.73302349
0.96174258 417.41371452 184.73854621
0.96301388 417.73114906 184.69257566
0.96428519 418.05982672 184.57999173
0.96555649 418.41397185 184.38376966
0.96682780 418.79047468 184.09763134
0.96811389 419.19753137 183.73401552
0.96938519 419.61823170 183.33755582
0.97065650 420.01889735 182.97883557
0.97192780 420.43299338 182.63466851
0.97321389 420.92873668 182.22893796
0.97448520 421.45723484 181.82842162
0.97575650 421.93192737 181.54377569
0.97702781 422.35383828 181.37333615
0.97829911 422.79284528 181.22083173
0.97958520 423.30476776 181.00449824
0.98085651 423.89933089 180.68824032
0.98212781 424.58454479 180.24136583
0.98339912 425.32210760 179.70106465
0.98468520 426.03849874 179.15736778
0.98595651 426.69191969 178.66617087
0.98722781 427.27070828 178.24641475
0.98849912 427.79405621 177.87867527
0.98977043 428.31445753 177.49888873
0.99105651 428.89023172 177.04579339
0.99232782 429.54717627 176.49437174
0.99359912 430.26774702 175.88244385
0.99487043 430.99317814 175.29787138
0.99614174 431.61874747 174.84763077
