# s/c   h_mean    h_std
0.00000000 524.51382066 109.97158023
0.00130087 525.05285921 109.77550448
0.00260174 525.39946157 109.69701216
0.00390261 525.56682385 109.72934354
0.00520348 525.56764157 109.86599732
0.00650435 525.41412060 110.10072313
0.00780522 525.11798794 110.42751402
0.00910609 524.69050240 110.84059903
0.01040697 524.14246525 111.33443582
0.01170784 523.48423060 111.90370359
0.01300871 522.72571585 112.54329601
0.01430958 521.87641187 113.24831456
0.01561045 520.94539319 114.01406198
0.01691132 519.94132804 114.83603601
0.01821219 518.87248823 115.70992338
0.01951306 517.74675899 116.63159404
0.02081393 516.57164870 117.59709560
0.02211480 515.35429841 118.60264801
0.02341567 514.10149140 119.64463844
0.02470176 512.81966253 120.71961633
0.02600263 511.51490746 121.82428866
0.02730350 510.19299188 122.95551534
0.02860437 508.85936049 124.11030471
0.02990524 507.51914595 125.28580927
0.03120611 506.17717775 126.47932143
0.03250698 504.83799084 127.68826939
0.03380786 503.50583431 128.91021312
0.03510873 502.18467984 130.14284047
0.03640960 500.87823010 131.38396322
0.03771047 499.58992702 132.63151338
0.03901134 498.32295995 133.88353939
0.04029743 497.08027374 135.13820246
0.04159830 495.86457663 136.39377298
0.04289917 494.67834816 137.64862691
0.04420004 493.52384680 138.90124227
0.04550091 492.40311766 140.15019569
0.04680178 491.31799994 141.39415892
0.04810265 490.27013431 142.63189549
0.04940352 489.26097024 143.86225736
0.05068961 488.29177315 145.08418160
0.05199048 487.36363149 146.29668711
0.05329135 486.47746364 147.49887146
0.05459222 485.63402485 148.68990767
0.05589309 484.83391388 149.86904108
0.05719396 484.07757967 151.03558630
0.05849483 483.36532788 152.18892414
0.05978092 482.69732722 153.32849859
0.06108179 482.07361582 154.45381394
0.06238266 481.49410738 155.56443182
0.06368353 480.95859723 156.65996836
0.06498440 480.46676832 157.74009140
0.06628528 480.01819708 158.80451774
0.06757136 479.61235914 159.85301038
0.06887223 479.24863498 160.88537595
0.07017310 478.92631544 161.90146206
0.07147398 478.64460716 162.90115475
0.07277485 478.40263788 163.88437602
0.07407572 478.19946159 164.85108137
0.07536180 478.03406369 165.80125744
0.07666268 477.90536591 166.73491966
0.07796355 477.81223118 167.65210998
0.07926442 477.75346840 168.55289468
0.08056529 477.72783711 169.43736219
0.08185138 477.73405196 170.30562101
0.08315225 477.77078718 171.15779764
0.08445312 477.83668089 171.99403465
0.08575399 477.93033930 172.81448872
0.08704008 478.05034082 173.61932880
0.08834095 478.19524001 174.40873431
0.08964182 478.36357148 175.18289341
0.09094269 478.55385367 175.94200129
0.09224356 478.76459247 176.68625862
0.09352965 478.99428479 177.41586993
0.09483052 479.24142200 178.13104218
0.09613139 479.50449321 178.83198327
0.09743226 479.78198855 179.51890074
0.09871835 480.07240225 180.19200041
0.10001922 480.37423559 180.85148519
0.10132009 480.68599988 181.49755383
0.10260618 481.00621913 182.13039990
0.10390705 481.33343281 182.75021062
0.10520792 481.66619833 183.35716598
0.10650879 482.00309354 183.95143772
0.10779488 482.34271903 184.53318848
0.10909575 482.68370039 185.10257101
0.11039662 483.02469028 185.65972739
0.11169749 483.36437048 186.20478837
0.11298358 483.70145375 186.73787268
0.11428445 484.03468566 187.25908650
0.11558532 484.36284622 187.76852292
0.11687141 484.68475147 188.26626148
0.11817228 484.99925492 188.75236777
0.11947315 485.30524893 189.22689308
0.12075924 485.60166590 189.68987407
0.12206011 485.88747944 190.14133258
0.12336098 486.16170535 190.58127538
0.12466185 486.42340255 191.00969410
0.12594794 486.67167386 191.42656508
0.12724881 486.90566670 191.83184937
0.12854968 487.12457366 192.22549273
0.12983577 487.31123638 192.60094522
0.13113664 488.43122285 193.02766652
0.13243751 489.14614113 193.40755895
0.13372359 489.51601734 193.80297940
0.13502447 489.86396422 194.22938187
0.13632534 490.16808592 194.67112292
0.13761142 490.45282749 195.11221291
0.13891229 490.65751009 195.52653490
0.14019838 490.76996457 195.89044908
0.14149925 490.83544370 196.17730784
0.14280012 490.84579736 196.39803007
0.14408621 490.66568460 196.59472704
0.14538708 490.27668303 196.84367799
0.14668795 489.88898271 197.17683120
0.14797404 489.52909204 197.52700646
0.14927491 489.17501700 197.85832188
0.15056100 488.85277960 198.14403761
0.15186187 488.57033155 198.38191829
0.15316274 488.19261418 198.58602742
0.15444883 487.71525874 198.78642777
0.15574970 487.30745690 198.97759580
0.15703579 486.97094678 199.12034458
0.15833666 486.71297569 199.23838324
0.15963753 486.48901732 199.34987036
0.16092362 486.25107996 199.43792434
0.16222449 486.09496089 199.42226933
0.16351058 485.97810782 199.24194140
0.16481145 485.67299603 198.95723626
0.16611232 485.10056274 198.67919529
0.16739841 484.38536290 198.48534509
0.16869928 483.62385254 198.35706915
0.16998537 482.81220741 198.25013195
0.17128624 481.96805219 198.15002507
0.17257232 481.11617084 198.04206737
0.17387319 480.29502108 197.91659395
0.17517407 479.56911402 197.76791733
0.17646015 478.99074683 197.58878078
0.17776102 478.59118021 197.37676705
0.17904711 478.33662193 197.12687851
0.18034798 478.18942673 196.84488890
0.18163407 478.07520836 196.52577903
0.18293494 477.90875786 196.16168265
0.18422103 477.63863102 195.73906850
0.18552190 477.29799664 195.27125617
0.18680799 476.87478672 194.78479701
0.18810886 476.40757354 194.33635236
0.18939495 476.04339730 193.95469305
0.19069582 475.72016839 193.56865217
0.19199669 475.44747880 193.09339386
0.19328278 475.19833654 192.46712723
0.19458365 474.74748243 191.73880906
0.19586974 474.04516718 191.01301797
0.19717061 473.17354704 190.32651194
0.19845669 472.30460257 189.68261593
0.19975757 471.48370260 189.03872791
0.20104365 470.63667628 188.38252132
0.20234452 469.76881021 187.76419475
0.20363061 468.86715021 187.19605696
0.20493148 467.96267263 186.64055187
