# s/c   h_mean    h_std
0.00000000 534.86961939 112.60651353
0.00130087 535.34991202 112.47833117
0.00260174 535.64404778 112.46455971
0.00390261 535.76477836 112.55859791
0.00520348 535.72437433 112.75411390
0.00650435 535.53463558 113.04503505
0.00780522 535.20690163 113.42553786
0.00910609 534.75206190 113.89003807
0.01040697 534.18056578 114.43318106
0.01170784 533.50243272 115.04983265
0.01300871 532.72726205 115.73507028
0.01430958 531.86424290 116.48417469
0.01561045 530.92216379 117.29262205
0.01691132 529.90942231 118.15607655
0.01821219 528.83403459 119.07038354
0.01951306 527.70364466 120.03156298
0.02081393 526.52553379 121.03580344
0.02211480 525.30662961 122.07945637
0.02341567 524.05351522 123.15903084
0.02470176 522.77243816 124.27118846
0.02600263 521.46931923 125.41273873
0.02730350 520.14976131 126.58063450
0.02860437 518.81905797 127.77196774
0.02990524 517.48220202 128.98396548
0.03120611 516.14389400 130.21398588
0.03250698 514.80855043 131.45951446
0.03380786 513.48031215 132.71816042
0.03510873 512.16305235 133.98765314
0.03640960 510.86038466 135.26583866
0.03771047 509.57567103 136.55067626
0.03901134 508.31202958 137.84023517
0.04029743 507.07234226 139.13269124
0.04159830 505.85926250 140.42632367
0.04289917 504.67522267 141.71951186
0.04420004 503.52244150 143.01073217
0.04550091 502.40293135 144.29855481
0.04680178 501.31850540 145.58164072
0.04810265 500.27078474 146.85873845
0.04940352 499.26120532 148.12868115
0.05068961 498.29102483 149.39038349
0.05199048 497.36132946 150.64283869
0.05329135 496.47304056 151.88511551
0.05459222 495.62692120 153.11635535
0.05589309 494.82358259 154.33576929
0.05719396 494.06349047 155.54263522
0.05849483 493.34697129 156.73629502
0.05978092 492.67421839 157.91615172
0.06108179 492.04529800 159.08166672
0.06238266 491.46015519 160.23235709
0.06368353 490.91861965 161.36779286
0.06498440 490.42041142 162.48759437
0.06628528 489.96514652 163.59142965
0.06757136 489.55234242 164.67901188
0.06887223 489.18142345 165.75009688
0.07017310 488.85172608 166.80448064
0.07147398 488.56250414 167.84199691
0.07277485 488.31293387 168.86251482
0.07407572 488.10211891 169.86593663
0.07536180 487.92909517 170.85219539
0.07666268 487.79283560 171.82125281
0.07796355 487.69225484 172.77309711
0.07926442 487.62621381 173.70774089
0.08056529 487.59352411 174.62521914
0.08185138 487.59295243 175.52558729
0.08315225 487.62322473 176.40891925
0.08445312 487.68303041 177.27530557
0.08575399 487.77102636 178.12485169
0.08704008 487.88584083 178.95767619
0.08834095 488.02607731 179.77390908
0.08964182 488.19031823 180.57369027
0.09094269 488.37712854 181.35716796
0.09224356 488.58505926 182.12449720
0.09352965 488.81265086 182.87583842
0.09483052 489.05843656 183.61135614
0.09613139 489.32094552 184.33121759
0.09743226 489.59870594 185.03559152
0.09871835 489.89024802 185.72464701
0.10001922 490.19410685 186.39855237
0.10132009 490.50882519 187.05747404
0.10260618 490.83295610 187.70157562
0.10390705 491.16506556 188.33101691
0.10520792 491.50373488 188.94595307
0.10650879 491.84756305 189.54653373
0.10779488 492.19516904 190.13290226
0.10909575 492.54519386 190.70519504
0.11039662 492.89630268 191.26354083
0.11169749 493.24718669 191.80806009
0.11298358 493.59656499 192.33886451
0.11428445 493.94318624 192.85605644
0.11558532 494.28583036 193.35972846
0.11687141 494.62330996 193.84996300
0.11817228 494.95447182 194.32683192
0.11947315 495.27819811 194.79039627
0.12075924 495.59340767 195.24070596
0.12206011 495.89905705 195.67779958
0.12336098 496.19414150 196.10170419
0.12466185 496.47769587 196.51243524
0.12594794 496.74879538 196.90999639
0.12724881 497.00655627 197.29437952
0.12854968 497.25013641 197.66556468
0.12983577 497.46199755 198.01685743
0.13113664 498.61957998 198.41867258
0.13243751 499.36572469 198.77321343
0.13372359 499.76327786 199.14392468
0.13502447 500.14087407 199.54436568
0.13632534 500.47593642 199.95871218
0.13761142 500.79436439 200.37139238
0.13891229 501.03235102 200.75595174
0.14019838 501.17364360 201.08727741
0.14149925 501.26101132 201.33698643
0.14280012 501.28778217 201.51709489
0.14408621 501.12210044 201.67262117
0.14538708 500.75125873 201.88320758
0.14668795 500.39241378 202.18159933
0.14797404 500.06911678 202.49771970
0.14927491 499.75317958 202.79363174
0.15056100 499.46664234 203.04144751
0.15186187 499.21810598 203.23974485
0.15316274 498.87394756 203.40453376
0.15444883 498.43131562 203.56617982
0.15574970 498.05894765 203.71788406
0.15703579 497.75662196 203.82007308
0.15833666 497.53530248 203.89786479
0.15963753 497.35608033 203.97124371
0.16092362 497.16294572 204.02132355
0.16222449 497.03913476 203.96317631
0.16351058 496.93668347 203.73421406
0.16481145 496.63210327 203.39788059
0.16611232 496.05714164 203.06989508
0.16739841 495.34241730 202.83051247
0.16869928 494.58595196 202.66081552
0.16998537 493.78154185 202.51521925
0.17128624 492.94551967 202.37877384
0.17257232 492.10196086 202.23620236
0.17387319 491.28927978 202.07744241
0.17517407 490.57279754 201.89658368
0.17646015 490.00548424 201.68621832
0.17776102 489.61927301 201.44400392
0.17904711 489.37925972 201.16497324
0.18034798 489.24671613 200.85498672
0.18163407 489.14425602 200.50871866
0.18293494 488.98262596 200.11770450
0.18422103 488.70599735 199.66703842
0.18552190 488.34792468 199.17006664
0.18680799 487.90112995 198.65474256
0.18810886 487.41434259 198.18167706
0.18939495 487.04415651 197.78123764
0.19069582 486.71510774 197.37756802
0.19199669 486.42020918 196.88162605
0.19328278 486.12666140 196.22862957
0.19458365 485.61405465 195.46907576
0.19586974 484.84429166 194.71229995
0.19717061 483.90302525 193.99688033
0.19845669 482.96279215 193.32612259
0.19975757 482.06732994 192.65618675
0.20104365 481.14268038 191.97477444
0.20234452 480.19964532 191.33459558
0.20363061 479.23165733 190.74998003
0.20493148 478.26397654 190.17934649
0.20621757 477.37510348 189.56268221
0.20750366 476.45375586 188.81680845
0.20880453 475.30908315 187.95094977
0.21009062 473.80732820 187.03422334
0.21139149 471.99665916 186.13717329
0.21267758 470.20209557 185.31611049
0.21397845 468.61513665 184.51331011
0.21526454 467.13916560 183.65906227
0.21656541 465.58158524 182.73220885
0.21785149 463.86698190 181.75424575
0.21915236 461.99606748 180.74323170
0.22043845 460.00810951 179.72262810
0.22173932 457.91632294 178.70370952
0.22302541 455.73310138 177.69119674
0.22432628 453.48850933 176.67478554
0.22561237 451.18885144 175.62718475
0.22689846 448.86889200 174.53206386
0.22819933 446.41291957 173.36321507
0.22948542 443.67728933 172.13607075
0.23078629 440.77522132 170.91296504
0.23207238 437.87382974 169.71950489
0.23337325 435.06994036 168.56412485
0.23465933 432.29903241 167.44267694
0.23594542 429.38403565 166.35137680
0.23724629 426.24077438 165.29676734
0.23853238 423.00996245 164.28686053
0.23983325 419.90615109 163.30160103
0.24111934 416.97848082 162.29761667
0.24240543 414.23329986 161.27228574
0.24370630 411.54185949 160.21808386
0.24499239 408.66350802 159.14121822
0.24629326 405.59510472 158.09027565
0.24757935 402.48061647 157.08599621
0.24886543 399.38805050 156.11848494
0.25016630 396.42625232 155.19620679
0.25145239 393.63225044 154.30542550
0.25275326 390.81868910 153.41064297
0.25403935 387.87145913 152.51599329
0.25532544 384.85507812 151.63389889
0.25662631 381.82139712 150.75856388
0.25791240 378.83865552 149.90951180
0.25919849 375.92176403 149.09259708
0.26049936 373.09406494 148.31844565
0.26178545 370.51274976 147.62728653
0.26307153 368.14472385 146.97995881
0.26437240 365.79918050 146.32589821
0.26565849 363.45583396 145.66021954
0.26695936 361.14081799 144.94382109
0.26824545 358.97375840 144.18964492
0.26953154 356.96806065 143.42282741
0.27083241 354.90225583 142.67109053
0.27211850 352.75712373 142.03163071
0.27340459 350.60964653 141.51739479
0.27470546 348.54774005 141.08730736
0.27599154 346.63418094 140.68723117
0.27727763 344.78471695 140.23862435
0.27857850 342.95044725 139.74423956
0.27986459 341.17545540 139.24612315
0.28115068 339.59499459 138.79024210
0.28243677 338.30599508 138.41403663
0.28373764 336.96379934 138.11593145
0.28502373 335.27308606 137.90193196
0.28630981 333.42942168 137.74631097
0.28761068 331.91011833 137.60524969
0.28889677 330.92189552 137.43279294
0.29018286 329.99861387 137.22277709
0.29148373 328.83930916 137.08067739
0.29276982 327.61334355 137.08090831
0.29405591 326.52047593 137.18872674
0.29534200 325.66178709 137.34542970
0.29664287 325.02664523 137.49790225
0.29792895 324.50289841 137.61418622
0.29921504 323.99636823 137.72904563
0.30051591 323.41082323 137.87467514
0.30180200 322.76808369 138.09696985
0.30308809 322.14061608 138.40967694
0.30437418 321.58747526 138.77488809
0.30567505 321.26520083 139.17105076
0.30696114 321.18045165 139.54198272
0.30824722 321.23739755 139.86596046
0.30953331 321.40542589 140.17180162
0.31083418 321.56235115 140.48304238
0.31212027 321.55632012 140.82694676
0.31340636 321.42742893 141.23740267
0.31469245 321.47828543 141.75878058
0.31599332 321.83612559 142.36576509
0.31727941 322.27417065 143.00672648
0.31856549 322.72886346 143.69321599
0.31985158 323.30700847 144.42099818
0.32115245 323.99418305 145.13282982
0.32243854 324.73316463 145.79167908
0.32372463 325.47572272 146.37491787
0.32501072 326.17447488 146.87289359
0.32629681 326.81065555 147.31218042
0.32759768 327.34825145 147.71474727
0.32888376 327.81313821 148.12346100
0.33016985 328.28369701 148.57991795
0.33145594 328.76297015 149.07535595
0.33275681 329.24303157 149.59203496
0.33404290 329.76742933 150.12592769
0.33532899 330.30095631 150.64529568
0.33661508 330.77495011 151.13483852
0.33790116 331.18028895 151.60640052
0.33918725 331.58318122 152.07683742
0.34048812 332.04113730 152.54974212
0.34177421 332.55981550 153.01141944
0.34306030 333.12216216 153.45044373
0.34434639 333.67591289 153.84206406
0.34563247 334.16514972 154.17508033
0.34693335 334.58086928 154.46583186
0.34821943 334.80640936 154.70073146
0.34950552 334.82614085 154.92484122
0.35079161 334.77682701 155.18378315
0.35207770 334.73039117 155.47221172
0.35336379 334.76950323 155.80588698
0.35466466 334.89798648 156.15593726
0.35595074 335.07121473 156.48709952
0.35723683 335.33318306 156.79233132
0.35852292 335.57285374 157.03480529
0.35980901 335.63769119 157.20857554
0.36109510 335.59124289 157.35212989
0.36238118 335.50924378 157.47750023
0.36368206 335.41199247 157.59337888
0.36496814 335.27953107 157.71080065
0.36625423 335.11662623 157.85161417
0.36754032 334.96965669 158.02641954
0.36882641 334.80550344 158.19582392
0.37011250 334.69684435 158.34961356
