# y/t    WL_mean   WL_std
0.00000000 0.99861320 0.00077428
0.00502513 0.99864574 0.00085658
0.01005025 0.99869536 0.00089482
0.01507538 0.99877184 0.00081304
0.02010050 0.99884831 0.00073313
0.02512563 0.99891906 0.00065784
0.03015075 0.99893766 0.00059062
0.03517588 0.99895627 0.00052506
0.04020101 0.99897960 0.00045992
0.04522613 0.99890795 0.00044752
0.05025126 0.99883739 0.00043410
0.05527638 0.99876673 0.00041983
0.06030151 0.99862716 0.00047658
0.06532663 0.99848907 0.00053388
0.07035176 0.99835414 0.00059400
0.07537688 0.99822375 0.00067645
0.08040201 0.99808709 0.00075945
0.08542714 0.99796743 0.00083032
0.09045226 0.99789969 0.00087076
0.09547739 0.99782399 0.00091753
0.10050251 0.99778122 0.00093915
0.10552764 0.99777851 0.00093152
0.11055276 0.99777014 0.00092982
0.11557789 0.99778546 0.00091009
0.12060302 0.99781224 0.00088252
0.12562814 0.99783843 0.00085869
0.13065327 0.99785976 0.00083082
0.13567839 0.99788268 0.00080190
0.14070352 0.99790336 0.00077509
0.14572864 0.99791386 0.00075330
0.15075377 0.99792827 0.00073124
0.15577889 0.99793731 0.00071146
0.16080402 0.99794320 0.00069424
0.16582915 0.99795085 0.00067882
0.17085427 0.99795266 0.00066717
0.17587940 0.99795429 0.00065776
0.18090452 0.99795646 0.00065077
0.18592965 0.99795940 0.00064576
0.19095477 0.99796132 0.00064075
0.19597990 0.99796505 0.00063530
0.20100503 0.99796990 0.00063007
0.20603015 0.99797592 0.00062493
0.21105528 0.99798076 0.00061886
0.21608040 0.99798618 0.00061004
0.22110553 0.99798864 0.00060357
0.22613065 0.99799081 0.00059743
0.23115578 0.99798787 0.00058920
0.23618090 0.99798203 0.00058146
0.24120603 0.99797677 0.00057570
0.24623116 0.99796433 0.00056899
0.25125628 0.99795189 0.00056268
0.25628141 0.99793756 0.00055436
0.26130653 0.99792745 0.00054661
0.26633166 0.99792179 0.00053749
0.27135678 0.99792071 0.00052380
0.27638191 0.99792223 0.00051032
0.28140704 0.99793525 0.00049518
0.28643216 0.99794589 0.00047774
0.29145729 0.99796679 0.00046232
0.29648241 0.99798950 0.00044713
0.30150754 0.99801581 0.00043330
0.30653266 0.99804278 0.00042067
0.31155779 0.99806734 0.00040992
0.31658291 0.99809282 0.00040156
0.32160804 0.99811703 0.00039681
0.32663317 0.99814225 0.00039390
0.33165829 0.99816801 0.00039434
0.33668342 0.99819115 0.00039271
0.34170854 0.99821428 0.00039109
0.34673367 0.99824067 0.00038768
0.35175879 0.99826399 0.00038444
0.35678392 0.99829405 0.00038537
0.36180905 0.99832350 0.00038085
0.36683417 0.99836387 0.00038874
0.37185930 0.99840502 0.00039555
0.37688442 0.99846282 0.00040148
0.38190955 0.99852725 0.00040957
0.38693467 0.99854928 0.00036086
0.39195980 0.99855341 0.00029153
0.39698492 0.99826025 0.00001456
0.40201005 0.99788033 0.00034082
0.40703518 0.99665087 0.00107857
0.41206030 0.99520320 0.00196085
0.41708543 0.99242551 0.00309400
0.42211055 0.98913858 0.00440002
0.42713568 0.98469670 0.00537485
0.43216080 0.97978473 0.00627703
0.43718593 0.97431740 0.00629258
0.44221106 0.96868755 0.00609307
0.44723618 0.96299863 0.00518091
0.45226131 0.95727050 0.00423098
0.45728643 0.95183020 0.00321590
0.46231156 0.94635324 0.00246417
0.46733668 0.94134611 0.00231877
0.47236181 0.93638746 0.00278826
0.47738693 0.93182352 0.00362514
0.48241206 0.92741578 0.00461082
0.48743719 0.92331244 0.00565584
0.49246231 0.91946847 0.00671974
0.49748744 0.91585695 0.00778642
0.50251256 0.91260570 0.00882553
0.50753769 0.90953796 0.00985259
0.51256281 0.90694118 0.01082655
0.51758794 0.90446424 0.01178490
0.52261307 0.90258531 0.01268916
0.52763819 0.90085515 0.01358667
0.53266332 0.89956193 0.01446066
0.53768844 0.89852843 0.01533818
0.54271357 0.89779614 0.01621760
0.54773869 0.89742103 0.01712851
0.55276382 0.89721118 0.01805144
0.55778894 0.89747351 0.01904414
0.56281407 0.89787673 0.02006492
0.56783920 0.89862362 0.02115396
0.57286432 0.89960988 0.02229239
0.57788945 0.90080036 0.02347575
0.58291457 0.90236525 0.02472911
0.58793970 0.90405019 0.02600450
0.59296482 0.90617310 0.02734341
0.59798995 0.90849954 0.02870585
0.60301508 0.91110193 0.03010440
0.60804020 0.91410723 0.03155002
0.61306533 0.91722862 0.03301445
0.61809045 0.92087719 0.03453832
0.62311558 0.92465517 0.03604898
0.62814070 0.92871779 0.03754749
0.63316583 0.93288904 0.03874051
0.63819095 0.93704804 0.03967069
0.64321608 0.94103654 0.03992890
0.64824121 0.94480635 0.03957083
0.65326633 0.94845781 0.03888615
0.65829146 0.95186093 0.03735093
0.66331658 0.95529505 0.03573802
0.66834171 0.95876571 0.03393816
0.67336683 0.96250713 0.03221748
0.67839196 0.96633387 0.03066080
0.68341709 0.97028446 0.02927989
0.68844221 0.97391954 0.02782365
0.69346734 0.97739652 0.02636360
0.69849246 0.98024170 0.02445316
0.70351759 0.98265954 0.02218676
0.70854271 0.98478668 0.01966494
0.71356784 0.98661079 0.01685159
0.71859296 0.98838982 0.01406847
0.72361809 0.99013256 0.01134305
0.72864322 0.99180840 0.00888666
0.73366834 0.99326174 0.00672877
0.73869347 0.99455450 0.00469592
0.74371859 0.99532938 0.00325074
0.74874372 0.99581646 0.00201689
0.75376884 0.99606590 0.00131721
0.75879397 0.99604015 0.00141824
0.76381910 0.99621921 0.00150356
0.76884422 0.99655818 0.00130104
0.77386935 0.99721412 0.00055503
0.77889447 0.99803313 0.00064626
0.78391960 0.99833810 0.00121930
0.78894472 0.99834858 0.00157027
0.79396985 0.99807753 0.00196713
0.79899497 0.99763560 0.00238542
0.80402010 0.99732622 0.00265788
0.80904523 0.99704999 0.00287067
0.81407035 0.99725400 0.00211814
0.81909548 0.99760112 0.00121561
0.82412060 0.99798361 0.00104367
0.82914573 0.99826485 0.00186477
0.83417085 0.99827516 0.00218991
0.83919598 0.99823598 0.00222482
0.84422111 0.99853179 0.00164293
0.84924623 0.99900913 0.00075389
0.85427136 0.99933600 0.00007664
0.85929648 0.99935470 0.00083253
0.86432161 0.99930282 0.00120309
0.86934673 0.99934166 0.00119561
0.87437186 0.99935430 0.00117577
0.87939698 0.99929168 0.00110433
0.88442211 0.99919114 0.00098111
0.88944724 0.99894301 0.00068554
0.89447236 0.99875309 0.00051397
0.89949749 0.99873464 0.00051776
0.90452261 0.99871024 0.00052519
0.90954774 0.99868319 0.00056798
0.91457286 0.99865318 0.00061975
0.91959799 0.99863238 0.00067813
0.92462312 0.99863527 0.00073233
0.92964824 0.99861936 0.00077431
0.93467337 0.99855969 0.00081917
0.93969849 0.99849137 0.00087456
0.94472362 0.99841772 0.00091843
0.94974874 0.99837129 0.00095469
0.95477387 0.99836006 0.00098418
0.95979899 0.99836825 0.00101284
0.96482412 0.99838329 0.00103433
0.96984925 0.99838785 0.00105037
0.97487437 0.99838530 0.00106853
0.97989950 0.99839155 0.00107710
0.98492462 0.99842029 0.00106877
0.98994975 0.99844903 0.00106085
0.99497487 0.99849156 0.00101026
1.00000000 0.99861320 0.00077428
