# s/c   P_w_mean    P_w_std
0.00000000 0.99998086 0.00002942
0.00130087 0.99958867 0.00002335
0.00260174 0.99918779 0.00001836
0.00390261 0.99877908 0.00001459
0.00520348 0.99836332 0.00001227
0.00650435 0.99794124 0.00001155
0.00780522 0.99751352 0.00001216
0.00910609 0.99708076 0.00001360
0.01040697 0.99664353 0.00001541
0.01170784 0.99620234 0.00001733
0.01300871 0.99575765 0.00001926
0.01430958 0.99530985 0.00002115
0.01561045 0.99485932 0.00002299
0.01691132 0.99440636 0.00002480
0.01821219 0.99395126 0.00002658
0.01951306 0.99349423 0.00002835
0.02081393 0.99303547 0.00003013
0.02211480 0.99257512 0.00003193
0.02341567 0.99211331 0.00003375
0.02470176 0.99165009 0.00003561
0.02600263 0.99118552 0.00003750
0.02730350 0.99071960 0.00003942
0.02860437 0.99025232 0.00004138
0.02990524 0.98978360 0.00004336
0.03120611 0.98931338 0.00004536
0.03250698 0.98884154 0.00004737
0.03380786 0.98836794 0.00004939
0.03510873 0.98789243 0.00005140
0.03640960 0.98741483 0.00005341
0.03771047 0.98693492 0.00005539
0.03901134 0.98645248 0.00005735
0.04029743 0.98596726 0.00005929
0.04159830 0.98547901 0.00006118
0.04289917 0.98498743 0.00006304
0.04420004 0.98449224 0.00006485
0.04550091 0.98399312 0.00006661
0.04680178 0.98348975 0.00006832
0.04810265 0.98298179 0.00006998
0.04940352 0.98246889 0.00007159
0.05068961 0.98195069 0.00007314
0.05199048 0.98142683 0.00007465
0.05329135 0.98089693 0.00007610
0.05459222 0.98036061 0.00007750
0.05589309 0.97981748 0.00007886
0.05719396 0.97926714 0.00008017
0.05849483 0.97870921 0.00008144
0.05978092 0.97814326 0.00008267
0.06108179 0.97756891 0.00008388
0.06238266 0.97698575 0.00008506
0.06368353 0.97639337 0.00008622
0.06498440 0.97579137 0.00008736
0.06628528 0.97517934 0.00008849
0.06757136 0.97455688 0.00008963
0.06887223 0.97392358 0.00009077
0.07017310 0.97327906 0.00009192
0.07147398 0.97262292 0.00009309
0.07277485 0.97195477 0.00009430
0.07407572 0.97127423 0.00009553
0.07536180 0.97058091 0.00009681
0.07666268 0.96987446 0.00009815
0.07796355 0.96915450 0.00009954
0.07926442 0.96842068 0.00010100
0.08056529 0.96767266 0.00010253
0.08185138 0.96691009 0.00010415
0.08315225 0.96613265 0.00010586
0.08445312 0.96534001 0.00010767
0.08575399 0.96453187 0.00010959
0.08704008 0.96370793 0.00011162
0.08834095 0.96286791 0.00011377
0.08964182 0.96201151 0.00011604
0.09094269 0.96113849 0.00011845
