# s/c    P_w
0.94388517 0.60202670
0.94261386 0.60187782
0.94134256 0.60172410
0.94005647 0.60155856
0.93878516 0.60137596
0.93751386 0.60117719
0.93624255 0.60096701
0.93495647 0.60075116
0.93368516 0.60053541
0.93241385 0.60032280
0.93114255 0.60011436
0.92985646 0.59991015
0.92858516 0.59971012
0.92731385 0.59951465
0.92604254 0.59932381
0.92475646 0.59913719
0.92348515 0.59895166
0.92221385 0.59876205
0.92094254 0.59856238
0.91965645 0.59834719
0.91838515 0.59811607
0.91711384 0.59787043
0.91582775 0.59761252
0.91455645 0.59734565
0.91328514 0.59707348
0.91201384 0.59679953
0.91072775 0.59652732
0.90945644 0.59626107
0.90818514 0.59600249
0.90691383 0.59575188
0.90562774 0.59550854
0.90435644 0.59527082
0.90308513 0.59503695
0.90179905 0.59480495
0.90052774 0.59457302
0.89925643 0.59433953
0.89797035 0.59410298
0.89669904 0.59386146
0.89542774 0.59361297
0.89415643 0.59335606
0.89287034 0.59309017
0.89159904 0.59281564
0.89032773 0.59253300
0.88904164 0.59224366
0.88777034 0.59195152
0.88649903 0.59166206
0.88521294 0.59138025
0.88394164 0.59110919
0.88267033 0.59085165
0.88138424 0.59061102
0.88011294 0.59039007
0.87884163 0.59019044
0.87757033 0.59001219
0.87628424 0.58985349
0.87501293 0.58971099
0.87374163 0.58957975
0.87245554 0.58945413
0.87118424 0.58932759
0.86991293 0.58919237
0.86862684 0.58904187
0.86735554 0.58887253
0.86608423 0.58868481
0.86479814 0.58848357
0.86352684 0.58827505
0.86225553 0.58806646
0.86096944 0.58786545
0.85969814 0.58767454
0.85842683 0.58749410
0.85714075 0.58732348
0.85586944 0.58716090
0.85459813 0.58700378
0.85331205 0.58684970
0.85204074 0.58669542
0.85076944 0.58653488
0.84948335 0.58636648
0.84821204 0.58619290
0.84692595 0.58601983
0.84565465 0.58585325
0.84438334 0.58569620
0.84309725 0.58555061
0.84182595 0.58541605
0.84055464 0.58529112
0.83926856 0.58517422
0.83799725 0.58506342
0.83672594 0.58495672
0.83543986 0.58485195
0.83416855 0.58474697
0.83288246 0.58464007
0.83161116 0.58452972
0.83033985 0.58441512
0.82905376 0.58429567
0.82778246 0.58417197
0.82651115 0.58404824
0.82522507 0.58393084
0.82395376 0.58382555
0.82266767 0.58373380
0.82139637 0.58365272
0.82012506 0.58357837
0.81883897 0.58350814
0.81756767 0.58344033
0.81628158 0.58337314
0.81501027 0.58330437
0.81373897 0.58323110
0.81245288 0.58315190
0.81118157 0.58306719
0.80989549 0.58297825
0.80862418 0.58288575
0.80735288 0.58279038
0.80606679 0.58269358
0.80479548 0.58259823
0.80350939 0.58250880
0.80223809 0.58242775
0.80096678 0.58235560
0.79968070 0.58229220
0.79840939 0.58223605
0.79712330 0.58218583
0.79585200 0.58213950
0.79458069 0.58209365
0.79329460 0.58204649
0.79202330 0.58199693
0.79073721 0.58194426
0.78946590 0.58188862
0.78817982 0.58183023
0.78690851 0.58176967
0.78563720 0.58170741
0.78435112 0.58164440
0.78307981 0.58158257
0.78179372 0.58152548
0.78052242 0.58147763
0.77923633 0.58144142
0.77796502 0.58141735
0.77669372 0.58140451
0.77540763 0.58140087
0.77413633 0.58140416
0.77285024 0.58141145
0.77157893 0.58141891
0.77029284 0.58142088
0.76902154 0.58141164
0.76773545 0.58138940
0.76646414 0.58135611
0.76517806 0.58131466
0.76390675 0.58126710
0.76263545 0.58121437
0.76134936 0.58115681
0.76007805 0.58109432
0.75879196 0.58102647
0.75752066 0.58095278
0.75623457 0.58087278
0.75496327 0.58078622
0.75367718 0.58069299
0.75240587 0.58059330
0.75111978 0.58048804
0.74984848 0.58037851
0.74856239 0.58026660
0.74729108 0.58015450
0.74600500 0.58004361
0.74473369 0.57993441
0.74344760 0.57982625
0.74217630 0.57971766
0.74089021 0.57960745
0.73961890 0.57949448
0.73833282 0.57937760
0.73706151 0.57925561
0.73577542 0.57912715
0.73450412 0.57899039
0.73321803 0.57884533
0.73194672 0.57869489
0.73066064 0.57854531
0.72938933 0.57840523
0.72810324 0.57827801
0.72683194 0.57816143
0.72554585 0.57805062
0.72427454 0.57794047
0.72298845 0.57782979
0.72171715 0.57771858
0.72043106 0.57760687
0.71915976 0.57749322
0.71787367 0.57737304
0.71660236 0.57723971
0.71531627 0.57708650
0.71404497 0.57691652
0.71275888 0.57674064
0.71148758 0.57656915
0.71020149 0.57640904
0.70893018 0.57625938
0.70764409 0.57611803
0.70635801 0.57598328
0.70508670 0.57585419
0.70380061 0.57573288
0.70252931 0.57562191
0.70124322 0.57551834
0.69997191 0.57541190
0.69868582 0.57529382
0.69741452 0.57516066
0.69612843 0.57501697
0.69484234 0.57486881
0.69357104 0.57471971
0.69228495 0.57457241
0.69101364 0.57442573
0.68972756 0.57427779
0.68845625 0.57412618
0.68717016 0.57396495
0.68589886 0.57378903
0.68461277 0.57360447
0.68332668 0.57342691
0.68205538 0.57326855
0.68076929 0.57313289
0.67949798 0.57301971
0.67821189 0.57292902
0.67692581 0.57286214
0.67565450 0.57282037
0.67436841 0.57280139
0.67309711 0.57279214
0.67181102 0.57277388
0.67053971 0.57273790
0.66925363 0.57268213
0.66796754 0.57260902
0.66669623 0.57252644
0.66541014 0.57244532
0.66413884 0.57238040
0.66285275 0.57234064
0.66156666 0.57232650
0.66029536 0.57233312
0.65900927 0.57235445
0.65772318 0.57238981
0.65645188 0.57244134
0.65516579 0.57250970
0.65389448 0.57259236
0.65260839 0.57268561
0.65132231 0.57278555
0.65005100 0.57288819
0.64876491 0.57299013
0.64749361 0.57308795
0.64620752 0.57317881
0.64492143 0.57325974
0.64365012 0.57332846
0.64236404 0.57338197
0.64107795 0.57341531
0.63980664 0.57342612
0.63852056 0.57341759
0.63723447 0.57339778
0.63596316 0.57337718
0.63467707 0.57336441
0.63339099 0.57336860
0.63211968 0.57339988
0.63083359 0.57346290
0.62954750 0.57355890
0.62827620 0.57368615
0.62699011 0.57383154
0.62571880 0.57397446
0.62443272 0.57410238
0.62314663 0.57421319
0.62187532 0.57431146
0.62058924 0.57440450
0.61930315 0.57449724
0.61801706 0.57459061
0.61674575 0.57468422
0.61545967 0.57477803
0.61417358 0.57486911
0.61290227 0.57495188
0.61161618 0.57502330
0.61033010 0.57508945
0.60905879 0.57516288
0.60777270 0.57526096
0.60648661 0.57539606
0.60521531 0.57556191
0.60392922 0.57574674
0.60264313 0.57593461
0.60137183 0.57610764
0.60008574 0.57625788
0.59879965 0.57638447
0.59751356 0.57649246
0.59624226 0.57659181
0.59495617 0.57669895
0.59367008 0.57682825
0.59239878 0.57698174
0.59111269 0.57714909
0.58982660 0.57731510
0.58854051 0.57747535
0.58726921 0.57763478
0.58598312 0.57780269
0.58469703 0.57799158
0.58341094 0.57821054
0.58213964 0.57845897
0.58085355 0.57872923
0.57956746 0.57900409
0.57829616 0.57926031
0.57701007 0.57948889
0.57572398 0.57968938
0.57443789 0.57986613
0.57316659 0.58002895
0.57188050 0.58018865
0.57059441 0.58035807
0.56930832 0.58054956
0.56803702 0.58076954
0.56675093 0.58101611
0.56546484 0.58128315
0.56417875 0.58156348
0.56289266 0.58184538
0.56162136 0.58211356
0.56033527 0.58235963
0.55904918 0.58258363
0.55776309 0.58279876
0.55649179 0.58302423
0.55520570 0.58326846
0.55391961 0.58352711
0.55263352 0.58378381
0.55134744 0.58401908
0.55007613 0.58422851
0.54879004 0.58442048
0.54750395 0.58461022
0.54621787 0.58481980
0.54494656 0.58505566
0.54366047 0.58530604
0.54237438 0.58555352
0.54108830 0.58577800
0.53980221 0.58596578
0.53853090 0.58612446
0.53724481 0.58628466
0.53595873 0.58647339
0.53467264 0.58669635
0.53338655 0.58693893
0.53210046 0.58716846
0.53082916 0.58736373
0.52954307 0.58753198
0.52825698 0.58769985
0.52697089 0.58790031
0.52568480 0.58814876
0.52439872 0.58844127
0.52312741 0.58875656
0.52184132 0.58906236
0.52055524 0.58934248
0.51926915 0.58959696
0.51798306 0.58983324
0.51669697 0.59006684
0.51542567 0.59031359
0.51413958 0.59058459
0.51285349 0.59088165
0.51156740 0.59120024
0.51028131 0.59153070
0.50899523 0.59186086
0.50770914 0.59218624
0.50643783 0.59250997
0.50515174 0.59284007
0.50386566 0.59318579
0.50257957 0.59354974
0.50129348 0.59392867
0.50000739 0.59431759
0.49872130 0.59471044
0.49743522 0.59510079
0.49616391 0.59548464
0.49487782 0.59586037
0.49359173 0.59622879
0.49230565 0.59659382
0.49101956 0.59695987
0.48973347 0.59733238
0.48844738 0.59771852
0.48716129 0.59812542
0.48587521 0.59855414
0.48460390 0.59899813
0.48331781 0.59944106
0.48203172 0.59986330
0.48074564 0.60026489
0.47945955 0.60065959
0.47817346 0.60106355
0.47688737 0.60148972
0.47560128 0.60194303
0.47431520 0.60241723
0.47302911 0.60289376
0.47174302 0.60335566
0.47045693 0.60379139
0.46917084 0.60420349
0.46789954 0.60462091
0.46661345 0.60507220
0.46532736 0.60556440
0.46404127 0.60606489
0.46275519 0.60651159
0.46146910 0.60690282
0.46018301 0.60728486
0.45889692 0.60770173
0.45761083 0.60818284
0.45632474 0.60871916
0.45503866 0.60928833
0.45375257 0.60988669
0.45246648 0.61052544
0.45118039 0.61122184
0.44989430 0.61194485
0.44860822 0.61261790
0.44732213 0.61321282
0.44603604 0.61375148
0.44474995 0.61427660
0.44346386 0.61482324
0.44217778 0.61539485
0.44089169 0.61597878
0.43960560 0.61655902
0.43831951 0.61712841
0.43703342 0.61768496
0.43574734 0.61822517
0.43446125 0.61874869
0.43317516 0.61925367
0.43188907 0.61973826
0.43060298 0.62020620
0.42931690 0.62066781
0.42803081 0.62113073
0.42674472 0.62159637
0.42545863 0.62206166
0.42417254 0.62253604
0.42288645 0.62304146
0.42160037 0.62359040
0.42031428 0.62415017
0.41902819 0.62464136
0.41774210 0.62503130
0.41645601 0.62535099
0.41516993 0.62564388
0.41388384 0.62592919
0.41259775 0.62620132
0.41131166 0.62647023
0.41002557 0.62675777
0.40873949 0.62706903
0.40745340 0.62738187
0.40616731 0.62767352
0.40488122 0.62794361
0.40359513 0.62820531
0.40230905 0.62849145
0.40102296 0.62883781
0.39973687 0.62923931
0.39843600 0.62966188
0.39714991 0.63007438
0.39586382 0.63046485
0.39457773 0.63083536
0.39329165 0.63119018
0.39200556 0.63153219
0.39071947 0.63185873
0.38943338 0.63216607
0.38814729 0.63245653
0.38686121 0.63273693
0.38557512 0.63301578
0.38428903 0.63330452
0.38298816 0.63361413
0.38170207 0.63394556
0.38041598 0.63428201
0.37912989 0.63460453
0.37784381 0.63491203
0.37655772 0.63521413
0.37527163 0.63551603
0.37398554 0.63581810
0.37269945 0.63611574
0.37139858 0.63639716
0.37011250 0.63665624
0.36882641 0.63690634
0.36754032 0.63716779
0.36625423 0.63745223
0.36496814 0.63775702
0.36368206 0.63806816
0.36238118 0.63837081
0.36109510 0.63865737
0.35980901 0.63892756
0.35852292 0.63918044
0.35723683 0.63941070
0.35595074 0.63961910
0.35466466 0.63981970
0.35336379 0.64002885
0.35207770 0.64025650
0.35079161 0.64049949
0.34950552 0.64074776
0.34821943 0.64099949
0.34693335 0.64124645
0.34563247 0.64147554
0.34434639 0.64168489
0.34306030 0.64187552
0.34177421 0.64205233
0.34048812 0.64222161
0.33918725 0.64238875
0.33790116 0.64255748
0.33661508 0.64272704
0.33532899 0.64289818
0.33404290 0.64307666
0.33275681 0.64327473
0.33145594 0.64350040
0.33016985 0.64375369
0.32888376 0.64402903
0.32759768 0.64431284
0.32629681 0.64458809
0.32501072 0.64484269
0.32372463 0.64507052
0.32243854 0.64527904
0.32115245 0.64549144
0.31985158 0.64572740
0.31856549 0.64600611
0.31727941 0.64634605
0.31599332 0.64675196
0.31469245 0.64721678
0.31340636 0.64773699
0.31212027 0.64831646
0.31083418 0.64895335
0.30953331 0.64963096
0.30824722 0.65032760
0.30696114 0.65103217
0.30567505 0.65175281
0.30437418 0.65251622
0.30308809 0.65335066
0.30180200 0.65427479
0.30051591 0.65528565
0.29921504 0.65636154
0.29792895 0.65748040
0.29664287 0.65862982
0.29534200 0.65981708
0.29405591 0.66106872
0.29276982 0.66240645
0.29148373 0.66384101
0.29018286 0.66536546
0.28889677 0.66693964
0.28761068 0.66851934
0.28630981 0.67011140
0.28502373 0.67175308
0.28373764 0.67348174
0.28243677 0.67530804
0.28115068 0.67719828
0.27986459 0.67912051
0.27857850 0.68105597
0.27727763 0.68299763
0.27599154 0.68495339
0.27470546 0.68695336
0.27340459 0.68903012
0.27211850 0.69119564
0.27083241 0.69343718
0.26953154 0.69571788
0.26824545 0.69800133
0.26695936 0.70026960
0.26565849 0.70253283
0.26437240 0.70482185
0.26307153 0.70715540
0.26178545 0.70953703
0.26049936 0.71196699
0.25919849 0.71444015
0.25791240 0.71694810
0.25662631 0.71948203
0.25532544 0.72203874
0.25403935 0.72461832
0.25275326 0.72722454
0.25145239 0.72986292
0.25016630 0.73253288
0.24886543 0.73523250
0.24757935 0.73795883
0.24629326 0.74070539
0.24499239 0.74346715
0.24370630 0.74623821
0.24240543 0.74900863
0.24111934 0.75177242
0.23983325 0.75453313
0.23853238 0.75730055
0.23724629 0.76008621
0.23594542 0.76289685
0.23465933 0.76572933
0.23337325 0.76857392
0.23207238 0.77141951
0.23078629 0.77425495
0.22948542 0.77706804
0.22819933 0.77984789
0.22689846 0.78258571
0.22561237 0.78528506
0.22432628 0.78796421
0.22302541 0.79063220
0.22173932 0.79328639
0.22043845 0.79591926
0.21915236 0.79852088
0.21785149 0.80108275
0.21656541 0.80360098
0.21526454 0.80607907
0.21397845 0.80852380
0.21267758 0.81094824
0.21139149 0.81336399
0.21009062 0.81575506
0.20880453 0.81808806
0.20750366 0.82033435
0.20621757 0.82250434
0.20493148 0.82466351
0.20363061 0.82684438
0.20234452 0.82903687
0.20104365 0.83122556
0.19975757 0.83338908
0.19845669 0.83552842
0.19717061 0.83765739
0.19586974 0.83977045
0.19458365 0.84184395
0.19328278 0.84383304
0.19199669 0.84573377
0.19069582 0.84761037
0.18939495 0.84950722
0.18810886 0.85142681
0.18680799 0.85334249
0.18552190 0.85522492
0.18422103 0.85706861
0.18293494 0.85888281
0.18163407 0.86068083
0.18034798 0.86246842
0.17904711 0.86424722
0.17776102 0.86601913
0.17646015 0.86778525
0.17517407 0.86954903
0.17387319 0.87131473
0.17257232 0.87308713
0.17128624 0.87487056
0.16998537 0.87667003
0.16869928 0.87848902
0.16739841 0.88033062
0.16611232 0.88218165
0.16481145 0.88400512
0.16351058 0.88575487
0.16222449 0.88742294
0.16092362 0.88906720
0.15963753 0.89072765
0.15833666 0.89239827
0.15703579 0.89406176
0.15574970 0.89571348
0.15444883 0.89737130
0.15316274 0.89903933
0.15186187 0.90070055
0.15056100 0.90234456
0.14927491 0.90398490
0.14797404 0.90564330
0.14668795 0.90733058
0.14538708 0.90905030
0.14408621 0.91078181
0.14280012 0.91248019
0.14149925 0.91412442
0.14019838 0.91572520
0.13891229 0.91730249
0.13761142 0.91886813
0.13632534 0.92042342
0.13502447 0.92196612
0.13372359 0.92349388
0.13243751 0.92500925
0.13113664 0.92651796
0.12983577 0.92801653
0.12854968 0.92868493
0.12724881 0.93008047
0.12594794 0.93145751
0.12466185 0.93281593
0.12336098 0.93415560
0.12206011 0.93547641
0.12075924 0.93677827
0.11947315 0.93806110
0.11817228 0.93932484
0.11687141 0.94056943
0.11558532 0.94179485
0.11428445 0.94300108
0.11298358 0.94418811
0.11169749 0.94535595
0.11039662 0.94650463
0.10909575 0.94763420
0.10779488 0.94874471
0.10650879 0.94983625
0.10520792 0.95090889
0.10390705 0.95196275
0.10260618 0.95299794
0.10132009 0.95401461
0.10001922 0.95501290
0.09871835 0.95599298
0.09743226 0.95695503
0.09613139 0.95789925
0.09483052 0.95882585
0.09352965 0.95973505
0.09224356 0.96062709
0.09094269 0.96150221
0.08964182 0.96236069
0.08834095 0.96320280
0.08704008 0.96402883
0.08575399 0.96483907
0.08445312 0.96563385
0.08315225 0.96641349
0.08185138 0.96717831
0.08056529 0.96792866
0.07926442 0.96866490
0.07796355 0.96938738
0.07666268 0.97009647
0.07536180 0.97079255
0.07407572 0.97147601
0.07277485 0.97214723
0.07147398 0.97280660
0.07017310 0.97345453
0.06887223 0.97409143
0.06757136 0.97471768
0.06628528 0.97533371
0.06498440 0.97593993
0.06368353 0.97653674
0.06238266 0.97712456
0.06108179 0.97770379
0.05978092 0.97827484
0.05849483 0.97883811
0.05719396 0.97939401
0.05589309 0.97994292
0.05459222 0.98048524
0.05329135 0.98102134
0.05199048 0.98155159
0.05068961 0.98207637
0.04940352 0.98259601
0.04810265 0.98311086
0.04680178 0.98362125
0.04550091 0.98412748
0.04420004 0.98462986
0.04289917 0.98512866
0.04159830 0.98562414
0.04029743 0.98611655
0.03901134 0.98660610
0.03771047 0.98709299
0.03640960 0.98757741
0.03510873 0.98805949
0.03380786 0.98853936
0.03250698 0.98901711
0.03120611 0.98949281
0.02990524 0.98996650
0.02860437 0.99043817
0.02730350 0.99090778
0.02600263 0.99137528
0.02470176 0.99184055
0.02341567 0.99230345
0.02211480 0.99276379
0.02081393 0.99322133
0.01951306 0.99367581
0.01821219 0.99412691
0.01691132 0.99457424
0.01561045 0.99501740
0.01430958 0.99545592
0.01300871 0.99588926
0.01170784 0.99631685
0.01040697 0.99673806
0.00910609 0.99715218
0.00780522 0.99755845
0.00650435 0.99795607
0.00520348 0.99834413
0.00390261 0.99872168
0.00260174 0.99908770
0.00130087 0.99944109
0.00000000 0.99978069
-0.00000000 0.99874564
-0.00130087 0.99921951
-0.00260335 0.99942160
-0.00390746 0.99961672
-0.00521317 0.99974216
-0.00652048 0.99985366
-0.00782941 0.99992334
-0.00913993 0.99998606
-0.01045207 1.00002091
-0.01176578 1.00003484
-0.01308110 1.00002787
-0.01439801 1.00000000
-0.01571644 0.99995122
-0.01703653 0.99987456
-0.01835824 0.99977003
-0.01968143 0.99963763
-0.02100625 0.99947038
-0.02233255 0.99926132
-0.02366047 0.99902439
-0.02499002 0.99874564
-0.02632105 0.99843902
-0.02765326 0.99813240
-0.02898739 0.99788153
-0.03032315 0.99767247
-0.03166038 0.99749826
-0.03299939 0.99733101
-0.03433973 0.99717073
-0.03568185 0.99701045
-0.03702529 0.99685714
-0.03837051 0.99670383
-0.03971706 0.99655052
-0.04106524 0.99639024
-0.04241504 0.99622997
-0.04376617 0.99605575
-0.04511893 0.99589547
-0.04647316 0.99576307
-0.04782902 0.99566551
-0.04918636 0.99558885
-0.05054518 0.99551916
-0.05190548 0.99544948
-0.05326740 0.99538676
-0.05463080 0.99532404
-0.05599568 0.99525436
-0.05736204 0.99519164
-0.05872988 0.99512892
-0.06009919 0.99507317
-0.06146998 0.99501045
-0.06284240 0.99494774
-0.06421615 0.99489199
-0.06559138 0.99482230
-0.06696823 0.99475261
-0.06834642 0.99468293
-0.06972608 0.99460627
-0.07110722 0.99452962
-0.07248984 0.99445993
-0.07387393 0.99438328
-0.07525951 0.99430662
-0.07664641 0.99422997
-0.07803480 0.99415331
-0.07942466 0.99407666
-0.08081600 0.99400697
-0.08220867 0.99393031
-0.08360282 0.99385366
-0.08499845 0.99378397
-0.08639541 0.99370732
-0.08779384 0.99363066
-0.08919376 0.99356098
-0.09059500 0.99348432
-0.09199772 0.99341463
-0.09340178 0.99333798
-0.09480731 0.99326829
-0.09621417 0.99319861
-0.09762236 0.99312195
-0.09903203 0.99305226
-0.10044304 0.99298258
-0.10185551 0.99291289
-0.10326932 0.99284321
-0.10468446 0.99277352
-0.10610108 0.99270383
-0.10751888 0.99262718
-0.10893816 0.99255749
-0.11035892 0.99248780
-0.11178086 0.99241115
-0.11320413 0.99234146
-0.11462888 0.99227178
-0.11605496 0.99220209
-0.11748222 0.99213240
-0.11891096 0.99206272
-0.12034104 0.99199303
-0.12177229 0.99192334
-0.12320502 0.99185366
-0.12463893 0.99179094
-0.12607433 0.99172125
-0.12751090 0.99165854
-0.12894881 0.99158885
-0.13038804 0.99152613
-0.13182846 0.99146341
-0.13327021 0.99139373
-0.13471344 0.99133101
-0.13615770 0.99126829
-0.13760344 0.99120557
-0.13905022 0.99114286
-0.14049847 0.99108014
-0.14194791 0.99101742
-0.14339867 0.99094774
-0.14485062 0.99088502
-0.14630375 0.99082230
-0.14775822 0.99076655
-0.14921430 0.99070383
-0.15067039 0.99064111
-0.15212944 0.99057840
-0.15358848 0.99051568
-0.15504900 0.99045296
-0.15651101 0.99039024
-0.15797449 0.99032753
-0.15943796 0.99026481
-0.16090440 0.99020209
-0.16237084 0.99013937
-0.16383875 0.99007666
-0.16530667 0.99001394
-0.16677754 0.98995819
-0.16824841 0.98989547
-0.16972223 0.98983275
-0.17119606 0.98977003
-0.17266989 0.98970035
-0.17414667 0.98963763
-0.17562346 0.98957491
-0.17710172 0.98951220
-0.17858146 0.98944948
-0.18006268 0.98938676
-0.18154390 0.98932404
-0.18302659 0.98925436
-0.18451077 0.98919164
-0.18599642 0.98912892
-0.18748355 0.98905923
-0.18897069 0.98899652
-0.19045930 0.98892683
-0.19194791 0.98885714
-0.19343947 0.98879443
-0.19493104 0.98872474
-0.19642408 0.98866202
-0.19791861 0.98859930
-0.19941313 0.98853659
-0.20090913 0.98847387
-0.20240661 0.98841115
-0.20390557 0.98834843
-0.20540453 0.98828571
-0.20690496 0.98822300
-0.20840540 0.98816028
-0.20990879 0.98810453
-0.21141218 0.98804181
