# s/c    P_w
0.98595651 0.57961249
0.98468520 0.57942778
0.98339912 0.57924054
0.98212781 0.57905043
0.98085651 0.57885730
0.97958520 0.57866129
0.97829911 0.57846288
0.97702781 0.57826286
0.97575650 0.57806209
0.97448520 0.57786132
0.97321389 0.57766105
0.97192780 0.57746155
0.97065650 0.57726285
0.96938519 0.57706482
0.96811389 0.57686713
0.96682780 0.57666927
0.96555649 0.57647066
0.96428519 0.57627058
0.96301388 0.57606843
0.96174258 0.57586357
0.96045649 0.57565491
0.95918518 0.57544199
0.95791388 0.57522524
0.95664257 0.57500601
0.95535648 0.57478633
0.95408518 0.57456800
0.95281387 0.57435179
0.95154257 0.57413783
0.95025648 0.57392604
0.94898517 0.57371595
0.94771387 0.57350703
0.94644256 0.57329849
0.94515647 0.57308948
0.94388517 0.57287903
0.94261386 0.57266607
0.94134256 0.57244952
0.94005647 0.57222843
0.93878516 0.57200326
0.93751386 0.57177576
0.93624255 0.57154808
0.93495647 0.57132222
0.93368516 0.57109866
0.93241385 0.57087734
0.93114255 0.57065810
0.92985646 0.57044044
0.92858516 0.57022393
0.92731385 0.57000805
0.92604254 0.56979226
0.92475646 0.56957578
0.92348515 0.56935736
0.92221385 0.56913529
0.92094254 0.56890775
0.91965645 0.56867348
0.91838515 0.56843247
0.91711384 0.56818562
0.91582775 0.56793430
0.91455645 0.56768026
0.91328514 0.56742516
0.91201384 0.56717048
0.91072775 0.56691760
0.90945644 0.56666723
0.90818514 0.56641962
0.90691383 0.56617465
0.90562774 0.56593178
0.90435644 0.56569026
0.90308513 0.56544926
0.90179905 0.56520780
0.90052774 0.56496505
0.89925643 0.56472022
0.89797035 0.56447217
0.89669904 0.56422039
0.89542774 0.56396465
0.89415643 0.56370508
0.89287034 0.56344278
0.89159904 0.56317944
0.89032773 0.56291716
0.88904164 0.56265793
0.88777034 0.56240333
0.88649903 0.56215446
0.88521294 0.56191215
0.88394164 0.56167677
0.88267033 0.56144851
0.88138424 0.56122740
0.88011294 0.56101320
0.87884163 0.56080535
0.87757033 0.56060295
0.87628424 0.56040478
0.87501293 0.56020919
0.87374163 0.56001442
0.87245554 0.55981868
0.87118424 0.55962010
0.86991293 0.55941785
0.86862684 0.55921212
0.86735554 0.55900366
0.86608423 0.55879412
0.86479814 0.55858511
0.86352684 0.55837850
0.86225553 0.55817667
0.86096944 0.55798065
0.85969814 0.55779076
0.85842683 0.55760689
0.85714075 0.55742823
0.85586944 0.55725371
0.85459813 0.55708205
0.85331205 0.55691180
0.85204074 0.55674109
0.85076944 0.55656856
0.84948335 0.55639409
0.84821204 0.55621905
0.84692595 0.55604588
0.84565465 0.55587681
0.84438334 0.55571336
0.84309725 0.55555636
0.84182595 0.55540595
0.84055464 0.55526196
0.83926856 0.55512407
0.83799725 0.55499181
0.83672594 0.55486474
0.83543986 0.55474236
0.83416855 0.55462424
0.83288246 0.55450999
0.83161116 0.55439923
0.83033985 0.55429171
0.82905376 0.55418721
0.82778246 0.55408563
0.82651115 0.55398694
0.82522507 0.55389112
0.82395376 0.55379804
0.82266767 0.55370739
0.82139637 0.55361883
0.82012506 0.55353199
0.81883897 0.55344653
0.81756767 0.55336211
0.81628158 0.55327829
0.81501027 0.55319471
0.81373897 0.55311111
0.81245288 0.55302784
0.81118157 0.55294595
0.80989549 0.55286685
0.80862418 0.55279172
0.80735288 0.55272138
0.80606679 0.55265669
0.80479548 0.55259803
0.80350939 0.55254548
0.80223809 0.55249900
0.80096678 0.55245795
0.79968070 0.55242153
0.79840939 0.55238854
0.79712330 0.55235724
0.79585200 0.55232635
0.79458069 0.55229483
0.79329460 0.55226204
0.79202330 0.55222806
0.79073721 0.55219336
0.78946590 0.55215883
0.78817982 0.55212547
0.78690851 0.55209435
0.78563720 0.55206651
0.78435112 0.55204305
0.78307981 0.55202510
0.78179372 0.55201371
0.78052242 0.55200967
0.77923633 0.55201271
0.77796502 0.55202178
0.77669372 0.55203555
0.77540763 0.55205221
0.77413633 0.55206992
0.77285024 0.55208670
0.77157893 0.55210019
0.77029284 0.55210836
0.76902154 0.55210985
0.76773545 0.55210441
0.76646414 0.55209290
0.76517806 0.55207643
0.76390675 0.55205588
0.76263545 0.55203173
0.76134936 0.55200426
0.76007805 0.55197355
0.75879196 0.55193955
0.75752066 0.55190217
0.75623457 0.55186126
0.75496327 0.55181675
0.75367718 0.55176857
0.75240587 0.55171673
0.75111978 0.55166132
0.74984848 0.55160250
0.74856239 0.55154044
0.74729108 0.55147527
0.74600500 0.55140702
0.74473369 0.55133563
0.74344760 0.55126096
0.74217630 0.55118293
0.74089021 0.55110152
0.73961890 0.55101685
0.73833282 0.55092915
0.73706151 0.55083888
0.73577542 0.55074663
0.73450412 0.55065347
0.73321803 0.55056107
0.73194672 0.55047190
0.73066064 0.55038897
0.72938933 0.55031405
0.72810324 0.55024722
0.72683194 0.55018668
0.72554585 0.55012936
0.72427454 0.55007211
0.72298845 0.55001254
0.72171715 0.54994964
0.72043106 0.54988259
0.71915976 0.54981020
0.71787367 0.54973102
0.71660236 0.54964353
0.71531627 0.54954836
0.71404497 0.54945041
0.71275888 0.54935607
0.71148758 0.54927011
0.71020149 0.54919462
0.70893018 0.54912923
0.70764409 0.54907281
0.70635801 0.54902411
0.70508670 0.54898235
0.70380061 0.54894652
0.70252931 0.54891478
0.70124322 0.54888374
0.69997191 0.54884873
0.69868582 0.54880659
0.69741452 0.54875788
0.69612843 0.54870606
0.69484234 0.54865512
0.69357104 0.54860796
0.69228495 0.54856597
0.69101364 0.54852942
0.68972756 0.54849758
0.68845625 0.54846922
0.68717016 0.54844236
0.68589886 0.54841587
0.68461277 0.54839290
0.68332668 0.54837932
0.68205538 0.54838048
0.68076929 0.54839917
0.67949798 0.54843555
0.67821189 0.54849009
0.67692581 0.54856200
0.67565450 0.54865037
0.67436841 0.54875181
0.67309711 0.54885771
0.67181102 0.54896150
0.67053971 0.54906007
0.66925363 0.54915438
0.66796754 0.54924893
0.66669623 0.54934923
0.66541014 0.54946117
0.66413884 0.54958972
0.66285275 0.54973745
0.66156666 0.54990349
0.66029536 0.55008507
0.65900927 0.55027934
0.65772318 0.55048474
0.65645188 0.55070066
0.65516579 0.55092623
0.65389448 0.55115979
0.65260839 0.55139909
0.65132231 0.55164187
0.65005100 0.55188573
0.64876491 0.55212850
0.64749361 0.55236796
0.64620752 0.55260238
0.64492143 0.55283002
0.64365012 0.55304893
0.64236404 0.55325797
0.64107795 0.55345550
0.63980664 0.55364136
0.63852056 0.55381907
0.63723447 0.55399464
0.63596316 0.55417506
0.63467707 0.55436606
0.63339099 0.55457214
0.63211968 0.55479646
0.63083359 0.55503944
0.62954750 0.55529901
0.62827620 0.55557140
0.62699011 0.55584889
0.62571880 0.55612105
0.62443272 0.55638276
0.62314663 0.55663485
0.62187532 0.55688157
0.62058924 0.55712749
0.61930315 0.55737506
0.61801706 0.55762506
0.61674575 0.55787652
0.61545967 0.55812834
0.61417358 0.55837792
0.61290227 0.55862218
0.61161618 0.55886147
0.61033010 0.55910061
0.60905879 0.55934774
0.60777270 0.55961029
0.60648661 0.55989070
0.60521531 0.56018672
0.60392922 0.56049142
0.60264313 0.56079477
0.60137183 0.56108927
0.60008574 0.56137124
0.59879965 0.56164165
0.59751356 0.56190588
0.59624226 0.56217144
0.59495617 0.56244560
0.59367008 0.56273252
0.59239878 0.56303160
0.59111269 0.56333735
0.58982660 0.56364388
0.58854051 0.56395092
0.58726921 0.56426196
0.58598312 0.56458207
0.58469703 0.56491658
0.58341094 0.56526617
0.58213964 0.56562853
0.58085355 0.56599761
0.57956746 0.56636155
0.57829616 0.56670855
0.57701007 0.56703229
0.57572398 0.56733382
0.57443789 0.56761974
0.57316659 0.56789979
0.57188050 0.56818303
0.57059441 0.56847671
0.56930832 0.56878632
0.56803702 0.56911175
0.56675093 0.56945035
0.56546484 0.56979785
0.56417875 0.57014885
0.56289266 0.57049662
0.56162136 0.57083330
0.56033527 0.57115565
0.55904918 0.57146581
0.55776309 0.57177092
0.55649179 0.57207803
0.55520570 0.57239002
0.55391961 0.57270284
0.55263352 0.57300672
0.55134744 0.57329364
0.55007613 0.57356441
0.54879004 0.57382557
0.54750395 0.57408612
0.54621787 0.57435542
0.54494656 0.57463297
0.54366047 0.57491190
0.54237438 0.57518344
0.54108830 0.57543906
0.53980221 0.57567514
0.53853090 0.57590035
0.53724481 0.57613052
0.53595873 0.57637396
0.53467264 0.57663287
0.53338655 0.57689959
0.53210046 0.57715614
0.53082916 0.57739734
0.52954307 0.57763095
0.52825698 0.57787151
0.52697089 0.57813553
0.52568480 0.57842438
0.52439872 0.57873395
0.52312741 0.57905382
0.52184132 0.57936599
0.52055524 0.57966388
0.51926915 0.57994975
0.51798306 0.58023060
0.51669697 0.58051679
0.51542567 0.58081604
0.51413958 0.58113248
0.51285349 0.58146603
0.51156740 0.58181338
0.51028131 0.58216871
0.50899523 0.58252697
0.50770914 0.58288694
0.50643783 0.58325068
0.50515174 0.58362215
0.50386566 0.58400519
0.50257957 0.58439961
0.50129348 0.58480303
0.50000739 0.58521233
0.49872130 0.58562321
0.49743522 0.58603261
0.49616391 0.58643870
0.49487782 0.58684142
0.49359173 0.58724272
0.49230565 0.58764566
0.49101956 0.58805393
0.48973347 0.58847085
0.48844738 0.58889906
0.48716129 0.58934026
0.48587521 0.58979374
0.48460390 0.59025498
0.48331781 0.59071511
0.48203172 0.59116562
0.48074564 0.59160730
0.47945955 0.59204894
0.47817346 0.59249938
0.47688737 0.59296407
0.47560128 0.59344320
0.47431520 0.59393086
0.47302911 0.59441855
0.47174302 0.59489919
0.47045693 0.59536889
0.46917084 0.59583478
0.46789954 0.59631259
0.46661345 0.59681283
0.46532736 0.59733518
0.46404127 0.59785788
0.46275519 0.59834895
0.46146910 0.59881553
0.46018301 0.59929120
0.45889692 0.59980013
0.45761083 0.60035383
0.45632474 0.60094622
0.45503866 0.60156795
0.45375257 0.60221724
0.45246648 0.60289213
0.45118039 0.60359326
0.44989430 0.60429857
0.44860822 0.60496290
0.44732213 0.60557386
0.44603604 0.60615272
0.44474995 0.60672638
0.44346386 0.60731165
0.44217778 0.60790930
0.44089169 0.60850982
0.43960560 0.60910261
0.43831951 0.60968178
0.43703342 0.61024551
0.43574734 0.61079348
0.43446125 0.61132585
0.43317516 0.61184287
0.43188907 0.61234552
0.43060298 0.61283731
0.42931690 0.61332377
0.42803081 0.61380927
0.42674472 0.61429552
0.42545863 0.61478454
0.42417254 0.61528412
0.42288645 0.61579957
0.42160037 0.61633093
0.42031428 0.61685256
0.41902819 0.61730875
0.41774210 0.61768314
0.41645601 0.61800322
0.41516993 0.61829896
0.41388384 0.61858469
0.41259775 0.61885918
0.41131166 0.61913140
0.41002557 0.61941507
0.40873949 0.61971122
0.40745340 0.62000537
0.40616731 0.62028509
0.40488122 0.62055506
0.40359513 0.62083237
0.40230905 0.62114049
0.40102296 0.62149796
0.39973687 0.62189717
0.39843600 0.62230952
0.39714991 0.62270986
0.39586382 0.62308685
0.39457773 0.62344174
0.39329165 0.62377949
0.39200556 0.62410281
0.39071947 0.62441091
0.38943338 0.62470363
0.38814729 0.62498604
0.38686121 0.62526738
0.38557512 0.62555738
0.38428903 0.62586412
0.38298816 0.62619265
0.38170207 0.62653692
0.38041598 0.62687698
0.37912989 0.62719386
0.37784381 0.62748477
0.37655772 0.62776001
0.37527163 0.62803020
0.37398554 0.62830013
0.37269945 0.62856966
0.37139858 0.62883247
0.37011250 0.62908440
0.36882641 0.62933369
0.36754032 0.62959263
0.36625423 0.62986768
0.36496814 0.63015512
0.36368206 0.63044398
0.36238118 0.63072446
0.36109510 0.63099126
0.35980901 0.63124518
0.35852292 0.63148569
0.35723683 0.63170751
0.35595074 0.63191012
0.35466466 0.63210203
0.35336379 0.63229479
0.35207770 0.63249622
0.35079161 0.63270759
0.34950552 0.63292769
0.34821943 0.63315477
0.34693335 0.63338137
0.34563247 0.63359703
0.34434639 0.63379431
0.34306030 0.63397116
0.34177421 0.63413018
0.34048812 0.63427670
0.33918725 0.63441749
0.33790116 0.63455952
0.33661508 0.63470839
0.33532899 0.63486755
0.33404290 0.63504061
0.33275681 0.63523160
0.33145594 0.63544083
0.33016985 0.63566532
0.32888376 0.63589881
0.32759768 0.63613211
0.32629681 0.63635820
0.32501072 0.63657212
0.32372463 0.63677350
0.32243854 0.63697183
0.32115245 0.63718315
0.31985158 0.63742552
0.31856549 0.63771545
0.31727941 0.63806455
0.31599332 0.63847165
0.31469245 0.63892792
0.31340636 0.63943199
0.31212027 0.63998915
0.31083418 0.64060153
0.30953331 0.64125657
0.30824722 0.64193626
0.30696114 0.64263364
0.30567505 0.64335857
0.30437418 0.64413477
0.30308809 0.64498429
0.30180200 0.64591785
0.30051591 0.64693167
0.29921504 0.64801304
0.29792895 0.64914779
0.29664287 0.65032912
0.29534200 0.65156364
0.29405591 0.65286697
0.29276982 0.65425055
0.29148373 0.65571815
0.29018286 0.65726016
0.28889677 0.65884974
0.28761068 0.66046253
0.28630981 0.66211110
0.28502373 0.66382527
0.28373764 0.66562353
0.28243677 0.66750345
0.28115068 0.66943028
0.27986459 0.67137952
0.27857850 0.67335112
0.27727763 0.67534958
0.27599154 0.67738459
0.27470546 0.67947636
0.27340459 0.68163736
0.27211850 0.68386738
0.27083241 0.68615349
0.26953154 0.68846894
0.26824545 0.69079543
0.26695936 0.69312672
0.26565849 0.69547190
0.26437240 0.69785232
0.26307153 0.70027703
0.26178545 0.70274443
0.26049936 0.70525061
0.25919849 0.70779095
0.25791240 0.71036352
0.25662631 0.71296715
0.25532544 0.71560195
0.25403935 0.71826916
0.25275326 0.72097090
0.25145239 0.72370610
0.25016630 0.72646958
0.24886543 0.72925721
0.24757935 0.73206697
0.24629326 0.73489645
0.24499239 0.73774391
0.24370630 0.74060412
0.24240543 0.74346818
0.24111934 0.74633094
0.23983325 0.74919420
0.23853238 0.75206596
0.23724629 0.75495452
0.23594542 0.75786208
0.23465933 0.76078295
0.23337325 0.76370534
0.23207238 0.76661782
0.23078629 0.76951263
0.22948542 0.77238463
0.22819933 0.77522899
0.22689846 0.77804130
0.22561237 0.78082347
0.22432628 0.78358342
0.22302541 0.78632549
0.22173932 0.78904675
0.22043845 0.79174129
0.21915236 0.79440264
0.21785149 0.79702595
0.21656541 0.79960998
0.21526454 0.80215674
0.21397845 0.80466942
0.21267758 0.80715440
0.21139149 0.80961200
0.21009062 0.81203075
0.20880453 0.81439605
0.20750366 0.81669691
0.20621757 0.81894723
0.20493148 0.82118825
0.20363061 0.82343700
0.20234452 0.82568292
0.20104365 0.82791476
0.19975757 0.83012125
0.19845669 0.83230111
0.19717061 0.83445513
0.19586974 0.83657484
0.19458365 0.83864925
0.19328278 0.84065969
0.19199669 0.84261002
0.19069582 0.84454222
0.18939495 0.84648235
0.18810886 0.84842532
0.18680799 0.85035427
0.18552190 0.85225547
0.18422103 0.85412658
0.18293494 0.85597433
0.18163407 0.85780737
0.18034798 0.85963082
0.17904711 0.86144708
0.17776102 0.86325806
0.17646015 0.86506608
0.17517407 0.86687493
0.17387319 0.86868923
0.17257232 0.87051331
0.17128624 0.87235057
0.16998537 0.87420256
0.16869928 0.87606818
0.16739841 0.87794093
0.16611232 0.87980219
0.16481145 0.88162795
0.16351058 0.88339089
0.16222449 0.88508960
0.16092362 0.88676958
0.15963753 0.88846015
0.15833666 0.89015781
0.15703579 0.89185098
0.15574970 0.89353776
0.15444883 0.89523050
0.15316274 0.89692940
0.15186187 0.89862361
0.15056100 0.90030892
0.14927491 0.90199807
0.14797404 0.90370902
0.14668795 0.90544844
0.14538708 0.90720936
0.14408621 0.90896914
0.14280012 0.91069589
0.14149925 0.91237421
0.14019838 0.91401262
0.13891229 0.91562735
0.13761142 0.91722980
0.13632534 0.91882227
0.13502447 0.92040278
0.13372359 0.92197052
0.13243751 0.92352805
0.13113664 0.92507881
0.12983577 0.92661753
0.12854968 0.92730240
0.12724881 0.92873031
0.12594794 0.93013912
0.12466185 0.93152867
0.12336098 0.93289884
0.12206011 0.93424951
0.12075924 0.93558056
0.11947315 0.93689192
0.11817228 0.93818351
0.11687141 0.93945528
0.11558532 0.94070719
0.11428445 0.94193921
0.11298358 0.94315135
0.11169749 0.94434361
0.11039662 0.94551602
0.10909575 0.94666863
0.10779488 0.94780149
0.10650879 0.94891470
0.10520792 0.95000835
0.10390705 0.95108254
0.10260618 0.95213741
0.10132009 0.95317311
0.10001922 0.95418980
0.09871835 0.95518766
0.09743226 0.95616688
0.09613139 0.95712767
0.09483052 0.95807027
0.09352965 0.95899490
0.09224356 0.95990184
0.09094269 0.96079134
0.08964182 0.96166370
0.08834095 0.96251920
0.08704008 0.96335817
0.08575399 0.96418093
0.08445312 0.96498780
0.08315225 0.96577915
0.08185138 0.96655532
0.08056529 0.96731669
0.07926442 0.96806363
0.07796355 0.96879654
0.07666268 0.96951580
0.07536180 0.97022183
0.07407572 0.97091503
0.07277485 0.97159581
0.07147398 0.97226461
0.07017310 0.97292184
0.06887223 0.97356794
0.06757136 0.97420334
0.06628528 0.97482847
0.06498440 0.97544378
0.06368353 0.97604969
0.06238266 0.97664663
0.06108179 0.97723505
0.05978092 0.97781537
0.05849483 0.97838801
0.05719396 0.97895340
0.05589309 0.97951194
0.05459222 0.98006404
0.05329135 0.98061010
0.05199048 0.98115049
0.05068961 0.98168560
0.04940352 0.98221579
0.04810265 0.98274140
0.04680178 0.98326276
0.04550091 0.98378018
0.04420004 0.98429397
0.04289917 0.98480440
0.04159830 0.98531172
0.04029743 0.98581617
0.03901134 0.98631795
0.03771047 0.98681725
0.03640960 0.98731422
0.03510873 0.98780899
0.03380786 0.98830165
0.03250698 0.98879226
0.03120611 0.98928085
0.02990524 0.98976742
0.02860437 0.99025193
0.02730350 0.99073427
0.02600263 0.99121434
0.02470176 0.99169196
0.02341567 0.99216692
0.02211480 0.99263896
0.02081393 0.99310777
0.01951306 0.99357299
0.01821219 0.99403421
0.01691132 0.99449096
0.01561045 0.99494272
0.01430958 0.99538891
0.01300871 0.99582887
0.01170784 0.99626191
0.01040697 0.99668726
0.00910609 0.99710406
0.00780522 0.99751143
0.00650435 0.99790836
0.00520348 0.99829381
0.00390261 0.99866665
0.00260174 0.99902566
0.00130087 0.99936955
0.00000000 0.99969696
-0.00000000 0.99869831
-0.00130087 0.99913220
-0.00260335 0.99936949
-0.00390746 0.99957288
-0.00521317 0.99970847
-0.00652048 0.99982373
-0.00782941 0.99990508
-0.00913993 0.99996610
-0.01045207 1.00000000
-0.01176578 1.00001356
-0.01308110 1.00000678
-0.01439801 0.99997288
-0.01571644 0.99991864
-0.01703653 0.99983729
-0.01835824 0.99972881
-0.01968143 0.99957966
-0.02100625 0.99940339
-0.02233255 0.99919322
-0.02366047 0.99894237
-0.02499002 0.99865763
-0.02632105 0.99834576
-0.02765326 0.99804746
-0.02898739 0.99778983
-0.03032315 0.99759322
-0.03166038 0.99741017
-0.03299939 0.99724068
-0.03433973 0.99707797
-0.03568185 0.99692203
-0.03702529 0.99676610
-0.03837051 0.99661017
-0.03971706 0.99644746
-0.04106524 0.99629153
-0.04241504 0.99612203
-0.04376617 0.99595254
-0.04511893 0.99578983
-0.04647316 0.99566102
-0.04782902 0.99555932
-0.04918636 0.99548475
-0.05054518 0.99541017
-0.05190548 0.99534237
-0.05326740 0.99527458
-0.05463080 0.99521356
-0.05599568 0.99514576
-0.05736204 0.99508475
-0.05872988 0.99502373
-0.06009919 0.99496271
-0.06146998 0.99490169
-0.06284240 0.99484068
-0.06421615 0.99477966
-0.06559138 0.99471186
-0.06696823 0.99464407
-0.06834642 0.99456949
-0.06972608 0.99449492
-0.07110722 0.99442034
-0.07248984 0.99434576
-0.07387393 0.99426441
-0.07525951 0.99418983
-0.07664641 0.99411525
-0.07803480 0.99403390
-0.07942466 0.99395932
-0.08081600 0.99388475
-0.08220867 0.99381017
-0.08360282 0.99372881
-0.08499845 0.99365424
-0.08639541 0.99357966
-0.08779384 0.99350508
-0.08919376 0.99343051
-0.09059500 0.99335593
-0.09199772 0.99328136
-0.09340178 0.99320678
-0.09480731 0.99313220
-0.09621417 0.99305763
-0.09762236 0.99298983
-0.09903203 0.99291525
-0.10044304 0.99284068
-0.10185551 0.99277288
-0.10326932 0.99269831
-0.10468446 0.99263051
-0.10610108 0.99255593
-0.10751888 0.99248814
-0.10893816 0.99241356
-0.11035892 0.99233898
-0.11178086 0.99226441
-0.11320413 0.99219661
-0.11462888 0.99212203
-0.11605496 0.99204746
-0.11748222 0.99197966
-0.11891096 0.99190508
-0.12034104 0.99183729
-0.12177229 0.99176949
-0.12320502 0.99170169
-0.12463893 0.99163390
-0.12607433 0.99156610
-0.12751090 0.99149831
-0.12894881 0.99143051
-0.13038804 0.99136271
-0.13182846 0.99130169
-0.13327021 0.99123390
-0.13471344 0.99116610
-0.13615770 0.99110508
-0.13760344 0.99103729
-0.13905022 0.99097627
-0.14049847 0.99090847
-0.14194791 0.99084746
-0.14339867 0.99077966
-0.14485062 0.99071864
-0.14630375 0.99065763
-0.14775822 0.99058983
-0.14921430 0.99052881
-0.15067039 0.99046780
-0.15212944 0.99040678
-0.15358848 0.99033898
-0.15504900 0.99027797
-0.15651101 0.99021695
-0.15797449 0.99015593
-0.15943796 0.99008814
-0.16090440 0.99002712
-0.16237084 0.98996610
-0.16383875 0.98990508
-0.16530667 0.98983729
-0.16677754 0.98977627
-0.16824841 0.98971525
-0.16972223 0.98964746
-0.17119606 0.98958644
-0.17266989 0.98951864
-0.17414667 0.98945763
-0.17562346 0.98939661
-0.17710172 0.98932881
-0.17858146 0.98926780
-0.18006268 0.98920000
-0.18154390 0.98913220
-0.18302659 0.98907119
-0.18451077 0.98900339
-0.18599642 0.98893559
-0.18748355 0.98886780
-0.18897069 0.98880678
-0.19045930 0.98873898
-0.19194791 0.98867119
-0.19343947 0.98860339
-0.19493104 0.98853559
-0.19642408 0.98846780
-0.19791861 0.98840678
-0.19941313 0.98833898
-0.20090913 0.98827797
-0.20240661 0.98821017
-0.20390557 0.98814915
-0.20540453 0.98808814
-0.20690496 0.98802712
-0.20840540 0.98796610
-0.20990879 0.98790508
-0.21141218 0.98784407
-0.21291705 0.98778305
