# s/c    P_stat
0.62954750 0.49689004
0.62827620 0.49725104
0.62699011 0.49763126
0.62571880 0.49800108
0.62443272 0.49834521
0.62314663 0.49865995
0.62187532 0.49895061
0.62058924 0.49922655
0.61930315 0.49949295
0.61801706 0.49975233
0.61674575 0.50000493
0.61545967 0.50025216
0.61417358 0.50049135
0.61290227 0.50071688
0.61161618 0.50092645
0.61033010 0.50112900
0.60905879 0.50134093
0.60777270 0.50158374
0.60648661 0.50187344
0.60521531 0.50220117
0.60392922 0.50254995
0.60264313 0.50289877
0.60137183 0.50322557
0.60008574 0.50351957
0.59879965 0.50377936
0.59751356 0.50401219
0.59624226 0.50423310
0.59495617 0.50446321
0.59367008 0.50472144
0.59239878 0.50501231
0.59111269 0.50532251
0.58982660 0.50563432
0.58854051 0.50594106
0.58726921 0.50624895
0.58598312 0.50656916
0.58469703 0.50691518
0.58341094 0.50729844
0.58213964 0.50771803
0.58085355 0.50816335
0.57956746 0.50861235
0.57829616 0.50903752
0.57701007 0.50942700
0.57572398 0.50977967
0.57443789 0.51010151
0.57316659 0.51040422
0.57188050 0.51070159
0.57059441 0.51100875
0.56930832 0.51134007
0.56803702 0.51170393
0.56675093 0.51209784
0.56546484 0.51251393
0.56417875 0.51294426
0.56289266 0.51337497
0.56162136 0.51378722
0.56033527 0.51417208
0.55904918 0.51453080
0.55776309 0.51487939
0.55649179 0.51524092
0.55520570 0.51562686
0.55391961 0.51603180
0.55263352 0.51643539
0.55134744 0.51681590
0.55007613 0.51716777
0.54879004 0.51750077
0.54750395 0.51783278
0.54621787 0.51818835
0.54494656 0.51857601
0.54366047 0.51898218
0.54237438 0.51938602
0.54108830 0.51976595
0.53980221 0.52010717
0.53853090 0.52041858
0.53724481 0.52073708
0.53595873 0.52109552
0.53467264 0.52150139
0.53338655 0.52193827
0.53210046 0.52236866
0.53082916 0.52276919
0.52954307 0.52314853
0.52825698 0.52353750
0.52697089 0.52397376
0.52568480 0.52447452
0.52439872 0.52503542
0.52312741 0.52563099
0.52184132 0.52622301
0.52055524 0.52679278
0.51926915 0.52733962
0.51798306 0.52787202
0.51669697 0.52840731
0.51542567 0.52896334
0.51413958 0.52955412
0.51285349 0.53018190
0.51156740 0.53084139
0.51028131 0.53152141
0.50899523 0.53220803
0.50770914 0.53289535
0.50643783 0.53358630
0.50515174 0.53428973
0.50386566 0.53501502
0.50257957 0.53576488
0.50129348 0.53653530
0.50000739 0.53731979
0.49872130 0.53811083
0.49743522 0.53890109
0.49616391 0.53968549
0.49487782 0.54046183
0.49359173 0.54123099
0.49230565 0.54199741
0.49101956 0.54276602
0.48973347 0.54354288
0.48844738 0.54433668
0.48716129 0.54515531
0.48587521 0.54600026
0.48460390 0.54686450
0.48331781 0.54772949
0.48203172 0.54857395
0.48074564 0.54939765
0.47945955 0.55021617
0.47817346 0.55104791
0.47688737 0.55190678
0.47560128 0.55279797
0.47431520 0.55371293
0.47302911 0.55462912
0.47174302 0.55552572
0.47045693 0.55638889
0.46917084 0.55722110
0.46789954 0.55805454
0.46661345 0.55892265
0.46532736 0.55983353
0.46404127 0.56075086
0.46275519 0.56160724
0.46146910 0.56240151
0.46018301 0.56318691
0.45889692 0.56401461
0.45761083 0.56491702
0.45632474 0.56588372
0.45503866 0.56688834
0.45375257 0.56792442
0.45246648 0.56900292
0.45118039 0.57014108
0.44989430 0.57130260
0.44860822 0.57240099
0.44732213 0.57340408
0.44603604 0.57433510
0.44474995 0.57524138
0.44346386 0.57616395
0.44217778 0.57710809
0.44089169 0.57806066
0.43960560 0.57900433
0.43831951 0.57993010
0.43703342 0.58083446
0.43574734 0.58171302
0.43446125 0.58256452
0.43317516 0.58338612
0.43188907 0.58417586
0.43060298 0.58493981
0.42931690 0.58569062
0.42803081 0.58643841
0.42674472 0.58718537
0.42545863 0.58792751
0.42417254 0.58867443
0.42288645 0.58944933
0.42160037 0.59026518
0.42031428 0.59108459
0.41902819 0.59181865
0.41774210 0.59243103
0.41645601 0.59295763
0.41516993 0.59344893
0.41388384 0.59392940
0.41259775 0.59439506
0.41131166 0.59485765
0.41002557 0.59534138
0.40873949 0.59585161
0.40745340 0.59636349
0.40616731 0.59685021
0.40488122 0.59731116
0.40359513 0.59776142
0.40230905 0.59823752
0.40102296 0.59877925
0.39973687 0.59938096
0.39843600 0.60000504
0.39714991 0.60061666
0.39586382 0.60120190
0.39457773 0.60176240
0.39329165 0.60230206
0.39200556 0.60282346
0.39071947 0.60332298
0.38943338 0.60379642
0.38814729 0.60424552
0.38686121 0.60467797
0.38557512 0.60510466
0.38428903 0.60553905
0.38298816 0.60599597
0.38170207 0.60647913
0.38041598 0.60697121
0.37912989 0.60745208
0.37784381 0.60791966
0.37655772 0.60838273
0.37527163 0.60884554
0.37398554 0.60930519
0.37269945 0.60975523
0.37139858 0.61018047
0.37011250 0.61057404
0.36882641 0.61095570
0.36754032 0.61134883
0.36625423 0.61176751
0.36496814 0.61220861
0.36368206 0.61265485
0.36238118 0.61309002
0.36109510 0.61350360
0.35980901 0.61389465
0.35852292 0.61426283
0.35723683 0.61460339
0.35595074 0.61491951
0.35466466 0.61522906
0.35336379 0.61555053
0.35207770 0.61589454
0.35079161 0.61625609
0.34950552 0.61661993
0.34821943 0.61698216
0.34693335 0.61733431
0.34563247 0.61766375
0.34434639 0.61796966
0.34306030 0.61825536
0.34177421 0.61852737
0.34048812 0.61879302
0.33918725 0.61905718
0.33790116 0.61932222
0.33661508 0.61958673
0.33532899 0.61985030
0.33404290 0.62012093
0.33275681 0.62041301
0.33145594 0.62073684
0.33016985 0.62109261
0.32888376 0.62147268
0.32759768 0.62186140
0.32629681 0.62223720
0.32501072 0.62258451
0.32372463 0.62289630
0.32243854 0.62318204
0.32115245 0.62346858
0.31985158 0.62377982
0.31856549 0.62413889
0.31727941 0.62456659
0.31599332 0.62506892
0.31469245 0.62563753
0.31340636 0.62626783
0.31212027 0.62696304
0.31083418 0.62771887
0.30953331 0.62851621
0.30824722 0.62933163
0.30696114 0.63015172
0.30567505 0.63098505
0.30437418 0.63186237
0.30308809 0.63281497
0.30180200 0.63386323
0.30051591 0.63500407
0.29921504 0.63621329
0.29792895 0.63746465
0.29664287 0.63874448
0.29534200 0.64006283
0.29405591 0.64144907
0.29276982 0.64292861
0.29148373 0.64451341
0.29018286 0.64619478
0.28889677 0.64792848
0.28761068 0.64966423
0.28630981 0.65140853
0.28502373 0.65320254
0.28373764 0.65508781
0.28243677 0.65707824
0.28115068 0.65913845
0.27986459 0.66123243
0.27857850 0.66333702
0.27727763 0.66544279
0.27599154 0.66755864
0.27470546 0.66971963
0.27340459 0.67196302
0.27211850 0.67430278
0.27083241 0.67672497
0.26953154 0.67918804
0.26824545 0.68165080
0.26695936 0.68409227
0.26565849 0.68652333
0.26437240 0.68897942
0.26307153 0.69148198
0.26178545 0.69403580
0.26049936 0.69664132
0.25919849 0.69929264
0.25791240 0.70198019
0.25662631 0.70469322
0.25532544 0.70742766
0.25403935 0.71018391
0.25275326 0.71296655
0.25145239 0.71578185
0.25016630 0.71863016
0.24886543 0.72150957
0.24757935 0.72441643
0.24629326 0.72734383
0.24499239 0.73028574
0.24370630 0.73323553
0.24240543 0.73618286
0.24111934 0.73912160
0.23983325 0.74205540
0.23853238 0.74499529
0.23724629 0.74795412
0.23594542 0.75093950
0.23465933 0.75394810
0.23337325 0.75696948
0.23207238 0.75999172
0.23078629 0.76300182
0.22948542 0.76598618
0.22819933 0.76893242
0.22689846 0.77183068
0.22561237 0.77468562
0.22432628 0.77751754
0.22302541 0.78033711
0.22173932 0.78314156
0.22043845 0.78592245
0.21915236 0.78866926
0.21785149 0.79137210
0.21656541 0.79402693
0.21526454 0.79663775
0.21397845 0.79921244
0.21267758 0.80176556
0.21139149 0.80430983
0.21009062 0.80682775
0.20880453 0.80928161
0.20750366 0.81163946
0.20621757 0.81391384
0.20493148 0.81617705
0.20363061 0.81846583
0.20234452 0.82076938
0.20104365 0.82306991
0.19975757 0.82534429
0.19845669 0.82759335
0.19717061 0.82983181
0.19586974 0.83205383
0.19458365 0.83423288
0.19328278 0.83631922
0.19199669 0.83830862
0.19069582 0.84027227
0.18939495 0.84225940
0.18810886 0.84427285
0.18680799 0.84628353
0.18552190 0.84825845
0.18422103 0.85019122
0.18293494 0.85209228
0.18163407 0.85397615
0.18034798 0.85584935
0.17904711 0.85771372
0.17776102 0.85957129
0.17646015 0.86142335
0.17517407 0.86327341
0.17387319 0.86512628
0.17257232 0.86698689
0.17128624 0.86886005
0.16998537 0.87075119
0.16869928 0.87266415
0.16739841 0.87460208
0.16611232 0.87655057
0.16481145 0.87846872
0.16351058 0.88030581
0.16222449 0.88205304
0.16092362 0.88377404
0.15963753 0.88551303
0.15833666 0.88726361
0.15703579 0.88900680
0.15574970 0.89073738
0.15444883 0.89247484
0.15316274 0.89422379
0.15186187 0.89596566
0.15056100 0.89768892
0.14927491 0.89940832
0.14797404 0.90114766
0.14668795 0.90291884
0.14538708 0.90472595
0.14408621 0.90654658
0.14280012 0.90833142
0.14149925 0.91005764
0.14019838 0.91173658
0.13891229 0.91339024
0.13761142 0.91503180
0.13632534 0.91666262
0.13502447 0.91828041
0.13372359 0.91988261
0.13243751 0.92147205
0.13113664 0.92305489
0.12983577 0.92462764
0.12854968 0.92533053
0.12724881 0.92679407
0.12594794 0.92823814
0.12466185 0.92966263
0.12336098 0.93106738
0.12206011 0.93245229
0.12075924 0.93381726
0.11947315 0.93516221
0.11817228 0.93648706
0.11687141 0.93779177
0.11558532 0.93907631
0.11428445 0.94034064
0.11298358 0.94158478
0.11169749 0.94280872
0.11039662 0.94401251
0.10909575 0.94519619
0.10779488 0.94635982
0.10650879 0.94750348
0.10520792 0.94862727
0.10390705 0.94973130
0.10260618 0.95081570
0.10132009 0.95188061
0.10001922 0.95292619
0.09871835 0.95395262
0.09743226 0.95496010
0.09613139 0.95594883
0.09483052 0.95691904
0.09352965 0.95787096
0.09224356 0.95880484
0.09094269 0.95972095
0.08964182 0.96061958
0.08834095 0.96150101
0.08704008 0.96236555
0.08575399 0.96321352
0.08445312 0.96404526
0.08315225 0.96486110
0.08185138 0.96566140
0.08056529 0.96644652
0.07926442 0.96721684
0.07796355 0.96797274
0.07666268 0.96871461
0.07536180 0.96944284
0.07407572 0.97015785
0.07277485 0.97086005
0.07147398 0.97154986
0.07017310 0.97222770
0.06887223 0.97289399
0.06757136 0.97354916
0.06628528 0.97419366
0.06498440 0.97482790
0.06368353 0.97545233
0.06238266 0.97606738
0.06108179 0.97667348
0.05978092 0.97727105
0.05849483 0.97786053
0.05719396 0.97844234
0.05589309 0.97901688
0.05459222 0.97958458
0.05329135 0.98014582
0.05199048 0.98070100
0.05068961 0.98125049
0.04940352 0.98179468
0.04810265 0.98233390
0.04680178 0.98286851
0.04550091 0.98339883
0.04420004 0.98392516
0.04289917 0.98444780
0.04159830 0.98496702
0.04029743 0.98548306
0.03901134 0.98599615
0.03771047 0.98650650
0.03640960 0.98701428
0.03510873 0.98751964
0.03380786 0.98802270
0.03250698 0.98852355
0.03120611 0.98902224
0.02990524 0.98951881
0.02860437 0.99001325
0.02730350 0.99050549
0.02600263 0.99099547
0.02470176 0.99148304
0.02341567 0.99196804
0.02211480 0.99245025
0.02081393 0.99292942
0.01951306 0.99340524
0.01821219 0.99387734
0.01691132 0.99434532
0.01561045 0.99480872
0.01430958 0.99526700
0.01300871 0.99571961
0.01170784 0.99616590
0.01040697 0.99660516
0.00910609 0.99703665
0.00780522 0.99745952
0.00650435 0.99787288
0.00520348 0.99827576
0.00390261 0.99866713
0.00260174 0.99904586
0.00130087 0.99941077
0.00000000 0.99976057
-0.00000000 0.99869674
-0.00130087 0.99918546
-0.00260335 0.99939850
-0.00390746 0.99959900
-0.00521317 0.99973058
-0.00652048 0.99984336
-0.00782941 0.99991855
-0.00913993 0.99998120
-0.01045207 1.00001253
-0.01176578 1.00003133
-0.01308110 1.00002506
-0.01439801 0.99999373
-0.01571644 0.99993734
-0.01703653 0.99985589
-0.01835824 0.99974311
-0.01968143 0.99959900
-0.02100625 0.99942356
-0.02233255 0.99920426
-0.02366047 0.99894737
-0.02499002 0.99865288
-0.02632105 0.99832707
-0.02765326 0.99801378
-0.02898739 0.99774436
-0.03032315 0.99753133
-0.03166038 0.99734336
-0.03299939 0.99716792
-0.03433973 0.99700501
-0.03568185 0.99683584
-0.03702529 0.99667920
-0.03837051 0.99651629
-0.03971706 0.99635338
-0.04106524 0.99618421
-0.04241504 0.99601504
-0.04376617 0.99583333
-0.04511893 0.99566416
-0.04647316 0.99552632
-0.04782902 0.99542607
-0.04918636 0.99535088
-0.05054518 0.99527569
-0.05190548 0.99520677
-0.05326740 0.99513784
-0.05463080 0.99506892
-0.05599568 0.99500000
-0.05736204 0.99493734
-0.05872988 0.99487469
-0.06009919 0.99480576
-0.06146998 0.99474311
-0.06284240 0.99468045
-0.06421615 0.99461779
-0.06559138 0.99454887
-0.06696823 0.99447995
-0.06834642 0.99439850
-0.06972608 0.99432331
-0.07110722 0.99424185
-0.07248984 0.99416667
-0.07387393 0.99408521
-0.07525951 0.99400376
-0.07664641 0.99392857
-0.07803480 0.99384712
-0.07942466 0.99376566
-0.08081600 0.99369048
-0.08220867 0.99360902
-0.08360282 0.99353383
-0.08499845 0.99345238
-0.08639541 0.99337719
-0.08779384 0.99330201
-0.08919376 0.99322055
-0.09059500 0.99314536
-0.09199772 0.99307018
-0.09340178 0.99299499
-0.09480731 0.99291353
-0.09621417 0.99283835
-0.09762236 0.99276316
-0.09903203 0.99268797
-0.10044304 0.99261905
-0.10185551 0.99254386
-0.10326932 0.99246867
-0.10468446 0.99239348
-0.10610108 0.99231830
-0.10751888 0.99224937
-0.10893816 0.99217419
-0.11035892 0.99209273
-0.11178086 0.99201754
-0.11320413 0.99194236
-0.11462888 0.99186717
-0.11605496 0.99179198
-0.11748222 0.99172306
-0.11891096 0.99164787
-0.12034104 0.99157895
-0.12177229 0.99150376
-0.12320502 0.99143484
-0.12463893 0.99136591
-0.12607433 0.99129073
-0.12751090 0.99122180
-0.12894881 0.99115288
-0.13038804 0.99108396
-0.13182846 0.99101504
-0.13327021 0.99095238
-0.13471344 0.99088346
-0.13615770 0.99081454
-0.13760344 0.99074561
-0.13905022 0.99068296
-0.14049847 0.99061404
-0.14194791 0.99055138
-0.14339867 0.99048246
-0.14485062 0.99041353
-0.14630375 0.99035088
-0.14775822 0.99028822
-0.14921430 0.99021930
-0.15067039 0.99015664
-0.15212944 0.99008772
-0.15358848 0.99002506
-0.15504900 0.98995614
-0.15651101 0.98989348
-0.15797449 0.98983083
-0.15943796 0.98976190
-0.16090440 0.98969925
-0.16237084 0.98963033
-0.16383875 0.98956767
-0.16530667 0.98949875
-0.16677754 0.98943609
-0.16824841 0.98936717
-0.16972223 0.98930451
-0.17119606 0.98923559
-0.17266989 0.98917293
-0.17414667 0.98910401
-0.17562346 0.98904135
-0.17710172 0.98897243
-0.17858146 0.98890351
-0.18006268 0.98883459
-0.18154390 0.98877193
-0.18302659 0.98870301
-0.18451077 0.98863409
-0.18599642 0.98856516
-0.18748355 0.98849624
-0.18897069 0.98842105
-0.19045930 0.98835213
-0.19194791 0.98828321
-0.19343947 0.98821429
-0.19493104 0.98814536
-0.19642408 0.98807644
-0.19791861 0.98800752
-0.19941313 0.98794486
-0.20090913 0.98787594
-0.20240661 0.98780702
-0.20390557 0.98774436
-0.20540453 0.98768170
-0.20690496 0.98761278
-0.20840540 0.98755013
