# s/c    P_stat
-0.20990879 0.98748747
-0.21141218 0.98742481
-0.21291705 0.98736216
-0.21442193 0.98729950
-0.21592827 0.98723684
-0.21743610 0.98717419
-0.21894541 0.98711153
-0.22045471 0.98705514
-0.22196550 0.98699248
-0.22347628 0.98692982
-0.22499002 0.98686717
-0.22650376 0.98680451
-0.22801750 0.98674185
-0.22953272 0.98667920
-0.23104942 0.98661028
-0.23256759 0.98653509
-0.23408577 0.98645990
-0.23560542 0.98637218
-0.23712508 0.98628446
-0.23864621 0.98619048
-0.24016882 0.98609649
-0.24169143 0.98600877
-0.24321552 0.98591479
-0.24474108 0.98582707
-0.24626665 0.98573935
-0.24779369 0.98565163
-0.24932074 0.98556391
-0.25084926 0.98548246
-0.25237926 0.98539474
-0.25390926 0.98530702
-0.25544074 0.98522556
-0.25697222 0.98513784
-0.25850518 0.98505013
-0.26003962 0.98496867
-0.26157405 0.98488095
-0.26310997 0.98479950
-0.26464588 0.98471178
-0.26618327 0.98463033
-0.26772067 0.98454261
-0.26925954 0.98446115
-0.27079989 0.98437343
-0.27234024 0.98429198
-0.27388059 0.98420426
-0.27542241 0.98412281
-0.27696572 0.98403509
-0.27850902 0.98395363
-0.28005381 0.98386591
-0.28159859 0.98378446
-0.28314485 0.98370301
-0.28469112 0.98361529
-0.28623886 0.98353383
-0.28778808 0.98345238
-0.28933730 0.98337093
-0.29088651 0.98328947
-0.29243721 0.98320802
-0.29398791 0.98312657
-0.29554008 0.98304511
-0.29709226 0.98296366
-0.29864591 0.98288847
-0.30019957 0.98281328
-0.30175470 0.98273810
-0.30330983 0.98266917
-0.30486644 0.98259398
-0.30642305 0.98252506
-0.30798114 0.98244987
-0.30953923 0.98237469
-0.31109731 0.98229950
-0.31265688 0.98222431
-0.31421793 0.98214286
-0.31577749 0.98206767
-0.31734002 0.98198622
-0.31890106 0.98190476
-0.32046358 0.98182331
-0.32202758 0.98174185
-0.32359159 0.98165414
-0.32515559 0.98157268
-0.32672107 0.98148496
-0.32828655 0.98139724
-0.32985350 0.98130952
-0.33142046 0.98122180
-0.33298742 0.98113409
-0.33455586 0.98104637
-0.33612429 0.98095865
-0.33769273 0.98086466
-0.33926264 0.98077068
-0.34083256 0.98068296
-0.34240395 0.98058897
-0.34397534 0.98048872
-0.34554674 0.98039474
-0.34711961 0.98030075
-0.34869248 0.98020677
-0.35026535 0.98010652
-0.35183970 0.98000627
-0.35341405 0.97990602
-0.35498840 0.97980576
-0.35656422 0.97970551
-0.35814005 0.97960526
-0.35971588 0.97950501
-0.36129171 0.97939850
-0.36286901 0.97929825
-0.36444780 0.97919173
-0.36602510 0.97909148
-0.36760388 0.97898496
-0.36918267 0.97887845
-0.37076145 0.97877193
-0.37234172 0.97866541
-0.37392198 0.97855890
-0.37550224 0.97844612
-0.37708398 0.97833960
-0.37866424 0.97822682
-0.38024598 0.97811404
-0.38182920 0.97800125
-0.38341094 0.97788221
-0.38499416 0.97776942
-0.38657738 0.97765038
-0.38816060 0.97753133
-0.38974382 0.97740602
-0.39132851 0.97728697
-0.39291321 0.97716165
-0.39449791 0.97703634
-0.39608261 0.97691103
-0.39766878 0.97678571
-0.39925496 0.97665414
-0.40084113 0.97652256
-0.40242731 0.97639098
-0.40401348 0.97625940
-0.40560114 0.97612155
-0.40718731 0.97598371
-0.40877496 0.97584586
-0.41036262 0.97570802
-0.41195175 0.97556391
-0.41353940 0.97542607
-0.41512853 0.97527569
-0.41671619 0.97513158
-0.41830532 0.97498120
-0.41989445 0.97483709
-0.42148358 0.97468045
-0.42307419 0.97453008
-0.42466333 0.97437343
-0.42625394 0.97421679
-0.42784307 0.97406015
-0.42943368 0.97390351
-0.43102429 0.97374060
-0.43261490 0.97357769
-0.43420551 0.97341479
-0.43579612 0.97324561
-0.43738821 0.97308271
-0.43897882 0.97291353
-0.44057090 0.97273810
-0.44216151 0.97256892
-0.44375360 0.97239348
-0.44534569 0.97221805
-0.44693778 0.97204261
-0.44852839 0.97186717
-0.45012048 0.97168546
-0.45171257 0.97150376
-0.45330613 0.97132206
-0.45489822 0.97114035
-0.45649031 0.97095865
-0.45808240 0.97077068
-0.45967449 0.97058897
-0.46126658 0.97040727
-0.46286014 0.97021930
-0.46445223 0.97003759
-0.46604432 0.96985589
-0.46763788 0.96967419
-0.46922997 0.96948622
-0.47082206 0.96929198
-0.47241563 0.96909774
-0.47400772 0.96889098
-0.47559980 0.96868421
-0.47719337 0.96847118
-0.47878546 0.96825188
-0.48037755 0.96803258
-0.48196964 0.96781328
-0.48356320 0.96758772
-0.48515529 0.96735589
-0.48674738 0.96712406
-0.48833947 0.96689223
-0.48993156 0.96665414
-0.49152364 0.96641604
-0.49311573 0.96617794
-0.49470782 0.96593358
-0.49629843 0.96568922
-0.49789052 0.96543860
-0.49948261 0.96518797
-0.50107322 0.96493734
-0.50266383 0.96468045
-0.50425592 0.96442356
-0.50584653 0.96416667
-0.50743714 0.96390977
-0.50902775 0.96364662
-0.51061836 0.96338346
-0.51220897 0.96311404
-0.51379958 0.96284461
-0.51538871 0.96257519
-0.51697932 0.96229950
-0.51856845 0.96203008
-0.52015758 0.96174812
-0.52174671 0.96147243
-0.52333585 0.96118421
-0.52492498 0.96090226
-0.52651263 0.96061404
-0.52810029 0.96031955
-0.52968942 0.96003133
-0.53127707 0.95973058
-0.53286472 0.95942982
-0.53445090 0.95912281
-0.53603855 0.95881579
-0.53762473 0.95849624
-0.53921090 0.95817669
-0.54079708 0.95785088
-0.54238325 0.95751253
-0.54396943 0.95716792
-0.54555413 0.95681078
-0.54713882 0.95644737
-0.54872352 0.95607769
-0.55030822 0.95570802
-0.55189144 0.95534461
-0.55347466 0.95498120
-0.55505787 0.95461153
-0.55664109 0.95424812
-0.55822283 0.95388471
-0.55980605 0.95352130
-0.56138779 0.95315163
-0.56296805 0.95278195
-0.56454980 0.95241228
-0.56613006 0.95203634
-0.56771032 0.95166040
-0.56929058 0.95128446
-0.57086937 0.95090226
-0.57244815 0.95052005
-0.57402693 0.95013158
-0.57560424 0.94973684
-0.57718302 0.94934211
-0.57875885 0.94894110
-0.58033616 0.94854010
-0.58191198 0.94813283
-0.58348781 0.94771930
-0.58506364 0.94729950
-0.58663799 0.94687970
-0.58821234 0.94645363
-0.58978669 0.94602130
-0.59135956 0.94558271
-0.59293243 0.94514411
-0.59450530 0.94469298
-0.59607669 0.94424185
-0.59764808 0.94378446
-0.59921800 0.94332080
-0.60078939 0.94285088
-0.60235783 0.94237469
-0.60392774 0.94189223
-0.60549618 0.94140977
-0.60706461 0.94091479
-0.60863157 0.94041353
-0.61019853 0.93991228
-0.61176401 0.93939850
-0.61333097 0.93888471
-0.61489497 0.93836466
-0.61646045 0.93783208
-0.61802445 0.93729950
-0.61958697 0.93676065
-0.62114950 0.93621554
-0.62271202 0.93567043
-0.62427306 0.93511278
-0.62583411 0.93455514
-0.62739368 0.93399123
-0.62895324 0.93342105
-0.63051133 0.93285088
-0.63207090 0.93227444
-0.63362751 0.93169173
-0.63518412 0.93110902
-0.63674073 0.93052632
-0.63829586 0.92993734
-0.63985099 0.92935464
-0.64140464 0.92877193
-0.64295830 0.92818296
-0.64451047 0.92759398
-0.64606265 0.92699875
-0.64761335 0.92638471
-0.64916404 0.92576441
-0.65071326 0.92513158
-0.65226248 0.92448622
-0.65381022 0.92383459
-0.65535796 0.92317669
-0.65690570 0.92251253
-0.65845049 0.92183584
-0.65999675 0.92115288
-0.66154005 0.92046992
-0.66308484 0.91977444
-0.66462666 0.91907268
-0.66616849 0.91837093
-0.66771032 0.91765664
-0.66925067 0.91693609
-0.67078954 0.91621554
-0.67232841 0.91548872
-0.67386728 0.91474937
-0.67540467 0.91401003
-0.67694059 0.91326441
-0.67847650 0.91251253
-0.68001094 0.91176065
-0.68154390 0.91099624
-0.68307685 0.91023183
-0.68460833 0.90945489
-0.68613981 0.90867794
-0.68766982 0.90789474
-0.68919982 0.90710526
-0.69072834 0.90631579
-0.69225538 0.90551378
-0.69378243 0.90471178
-0.69530800 0.90389724
-0.69683356 0.90308271
-0.69835765 0.90225564
-0.69988026 0.90142857
-0.70140287 0.90059524
-0.70292400 0.89974937
-0.70444366 0.89889724
-0.70596331 0.89804511
-0.70748148 0.89718045
-0.70899966 0.89630326
-0.71051488 0.89542607
-0.71203158 0.89453008
-0.71354532 0.89363409
-0.71505906 0.89271930
-0.71657132 0.89179198
-0.71808358 0.89085213
-0.71959436 0.88989348
-0.72110367 0.88890977
-0.72261150 0.88790727
-0.72411933 0.88689223
-0.72562567 0.88587719
-0.72713202 0.88487469
-0.72863542 0.88388471
-0.73014029 0.88290100
-0.73164220 0.88192356
-0.73314412 0.88094612
-0.73464307 0.87996867
-0.73614351 0.87899123
-0.73764099 0.87800752
-0.73913847 0.87701754
-0.74063447 0.87601504
-0.74212899 0.87500627
-0.74362352 0.87397870
-0.74511656 0.87293860
-0.74660813 0.87187343
-0.74809822 0.87079574
-0.74958830 0.86969298
-0.75107691 0.86856516
-0.75256405 0.86741228
-0.75405118 0.86624060
-0.75553535 0.86504386
-0.75701953 0.86382206
-0.75850222 0.86258145
-0.75998492 0.86131579
-0.76146466 0.86003759
-0.76294440 0.85874060
-0.76442266 0.85743108
-0.76590093 0.85610902
-0.76737623 0.85478070
-0.76885154 0.85343985
-0.77032537 0.85209273
-0.77179771 0.85074561
-0.77326859 0.84939850
-0.77473946 0.84805138
-0.77620885 0.84670426
-0.77767528 0.84536341
-0.77914320 0.84402882
-0.78060816 0.84269424
-0.78207164 0.84137218
-0.78353512 0.84005639
-0.78499712 0.83874060
-0.78645764 0.83742481
-0.78791669 0.83610902
-0.78937573 0.83479323
-0.79083182 0.83347118
-0.79228791 0.83214912
-0.79374252 0.83081454
-0.79519565 0.82947995
-0.79664730 0.82812657
-0.79809748 0.82676692
-0.79954765 0.82539474
-0.80099487 0.82400376
-0.80244209 0.82259398
-0.80388783 0.82116541
-0.80533209 0.81971805
-0.80677488 0.81824561
-0.80821618 0.81676065
-0.80965749 0.81524436
-0.81109584 0.81371554
-0.81253418 0.81216165
-0.81397106 0.81059524
-0.81540645 0.80901003
-0.81684036 0.80740602
-0.81827280 0.80578947
-0.81970376 0.80416667
-0.82113324 0.80252506
-0.82256272 0.80088346
-0.82398924 0.79922932
-0.82541576 0.79756892
-0.82684081 0.79590852
-0.82826289 0.79424185
-0.82968498 0.79256892
-0.83110559 0.79089599
-0.83252472 0.78922306
-0.83394238 0.78755013
-0.83536003 0.78587093
-0.83677473 0.78419173
-0.83818795 0.78251253
-0.83960116 0.78083333
-0.84101143 0.77914787
-0.84242169 0.77746241
-0.84382899 0.77577694
-0.84523630 0.77408521
-0.84664213 0.77238722
-0.84804648 0.77068922
-0.84944787 0.76898496
-0.85084926 0.76728070
-0.85224918 0.76557018
-0.85364761 0.76385338
-0.85504457 0.76213033
-0.85644005 0.76040100
-0.85783405 0.75867168
-0.85922657 0.75692982
-0.86061762 0.75518797
-0.86200866 0.75343985
-0.86339675 0.75168546
-0.86478336 0.74991855
-0.86616849 0.74815163
-0.86755215 0.74637218
-0.86893580 0.74459273
-0.87031650 0.74280075
-0.87169571 0.74100251
-0.87307345 0.73919799
-0.87445120 0.73738095
-0.87582598 0.73555764
-0.87719928 0.73372180
-0.87857259 0.73188596
-0.87994294 0.73003133
-0.88131181 0.72817043
-0.88267920 0.72629699
-0.88404659 0.72441103
-0.88541103 0.72251880
-0.88677399 0.72061404
-0.88813547 0.71869048
-0.88949695 0.71676065
-0.89085547 0.71481203
-0.89221251 0.71285088
-0.89356808 0.71087719
-0.89492217 0.70888471
-0.89627478 0.70687970
-0.89762591 0.70484962
-0.89897556 0.70280702
-0.90032374 0.70073935
-0.90167044 0.69865288
-0.90301565 0.69654762
-0.90435940 0.69441103
-0.90570166 0.69225564
-0.90704096 0.69007519
-0.90838027 0.68786341
-0.90971810 0.68562030
-0.91105297 0.68335213
-0.91238784 0.68104637
-0.91371975 0.67871554
-0.91505167 0.67632832
-0.91638062 0.67387845
-0.91770810 0.67135338
-0.91903410 0.66874687
-0.92036010 0.66607143
-0.92168315 0.66332080
-0.92300472 0.66049499
-0.92432480 0.65758772
-0.92564341 0.65458020
-0.92695907 0.65147870
-0.92827472 0.64826441
-0.92958890 0.64491855
-0.93090011 0.64142857
-0.93221133 0.63778195
-0.93351959 0.63394110
-0.93482786 0.62989348
-0.93613316 0.62559962
-0.93743699 0.62102005
-0.93873934 0.61610464
-0.94004021 0.61082206
-0.94133960 0.60520363
-0.94263604 0.59934900
-0.94393247 0.59311967
-0.94522743 0.58610965
-0.94651943 0.57717168
-0.94781143 0.56446679
-0.94910048 0.54522682
-0.95038804 0.52501504
-0.95167118 0.52361028
-0.95295431 0.54548935
-0.95423744 0.56652569
-0.95551909 0.57554825
-0.95679779 0.57962594
-0.95807353 0.58148496
-0.95934927 0.58244862
-0.96062353 0.58321429
-0.96189631 0.58419424
-0.96316762 0.58591729
