# s/c    P_w
0.65260839 0.54626380
0.65132231 0.54652410
0.65005100 0.54678742
0.64876491 0.54704801
0.64749361 0.54730033
0.64620752 0.54753934
0.64492143 0.54776048
0.64365012 0.54795944
0.64236404 0.54813110
0.64107795 0.54827014
0.63980664 0.54837418
0.63852056 0.54844912
0.63723447 0.54850771
0.63596316 0.54856628
0.63467707 0.54863857
0.63339099 0.54873835
0.63211968 0.54888020
0.63083359 0.54906925
0.62954750 0.54930558
0.62827620 0.54958434
0.62699011 0.54988598
0.62571880 0.55018286
0.62443272 0.55045766
0.62314663 0.55070722
0.62187532 0.55093702
0.62058924 0.55115589
0.61930315 0.55137108
0.61801706 0.55158274
0.61674575 0.55179042
0.61545967 0.55199461
0.61417358 0.55219020
0.61290227 0.55237141
0.61161618 0.55253696
0.61033010 0.55269627
0.60905879 0.55286916
0.60777270 0.55307861
0.60648661 0.55333627
0.60521531 0.55363290
0.60392922 0.55395123
0.60264313 0.55426820
0.60137183 0.55455969
0.60008574 0.55481426
0.59879965 0.55503106
0.59751356 0.55521807
0.59624226 0.55539151
0.59495617 0.55557408
0.59367008 0.55578453
0.59239878 0.55602524
0.59111269 0.55628269
0.58982660 0.55653858
0.58854051 0.55678867
0.58726921 0.55703896
0.58598312 0.55730254
0.58469703 0.55759833
0.58341094 0.55793390
0.58213964 0.55830560
0.58085355 0.55870321
0.57956746 0.55910312
0.57829616 0.55947543
0.57701007 0.55980752
0.57572398 0.56009855
0.57443789 0.56035481
0.57316659 0.56059107
0.57188050 0.56082333
0.57059441 0.56107002
0.56930832 0.56134788
0.56803702 0.56166301
0.56675093 0.56201233
0.56546484 0.56238733
0.56417875 0.56277677
0.56289266 0.56316481
0.56162136 0.56353128
0.56033527 0.56386673
0.55904918 0.56417336
0.55776309 0.56446943
0.55649179 0.56478002
0.55520570 0.56511424
0.55391961 0.56546437
0.55263352 0.56580889
0.55134744 0.56612386
0.55007613 0.56640494
0.54879004 0.56666216
0.54750395 0.56691672
0.54621787 0.56719771
0.54494656 0.56750651
0.54366047 0.56782682
0.54237438 0.56813795
0.54108830 0.56841274
0.53980221 0.56863517
0.53853090 0.56882127
0.53724481 0.56901224
0.53595873 0.56923531
0.53467264 0.56949817
0.53338655 0.56978248
0.53210046 0.57004498
0.53082916 0.57026514
0.52954307 0.57045373
0.52825698 0.57064672
0.52697089 0.57088910
0.52568480 0.57119355
0.52439872 0.57155162
0.52312741 0.57193643
0.52184132 0.57230639
0.52055524 0.57264113
0.51926915 0.57293961
0.51798306 0.57321276
0.51669697 0.57348249
0.51542567 0.57376963
0.51413958 0.57408811
0.51285349 0.57444034
0.51156740 0.57482029
0.51028131 0.57521543
0.50899523 0.57561044
0.50770914 0.57600024
0.50643783 0.57638903
0.50515174 0.57678715
0.50386566 0.57720654
0.50257957 0.57764926
0.50129348 0.57811062
0.50000739 0.57858390
0.49872130 0.57906040
0.49743522 0.57953129
0.49616391 0.57999114
0.49487782 0.58043782
0.49359173 0.58087296
0.49230565 0.58130168
0.49101956 0.58173092
0.48973347 0.58216968
0.48844738 0.58262640
0.48716129 0.58310867
0.48587521 0.58361600
0.48460390 0.58413865
0.48331781 0.58465709
0.48203172 0.58514920
0.48074564 0.58561668
0.47945955 0.58607817
0.47817346 0.58655516
0.47688737 0.58706460
0.47560128 0.58761011
0.47431520 0.58817994
0.47302911 0.58874913
0.47174302 0.58929587
0.47045693 0.58980636
0.46917084 0.59028945
0.46789954 0.59078225
0.46661345 0.59131195
0.46532736 0.59188155
0.46404127 0.59244960
0.46275519 0.59294593
0.46146910 0.59337390
0.46018301 0.59379554
0.45889692 0.59426942
0.45761083 0.59483045
0.45632474 0.59546707
0.45503866 0.59615561
0.45375257 0.59689482
0.45246648 0.59768782
0.45118039 0.59854170
0.44989430 0.59941566
0.44860822 0.60022009
0.44732213 0.60092517
0.44603604 0.60156140
0.44474995 0.60218180
0.44346386 0.60282618
0.44217778 0.60350045
0.44089169 0.60419199
0.43960560 0.60488075
0.43831951 0.60555660
0.43703342 0.60621555
0.43574734 0.60685232
0.43446125 0.60746556
0.43317516 0.60805218
0.43188907 0.60861065
0.43060298 0.60914862
0.42931690 0.60967914
0.42803081 0.61021390
0.42674472 0.61075509
0.42545863 0.61130385
0.42417254 0.61187751
0.42288645 0.61248744
0.42160037 0.61313492
0.42031428 0.61377789
0.41902819 0.61432652
0.41774210 0.61475040
0.41645601 0.61508682
0.41516993 0.61538690
0.41388384 0.61567660
0.41259775 0.61595573
0.41131166 0.61623901
0.41002557 0.61654804
0.40873949 0.61688399
0.40745340 0.61721989
0.40616731 0.61753114
0.40488122 0.61781808
0.40359513 0.61810290
0.40230905 0.61842652
0.40102296 0.61881921
0.39973687 0.61927254
0.39843600 0.61975041
0.39714991 0.62021688
0.39586382 0.62065699
0.39457773 0.62107224
0.39329165 0.62146701
0.39200556 0.62184319
0.39071947 0.62219704
0.38943338 0.62252500
0.38814729 0.62283022
0.38686121 0.62312107
0.38557512 0.62340893
0.38428903 0.62370891
0.38298816 0.62403460
0.38170207 0.62438644
0.38041598 0.62474752
0.37912989 0.62509801
0.37784381 0.62543594
0.37655772 0.62577030
0.37527163 0.62610387
0.37398554 0.62643502
0.37269945 0.62675595
0.37139858 0.62705230
0.37011250 0.62732036
0.36882641 0.62757929
0.36754032 0.62785380
0.36625423 0.62815676
0.36496814 0.62848415
0.36368206 0.62881868
0.36238118 0.62914096
0.36109510 0.62944184
0.35980901 0.62971965
0.35852292 0.62997136
0.35723683 0.63019452
0.35595074 0.63039488
0.35466466 0.63059143
0.35336379 0.63080469
0.35207770 0.63104418
0.35079161 0.63130212
0.34950552 0.63156436
0.34821943 0.63182409
0.34693335 0.63206954
0.34563247 0.63228884
0.34434639 0.63248347
0.34306030 0.63265784
0.34177421 0.63281909
0.34048812 0.63297527
0.33918725 0.63313151
0.33790116 0.63328973
0.33661508 0.63344701
0.33532899 0.63360351
0.33404290 0.63376834
0.33275681 0.63395770
0.33145594 0.63418032
0.33016985 0.63443686
0.32888376 0.63471801
0.32759768 0.63500086
0.32629681 0.63526492
0.32501072 0.63549592
0.32372463 0.63568541
0.32243854 0.63584390
0.32115245 0.63600143
0.31985158 0.63618511
0.31856549 0.63642021
0.31727941 0.63672876
0.31599332 0.63711568
0.31469245 0.63757528
0.31340636 0.63810269
0.31212027 0.63869492
0.31083418 0.63934472
0.30953331 0.64003195
0.30824722 0.64073314
0.30696114 0.64143727
0.30567505 0.64215576
0.30437418 0.64292175
0.30308809 0.64376630
0.30180200 0.64470840
0.30051591 0.64574192
0.29921504 0.64683908
0.29792895 0.64797530
0.29664287 0.64913952
0.29534200 0.65034469
0.29405591 0.65162396
0.29276982 0.65300178
0.29148373 0.65448890
0.29018286 0.65607048
0.28889677 0.65769747
0.28761068 0.65933139
0.28630981 0.66098187
0.28502373 0.66268222
0.28373764 0.66446742
0.28243677 0.66635533
0.28115068 0.66831691
0.27986459 0.67031028
0.27857850 0.67231397
0.27727763 0.67431641
0.27599154 0.67632623
0.27470546 0.67838566
0.27340459 0.68053215
0.27211850 0.68278063
0.27083241 0.68511340
0.26953154 0.68748026
0.26824545 0.68984284
0.26695936 0.69218254
0.26565849 0.69450918
0.26437240 0.69685976
0.26307153 0.69925819
0.26178545 0.70171299
0.26049936 0.70422545
0.25919849 0.70678676
0.25791240 0.70938467
0.25662631 0.71200793
0.25532544 0.71465160
0.25403935 0.71731561
0.25275326 0.72000510
0.25145239 0.72272860
0.25016630 0.72548821
0.24886543 0.72828295
0.24757935 0.73110844
0.24629326 0.73395447
0.24499239 0.73681387
0.24370630 0.73967928
0.24240543 0.74254095
0.24111934 0.74539461
0.23983325 0.74824636
0.23853238 0.75110879
0.23724629 0.75399514
0.23594542 0.75691225
0.23465933 0.75985704
0.23337325 0.76281879
0.23207238 0.76578257
0.23078629 0.76873382
0.22948542 0.77165640
0.22819933 0.77453668
0.22689846 0.77736641
0.22561237 0.78015216
0.22432628 0.78291679
0.22302541 0.78567176
0.22173932 0.78841410
0.22043845 0.79113422
0.21915236 0.79381902
0.21785149 0.79645848
0.21656541 0.79904912
0.21526454 0.80159711
0.21397845 0.80411250
0.21267758 0.80661187
0.21139149 0.80910160
0.21009062 0.81155477
0.20880453 0.81393433
0.20750366 0.81621150
0.20621757 0.81840492
0.20493148 0.82059423
0.20363061 0.82281903
0.20234452 0.82506719
0.20104365 0.82731791
0.19975757 0.82954635
0.19845669 0.83175382
0.19717061 0.83395021
0.19586974 0.83611825
0.19458365 0.83823195
0.19328278 0.84024801
0.19199669 0.84216674
0.19069582 0.84406493
0.18939495 0.84599384
0.18810886 0.84795210
0.18680799 0.84990555
0.18552190 0.85182280
0.18422103 0.85369679
0.18293494 0.85553660
0.18163407 0.85735919
0.18034798 0.85917242
0.17904711 0.86097847
0.17776102 0.86277978
0.17646015 0.86457796
0.17517407 0.86637706
0.17387319 0.86818251
0.17257232 0.86999994
0.17128624 0.87183564
0.16998537 0.87369430
0.16869928 0.87558057
0.16739841 0.87749142
0.16611232 0.87939805
0.16481145 0.88126325
0.16351058 0.88304363
0.16222449 0.88473475
0.16092362 0.88640316
0.15963753 0.88809028
0.15833666 0.88978988
0.15703579 0.89148405
0.15574970 0.89316866
0.15444883 0.89486152
0.15316274 0.89656394
0.15186187 0.89825879
0.15056100 0.89993799
0.14927491 0.90161812
0.14797404 0.90332396
0.14668795 0.90506871
0.14538708 0.90684873
0.14408621 0.90863402
0.14280012 0.91038189
0.14149925 0.91207186
0.14019838 0.91371351
0.13891229 0.91532965
0.13761142 0.91693469
0.13632534 0.91853044
0.13502447 0.92011460
0.13372359 0.92168557
0.13243751 0.92324698
0.13113664 0.92480415
0.12983577 0.92635294
0.12854968 0.92704049
0.12724881 0.92847372
0.12594794 0.92988781
0.12466185 0.93128263
0.12336098 0.93265802
0.12206011 0.93401387
0.12075924 0.93535006
0.11947315 0.93666652
0.11817228 0.93796316
0.11687141 0.93923992
0.11558532 0.94049677
0.11428445 0.94173369
0.11298358 0.94295065
0.11169749 0.94414768
0.11039662 0.94532480
0.10909575 0.94648206
0.10779488 0.94761950
0.10650879 0.94873722
0.10520792 0.94983530
0.10390705 0.95091385
0.10260618 0.95197302
0.10132009 0.95301293
0.10001922 0.95403375
0.09871835 0.95503566
0.09743226 0.95601885
0.09613139 0.95698354
0.09483052 0.95792994
0.09352965 0.95885830
0.09224356 0.95976888
0.09094269 0.96066193
0.08964182 0.96153776
0.08834095 0.96239664
0.08704008 0.96323890
0.08575399 0.96406486
0.08445312 0.96487486
0.08315225 0.96566923
0.08185138 0.96644835
0.08056529 0.96721257
0.07926442 0.96796228
0.07796355 0.96869787
0.07666268 0.96941974
0.07536180 0.97012828
0.07407572 0.97082391
0.07277485 0.97150704
0.07147398 0.97217811
0.07017310 0.97283754
0.06887223 0.97348575
0.06757136 0.97412319
0.06628528 0.97475029
0.06498440 0.97536749
0.06368353 0.97597523
0.06238266 0.97657394
0.06108179 0.97716405
0.05978092 0.97774601
0.05849483 0.97832023
0.05719396 0.97888713
0.05589309 0.97944715
0.05459222 0.98000067
0.05329135 0.98054810
0.05199048 0.98108983
0.05068961 0.98162624
0.04940352 0.98215768
0.04810265 0.98268452
0.04680178 0.98320709
0.04550091 0.98372570
0.04420004 0.98424065
0.04289917 0.98475223
0.04159830 0.98526070
0.04029743 0.98576629
0.03901134 0.98626921
0.03771047 0.98676965
0.03640960 0.98726778
0.03510873 0.98776371
0.03380786 0.98825756
0.03250698 0.98874939
0.03120611 0.98923924
0.02990524 0.98972709
0.02860437 0.99021292
0.02730350 0.99069664
0.02600263 0.99117814
0.02470176 0.99165725
0.02341567 0.99213376
0.02211480 0.99260742
0.02081393 0.99307793
0.01951306 0.99354493
0.01821219 0.99400802
0.01691132 0.99446674
0.01561045 0.99492056
0.01430958 0.99536892
0.01300871 0.99581117
0.01170784 0.99624661
0.01040697 0.99667448
0.00910609 0.99709395
0.00780522 0.99750410
0.00650435 0.99790397
0.00520348 0.99829251
0.00390261 0.99866859
0.00260174 0.99903100
0.00130087 0.99937847
0.00000000 0.99970961
-0.00000000 0.99869831
-0.00130087 0.99913220
-0.00260335 0.99936271
-0.00390746 0.99956610
-0.00521317 0.99970847
-0.00652048 0.99982373
-0.00782941 0.99990508
-0.00913993 0.99996610
-0.01045207 1.00000000
-0.01176578 1.00001356
-0.01308110 1.00000678
-0.01439801 0.99997288
-0.01571644 0.99991864
-0.01703653 0.99983729
-0.01835824 0.99972203
-0.01968143 0.99957966
-0.02100625 0.99940339
-0.02233255 0.99918644
-0.02366047 0.99893559
-0.02499002 0.99865085
-0.02632105 0.99833898
-0.02765326 0.99803390
-0.02898739 0.99778305
-0.03032315 0.99757966
-0.03166038 0.99740339
-0.03299939 0.99723390
-0.03433973 0.99707119
-0.03568185 0.99690847
-0.03702529 0.99675254
-0.03837051 0.99659661
-0.03971706 0.99643390
-0.04106524 0.99627119
-0.04241504 0.99610847
-0.04376617 0.99593220
-0.04511893 0.99577627
-0.04647316 0.99564068
-0.04782902 0.99554576
-0.04918636 0.99546441
-0.05054518 0.99538983
-0.05190548 0.99532203
-0.05326740 0.99526102
-0.05463080 0.99519322
-0.05599568 0.99513220
-0.05736204 0.99506441
-0.05872988 0.99500339
-0.06009919 0.99494237
-0.06146998 0.99488136
-0.06284240 0.99482034
-0.06421615 0.99475932
-0.06559138 0.99469153
-0.06696823 0.99462373
-0.06834642 0.99454915
-0.06972608 0.99447458
-0.07110722 0.99440000
-0.07248984 0.99431864
-0.07387393 0.99424407
-0.07525951 0.99416949
-0.07664641 0.99408814
-0.07803480 0.99401356
-0.07942466 0.99393898
-0.08081600 0.99385763
-0.08220867 0.99378305
-0.08360282 0.99370847
-0.08499845 0.99363390
-0.08639541 0.99355254
-0.08779384 0.99347797
-0.08919376 0.99340339
-0.09059500 0.99332881
-0.09199772 0.99325424
-0.09340178 0.99317966
-0.09480731 0.99310508
-0.09621417 0.99303729
-0.09762236 0.99296271
-0.09903203 0.99288814
-0.10044304 0.99281356
-0.10185551 0.99274576
-0.10326932 0.99267119
-0.10468446 0.99260339
-0.10610108 0.99252881
-0.10751888 0.99245424
-0.10893816 0.99238644
-0.11035892 0.99231186
-0.11178086 0.99223729
-0.11320413 0.99216271
-0.11462888 0.99208814
-0.11605496 0.99202034
-0.11748222 0.99194576
-0.11891096 0.99187797
-0.12034104 0.99181017
-0.12177229 0.99173559
-0.12320502 0.99166780
-0.12463893 0.99160000
-0.12607433 0.99153220
-0.12751090 0.99146441
-0.12894881 0.99139661
-0.13038804 0.99133559
-0.13182846 0.99126780
-0.13327021 0.99120000
-0.13471344 0.99113220
-0.13615770 0.99107119
-0.13760344 0.99100339
-0.13905022 0.99094237
-0.14049847 0.99087458
-0.14194791 0.99081356
-0.14339867 0.99074576
-0.14485062 0.99068475
-0.14630375 0.99062373
-0.14775822 0.99055593
-0.14921430 0.99049492
-0.15067039 0.99043390
-0.15212944 0.99036610
-0.15358848 0.99030508
-0.15504900 0.99024407
-0.15651101 0.99017627
-0.15797449 0.99011525
-0.15943796 0.99005424
-0.16090440 0.98999322
-0.16237084 0.98992542
-0.16383875 0.98986441
-0.16530667 0.98980339
-0.16677754 0.98973559
-0.16824841 0.98967458
-0.16972223 0.98961356
-0.17119606 0.98954576
-0.17266989 0.98948475
-0.17414667 0.98941695
-0.17562346 0.98935593
-0.17710172 0.98928814
-0.17858146 0.98922712
-0.18006268 0.98915932
-0.18154390 0.98909153
-0.18302659 0.98903051
-0.18451077 0.98896271
-0.18599642 0.98889492
-0.18748355 0.98882712
-0.18897069 0.98875932
-0.19045930 0.98869153
-0.19194791 0.98862373
-0.19343947 0.98856271
-0.19493104 0.98849492
-0.19642408 0.98842712
-0.19791861 0.98835932
-0.19941313 0.98829831
-0.20090913 0.98823051
-0.20240661 0.98816949
-0.20390557 0.98810169
-0.20540453 0.98804068
-0.20690496 0.98797966
-0.20840540 0.98791864
-0.20990879 0.98785763
