# s/c    P_w
0.89032773 0.56519157
0.88904164 0.56485598
0.88777034 0.56451798
0.88649903 0.56418355
0.88521294 0.56385799
0.88394164 0.56354474
0.88267033 0.56324676
0.88138424 0.56296779
0.88011294 0.56271069
0.87884163 0.56247719
0.87757033 0.56226737
0.87628424 0.56207902
0.87501293 0.56190850
0.87374163 0.56175037
0.87245554 0.56159840
0.87118424 0.56144541
0.86991293 0.56128313
0.86862684 0.56110455
0.86735554 0.56090590
0.86608423 0.56068780
0.86479814 0.56045551
0.86352684 0.56021580
0.86225553 0.55997653
0.86096944 0.55974604
0.85969814 0.55952706
0.85842683 0.55932000
0.85714075 0.55912416
0.85586944 0.55893757
0.85459813 0.55875737
0.85331205 0.55858089
0.85204074 0.55840444
0.85076944 0.55822148
0.84948335 0.55803031
0.84821204 0.55783389
0.84692595 0.55763837
0.84565465 0.55745030
0.84438334 0.55727324
0.84309725 0.55710913
0.84182595 0.55695767
0.84055464 0.55681746
0.83926856 0.55668670
0.83799725 0.55656337
0.83672594 0.55644530
0.83543986 0.55633015
0.83416855 0.55621560
0.83288246 0.55609978
0.83161116 0.55598106
0.83033985 0.55585858
0.82905376 0.55573162
0.82778246 0.55560079
0.82651115 0.55547064
0.82522507 0.55534781
0.82395376 0.55523836
0.82266767 0.55514384
0.82139637 0.55506118
0.82012506 0.55498614
0.81883897 0.55491593
0.81756767 0.55484875
0.81628158 0.55478263
0.81501027 0.55471512
0.81373897 0.55464319
0.81245288 0.55456534
0.81118157 0.55448199
0.80989549 0.55439475
0.80862418 0.55430438
0.80735288 0.55421156
0.80606679 0.55411820
0.80479548 0.55402734
0.80350939 0.55394358
0.80223809 0.55386965
0.80096678 0.55380606
0.79968070 0.55375256
0.79840939 0.55370756
0.79712330 0.55366943
0.79585200 0.55363567
0.79458069 0.55360291
0.79329460 0.55356909
0.79202330 0.55353296
0.79073721 0.55349386
0.78946590 0.55345196
0.78817982 0.55340759
0.78690851 0.55336144
0.78563720 0.55331412
0.78435112 0.55326666
0.78307981 0.55322127
0.78179372 0.55318192
0.78052242 0.55315317
0.77923633 0.55313771
0.77796502 0.55313605
0.77669372 0.55314700
0.77540763 0.55316832
0.77413633 0.55319739
0.77285024 0.55323091
0.77157893 0.55326463
0.77029284 0.55329225
0.76902154 0.55330759
0.76773545 0.55330867
0.76646414 0.55329753
0.76517806 0.55327729
0.76390675 0.55325015
0.76263545 0.55321714
0.76134936 0.55317861
0.76007805 0.55313446
0.75879196 0.55308427
0.75752066 0.55302749
0.75623457 0.55296363
0.75496327 0.55289244
0.75367718 0.55281380
0.75240587 0.55272789
0.75111978 0.55263577
0.74984848 0.55253884
0.74856239 0.55243908
0.74729108 0.55233886
0.74600500 0.55223976
0.74473369 0.55214230
0.74344760 0.55204573
0.74217630 0.55194857
0.74089021 0.55184957
0.73961890 0.55174752
0.73833282 0.55164123
0.73706151 0.55152944
0.73577542 0.55141080
0.73450412 0.55128340
0.73321803 0.55114737
0.73194672 0.55100593
0.73066064 0.55086576
0.72938933 0.55073636
0.72810324 0.55062123
0.72683194 0.55051788
0.72554585 0.55042118
0.72427454 0.55032552
0.72298845 0.55022939
0.72171715 0.55013282
0.72043106 0.55003580
0.71915976 0.54993666
0.71787367 0.54983049
0.71660236 0.54971021
0.71531627 0.54956872
0.71404497 0.54940955
0.71275888 0.54924448
0.71148758 0.54908457
0.71020149 0.54893752
0.70893018 0.54880236
0.70764409 0.54867669
0.70635801 0.54855874
0.70508670 0.54844757
0.70380061 0.54834534
0.70252931 0.54825488
0.70124322 0.54817296
0.69997191 0.54808824
0.69868582 0.54799134
0.69741452 0.54787868
0.69612843 0.54775499
0.69484234 0.54762699
0.69357104 0.54749857
0.69228495 0.54737253
0.69101364 0.54724774
0.68972756 0.54712235
0.68845625 0.54699365
0.68717016 0.54685516
0.68589886 0.54670198
0.68461277 0.54654063
0.68332668 0.54638806
0.68205538 0.54625762
0.68076929 0.54615318
0.67949798 0.54607463
0.67821189 0.54602179
0.67692581 0.54599611
0.67565450 0.54599894
0.67436841 0.54602746
0.67309711 0.54606737
0.67181102 0.54609868
0.67053971 0.54611172
0.66925363 0.54610418
0.66796754 0.54607877
0.66669623 0.54604404
0.66541014 0.54601195
0.66413884 0.54599826
0.66285275 0.54601291
0.66156666 0.54605639
0.66029536 0.54612340
0.65900927 0.54620762
0.65772318 0.54630815
0.65645188 0.54642712
0.65516579 0.54656512
0.65389448 0.54671922
0.65260839 0.54688527
0.65132231 0.54705888
0.65005100 0.54723558
0.64876491 0.54741146
0.64749361 0.54758274
0.64620752 0.54774612
0.64492143 0.54789842
0.64365012 0.54803695
0.64236404 0.54815828
0.64107795 0.54825751
0.63980664 0.54833200
0.63852056 0.54838530
0.63723447 0.54842645
0.63596316 0.54846684
0.63467707 0.54851606
0.63339099 0.54858408
0.63211968 0.54868156
0.63083359 0.54881374
0.62954750 0.54898171
0.62827620 0.54918356
0.62699011 0.54940513
0.62571880 0.54962357
0.62443272 0.54982560
0.62314663 0.55000872
0.62187532 0.55017774
0.62058924 0.55034058
0.61930315 0.55050217
0.61801706 0.55066361
0.61674575 0.55082467
0.61545967 0.55098532
0.61417358 0.55114214
0.61290227 0.55128955
0.61161618 0.55142437
0.61033010 0.55155325
0.60905879 0.55168970
0.60777270 0.55185226
0.60648661 0.55205444
0.60521531 0.55228924
0.60392922 0.55254369
0.60264313 0.55280052
0.60137183 0.55304067
0.60008574 0.55325536
0.59879965 0.55344358
0.59751356 0.55361087
0.59624226 0.55376816
0.59495617 0.55393311
0.59367008 0.55412133
0.59239878 0.55433519
0.59111269 0.55456337
0.58982660 0.55479014
0.58854051 0.55501053
0.58726921 0.55522992
0.58598312 0.55545838
0.58469703 0.55570879
0.58341094 0.55599105
0.58213964 0.55630459
0.58085355 0.55664103
0.57956746 0.55698166
0.57829616 0.55730198
0.57701007 0.55759242
0.57572398 0.55785229
0.57443789 0.55808645
0.57316659 0.55830530
0.57188050 0.55852059
0.57059441 0.55874590
0.56930832 0.55899418
0.56803702 0.55927246
0.56675093 0.55957864
0.56546484 0.55990606
0.56417875 0.56024718
0.56289266 0.56058962
0.56162136 0.56091685
0.56033527 0.56122018
0.55904918 0.56149998
0.55776309 0.56177019
0.55649179 0.56205103
0.55520570 0.56235186
0.55391961 0.56266792
0.55263352 0.56298170
0.55134744 0.56327314
0.55007613 0.56353715
0.54879004 0.56378263
0.54750395 0.56402578
0.54621787 0.56428933
0.54494656 0.56458030
0.54366047 0.56488625
0.54237438 0.56518854
0.54108830 0.56546634
0.53980221 0.56570549
0.53853090 0.56591385
0.53724481 0.56612387
0.53595873 0.56636429
0.53467264 0.56664129
0.53338655 0.56693963
0.53210046 0.56722503
0.53082916 0.56747562
0.52954307 0.56769912
0.52825698 0.56792366
0.52697089 0.56818373
0.52568480 0.56849533
0.52439872 0.56885461
0.52312741 0.56923896
0.52184132 0.56961424
0.52055524 0.56996356
0.51926915 0.57028684
0.51798306 0.57059188
0.51669697 0.57089490
0.51542567 0.57121241
0.51413958 0.57155644
0.51285349 0.57192900
0.51156740 0.57232541
0.51028131 0.57273555
0.50899523 0.57314684
0.50770914 0.57355442
0.50643783 0.57396147
0.50515174 0.57437648
0.50386566 0.57480883
0.50257957 0.57526124
0.50129348 0.57573034
0.50000739 0.57621074
0.49872130 0.57669596
0.49743522 0.57717934
0.49616391 0.57765658
0.49487782 0.57812587
0.49359173 0.57858800
0.49230565 0.57904711
0.49101956 0.57950775
0.48973347 0.57997548
0.48844738 0.58045795
0.48716129 0.58096252
0.48587521 0.58149032
0.48460390 0.58203465
0.48331781 0.58257843
0.48203172 0.58310154
0.48074564 0.58360400
0.47945955 0.58410023
0.47817346 0.58460729
0.47688737 0.58513845
0.47560128 0.58569898
0.47431520 0.58628211
0.47302911 0.58686777
0.47174302 0.58743796
0.47045693 0.58798052
0.46917084 0.58849790
0.46789954 0.58902013
0.46661345 0.58957720
0.46532736 0.59017637
0.46404127 0.59078361
0.46275519 0.59133500
0.46146910 0.59182892
0.46018301 0.59231388
0.45889692 0.59283628
0.45761083 0.59342654
0.45632474 0.59407525
0.45503866 0.59475907
0.45375257 0.59547340
0.45246648 0.59622950
0.45118039 0.59704490
0.44989430 0.59788694
0.44860822 0.59867588
0.44732213 0.59938244
0.44603604 0.60002898
0.44474995 0.60065968
0.44346386 0.60131149
0.44217778 0.60198828
0.44089169 0.60267706
0.43960560 0.60336146
0.43831951 0.60403371
0.43703342 0.60469139
0.43574734 0.60533079
0.43446125 0.60595124
0.43317516 0.60655055
0.43188907 0.60712686
0.43060298 0.60768447
0.42931690 0.60823426
0.42803081 0.60878464
0.42674472 0.60933715
0.42545863 0.60988851
0.42417254 0.61044829
0.42288645 0.61103880
0.42160037 0.61167287
0.42031428 0.61231621
0.41902819 0.61288634
0.41774210 0.61334939
0.41645601 0.61373775
0.41516993 0.61409685
0.41388384 0.61444734
0.41259775 0.61478395
0.41131166 0.61511715
0.41002557 0.61546953
0.40873949 0.61584626
0.40745340 0.61622440
0.40616731 0.61657993
0.40488122 0.61691243
0.40359513 0.61723575
0.40230905 0.61758389
0.40102296 0.61799387
0.39973687 0.61846043
0.39843600 0.61894841
0.39714991 0.61942556
0.39586382 0.61987934
0.39457773 0.62031171
0.39329165 0.62072695
0.39200556 0.62112794
0.39071947 0.62151178
0.38943338 0.62187463
0.38814729 0.62221865
0.38686121 0.62255083
0.38557512 0.62288027
0.38428903 0.62321900
0.38298816 0.62357895
0.38170207 0.62396177
0.38041598 0.62435035
0.37912989 0.62472528
0.37784381 0.62508536
0.37655772 0.62544011
0.37527163 0.62579456
0.37398554 0.62614835
0.37269945 0.62649628
0.37139858 0.62682570
0.37011250 0.62713040
0.36882641 0.62742529
0.36754032 0.62773143
0.36625423 0.62806136
0.36496814 0.62841225
0.36368206 0.62876911
0.36238118 0.62911671
0.36109510 0.62944682
0.35980901 0.62975879
0.35852292 0.63005167
0.35723683 0.63032053
0.35595074 0.63056663
0.35466466 0.63080509
0.35336379 0.63105295
0.35207770 0.63132037
0.35079161 0.63160380
0.34950552 0.63189164
0.34821943 0.63218166
0.34693335 0.63246546
0.34563247 0.63272995
0.34434639 0.63297349
0.34306030 0.63319775
0.34177421 0.63340814
0.34048812 0.63361113
0.33918725 0.63381212
0.33790116 0.63401469
0.33661508 0.63421751
0.33532899 0.63442106
0.33404290 0.63463205
0.33275681 0.63486320
0.33145594 0.63512319
0.33016985 0.63541218
0.32888376 0.63572392
0.32759768 0.63604417
0.32629681 0.63635465
0.32501072 0.63664218
0.32372463 0.63690026
0.32243854 0.63713710
0.32115245 0.63737710
0.31985158 0.63764104
0.31856549 0.63794930
0.31727941 0.63832116
0.31599332 0.63876178
0.31469245 0.63926364
0.31340636 0.63982293
0.31212027 0.64044342
0.31083418 0.64112244
0.30953331 0.64184254
0.30824722 0.64258154
0.30696114 0.64332753
0.30567505 0.64408885
0.30437418 0.64489347
0.30308809 0.64577067
0.30180200 0.64673971
0.30051591 0.64779747
0.29921504 0.64892149
0.29792895 0.65008841
0.29664287 0.65128538
0.29534200 0.65252058
0.29405591 0.65382135
0.29276982 0.65521065
0.29148373 0.65669970
0.29018286 0.65828086
0.28889677 0.65991269
0.28761068 0.66154898
0.28630981 0.66319656
0.28502373 0.66489392
0.28373764 0.66667985
0.28243677 0.66856590
0.28115068 0.67051784
0.27986459 0.67250241
0.27857850 0.67449950
0.27727763 0.67650127
0.27599154 0.67851593
0.27470546 0.68057519
0.27340459 0.68271317
0.27211850 0.68494243
0.27083241 0.68724981
0.26953154 0.68959694
0.26824545 0.69194582
0.26695936 0.69427763
0.26565849 0.69660276
0.26437240 0.69895351
0.26307153 0.70134941
0.26178545 0.70379445
0.26049936 0.70628898
0.25919849 0.70882755
0.25791240 0.71140138
0.25662631 0.71400110
0.25532544 0.71662320
0.25403935 0.71926790
0.25275326 0.72193918
0.25145239 0.72464279
0.25016630 0.72737844
0.24886543 0.73014424
0.24757935 0.73293698
0.24629326 0.73575007
0.24499239 0.73857809
0.24370630 0.74141489
0.24240543 0.74425052
0.24111934 0.74707881
0.23983325 0.74990341
0.23853238 0.75273444
0.23724629 0.75558394
0.23594542 0.75845890
0.23465933 0.76135611
0.23337325 0.76426563
0.23207238 0.76717598
0.23078629 0.77007547
0.22948542 0.77295143
0.22819933 0.77579247
0.22689846 0.77858941
0.22561237 0.78134626
0.22432628 0.78408196
0.22302541 0.78680600
0.22173932 0.78951570
0.22043845 0.79220324
0.21915236 0.79485857
0.21785149 0.79747261
0.21656541 0.80004141
0.21526454 0.80256878
0.21397845 0.80506182
0.21267758 0.80753405
0.21139149 0.80999743
0.21009062 0.81243545
0.20880453 0.81481333
0.20750366 0.81710137
0.20621757 0.81931072
0.20493148 0.82150906
0.20363061 0.82373029
0.20234452 0.82596414
0.20104365 0.82819433
0.19975757 0.83039894
0.19845669 0.83257901
0.19717061 0.83474848
0.19586974 0.83690182
0.19458365 0.83901439
0.19328278 0.84103974
0.19199669 0.84297381
0.19069582 0.84488326
0.18939495 0.84681402
0.18810886 0.84876857
0.18680799 0.85071950
0.18552190 0.85263636
0.18422103 0.85451325
0.18293494 0.85635998
0.18163407 0.85819005
0.18034798 0.86000965
0.17904711 0.86182039
0.17776102 0.86362429
0.17646015 0.86542245
0.17517407 0.86721842
0.17387319 0.86901659
0.17257232 0.87082182
0.17128624 0.87263860
0.16998537 0.87447199
0.16869928 0.87632574
0.16739841 0.87820280
0.16611232 0.88008958
0.16481145 0.88194783
0.16351058 0.88372991
0.16222449 0.88542761
0.16092362 0.88710067
0.15963753 0.88879054
0.15833666 0.89049099
0.15703579 0.89218423
0.15574970 0.89386544
0.15444883 0.89555299
0.15316274 0.89725111
0.15186187 0.89894232
0.15056100 0.90061587
0.14927491 0.90228569
0.14797404 0.90397420
0.14668795 0.90569264
0.14538708 0.90744462
0.14408621 0.90920893
0.14280012 0.91093910
0.14149925 0.91261366
0.14019838 0.91424347
0.13891229 0.91584917
0.13761142 0.91744296
0.13632534 0.91902631
0.13502447 0.92059687
0.13372359 0.92215226
0.13243751 0.92369510
0.13113664 0.92523125
0.12983577 0.92675714
0.12854968 0.92743834
0.12724881 0.92885909
0.12594794 0.93026100
0.12466185 0.93164392
0.12336098 0.93300773
0.12206011 0.93435231
0.12075924 0.93567758
0.11947315 0.93698345
0.11817228 0.93826986
0.11687141 0.93953676
0.11558532 0.94078412
0.11428445 0.94201190
0.11298358 0.94322012
0.11169749 0.94440878
0.11039662 0.94557792
0.10909575 0.94672757
0.10779488 0.94785780
0.10650879 0.94896869
0.10520792 0.95006032
0.10390705 0.95113281
0.10260618 0.95218627
0.10132009 0.95322086
0.10001922 0.95423672
0.09871835 0.95523402
0.09743226 0.95621295
0.09613139 0.95717371
0.09483052 0.95811651
0.09352965 0.95904159
0.09224356 0.95994918
0.09094269 0.96083955
0.08964182 0.96171295
0.08834095 0.96256968
0.08704008 0.96341004
0.08575399 0.96423432
0.08445312 0.96504285
0.08315225 0.96583595
0.08185138 0.96661397
0.08056529 0.96737726
0.07926442 0.96812618
0.07796355 0.96886110
0.07666268 0.96958239
0.07536180 0.97029045
0.07407572 0.97098565
0.07277485 0.97166840
0.07147398 0.97233911
0.07017310 0.97299817
0.06887223 0.97364601
0.06757136 0.97428303
0.06628528 0.97490966
0.06498440 0.97552631
0.06368353 0.97613341
0.06238266 0.97673136
0.06108179 0.97732059
0.05978092 0.97790151
0.05849483 0.97847454
0.05719396 0.97904008
0.05589309 0.97959853
0.05459222 0.98015028
0.05329135 0.98069573
0.05199048 0.98123526
0.05068961 0.98176923
0.04940352 0.98229799
0.04810265 0.98282190
0.04680178 0.98334129
0.04550091 0.98385648
0.04420004 0.98436775
0.04289917 0.98487541
0.04159830 0.98537971
0.04029743 0.98588089
0.03901134 0.98637919
0.03771047 0.98687479
0.03640960 0.98736788
0.03510873 0.98785860
0.03380786 0.98834708
0.03250698 0.98883341
0.03120611 0.98931766
0.02990524 0.98979984
0.02860437 0.99027997
0.02730350 0.99075799
0.02600263 0.99123385
0.02470176 0.99170741
0.02341567 0.99217853
0.02211480 0.99264701
0.02081393 0.99311261
0.01951306 0.99357504
0.01821219 0.99403397
0.01691132 0.99448901
0.01561045 0.99493974
0.01430958 0.99538566
0.01300871 0.99582622
0.01170784 0.99626084
0.01040697 0.99668884
0.00910609 0.99710951
0.00780522 0.99752207
0.00650435 0.99792567
0.00520348 0.99831939
0.00390261 0.99870224
0.00260174 0.99907317
0.00130087 0.99943105
0.00000000 0.99977467
-0.00000000 0.99873220
-0.00130087 0.99920678
-0.00260335 0.99941017
-0.00390746 0.99961356
-0.00521317 0.99973559
-0.00652048 0.99985085
-0.00782941 0.99992542
-0.00913993 0.99998644
-0.01045207 1.00002034
-0.01176578 1.00003390
-0.01308110 1.00002712
-0.01439801 1.00000000
-0.01571644 0.99994576
-0.01703653 0.99987119
-0.01835824 0.99976271
-0.01968143 0.99962712
-0.02100625 0.99945085
-0.02233255 0.99924068
-0.02366047 0.99899661
-0.02499002 0.99871186
-0.02632105 0.99840000
-0.02765326 0.99808814
-0.02898739 0.99783051
-0.03032315 0.99762034
-0.03166038 0.99743729
-0.03299939 0.99726780
-0.03433973 0.99710508
-0.03568185 0.99694915
-0.03702529 0.99679322
-0.03837051 0.99663729
-0.03971706 0.99647458
-0.04106524 0.99631864
-0.04241504 0.99614915
-0.04376617 0.99597288
-0.04511893 0.99581017
-0.04647316 0.99567458
-0.04782902 0.99557966
-0.04918636 0.99549831
-0.05054518 0.99543051
-0.05190548 0.99536271
-0.05326740 0.99529492
-0.05463080 0.99522712
-0.05599568 0.99515932
-0.05736204 0.99509831
-0.05872988 0.99503729
-0.06009919 0.99497627
-0.06146998 0.99490847
-0.06284240 0.99485424
-0.06421615 0.99478644
-0.06559138 0.99472542
-0.06696823 0.99465085
-0.06834642 0.99457627
-0.06972608 0.99450169
-0.07110722 0.99442712
-0.07248984 0.99434576
-0.07387393 0.99427119
-0.07525951 0.99419661
-0.07664641 0.99411525
-0.07803480 0.99404068
-0.07942466 0.99396610
-0.08081600 0.99389153
-0.08220867 0.99381017
-0.08360282 0.99373559
-0.08499845 0.99366102
-0.08639541 0.99358644
-0.08779384 0.99351186
-0.08919376 0.99343729
-0.09059500 0.99336271
-0.09199772 0.99328814
-0.09340178 0.99321356
-0.09480731 0.99313898
-0.09621417 0.99306441
-0.09762236 0.99298983
-0.09903203 0.99292203
-0.10044304 0.99284746
-0.10185551 0.99277288
-0.10326932 0.99270508
-0.10468446 0.99263051
-0.10610108 0.99256271
-0.10751888 0.99248814
-0.10893816 0.99241356
-0.11035892 0.99233898
-0.11178086 0.99226441
-0.11320413 0.99219661
-0.11462888 0.99212203
-0.11605496 0.99204746
-0.11748222 0.99197966
-0.11891096 0.99190508
-0.12034104 0.99183729
-0.12177229 0.99176949
-0.12320502 0.99170169
-0.12463893 0.99163390
-0.12607433 0.99156610
-0.12751090 0.99149831
-0.12894881 0.99143051
-0.13038804 0.99136271
-0.13182846 0.99129492
-0.13327021 0.99123390
-0.13471344 0.99116610
-0.13615770 0.99109831
-0.13760344 0.99103729
-0.13905022 0.99096949
-0.14049847 0.99090847
-0.14194791 0.99084068
-0.14339867 0.99077966
-0.14485062 0.99071186
-0.14630375 0.99065085
-0.14775822 0.99058305
-0.14921430 0.99052203
-0.15067039 0.99046102
-0.15212944 0.99039322
-0.15358848 0.99033220
-0.15504900 0.99027119
-0.15651101 0.99020339
-0.15797449 0.99014237
-0.15943796 0.99008136
-0.16090440 0.99001356
-0.16237084 0.98995254
-0.16383875 0.98989153
-0.16530667 0.98982373
-0.16677754 0.98976271
-0.16824841 0.98970169
-0.16972223 0.98963390
-0.17119606 0.98957288
-0.17266989 0.98950508
-0.17414667 0.98944407
-0.17562346 0.98937627
-0.17710172 0.98931525
-0.17858146 0.98924746
-0.18006268 0.98917966
-0.18154390 0.98911864
-0.18302659 0.98905085
-0.18451077 0.98898305
-0.18599642 0.98891525
-0.18748355 0.98884746
-0.18897069 0.98877966
-0.19045930 0.98871186
-0.19194791 0.98864407
-0.19343947 0.98857627
-0.19493104 0.98850847
-0.19642408 0.98844746
-0.19791861 0.98837966
-0.19941313 0.98831186
-0.20090913 0.98825085
-0.20240661 0.98818305
-0.20390557 0.98812203
-0.20540453 0.98806102
-0.20690496 0.98800000
-0.20840540 0.98793220
-0.20990879 0.98787119
-0.21141218 0.98781017
-0.21291705 0.98774915
