# s/c    P_stat
-0.20990879 0.98810453
-0.21141218 0.98804181
-0.21291705 0.98798606
-0.21442193 0.98792334
-0.21592827 0.98786760
-0.21743610 0.98780488
-0.21894541 0.98774913
-0.22045471 0.98769338
-0.22196550 0.98763763
-0.22347628 0.98757491
-0.22499002 0.98751916
-0.22650376 0.98745645
-0.22801750 0.98740070
-0.22953272 0.98733798
-0.23104942 0.98727526
-0.23256759 0.98720557
-0.23408577 0.98713589
-0.23560542 0.98705923
-0.23712508 0.98697561
-0.23864621 0.98689199
-0.24016882 0.98680139
-0.24169143 0.98671777
-0.24321552 0.98663415
-0.24474108 0.98655052
-0.24626665 0.98646690
-0.24779369 0.98638328
-0.24932074 0.98629965
-0.25084926 0.98621603
-0.25237926 0.98613240
-0.25390926 0.98605575
-0.25544074 0.98597213
-0.25697222 0.98588850
-0.25850518 0.98581185
-0.26003962 0.98572822
-0.26157405 0.98565157
-0.26310997 0.98556794
-0.26464588 0.98549129
-0.26618327 0.98540767
-0.26772067 0.98533101
-0.26925954 0.98524739
-0.27079989 0.98517073
-0.27234024 0.98508711
-0.27388059 0.98501045
-0.27542241 0.98492683
-0.27696572 0.98485017
-0.27850902 0.98477352
-0.28005381 0.98468990
-0.28159859 0.98461324
-0.28314485 0.98453659
-0.28469112 0.98445296
-0.28623886 0.98437631
-0.28778808 0.98429965
-0.28933730 0.98422300
-0.29088651 0.98414634
-0.29243721 0.98406969
-0.29398791 0.98399303
-0.29554008 0.98391638
-0.29709226 0.98383972
-0.29864591 0.98377003
-0.30019957 0.98370035
-0.30175470 0.98363066
-0.30330983 0.98356098
-0.30486644 0.98349129
-0.30642305 0.98342857
-0.30798114 0.98335889
-0.30953923 0.98328920
-0.31109731 0.98321951
-0.31265688 0.98314983
-0.31421793 0.98307317
-0.31577749 0.98300348
-0.31734002 0.98292683
-0.31890106 0.98285017
-0.32046358 0.98277352
-0.32202758 0.98269686
-0.32359159 0.98262021
-0.32515559 0.98254355
-0.32672107 0.98246690
-0.32828655 0.98238328
-0.32985350 0.98229965
-0.33142046 0.98222300
-0.33298742 0.98213937
-0.33455586 0.98205575
-0.33612429 0.98197213
-0.33769273 0.98188850
-0.33926264 0.98179791
-0.34083256 0.98171429
-0.34240395 0.98162369
-0.34397534 0.98154007
-0.34554674 0.98144948
-0.34711961 0.98135889
-0.34869248 0.98126829
-0.35026535 0.98117770
-0.35183970 0.98108711
-0.35341405 0.98098955
-0.35498840 0.98089895
-0.35656422 0.98080139
-0.35814005 0.98071080
-0.35971588 0.98061324
-0.36129171 0.98051568
-0.36286901 0.98041812
-0.36444780 0.98032056
-0.36602510 0.98022300
-0.36760388 0.98012544
-0.36918267 0.98002787
-0.37076145 0.97993031
-0.37234172 0.97982578
-0.37392198 0.97972822
-0.37550224 0.97962369
-0.37708398 0.97952613
-0.37866424 0.97942160
-0.38024598 0.97931010
-0.38182920 0.97920557
-0.38341094 0.97910105
-0.38499416 0.97898955
-0.38657738 0.97887805
-0.38816060 0.97876655
-0.38974382 0.97865505
-0.39132851 0.97854355
-0.39291321 0.97842509
-0.39449791 0.97830662
-0.39608261 0.97818815
-0.39766878 0.97806969
-0.39925496 0.97795122
-0.40084113 0.97782578
-0.40242731 0.97770732
-0.40401348 0.97758188
-0.40560114 0.97744948
-0.40718731 0.97732404
-0.40877496 0.97719164
-0.41036262 0.97706620
-0.41195175 0.97693380
-0.41353940 0.97679443
-0.41512853 0.97666202
-0.41671619 0.97652265
-0.41830532 0.97638328
-0.41989445 0.97624390
-0.42148358 0.97610453
-0.42307419 0.97595819
-0.42466333 0.97581185
-0.42625394 0.97566551
-0.42784307 0.97551916
-0.42943368 0.97537282
-0.43102429 0.97521951
-0.43261490 0.97506620
-0.43420551 0.97491289
-0.43579612 0.97475261
-0.43738821 0.97459930
-0.43897882 0.97443902
-0.44057090 0.97427875
-0.44216151 0.97411847
-0.44375360 0.97395122
-0.44534569 0.97379094
-0.44693778 0.97362369
-0.44852839 0.97345645
-0.45012048 0.97328920
-0.45171257 0.97312195
-0.45330613 0.97294774
-0.45489822 0.97278049
-0.45649031 0.97260627
-0.45808240 0.97243206
-0.45967449 0.97226481
-0.46126658 0.97209059
-0.46286014 0.97191638
-0.46445223 0.97174913
-0.46604432 0.97157491
-0.46763788 0.97140070
-0.46922997 0.97122648
-0.47082206 0.97104530
-0.47241563 0.97086411
-0.47400772 0.97067596
-0.47559980 0.97048084
-0.47719337 0.97028571
-0.47878546 0.97008362
-0.48037755 0.96987456
-0.48196964 0.96966551
-0.48356320 0.96945645
-0.48515529 0.96924042
-0.48674738 0.96902439
-0.48833947 0.96880836
-0.48993156 0.96858537
-0.49152364 0.96836237
-0.49311573 0.96813240
-0.49470782 0.96790244
-0.49629843 0.96767247
-0.49789052 0.96744251
-0.49948261 0.96720557
-0.50107322 0.96696864
-0.50266383 0.96673171
-0.50425592 0.96649477
-0.50584653 0.96625087
-0.50743714 0.96600697
-0.50902775 0.96576307
-0.51061836 0.96551220
-0.51220897 0.96526132
-0.51379958 0.96501045
-0.51538871 0.96475958
-0.51697932 0.96450174
-0.51856845 0.96424390
-0.52015758 0.96398606
-0.52174671 0.96372125
-0.52333585 0.96345645
-0.52492498 0.96319164
-0.52651263 0.96291986
-0.52810029 0.96264808
-0.52968942 0.96237631
-0.53127707 0.96209756
-0.53286472 0.96181882
-0.53445090 0.96153310
-0.53603855 0.96124042
-0.53762473 0.96094774
-0.53921090 0.96064808
-0.54079708 0.96034146
-0.54238325 0.96002787
-0.54396943 0.95970732
-0.54555413 0.95937282
-0.54713882 0.95903136
-0.54872352 0.95868990
-0.55030822 0.95834146
-0.55189144 0.95799303
-0.55347466 0.95765157
-0.55505787 0.95731010
-0.55664109 0.95696864
-0.55822283 0.95662718
-0.55980605 0.95627875
-0.56138779 0.95593728
-0.56296805 0.95558885
-0.56454980 0.95524739
-0.56613006 0.95489895
-0.56771032 0.95454355
-0.56929058 0.95419512
-0.57086937 0.95383972
-0.57244815 0.95347735
-0.57402693 0.95311498
-0.57560424 0.95275261
-0.57718302 0.95238328
-0.57875885 0.95201394
-0.58033616 0.95163763
-0.58191198 0.95126132
-0.58348781 0.95087805
-0.58506364 0.95048780
-0.58663799 0.95009756
-0.58821234 0.94970035
-0.58978669 0.94929617
-0.59135956 0.94889199
-0.59293243 0.94848084
-0.59450530 0.94806272
-0.59607669 0.94764460
-0.59764808 0.94721951
-0.59921800 0.94678746
-0.60078939 0.94634843
-0.60235783 0.94590941
-0.60392774 0.94545645
-0.60549618 0.94500348
-0.60706461 0.94455052
-0.60863157 0.94408362
-0.61019853 0.94361672
-0.61176401 0.94314286
-0.61333097 0.94266202
-0.61489497 0.94217422
-0.61646045 0.94167944
-0.61802445 0.94118467
-0.61958697 0.94068293
-0.62114950 0.94018118
-0.62271202 0.93966551
-0.62427306 0.93914983
-0.62583411 0.93863415
-0.62739368 0.93810453
-0.62895324 0.93757491
-0.63051133 0.93704530
-0.63207090 0.93650871
-0.63362751 0.93597213
-0.63518412 0.93542857
-0.63674073 0.93488502
-0.63829586 0.93434146
-0.63985099 0.93379791
-0.64140464 0.93326132
-0.64295830 0.93271777
-0.64451047 0.93217422
-0.64606265 0.93161672
-0.64761335 0.93105226
-0.64916404 0.93048084
-0.65071326 0.92989547
-0.65226248 0.92930314
-0.65381022 0.92870383
-0.65535796 0.92809756
-0.65690570 0.92747735
-0.65845049 0.92685714
-0.65999675 0.92622997
-0.66154005 0.92559582
-0.66308484 0.92495470
-0.66462666 0.92430662
-0.66616849 0.92365157
-0.66771032 0.92299652
-0.66925067 0.92232753
-0.67078954 0.92165854
-0.67232841 0.92098955
-0.67386728 0.92030662
-0.67540467 0.91962369
-0.67694059 0.91894077
-0.67847650 0.91824390
-0.68001094 0.91754704
-0.68154390 0.91685017
-0.68307685 0.91613937
-0.68460833 0.91542857
-0.68613981 0.91471777
-0.68766982 0.91399303
-0.68919982 0.91326829
-0.69072834 0.91253659
-0.69225538 0.91180488
-0.69378243 0.91106620
-0.69530800 0.91032056
-0.69683356 0.90956794
-0.69835765 0.90881533
-0.69988026 0.90805575
-0.70140287 0.90728920
-0.70292400 0.90651568
-0.70444366 0.90574216
-0.70596331 0.90495470
-0.70748148 0.90416725
-0.70899966 0.90336585
-0.71051488 0.90256446
-0.71203158 0.90174913
-0.71354532 0.90091986
-0.71505906 0.90009059
-0.71657132 0.89924042
-0.71808358 0.89838328
-0.71959436 0.89750523
-0.72110367 0.89661324
-0.72261150 0.89570035
-0.72411933 0.89476655
-0.72562567 0.89383972
-0.72713202 0.89291986
-0.72863542 0.89201394
-0.73014029 0.89110801
-0.73164220 0.89021603
-0.73314412 0.88932404
-0.73464307 0.88843206
-0.73614351 0.88754704
-0.73764099 0.88665505
-0.73913847 0.88575610
-0.74063447 0.88485017
-0.74212899 0.88393728
-0.74362352 0.88301742
-0.74511656 0.88207666
-0.74660813 0.88111498
-0.74809822 0.88013937
-0.74958830 0.87914286
-0.75107691 0.87812544
-0.75256405 0.87708711
-0.75405118 0.87602787
-0.75553535 0.87494077
-0.75701953 0.87383275
-0.75850222 0.87271080
-0.75998492 0.87156098
-0.76146466 0.87040418
-0.76294440 0.86922648
-0.76442266 0.86803484
-0.76590093 0.86682927
-0.76737623 0.86562369
-0.76885154 0.86440418
-0.77032537 0.86318467
-0.77179771 0.86196516
-0.77326859 0.86073868
-0.77473946 0.85951916
-0.77620885 0.85829965
-0.77767528 0.85708711
-0.77914320 0.85588153
-0.78060816 0.85468990
-0.78207164 0.85349826
-0.78353512 0.85231359
-0.78499712 0.85113589
-0.78645764 0.84995819
-0.78791669 0.84878746
-0.78937573 0.84761672
-0.79083182 0.84644599
-0.79228791 0.84526829
-0.79374252 0.84409059
-0.79519565 0.84290592
-0.79664730 0.84170732
-0.79809748 0.84050871
-0.79954765 0.83928920
-0.80099487 0.83806272
-0.80244209 0.83682230
-0.80388783 0.83556098
-0.80533209 0.83428571
-0.80677488 0.83298955
-0.80821618 0.83167247
-0.80965749 0.83034146
-0.81109584 0.82898955
-0.81253418 0.82761672
-0.81397106 0.82623693
-0.81540645 0.82483624
-0.81684036 0.82342160
-0.81827280 0.82200000
-0.81970376 0.82056446
-0.82113324 0.81912195
-0.82256272 0.81767247
-0.82398924 0.81621603
-0.82541576 0.81475958
-0.82684081 0.81330314
-0.82826289 0.81183972
-0.82968498 0.81037631
-0.83110559 0.80891986
-0.83252472 0.80745645
-0.83394238 0.80600000
-0.83536003 0.80454355
-0.83677473 0.80308711
-0.83818795 0.80163066
-0.83960116 0.80018118
-0.84101143 0.79872474
-0.84242169 0.79727526
-0.84382899 0.79582578
-0.84523630 0.79437631
-0.84664213 0.79292683
-0.84804648 0.79147038
-0.84944787 0.79002091
-0.85084926 0.78856446
-0.85224918 0.78711498
-0.85364761 0.78565854
-0.85504457 0.78420209
-0.85644005 0.78273868
-0.85783405 0.78128223
-0.85922657 0.77981882
-0.86061762 0.77834843
-0.86200866 0.77688502
-0.86339675 0.77541463
-0.86478336 0.77394425
-0.86616849 0.77246690
-0.86755215 0.77098955
-0.86893580 0.76951220
-0.87031650 0.76802787
-0.87169571 0.76654355
-0.87307345 0.76505226
-0.87445120 0.76356098
-0.87582598 0.76206272
-0.87719928 0.76056446
-0.87857259 0.75905923
-0.87994294 0.75755401
-0.88131181 0.75604181
-0.88267920 0.75452265
-0.88404659 0.75300348
-0.88541103 0.75147038
-0.88677399 0.74994425
-0.88813547 0.74840418
-0.88949695 0.74685714
-0.89085547 0.74531010
-0.89221251 0.74374913
-0.89356808 0.74218118
-0.89492217 0.74061324
-0.89627478 0.73903136
-0.89762591 0.73744251
-0.89897556 0.73583972
-0.90032374 0.73423693
-0.90167044 0.73261324
-0.90301565 0.73098258
-0.90435940 0.72934495
-0.90570166 0.72768641
-0.90704096 0.72602091
-0.90838027 0.72434146
-0.90971810 0.72264111
-0.91105297 0.72092683
-0.91238784 0.71919861
-0.91371975 0.71744948
-0.91505167 0.71567944
-0.91638062 0.71386760
-0.91770810 0.71200697
-0.91903410 0.71009756
-0.92036010 0.70814634
-0.92168315 0.70614634
-0.92300472 0.70410453
-0.92432480 0.70200697
-0.92564341 0.69986063
-0.92695907 0.69765157
-0.92827472 0.69538537
-0.92958890 0.69304530
-0.93090011 0.69062509
-0.93221133 0.68811429
-0.93351959 0.68550174
-0.93482786 0.68277352
-0.93613316 0.67991150
-0.93743699 0.67690174
-0.93873934 0.67372056
-0.94004021 0.67036585
-0.94133960 0.66688084
-0.94263604 0.66334286
-0.94393247 0.65966620
-0.94522743 0.65570941
-0.94651943 0.65059512
-0.94781143 0.64348502
-0.94910048 0.63247735
-0.95038804 0.62189129
-0.95167118 0.62228432
-0.95295431 0.63074983
-0.95423744 0.63603136
-0.95551909 0.63747317
-0.95679779 0.63825157
-0.95807353 0.63863833
-0.95934927 0.63888084
-0.96062353 0.63922857
-0.96189631 0.63973171
-0.96316762 0.64203345
